"","locname","latitude","longitude","NOAA_ID","NOAA_NAME","NEAR_Y","NEAR_X","NEAR_DIST"
"36","01400500",40.555,-74.583611,"USC00285197","MANVILLE",40.55,-74.5667,1.53312288264161
"37","01408000",40.161389,-74.154722,"USW00004783","BELMAR MONMOUTH AAF",40.1833,-74.1167,4.04627716545266
"38","01408029",40.146667,-74.122222,"USW00004783","BELMAR MONMOUTH AAF",40.1833,-74.1167,4.1003404713378
"39","01408500",39.986389,-74.223333,"USC00288816","TOMS RIVER",39.95,-74.2167,4.08556503345485
"40","01417500",42.024809,-75.11989,"USC00300540","BEERSTON",42.1167,-75.1167,10.2212051217929
"41","01420500",41.946477,-74.979609,"USC00301102","CALLICOON CTR",41.8275,-74.9506,13.4458158194819
"42","01423000",42.166196,-75.139891,"USC00308936","WALTON",42.1667,-75.1333,0.546096563427928
"43","01425000",42.074806,-75.396009,"USC00302060","DEPOSIT",42.0628,-75.4264,2.84171946069488
"44","01426500",42.00314,-75.383508,"USC00302060","DEPOSIT",42.0628,-75.4264,7.52049024317439
"45","01427207",41.86731,-75.213783,"USC00301101","CALLICOON",41.7667,-75.05,17.5891774507358
"46","01427500",41.760922,-75.048223,"USC00301101","CALLICOON",41.7667,-75.05,0.65917234809334
"47","01427510",41.756755,-75.05739,"USC00301101","CALLICOON",41.7667,-75.05,1.26434597418474
"48","01428000",41.564256,-75.015168,"USC00366900","PHILA FRIENDS HOSPITAL",41.65,-75.1,11.859563690886
"49","01428500",41.508978,-74.985723,"USC00363758","HAWLEY 1 E",41.4764,-75.1653,15.3893001874761
"50","01428750",41.67453,-75.376013,"USC00362331","DYBERRY",41.6333,-75.3,7.80392625850044
"51","01429000",41.587309,-75.326845,"USC00367186","PROMPTON DAM",41.5889,-75.3303,0.337434922413688
"52","01431500",41.4762,-75.172119,"USC00363758","HAWLEY 1 E",41.4764,-75.1653,0.568529740519171
"53","01432110",41.475923,-75.036281,"USC00363758","HAWLEY 1 E",41.4764,-75.1653,10.7487962373417
"54","01433500",41.461481,-74.758775,"USC00365470","MATAMORAS",41.3914,-74.7172,8.52881257502915
"55","01434021",42.011203,-74.414318,"USC00307799","SLIDE MTN",42.0167,-74.4167,0.642136406695619
"56","01435000",41.890092,-74.589879,"USC00303076","FROST VALLEY",41.9667,-74.55,9.13495015417508
"57","01436690",41.638064,-74.616883,"USC00307210","ROCK HILL 3 SW",41.5917,-74.6142,5.16026417196644
"58","01447500",41.130363,-75.625467,"USC00365160","LONG POND POCONO LAKE",41.1192,-75.5481,6.598129948862
"59","01447720",41.084808,-75.605467,"USC00365160","LONG POND POCONO LAKE",41.1192,-75.5481,6.14245025706406
"60","01447800",41.104806,-75.732136,"USC00360455","FRANCIS E WALTER DAM",41.1167,-75.7333,1.32614284442663
"61","01449360",40.897592,-75.502408,"USC00364672","KRESGEVILLE 2 W",40.9,-75.5333,2.61019912399215
"62","01449800",40.845648,-75.645744,"USC00360560","BELTZVILLE DAM",40.8619,-75.6428,1.8240241842078
"63","01454700",40.669266,-75.236288,"USC00362425","EASTON (1)",40.6833,-75.2167,2.27241365063626
"64","01463500",40.221667,-74.778056,"USC00288878","TRENTON 2",40.2333,-74.7667,1.61327783923933
"65","01465500",40.173998,-74.956834,"USC00366194","NESHAMINY FALLS",40.1483,-74.953,2.8760015269079
"66","01466500",39.885,-74.505278,"USC00281598","CHATSWORTH",39.8167,-74.5333,7.96243823024866
"67","01467087",40.015945,-75.096841,"USC00366901","PHILA GERMANTOWN",40.0167,-75.1667,5.9497769478244
"68","01470779",40.413426,-76.171613,"USC00369430","WERNERSVILLE 1 W",40.3333,-76.1,10.7788599017411
"69","01470960",40.370648,-76.025216,"USC00360785","BLUE MARSH LAKE",40.3803,-76.0275,1.0905533272047
"70","01471875",40.339538,-75.742136,"USC00363047","FREDERICKSVILLE 2 SE",40.4333,-75.6667,12.2278254197152
"71","01472157",40.151491,-75.601305,"USC00362116","DEVAULT 1 W",40.0833,-75.55,8.74796630533621
"72","01473000",40.229547,-75.451567,"USC00363435","GRATERFORD",40.2333,-75.45,0.438003223320999
"73","01473169",40.079274,-75.460748,"USC00369103","VALLEY FORGE NHP",40.0983,-75.4197,4.08280600965972
"74","01473500",40.111219,-75.34685,"USC00366370","NORRISTOWN",40.1097,-75.3369,0.862863917742229
"75","01474000",40.01539,-75.206846,"USC00366914","PHILA CENTENNIAL AVE",40,-75.1833,2.63633374019441
"76","01474500",39.967891,-75.188512,"USC00366886","PHILA FRANKLIN INST",39.9586,-75.1728,1.69128209920973
"77","01475510",39.929002,-75.272406,"USC00367166","PRIMOS",39.9206,-75.2928,1.97414102141653
"78","01475530",39.974835,-75.279907,"USC00366907","PHILADELPHIA UPPER DAR",39.9667,-75.2833,0.949657999343539
"79","01478000",39.637389,-75.727889,"USC00076405","NEWARK PUMPING STN",39.6667,-75.75,3.76908417124718
"80","01478650",39.689222,-75.74875,"USC00076410","NEWARK UNIV FARM",39.6694,-75.7514,2.21574223198961
"81","01479000",39.699222,-75.675028,"USW00013781","WILMINGTON NEW CASTLE CO AP",39.6728,-75.6008,6.99831323629166
"82","01480000",39.762806,-75.6365,"USC00079600","WILMINGTON CITY HALL",39.75,-75.55,7.53017259275777
"83","01480400",40.027326,-75.844945,"USC00361591","COATESVILLE 2 W",39.9847,-75.86,4.91018198500701
"84","01480500",39.985661,-75.827447,"USC00361589","COATESVILLE 1 SW",39.9667,-75.8333,2.16655185253335
"85","01480617",39.961773,-75.801334,"USC00361589","COATESVILLE 1 SW",39.9667,-75.8333,2.77883884377362
"86","01480870",39.968719,-75.673272,"USC00369464","W CHESTER 2 NW",39.9708,-75.635,3.26966038806007
"87","01481000",39.869833,-75.593262,"USC00369500","WESTTOWN",39.9333,-75.55,7.96385923334577
"88","01481500",39.769417,-75.573278,"USC00079605","WILMINGTON PORTER RSCH",39.7739,-75.5414,2.76966337749763
"89","01484525",38.594556,-75.291028,"USC00076020","MILLSBORO",38.5833,-75.3167,2.55833756394367
"90","01516350",41.794241,-77.080246,"USC00368868","TIOGA HAMMOND DAM",41.8975,-77.1419,12.5664343339196
"91","01518700",41.952574,-77.115249,"USC00364873","LAWRENCEVILLE 2 S",41.9667,-77.1333,2.16679269898071
"92","01520000",41.99674,-77.139972,"USC00361838","COWANESQUE DAM",41.9903,-77.1567,1.55689954791573
"93","01542500",41.117559,-78.108896,"USC00364450","KARTHAUS RIVER",41.1175,-78.1092,0.0262975722134391
"94","01544500",41.475899,-77.825825,"USC00368770","TAMARACK 2 S FIRE TO W",41.4,-77.85,8.67684840217191
"95","01545600",41.389512,-77.690819,"USC00367411","RENOVO 3 NNE",41.3667,-77.7333,4.35861344255345
"96","01547500",41.051731,-77.604438,"USC00365109","LOCK HAVEN SWG PLT",41.1311,-77.4336,16.8184079057659
"97","01549700",41.273683,-77.32414,"USC00364363","JERSEY SHORE",41.2,-77.25,10.27427792456
"98","01563200",40.428964,-77.991114,"USC00367312","RAYSTOWN LAKE 2",40.3814,-78.0753,8.87604623735224
"99","01567000",40.478417,-77.129148,"USC00366297","NEWPORT RIVER",40.4783,-77.1294,0.0249710723909583
"100","01572950",40.438978,-76.598299,"USC00364893","LEBANON 4 WNW",40.35,-76.4833,13.8828614311805
"101","01581752",39.496497,-76.34746,"USC00180732","BENSON POLICE BARRACKS",39.5,-76.3833,3.09974671768887
"102","01581920",39.618889,-76.690306,"USC00186844","PARKTON 2 SW",39.6333,-76.7,1.80473903206621
"103","01585230",39.330083,-76.534889,"USC00180475","BALTIMORE HAMILTON",39.35,-76.55,2.56778041109644
"104","01589290",39.361717,-76.761446,"USC00185790","MCDONOGH",39.4,-76.7667,4.2807595543307
"105","01591610",39.192194,-77.004389,"USC00181125","BRIGHTON DAM",39.1911,-77.0069,0.248246433324235
"106","01596500",39.570056,-79.101944,"USC00185894","MERRILL",39.6,-79.0833,3.6931088826707
"107","01597500",39.50275,-79.123972,"USC00188065","SAVAGE RIVER DAM",39.51,-79.14,1.59397817046523
"108","01608500",39.447039,-78.654182,"USC00468409","SPRINGFIELD 1 N",39.4667,-78.7,4.50034876473839
"109","01616100",39.192592,-78.068631,"USC00449186","WINCHESTER 7 SE",39.1833,-78.1167,4.2697114116385
"110","01636316",39.067025,-78.003753,"USC00445853","MT WX 3",39.0656,-77.895,9.39037881969221
"111","01636500",39.282046,-77.789161,"USC00461588","CHARLES TOWN 2 SE",39.2981,-77.8344,4.28298480454545
"112","01645704",38.884695,-77.332429,"USC00448737","VIENNA",38.8922,-77.2892,3.83344040854809
"113","01645762",38.908889,-77.338263,"USC00448737","VIENNA",38.8922,-77.2892,4.63355740650847
"114","01646000",38.975943,-77.245814,"USC00183850","GREAT FALLS",39,-77.25,2.69937157741002
"115","01646305",38.95978,-77.17567,"USC00180795","BETHESDA",38.9667,-77.1167,5.15625776246612
"116","01646500",38.949778,-77.127639,"USC00182325","DALECARLIA RSVR",38.9386,-77.1133,1.75575713795019
"117","01649190",39.033139,-76.964278,"USC00180705","BELTSVILLE PLT STN 5",39.0167,-76.95,2.20513080188084
"118","01649500",38.96025,-76.925972,"USC00187615","RIVERDALE",38.9667,-76.9333,0.956975332077117
"119","01650800",38.986222,-77.004861,"USC00188725","TAKOMA PARK MISS AVE",38.9833,-77,0.531126586348675
"120","01651000",38.952333,-76.966056,"USC00181180","BROOKSIDE MANOR",38.9667,-76.9667,1.59850764253739
"121","01651800",38.901111,-76.942194,"USC00186350","NATL ARBORETUM DC",38.9133,-76.97,2.76148491219504
"122","01654000",38.812891,-77.228316,"USC00440216","ANNANDALE",38.8167,-77.2,2.48960231798391
"123","01656903",38.88239,-77.431905,"USC00441570","CHANTILLY",38.8833,-77.4333,0.157540241953812
"124","01658000",38.596139,-77.056028,"USC00185080","LA PLATA 1 W",38.5333,-77,8.5177983837701
"125","01673000",37.767642,-77.332202,"USW00093775","ASHLAND HANOVER CO MUNI AP",37.7081,-77.4344,11.162299200437
"126","02011400",38.042347,-79.881444,"USC00444128","HOT SPRINGS",37.9994,-79.8322,6.43529522430243
"127","02011500",38.069569,-79.897,"USC00445756","MTN GROVE",38.1025,-79.8872,3.76086798287802
"128","02011800",37.948458,-79.949224,"USC00443310","GATHRIGHT DAM",37.9458,-79.9542,0.527003886172975
"129","02042500",37.436258,-77.060803,"USC00445830","MT MORIAH FM MINDES ST",37.2833,-77.05,17.034932282113
"130","02072000",36.780693,-80.024765,"USC00446692","PHILPOTT DAM 2",36.7764,-80.0272,0.52431236703532
"131","02073000",36.661249,-79.880595,"USC00445300","MARTINSVILLE FLTR PLT",36.7056,-79.865,5.12392796722963
"132","02077200",36.397778,-79.196667,"USC00319704","YANCEYVILLE 4 SE",36.3772,-79.255,5.70099520535125
"133","02077303",36.5225,-78.9975,"USC00447925","S BOSTON",36.6953,-78.8808,21.8563484857161
"134","02101726",35.73514,-79.42308,"USC00317924","SILER CITY 2 N",35.7606,-79.4622,4.52530587045397
"135","02110701",33.861,-79.04115,"USC00381997","CONWAY",33.8314,-79.0558,3.55859263544392
"136","02110704",33.829893,-79.043647,"USC00381997","CONWAY",33.8314,-79.0558,1.13498852385363
"137","02111000",35.990833,-81.558333,"USC00316602","PATTERSON",35.9983,-81.565,1.0242753317158
"138","02135000",34.057108,-79.24699,"USC00381495","CENTENARY",34.05,-79.35,9.5228183382685
"139","02137727",35.685833,-82.060278,"USC00315340","MARION",35.6847,-82.0083,4.69614821826538
"140","02148000",34.244594,-80.65397,"USC00381310","CAMDEN 3 W",34.2428,-80.6564,0.299475144635112
"141","02148315",33.828489,-80.620365,"USC00389044","WEDGEFIELD 6 S",33.8167,-80.5,11.195946489248
"142","02156500",34.59625,-81.422042,"USC00387722","SANTUCK",34.635,-81.5206,9.99556549720901
"143","02160105",34.535416,-81.548158,"USC00387722","SANTUCK",34.635,-81.5206,11.356981624026
"144","02163001",34.614837,-82.444015,"USC00389122","W PELZER",34.6428,-82.4547,3.25941792630807
"145","02168504",34.050982,-81.209542,"USC00382630","EAU CLAIRE",34.0167,-81.0667,13.7034835127413
"146","02169000",34.014042,-81.087872,"USC00382630","EAU CLAIRE",34.0167,-81.0667,1.97363827512675
"147","02172300",33.753477,-81.601771,"USC00385954","MONETTA",33.8333,-81.6333,9.34187143507589
"148","02201000",32.975709,-82.609854,"USC00097777","SANDERSVILLE",32.9744,-82.8045,18.1576016575546
"149","02203603",33.683889,-84.415278,"USW00013874","ATLANTA HARTSFIELD INTL AP",33.63,-84.4417,6.47199558711953
"150","02203655",33.678997,-84.357981,"USC00090456","ATLANTA WB CITY",33.75,-84.3833,8.23516756639397
"151","02203700",33.688997,-84.33048,"USC00090446","ATLANTA KIRKWOOD",33.75,-84.3167,6.90191587495527
"152","02205000",34.001944,-84.005,"USC00090485","AUBURN",34.0167,-83.8333,15.9112130000759
"153","02206500",33.853161,-84.07908,"USW00093830","ATLANTA NAS",33.8667,-84.3,20.4544538224974
"154","02207120",33.772885,-84.058248,"USC00090446","ATLANTA KIRKWOOD",33.75,-84.3167,24.0271695222272
"155","02207185",33.778163,-84.037969,NA,NA,NA,NA,NA
"156","02207385",33.815107,-83.990188,NA,NA,NA,NA,NA
"157","02207400",33.821497,-83.942408,"USC00099466","WINDER 4S",33.9275,-83.7261,23.1888430034434
"158","02208150",33.917607,-83.887958,"USC00090485","AUBURN",34.0167,-83.8333,12.1168420718069
"159","02208450",33.640116,-83.779067,"USC00092318","COVINGTON",33.5972,-83.8436,7.64718177759635
"160","02212600",33.099854,-83.72351,"USR0000GBRE","BRENDER GEORGIA",33.0097,-83.7397,10.137586495788
"161","02215000",32.280718,-83.461006,"USC00094170","HAWKINSVILLE",32.2842,-83.4681,0.771132628373138
"162","02215500",31.920183,-82.674027,"USC00095386","LUMBER CITY",31.9297,-82.6792,1.16542750534857
"163","02217274",34.08233,-83.85462,"USC00090485","AUBURN",34.0167,-83.8333,7.55744478254069
"164","02218565",34.010383,-83.894068,"USC00090485","AUBURN",34.0167,-83.8333,5.64486414457639
"165","02219000",33.788176,-83.474051,"USW00063850","WATKINSVILLE 5 SSE",33.7836,-83.3897,7.81201173531204
"166","02223056",32.939873,-83.066815,"USC00095696","MC INTYRE 1 WNW",32.85,-83.2167,17.1961720084051
"167","02225000",31.939083,-82.35346,"USC00090670","BAXLEY 5NNW",31.8414,-82.3756,11.0611521943789
"168","02226500",31.238274,-82.324571,"USC00099186","WAYCROSS 4 NE",31.2514,-82.3128,1.83915968991393
"169","02228000",31.220641,-81.865665,"USC00096219","NAHUNTA 6NE",31.2739,-81.9197,7.83954765024441
"170","02232400",28.369728,-80.872558,"USC00085643","MERRITT ISLAND",28.35,-80.7,17.0266122710778
"171","02234000",28.714161,-81.035337,"USC00088051","SCOTTSMOOR 2.5 SSW",28.73,-80.8794,15.307635517245
"172","02236000",29.008318,-81.382565,"USC00087838","ST. FRANCIS",29.0333,-81.3833,2.77879082390333
"173","02244040",29.596358,-81.683138,"USC00086753","PALATKA",29.6439,-81.6606,5.71775313211181
"174","02245260",29.729691,-81.486744,"USC00083874","HASTINGS 4NE",29.7653,-81.4697,4.28783006757107
"175","02246459",30.282184,-81.740376,"USC00085950","MORTON'S FM DUVAN FM",30.3333,-81.6833,7.89475960631345
"176","02264000",28.390563,-81.519517,"USC00086634","ORLANDO W",28.5083,-81.5467,13.3587764653036
"177","02264100",28.333065,-81.522017,"USC00084620","KISSIMMEE",28.3,-81.4167,10.9454061453119
"178","02266200",28.385007,-81.616463,"USC00081641","CLERMONT 9 S",28.4558,-81.7233,13.0815050998098
"179","02266300",28.332787,-81.579796,"USC00084620","KISSIMMEE",28.3,-81.4167,16.3763584864039
"180","02292900",26.723957,-81.698415,"USW00012894","FT MYERS SW FL RGNL AP",26.5361,-81.755,21.6327238657314
"181","02297100",27.166718,-81.879528,"USC00080228","ARCADIA",27.2178,-81.8742,5.70445164044001
"182","02301500",27.872248,-82.211201,"USC00087205","PLANT CITY",28.0236,-82.1422,18.1431059807604
"183","02304510",28.02113,-82.43454,"USC00088890","TEMPLE TERRACES",28.05,-82.3833,5.96629422521404
"184","02310650",28.715264,-82.576766,"USC00080540","BAYPORT",28.55,-82.6167,18.7852710918357
"185","02310700",28.785261,-82.617878,NA,NA,NA,NA,NA
"186","02313700",29.20413,-82.769,"USC00089120","USHER TWR",29.4083,-82.8186,23.2064959435048
"187","02314500",30.680556,-82.560556,"USC00093312","FARGO",30.6908,-82.5633,1.16891267528611
"188","02315550",30.392999,-82.933187,"USC00085099","LIVE OAK",30.2889,-82.965,11.9711128606883
"189","02317500",30.704101,-83.033196,"USC00098271","STATENVILLE 6 NE",30.7644,-82.9,14.3882609001434
"190","02317620",30.598269,-83.073195,"USC00084393","JASPER 5 WNW",30.5333,-83.0167,9.0248131421062
"191","02318500",30.793056,-83.453611,"USC00097276","QUITMAN 2 NW",30.7836,-83.5692,11.0914257937366
"192","02318700",30.825556,-83.5625,"USC00097276","QUITMAN 2 NW",30.7836,-83.5692,4.70897473117974
"193","02319000",30.595487,-83.259591,"USC00085275","MADISON",30.4653,-83.4022,19.9028763620096
"194","02319800",30.244943,-83.249584,"USC00085539","MAYO",30.1064,-83.1819,16.7228507060473
"195","02321500",29.921907,-82.426225,"USC00084723","LAKE BUTLER",29.9453,-82.3314,9.50055420140527
"196","02322700",29.952733,-82.785957,"USC00080598","BELL 4NW",29.7956,-82.9178,21.6075272401234
"197","02323592",29.339406,-83.086515,"USR0000FLSU","LOWER SUWANNEE FLORIDA",29.3731,-83.0344,6.28867900257905
"198","02327033",30.188258,-84.408235,"USC00086828","PANACEA 1 S",29.9989,-84.485,22.3132922565212
"199","02327100",30.129369,-84.494348,"USC00087950","SANBORN TWR",30.0667,-84.6,12.3233899128787
"200","02330450",34.700833,-83.728889,"USC00094230","HELEN",34.6997,-83.7261,0.284392181290021
"201","02333500",34.528056,-83.939722,"USC00092475","DAHLONEGA 4WSW",34.5069,-84.0208,7.79191339469458
"202","02334430",34.156944,-84.078889,"USC00092408","CUMMING 2N",34.2286,-84.1281,9.16361893543744
"203","02334480",34.1326,-84.069911,"USC00092408","CUMMING 2N",34.2286,-84.1281,11.9415646902555
"204","02334578",34.096489,-84.079634,"USC00092408","CUMMING 2N",34.2286,-84.1281,15.3519777339215
"205","02334885",34.032323,-84.089356,"USC00092408","CUMMING 2N",34.2286,-84.1281,22.1144305777133
"206","02335000",33.997222,-84.201944,"USW00053863","ATLANTA PEACHTREE AP",33.875,-84.3022,16.4391331597526
"207","02335350",33.965101,-84.264923,"USW00053863","ATLANTA PEACHTREE AP",33.875,-84.3022,10.5927661670119
"208","02335450",33.985934,-84.316036,"USW00053863","ATLANTA PEACHTREE AP",33.875,-84.3022,12.4011716096529
"209","02335700",34.050556,-84.269444,"USC00090219","ALPHARETTA 4 SSW",34.1014,-84.3506,9.37195299682735
"210","02335815",33.968056,-84.382778,"USW00053863","ATLANTA PEACHTREE AP",33.875,-84.3022,12.741497415703
"211","02335870",33.953889,-84.443333,"USW00013864","MARIETTA DOBBINS AFB",33.9167,-84.5167,7.93172499997452
"212","02336000",33.859167,-84.454444,"USW00013864","MARIETTA DOBBINS AFB",33.9167,-84.5167,8.59942008250427
"213","02336030",33.905658,-84.224921,"USW00053863","ATLANTA PEACHTREE AP",33.875,-84.3022,7.9058799686237
"214","02336120",33.831493,-84.342703,"USW00093830","ATLANTA NAS",33.8667,-84.3,5.55675479287733
"215","02336240",33.802883,-84.340759,"USC00090446","ATLANTA KIRKWOOD",33.75,-84.3167,6.28673133895211
"216","02336300",33.819444,-84.407778,"USC00090456","ATLANTA WB CITY",33.75,-84.3833,8.04636976407174
"217","02336360",33.869167,-84.378889,"USW00053863","ATLANTA PEACHTREE AP",33.875,-84.3022,7.10983244662836
"218","02336410",33.838438,-84.439373,"USW00003888","ATLANTA FULTON CO AP",33.7792,-84.5214,10.041091918625
"219","02336526",33.794273,-84.474375,"USW00003888","ATLANTA FULTON CO AP",33.7792,-84.5214,4.65783846808493
"220","02336728",33.743441,-84.568266,"USW00003888","ATLANTA FULTON CO AP",33.7792,-84.5214,5.88050150836983
"221","02337000",33.772885,-84.614656,"USW00003888","ATLANTA FULTON CO AP",33.7792,-84.5214,8.64793825123341
"222","02337170",33.656667,-84.673611,"USC00092791","DOUGLASVILLE 4 S",33.7006,-84.7303,7.16800282120294
"223","02337410",33.653806,-84.821028,"USC00092791","DOUGLASVILLE 4 S",33.7006,-84.7303,9.87706575210145
"224","02337498",33.527222,-84.936389,"USC00096335","NEWNAN 7 WNW",33.3997,-84.915,14.3179394972402
"225","02338523",33.340672,-85.22689,"USC00093567","FRANKLIN",33.2833,-85.1,13.406364612178
"226","02344630",33.36039,-84.58632,"USW00053819","ATLANTA",33.3633,-84.5658,1.93300024954637
"227","02350600",32.0525,-84.548333,"USC00097087","PLAINS SW GA EXP STN",32.0467,-84.3711,16.7162288247317
"228","02350900",31.764444,-84.253333,"USC00095061","LEESBURG 2",31.7633,-84.1869,6.28190924651367
"229","02353000",31.306944,-84.338889,"USC00096356","NEWTON 5 W",31.2897,-84.4158,7.55493256426736
"230","02357150",30.904077,-84.749086,"USC00092593","DECATUR CO FIRE & RESCUE",30.9772,-84.6367,13.4535204952862
"231","02358000",30.701025,-84.859087,"USC00099519","WOODRUFF DAM",30.7167,-84.8667,1.8888368779597
"232","02359170",29.949371,-85.015469,"USR0000FSUM","SUMATRA FLORIDA",30.0175,-84.9842,8.15227786443048
"233","02382500",34.603697,-84.695491,"USC00096625","OAKMAN",34.5667,-84.7167,4.54903439063108
"234","02385800",34.716667,-84.77,"USC00097350","RAMHURST",34.7,-84.7333,3.83259164979337
"235","02388975",34.40898,-84.01963,"USR0000GDAW","DAWSONVILLE GEORGIA",34.3761,-84.0597,5.1850764800128
"236","02389150",34.357318,-84.113525,"USC00092583","DAWSONVILLE WB",34.35,-84.1333,1.98936387126405
"237","02392000",34.239929,-84.494673,"USC00091585","CANTON",34.2072,-84.5039,3.73686800954647
"238","02394000",34.163153,-84.741047,"USC00090180","ALLATOONA DAM",34.1667,-84.7333,0.814612295905603
"239","02397000",34.200373,-85.25662,"USC00097600","ROME",34.2414,-85.1583,10.1258505540399
"240","02400100",34.065098,-85.614129,"USC00011490","CENTRE",34.15,-85.6847,11.4604307003996
"241","02405500",33.447607,-86.386924,"USC00016328","PELL CITY 2 W",33.6,-86.3167,18.1526758987935
"242","02407514",33.320667,-86.495259,"USC00011620","CHILDERSBURG WTP",33.285,-86.3431,14.6864533089901
"243","02413300",33.437335,-85.399118,"USC00018692","WEDOWEE",33.3678,-85.4983,12.0228714485806
"244","02419890",32.439859,-86.195522,"USC00018862","WETUMPKA 8 SE",32.4464,-86.1417,5.102763040286
"245","02423130",33.622325,-86.599431,"USC00016478","PINSON",33.6906,-86.685,10.970917300025
"246","02423397",33.534549,-86.562485,"USW00013876","BIRMINGHAM AP",33.5656,-86.745,17.2625154962853
"247","02423496",33.369277,-86.784155,"USC00016000","OAK MTN STATE PARK HQ",33.3264,-86.7561,5.43340492151271
"248","02455980",33.711213,-86.696101,"USC00016478","PINSON",33.6906,-86.685,2.51159987453144
"249","02457595",33.597049,-86.868048,"USC00010836","BIRMINGHAM",33.5333,-86.8333,7.7854481080499
"250","02458450",33.517606,-86.879158,"USC00010836","BIRMINGHAM",33.5333,-86.8333,4.59514265996083
"251","02474560",31.221667,-89.053056,"USC00220585","BEAUMONT EXP.STATION",31.2353,-88.9186,12.8741097238318
"252","02479155",31.025278,-89.016667,"USC00221098","BROOKLYN 2 SE",31.0333,-89.1667,14.3234505072171
"253","02481510",30.483611,-89.274444,"USC00225165","LONG BEACH",30.3514,-89.1611,18.2825142689054
"254","03007800",41.818676,-78.292791,"USC00367103","PORT ALLEGANY",41.8158,-78.2872,0.562979040070792
"255","03012550",41.841449,-79.011985,"USC00364571","KINZUA DAM",41.8422,-79.0169,0.415629290255972
"256","03020000",41.478951,-79.44588,"USC00368873","TIONESTA 2 SE LAKE",41.4792,-79.4433,0.216708021814156
"257","03022540",41.690612,-80.048112,"USC00367734","SAEGERSTOWN",41.7167,-80.1167,6.39036415418173
"258","03022554",41.69589,-80.10811,"USC00367734","SAEGERSTOWN",41.7167,-80.1167,2.42135114683921
"259","03027500",41.553118,-78.596135,"USC00363311","GLEN HAZEL 2 NE DAM",41.5631,-78.6014,1.19327052994754
"260","03028000",41.57534,-78.692249,"USC00364437","KANE 5 SE",41.6,-78.7667,6.77187974810578
"261","03034000",40.939231,-79.008367,"USC00367217","PUNXSUTAWNEY",40.95,-79,1.38843790276219
"262","03036000",40.927565,-79.291151,"USC00367229","PUTNEYVILLE 2 SE DAM",40.9247,-79.2825,0.793557132355843
"263","03038000",40.654788,-79.348651,"USC00361881","CREEKSIDE",40.6833,-79.2,12.9318523165853
"264","03039000",40.720342,-79.511433,"USC00362942","FORD CITY 4 S DAM",40.7131,-79.5144,0.843204807364825
"265","03042000",40.473402,-79.183367,"USC00360736","BLAIRSVILLE 6 ENE",40.45,-79.15,3.83928655052414
"266","03044000",40.454512,-79.390872,"USC00365212","LOYALHANNA LAKE",40.4586,-79.4503,5.04859087900269
"267","03047000",40.458889,-79.449444,"USC00365212","LOYALHANNA LAKE",40.4586,-79.4503,0.0792315647354453
"268","03056000",39.319815,-80.025078,"USC00468986","TYGART DAM",39.3133,-80.03,0.839102846401012
"269","03057000",39.435087,-80.132579,"USC00462920","FAIRMONT",39.4667,-80.1333,3.51575028483267
"270","03058000",39.004528,-80.473361,"USC00468522","STONEWALL JACKSON DAM",39.0047,-80.4739,0.050348464998714
"271","03061000",39.422308,-80.275919,"USC00462920","FAIRMONT",39.4667,-80.1333,13.2039539618911
"272","03066000",39.127052,-79.468385,"USC00462209","DAVIS",39.1333,-79.4667,0.709785687795685
"273","03067510",38.61706,-79.86978,"USC00461591","CHEAT BRG",38.6106,-79.8772,0.965192916571499
"274","03069500",39.122884,-79.681174,"USC00466871","PARSONS 2 N",39.1167,-79.6833,0.711668500443285
"275","03072655",39.825077,-79.922833,"USC00363451","GRAYS LANDING",39.7833,-79.9167,4.67484004323256
"276","03073000",39.923131,-80.072558,"USC00369367","WAYNESBURG 1 E",39.8986,-80.1656,8.3913906697716
"277","03075070",40.262292,-79.90116,"USC00361461","CLAIRTON",40.3,-79.8667,5.11133769303147
"278","03076500",39.653611,-79.408306,"USC00183401","FRIENDSVILLE",39.6667,-79.4,1.61982141630183
"279","03077500",39.805355,-79.364202,"USC00361705","CONFLUENCE 1 SW DAM",39.7994,-79.3664,0.688273172924919
"280","03079000",39.8598,-79.227531,"USC00366022","MT DAVIS",39.7997,-79.1883,7.47547146168224
"281","03081000",39.827577,-79.372535,"USC00361710","CONFLUENCE 1 NW",39.8333,-79.3667,0.808224492554107
"282","03083500",40.24007,-79.806434,"USC00361461","CLAIRTON",40.3,-79.8667,8.39950357303725
"283","03086500",40.932836,-81.094541,"USC00330600","BELOIT",40.9167,-81,8.14304863906383
"284","03090500",41.048391,-81.001203,"USC00332580","ELLSWORTH",41.0167,-80.85,13.1631216457319
"285","03091500",41.131446,-80.971202,"USC00334700","LORDSTOWN",41.15,-80.8667,8.99095082471318
"286","03092090",41.161445,-81.197045,"USC00336949","RAVENNA 2 S",41.1333,-81.2833,7.87120651048723
"287","03092460",41.157001,-81.071762,"USC00330195","APCO RAVENNA ARSENAL",41.1667,-81.0833,1.44777554063179
"288","03094000",41.239223,-80.880642,"USC00338764","WARREN",41.2333,-80.8167,5.38713519157673
"289","03095500",41.299779,-80.758414,"USC00335505","MOSQUITO CREEK LAKE",41.2986,-80.7647,0.541236034121578
"290","03098600",41.105058,-80.662576,"USC00335356","MINERAL RIDGE WTR WKS",41.15,-80.7833,11.2790047500178
