STAID_edt,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,locname,NOAA_ID,NEAR_Y,NEAR_X,NEAR_DIST,NIDID,LONGITUDE,LATITUDE,RIVER,DISTANCE,PRIVATE_DA,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPL,YEAR_MODIF,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL,HYDRAULIC_,NID_HEIGHT,MAX_DISCHA,MAX_STORAG,NORMAL_STO,NID_STORAG,SURFACE_AR,DRAINAGE_A,HAZARD,EAP,VOLUME,Distance_1,PstSplnCnt,pstRcrdCnt,pstP90,pstP90Cnt,pstP50,pstP10,pstP10Cnt,pstTmax,pstTmin,pstTmean,pstTmaxT,pstTminT,pstCoolRt,pstWarmRt,pstCffcntV,pstP25cnt,pstP75cnt,NOAA_TmaxT,NOAA_TminT,Lag_TmaxT,Lag_TminT,NOAARcrdCn,NOAASplnCn,Ref,Clim_Reg
STAID02334885,122.1,34.032323,-84.089356,2334885,USC00092408,34.2286,-84.1281,22.11443058,GA01820,-84.073083,34.039361,UNKNOWN,0,N,RE,X,U,R,1960, ,342,22,0,20,22,0,106,71,106,11,0,L,NR,0,1624.443447,366,19,23.83644364,0.12295082,16.02643775,8.216431847,0.142076503,24.30322032,6.794478443,16.02643775,216,21,-0.134665549,0.095139774,0.380257926,0.330601093,0.341530055,208,21,8,0,19,366,0,Southeast
STAID02335000,3032.4,33.997222,-84.201944,2335000,USW00053863,33.875,-84.3022,16.43913316,GA01816,-84.215,33.995278,UNKNOWN,0,N,RE,X,U,R,1958, ,700,16,0,17,17,0,86,94,94,13,190,L,NR,0,1163.521786,366,18,14.62486485,0,12.02218773,9.419510607,0.169398907,14.19631686,8.049235397,12.02218773,193,30,-0.02222876,0.038808411,0.168927636,0.273224044,0.379781421,209,21,16,9,5,366,0,Southeast
STAID02335450,3155.9,33.985934,-84.316036,2335450,USW00053863,33.875,-84.3022,12.40117161,GA00150,-84.328389,33.983606,UNKNOWN,0,N,RE,X,U,R,1970,"1993, 2011",240,45,0,0,45,0,460,355,460,19,260,H,Y,0,1112.382211,366,12,16.64284149,0,13.36307971,10.08331793,0.177595628,16.6126392,8.815977849,13.36307971,189,31,-0.035937001,0.051081403,0.191513616,0.295081967,0.382513661,209,21,20,10,5,366,0,Southeast
STAID02335815,3528.8,33.968056,-84.382778,2335815,USW00053863,33.875,-84.3022,12.74149742,GA00842,-84.3841,33.9681,CHATTAHOOCHEE,0,N,PG,HCK,RK,HRS,1903, ,896,65,65,53,65,161700,3150,3150,3150,750,1340,H,Y,0,115.547153,366,11,19.76552339,0.054644809,14.69352284,9.62152228,0.142076503,20.27427309,8.14244245,14.69352284,191,27,-0.06639837,0.079269878,0.269350183,0.325136612,0.390710383,209,21,18,6,5,366,0,Southeast
STAID02335870,79.5,33.953889,-84.443333,2335870,USW00013864,33.9167,-84.5167,7.931725,GA04418,-84.443831,33.953007,SOPE CREEK,70, ,RE, , ,FR,1961, ,435,25,0,0,25,90,77,37,77,0,0,H,N,6258,107.6342852,366,9,25.20113227,0.109289617,17.27491077,9.348689274,0.114754098,25.40300909,7.83100666,17.27491077,207,5,-0.129495216,0.104166849,0.358025785,0.344262295,0.366120219,NA,NA,NA,NA,NA,365,0,Southeast
STAID02336120,91.3,33.831493,-84.342703,2336120,USW00093830,33.8667,-84.3,5.556754793,GA01916,-84.352778,33.866944,UNKNOWN,0,N,RE,X,U,R,1925, ,330,23,0,18,23,0,355,126,355,18,912,H,Y,0,4029.638055,366,17,25.32897508,0.092896175,16.97876205,8.628549026,0.147540984,25.7720385,7.109550563,16.97876205,217,21,-0.142916325,0.101272296,0.383756238,0.330601093,0.346994536,NA,NA,NA,NA,NA,NA,0,Southeast
STAID02336240,71.6,33.802883,-84.340759,2336240,USC00090446,33.75,-84.3167,6.286731339,GA01321,-84.315278,33.8,EMORY BANCH,0,N,RE,X,U,R,1955, ,165,8,0,7,8,0,65,29,65,11,23,L,NR,0,2261.170045,366,17,24.89971465,0.095628415,16.74715297,8.594591286,0.142076503,25.37965292,7.181322065,16.74715297,218,21,-0.140709213,0.097830439,0.379854277,0.330601093,0.349726776,NA,NA,NA,NA,NA,365,0,Southeast
STAID02336300,221.7,33.819444,-84.407778,2336300,USC00090456,33.75,-84.3833,8.046369764,GA01494,-84.411528,33.79425,UNKNOWN,0,N,RE,X,U,S,1960,2017,4700,90,0,0,90,0,642,570,642,20,25,H,Y,0,2814.496748,366,17,25.9456552,0.081967213,17.35118986,8.756724523,0.139344262,26.29358038,7.32581124,17.35118986,218,17,-0.148197747,0.102203761,0.386503576,0.330601093,0.349726776,NA,NA,NA,NA,NA,NA,0,Southeast
STAID02337170,5325.3,33.656667,-84.673611,2337170,USC00092791,33.7006,-84.7303,7.168002821,GA04243,-84.695722,33.655694,UNKNOWN,0,N,RE,X,U,R,1969, ,210,24,0,23,24,0,63,42,63,4,216,L,NR,0,1948.561006,366,19,24.18312593,0.087431694,17.49761792,10.8121099,0.142076503,24.89649264,9.64238659,17.49761792,214,23,-0.1091609,0.089395127,0.298139418,0.330601093,0.349726776,235,8,21,15,4,365,0,Southeast
STAID02337410,172.2,33.653806,-84.821028,2337410,USC00092791,33.7006,-84.7303,9.877065752,GA02523,-84.797778,33.657778,YELLOW ROCK CREEK,0,N,RE,X,U,R,1967, ,975,33,0,23,33,0,102,71,102,8,153,L,NR,0,2093.271255,366,13,25.24438092,0.128415301,16.74336049,8.242340059,0.092896175,26.02890917,6.871072249,16.74336049,220,18,-0.149935533,0.102470471,0.396179817,0.344262295,0.346994536,235,8,15,10,4,365,0,Southeast
STAID02338523,43.2,33.340672,-85.22689,2338523,USC00093567,33.2833,-85.1,13.40636461,GA02174,-85.213056,33.3125,UNNAMED,0,N,RE,X,U,R,1979, ,360,28,0,25,28,0,134,78,134,8,250,L,NR,0,3356.197651,366,6,22.48272054,0.117486339,15.92816407,9.373607607,0.120218579,23.18945564,7.781593506,15.92816407,225,9,-0.121729895,0.07455898,0.321100885,0.341530055,0.355191257,NA,NA,NA,NA,NA,365,1,Southeast
STAID02344630,179.6,33.36039,-84.58632,2344630,USW00053819,33.3633,-84.5658,1.93300025,GA05484,-84.583611,33.357222,LINE CREEK,0,N,RE,X,U,S,2015, ,850,40,0,0,40,0,20800,8450,20800,650,0,H,Y,0,425.9584633,366,4,29.37670425,0.046448087,19.88010832,10.38351239,0.158469945,29.7455701,8.414537981,19.88010832,197,18,-0.145487828,0.133026915,0.372746117,0.344262295,0.385245902,208,358,11,25,5,366,0,Southeast
STAID02350600,482,32.0525,-84.548333,2350600,USC00097087,32.0467,-84.3711,16.71622882,GA02903,-84.563056,32.056111,MUD CREEK,0,N,RE,X,U,R,1965, ,1445,15,0,0,15,0,603,185,603,37,5560,L,NR,0,1383.13142,366,4,24.9921165,0.06010929,17.9856112,10.9791059,0.147540984,25.37686965,8.643309572,17.9856112,225,8,-0.13123852,0.077410318,0.303976611,0.31420765,0.401639344,210,4,NA,NA,NA,366,1,Southeast
STAID02358000,44277.7,30.701025,-84.859087,2358000,USC00099519,30.7167,-84.8667,1.888836878,FL00435,-84.864998,30.70833,APALACHICOLA RIVER,1,N,PGRE, , ,NHRC,1952, ,7000,0,92,53,92,1210800,406200,406200,406200,37500,17200,H,Y,1360000,973.4650766,365,3,30.31434855,0,21.98765802,13.66096749,0.169863014,30.21426,11.25042856,21.98765802,229,19,-0.153187699,0.092139894,0.295499918,0.331506849,0.394520548,NA,NA,NA,NA,NA,365,0,Southeast
STAID02382500,1351.1,34.603697,-84.695491,2382500,USC00096625,34.5667,-84.7167,4.549034391,GA00822,-84.693329,34.603329,COOSAWATTEE RIVER,1,N,PGREER, , ,HCR,1974, ,3350,0,105,46,105,8550,19000,19000,19000,870,520,H,Y,792650,192.682554,365,6,23.76149667,0.150684932,16.60100679,9.440516915,0.101369863,24.80982926,8.531213441,16.60100679,239,21,-0.14443708,0.089271848,0.336567535,0.342465753,0.331506849,NA,NA,NA,NA,NA,NA,0,Southeast
STAID02385800,165.7,34.716667,-84.77,2385800,USC00097350,34.7,-84.7333,3.83259165,GA02310,-84.733139,34.726167,UNKNOWN,0,N,RE,X,U,O,1975, ,330,21,0,19,21,0,55,43,55,5,0,L,NR,0,3365.502324,366,11,25.14472718,0.114754098,16.6790669,8.21340661,0.142076503,25.86549645,6.715845154,16.6790669,207,6,-0.139786605,0.113939073,0.396052721,0.336065574,0.357923497,NA,NA,NA,NA,NA,365,0,Southeast
STAID02394000,2908.3,34.163153,-84.741047,2394000,USC00090180,34.1667,-84.7333,0.814612296,GA03742,-84.728333,34.16333,ETOWAH,25,N,PGVA, , ,CHSR,1965, ,125,0,188,170,188,321000,670050,670050,670050,19200,1117,H,Y,844172,1111.587088,366,10,22.84733512,0.158469945,15.79393071,8.740526297,0.128415301,23.90456496,7.82600233,15.79393071,264,29,-0.174271076,0.077838236,0.348475678,0.336065574,0.319672131,NA,NA,NA,NA,NA,NA,0,Southeast
STAID02395980,4666.5,34.232317,-85.116893,2395980,USC00097600,34.2414,-85.1583,3.93813279,GA00747,-85.074167,34.270278,DYKES CREEK,0,N,RE,X,U,R,1958, ,648,14,0,10,14,0,109,47,109,15,596,L,NR,0,5624.49481,365,3,24.84201319,0.104109589,17.18145706,9.520900928,0.153424658,26.42788026,8.18370607,17.18145706,233,41,-0.153176785,0.090128217,0.347907846,0.347945205,0.334246575,216,19,17,22,16,366,0,Southeast
STAID02400100,654.8,34.065098,-85.614129,2400100,USC00011490,34.15,-85.6847,11.4604307,AL00573,-85.67167,34.07167,TR TERRAPIN CREEK,2,N,RE, , ,R,1957, ,825,0,24,24,24,226,1133,690,1133,0,0,L,N,0,5087.038275,365,3,26.57565347,0.049315068,18.49197625,10.40829903,0.134246575,26.88855333,8.077828225,18.49197625,193,17,-0.122498958,0.115033547,0.341106151,0.336986301,0.397260274,217,17,24,0,18,366,0,Southeast
STAID02405500,502.3,33.447607,-86.386924,2405500,USC00016328,33.6,-86.3167,18.1526759,AL01417,-86.3383,33.4267,COOSA,4,N,PGRE,HEK,RSK,CHRS,1964,1980S,6076,97,142,95,142,167000,650000,273000,650000,15263,7700,H,Y,0,4879.234477,366,12,26.07365839,0.098360656,17.70617879,9.338699182,0.117486339,26.59791398,7.536859435,17.70617879,207,9,-0.137333141,0.107860672,0.368751446,0.336065574,0.346994536,NA,NA,NA,NA,NA,NA,0,Southeast
STAID02407514,367.1,33.320667,-86.495259,2407514,USC00011620,33.285,-86.3431,14.68645331,AL01364,-86.47667,33.32167,TR.YELLOWLEAF CREEK,3,N,RE, , ,R,1965, ,225,0,36,33,36,600,92,90,92,0,0,L,N,0,1647.680699,366,12,25.4417638,0.133879781,17.01949993,8.597236054,0.101092896,26.0777721,6.983974172,17.01949993,208,10,-0.140240935,0.107043578,0.386141041,0.346994536,0.344262295,216,4,8,6,18,366,0,Southeast
STAID02413300,1051,33.437335,-85.399118,2413300,USC00018692,33.3678,-85.4983,12.02287145,AL00829,-85.40167,33.35333,TR BEAR CREEK,1,N,RE, , ,R,1958, ,270,0,22,19,22,339,90,55,90,0,0,L,N,0,9320.538179,365,3,26.50865007,0.057534247,17.63146719,8.754284311,0.131506849,27.02111907,5.564042321,17.63146719,225,17,-0.172206932,0.094993858,0.392871593,0.287671233,0.389041096,196,354,29,28,3,366,0,Southeast
STAID02419890,12066.9,32.439859,-86.195522,2419890,USC00018862,32.4464,-86.1417,5.10276304,AL00709,-86.11667,32.435,TR BRENSEN BRANCH,1,N,RE, , ,R,1954, ,560,0,12,12,12,0,77,51,77,0,0,L,N,0,7077.692449,366,15,26.20244276,0.106557377,18.98707842,11.77171407,0.142076503,26.9537451,10.31844619,18.98707842,219,24,-0.122983771,0.090693534,0.296526858,0.31420765,0.344262295,189,2,30,22,3,337,0,Southeast
STAID02423130,51.7,33.622325,-86.599431,2423130,USC00016478,33.6906,-86.685,10.9709173,AL01524,-86.58167,33.63333,TR CAHABA RIVER,3,N,RE, , ,S,1960, ,450,0,24,19,24,6,109,86,109,0,0,S,N,0,1983.604485,366,19,24.49824575,0.153005464,17.16268977,9.827133783,0.133879781,25.1756248,8.580349163,17.16268977,209,15,-0.121658305,0.097353987,0.333512102,0.325136612,0.338797814,214,17,5,2,14,366,0,Southeast
STAID02423496,585.8,33.369277,-86.784155,2423496,USC00016000,33.3264,-86.7561,5.433404922,AL01354,-86.77333,33.36833,ACTON CREEK,2,N,RE, , ,R,1973, ,300,0,60,57,60,800,1300,1094,1300,0,0,L,N,0,962.7159498,366,19,27.46269525,0.076502732,18.51537515,9.568055049,0.12295082,27.89993001,8.044405021,18.51537515,215,18,-0.152053499,0.111956274,0.377072077,0.336065574,0.349726776,215,0,0,18,5,283,0,Southeast
STAID02450250,231.8,34.285378,-87.398908,2450250,USC00012386,34.15,-87.4167,15.1419792,AL01166,-87.32,34.27833,TR-COLLIER CREEK,0,N,RE, , ,R,1952, ,130,0,36,34,36,80,122,122,122,0,0,S,N,0,6928.950228,366,8,24.11537135,0.128415301,15.86455101,7.613730667,0.098360656,24.93152329,6.003215345,15.86455101,204,6,-0.132456514,0.11808633,0.405819825,0.344262295,0.355191257,NA,NA,NA,NA,NA,NA,1,Southeast
STAID02455980,71.4,33.711213,-86.696101,2455980,USC00016478,33.6906,-86.685,2.511599875,AL01274,-86.639815,33.679305,TURKEY CREEK,2,N,RE, , ,R,1951, ,215,0,30,23,30,444,162,114,162,0,0,H,N,0,6086.501583,366,19,23.03412893,0.101092896,17.12693463,11.21974032,0.12295082,23.40886105,10.2584837,17.12693463,215,18,-0.103091672,0.071262691,0.269132119,0.333333333,0.346994536,214,17,1,1,14,366,0,Southeast
STAID02457595,133.2,33.597049,-86.868048,2457595,USC00010836,33.5333,-86.8333,7.785448108,AL01269,-86.88833,33.655,NEWFOUND CREEK,2,N,CB, , ,S,1925, ,142,0,23,19,23,1048,202,144,202,0,0,L,N,0,6670.315655,366,19,26.08286443,0.12295082,18.19209708,10.30132974,0.114754098,26.63019437,9.103335132,18.19209708,216,6,-0.138041527,0.096737881,0.338454574,0.336065574,0.344262295,NA,NA,NA,NA,NA,NA,0,Southeast
STAID02458450,85.9,33.517606,-86.879158,2458450,USC00010836,33.5333,-86.8333,4.59514266,AL01257,-86.86,33.52333,VILLAGE CREEK OFFSTREAM,0,N,RE, , ,O,1928, ,1000,0,25,20,25,0,30,20,30,0,0,L,N,0,1804.721106,366,19,26.3400339,0.101092896,18.85530128,11.37056866,0.117486339,26.63928809,10.09096813,18.85530128,206,17,-0.122480392,0.098782817,0.309746729,0.330601093,0.346994536,NA,NA,NA,NA,NA,365,0,Southeast
STAID02479155,137.3,31.025278,-89.016667,2479155,USC00221098,31.0333,-89.1667,14.32345051,MS04198,-89.02371,31.04808, ,0,Y,RE,X, ,R,0, ,0,14,0,0,14,0,71,64,71,8,0,L,NR,0,2607.653111,366,9,26.4567264,0.071038251,19.25845935,12.0601923,0.106557377,27.02643271,10.13153036,19.25845935,219,6,-0.126294409,0.087699678,0.291655605,0.336065574,0.360655738,NA,NA,NA,NA,NA,NA,1,South
STAID03012550,5640.1,41.841449,-79.011985,3012550,USC00364571,41.8422,-79.0169,0.41562929,PA00105,-79,41.838329,ALLEGHENY RIVER,5,N, ,CHK,RSK,COHRF,1965, ,1916,0,177,172,177,144000,1300000,573000,1300000,12080,2180,H,Y,3138000,997.7333494,366,11,20.33702329,0.155737705,10.92882553,1.520627773,0.016393443,21.08445398,1.515816474,10.92882553,216,41,-0.141788324,0.147128895,0.671733271,0.366120219,0.360655738,336,21,120,20,2,60,0,Northeast
STAID03020000,1237.4,41.478951,-79.44588,3020000,USC00368873,41.4792,-79.4433,0.216708022,PA00110,-79.446671,41.474998,TIONESTA CREEK,1,N,RE,EIK,RSK,CRF,1940, ,1050,0,154,142,154,103000,180000,7800,180000,480,478,H,Y,1821600,444.2627663,366,11,21.99076434,0.150273224,11.42443199,0.858099635,0.073770492,23.25052475,0.71584012,11.42443199,224,13,-0.187753088,0.147377001,0.721694781,0.368852459,0.355191257,200,21,24,8,19,366,0,Northeast
STAID03022540,78.7,41.690612,-80.048112,3022540,USC00367734,41.7167,-80.1167,6.390364154,PA00108,-80.099998,41.696671,WOODCOCK CREEK,7,N,RE,EIK,S,COFR,1973, ,4650,0,90,85,90,24400,31540,4930,31540,325,46,H,Y,2031900,4112.280788,366,7,20.21703219,0.114754098,10.46227839,0.707524602,0.095628415,21.08998744,0.304379444,10.46227839,201,29,-0.14723537,0.156092965,0.727535107,0.379781421,0.355191257,NA,NA,NA,NA,NA,365,1,Northeast
STAID03022554,118.3,41.69589,-80.10811,3022554,USC00367734,41.7167,-80.1167,2.421351147,PA00108,-80.099998,41.696671,WOODCOCK CREEK,7,N,RE,EIK,S,COFR,1973, ,4650,0,90,85,90,24400,31540,4930,31540,325,46,H,Y,2031900,640.3458126,366,11,21.46166058,0.147540984,11.38261105,1.303561523,0.090163934,22.55212704,1.021073176,11.38261105,212,41,-0.167492729,0.1481462,0.690942008,0.357923497,0.346994536,NA,NA,NA,NA,NA,NA,0,Northeast
STAID03027500,187.9,41.553118,-78.596135,3027500,USC00363311,41.5631,-78.6014,1.19327053,PA00104,-78.596672,41.558331,CLARION RIVER,6,N,RE,EIK,R,COFR,1952, ,1725,0,184,173,184,35200,103000,64300,103000,1160,72,H,Y,2826400,579.5776651,366,12,14.98518676,0.158469945,8.794288044,2.603389324,0.103825137,15.76996234,2.413795385,8.794288044,241,38,-0.116551574,0.082697706,0.549309269,0.357923497,0.336065574,199,23,42,15,17,366,0,Northeast
STAID03028000,161.1,41.57534,-78.692249,3028000,USC00364437,41.6,-78.7667,6.771879748,PA01988,-78.75166667,41.60833333,HOFFMAN RUN,2,N,RE, , ,FFR,1936, ,380,18,0,18,18,3600,117,44,117,7,5,S,NR,5600,5922.415423,366,9,17.95693547,0.163934426,9.590390516,1.223845568,0.073770492,19.69619354,1.074563538,9.590390516,200,30,-0.130427126,0.130620439,0.680728246,0.379781421,0.349726776,NA,NA,NA,NA,NA,NA,1,Northeast
STAID03034000,407.6,40.939231,-79.008367,3034000,USC00367217,40.95,-79,1.388437903,PA00421,-78.91277778,40.94916667,JACKSON RUN,0,N,RE,ICZ,RZ,R,1909,2005O,800,43,0,0,43,0,590,350,590,26,3,H,Y,0,7642.345832,366,10,20.07682887,0.136612022,11.13441715,2.19200543,0.12295082,21.6490625,1.382352696,11.13441715,201,7,-0.138204407,0.135491669,0.62668758,0.368852459,0.355191257,NA,NA,NA,NA,NA,365,0,Northeast
STAID03036000,890.8,40.927565,-79.291151,3036000,USC00367229,40.9247,-79.2825,0.793557132,PA00107,-79.278328,40.921669,MAHONING CREEK,5,N,PG,C,R,CRF,1941, ,926,0,162,162,162,103000,94000,9550,94000,280,340,H,Y,400200,1208.350838,366,11,21.86647964,0.150273224,11.82654726,1.786614885,0.12568306,22.76567407,1.082183173,11.82654726,221,12,-0.175327051,0.13624485,0.662425025,0.360655738,0.346994536,200,21,21,9,19,366,0,Northeast
STAID03038000,493.7,40.654788,-79.348651,3038000,USC00361881,40.6833,-79.2,12.93185232,PA01512,-79.35361111,40.66222222,TR CROOKED CREEK,0,N,RE,XZ,UZ,O,1995, ,325,49,0,0,49,0,137,129,137,7,0,L,NR,0,913.8939756,366,7,20.57473439,0.030054645,11.52467536,2.474616324,0.12568306,20.83267082,1.292575835,11.52467536,202,31,-0.133879127,0.135122881,0.612754665,0.368852459,0.379781421,NA,NA,NA,NA,NA,365,0,Northeast
STAID03039000,720.6,40.720342,-79.511433,3039000,USC00362942,40.7131,-79.5144,0.843204807,PA00102,-79.510002,40.715,CROOKED CREEK,7,N,RE,IEK,RSK,CR,1940, ,1480,0,143,134,143,103200,132000,4500,132000,350,277,H,Y,1400000,604.9255064,366,11,22.52311844,0.153005464,12.45570757,2.388296705,0.12295082,23.63716591,1.684610422,12.45570757,204,13,-0.157909475,0.149947047,0.630686165,0.355191257,0.349726776,200,22,4,9,19,366,0,Northeast
STAID03044000,3525.9,40.454512,-79.390872,3044000,USC00365212,40.4586,-79.4503,5.048590879,PA00101,-79.366669,40.466671,CONEMAUGH RIVER,5,N,PGRE,CHK,RK,COHR,1952, ,1266,0,144,136,144,354000,355000,5140,355000,800,1351,H,Y,352000,2354.28552,366,9,23.82129048,0.133879781,12.94328445,2.06527843,0.117486339,25.18077866,1.312739093,12.94328445,201,25,-0.168338633,0.164228929,0.655795925,0.366120219,0.357923497,199,22,2,3,18,366,0,Northeast
STAID03047000,752,40.458889,-79.449444,3047000,USC00365212,40.4586,-79.4503,0.079231565,PA00106,-79.45185,40.45736389,LOYALHANNA CREEK,4,N,PGRE,C,R,COR,1942, ,960,0,120,114,120,106800,127556,2000,127556,210,290,H,Y,183000,256.2449441,366,11,23.29241152,0.139344262,12.97347534,2.654539163,0.12295082,24.40354465,1.761540753,12.97347534,203,10,-0.162881148,0.152543352,0.620643927,0.357923497,0.349726776,199,22,4,12,18,366,0,Northeast
STAID03056000,3053.8,39.319815,-80.025078,3056000,USC00468986,39.3133,-80.03,0.839102846,WV09101,-80.033333,39.313332,TYGART RIVER,1,N,PG,CHK,RK,CNOSFR,1938, ,1921,0,234,234,234,316000,355000,99900,355000,1740,1184,H,Y,1380400,983.422261,366,10,21.88983181,0.150273224,12.67556539,3.461298978,0.114754098,22.78971162,2.506376705,12.67556539,240,30,-0.19078753,0.110494428,0.56722758,0.355191257,0.330601093,200,21,40,9,19,366,0,Ohio Valley
STAID03058000,261.6,39.004528,-80.473361,3058000,USC00468522,39.0047,-80.4739,0.050348465,WV04114,-80.473328,39,WEST FORK,2,N,PG,CHK,RK,COSFR,1986, ,620,0,95,91,95,48000,145000,48170,145000,2630,102,H,Y,107000,503.5386064,366,11,21.62357778,0.136612022,12.94346914,4.263360499,0.109289617,21.9378247,3.834740087,12.94346914,216,31,-0.131977654,0.134766159,0.523285117,0.360655738,0.355191257,200,21,16,10,19,366,0,Ohio Valley
STAID03066000,222.8,39.127052,-79.468385,3066000,USC00462209,39.1333,-79.4667,0.709785688,WV04109,-79.53944,39.09111,TR WEST FORK,1,N,RE, , ,S,1960, ,157,29,0,26,29,0,29,12,29,2,0,S,N,0,7024.196089,366,7,21.02097868,0.079234973,10.97403338,0.927088088,0.076502732,22.37815488,0.109209335,10.97403338,200,30,-0.155339396,0.154065161,0.714383928,0.371584699,0.360655738,NA,NA,NA,NA,NA,NA,1,Ohio Valley
STAID03072655,11547.3,39.825077,-79.922833,3072655,USC00363451,39.7833,-79.9167,4.674840043,PA00124,-79.9218,39.8237,MONONGAHELA RIVER,1,N,PG,HKC,RK,N,1995, ,680,0,33,33,33,80000,12500,12500,12500,796,4460,S,Y,66000,174.9219289,366,7,25.09535818,0.136612022,14.34163099,3.587903797,0.112021858,25.67635204,2.191810107,14.34163099,231,31,-0.196544189,0.138124051,0.585092304,0.360655738,0.366120219,200,22,31,9,19,366,0,Northeast
STAID03073000,467.2,39.923131,-80.072558,3073000,USC00369367,39.8986,-80.1656,8.39139067,PA00194,-80.07555556,39.92888889,BROWNS RUN,0,N,RE,XZ,UZ,R,1919, ,330,25,0,0,25,0,34,28,34,3,2,L,NR,0,682.2749727,366,10,23.41814089,0.112021858,12.9636189,2.509096921,0.12295082,24.74103977,1.336486552,12.9636189,200,7,-0.15936974,0.157564061,0.629276972,0.357923497,0.344262295,199,21,1,14,19,366,0,Northeast
STAID03075070,13824,40.262292,-79.90116,3075070,USC00361461,40.3,-79.8667,5.111337693,PA00121,-79.898331,40.264999,MONONGAHELA RIVER,1,N,PG,CHK,SK,N,1907, ,832,0,16,16,16,65000,16300,16300,16300,1590,5340,S,Y,0,375.615395,366,12,26.21734937,0.133879781,14.70959085,3.201832324,0.128415301,27.26219186,2.00285311,14.70959085,201,15,-0.17328224,0.176163109,0.610455572,0.344262295,0.349726776,NA,NA,NA,NA,NA,NA,0,Northeast
STAID03079000,990.8,39.8598,-79.227531,3079000,USC00366022,39.7997,-79.1883,7.475471462,WV05102,-79.19417,39.82528,CONNER RUN,0,N,OTRE,X,U,T,1976, ,1400,267,0,182,267,0,15750,13500,15750,155,2,H,Y,0,4680.051814,366,15,22.11415249,0.136612022,11.70545645,1.296760404,0.081967213,23.95386043,0.911536878,11.70545645,200,7,-0.163500053,0.161233415,0.693860057,0.371584699,0.344262295,215,23,15,16,11,366,0,Northeast
STAID03083500,4429.5,40.24007,-79.806434,3083500,USC00361461,40.3,-79.8667,8.399503573,PA01067,-79.81833333,40.26416667,TR BOYDS HOLLOW RUN,0,N,RE,XZ,UZ,IR,1941, ,435,30,0,0,30,0,100,94,100,9,0,H,Y,0,2838.885388,366,15,23.33005427,0.128415301,12.84844556,2.366836859,0.131147541,24.55712277,1.185887978,12.84844556,199,8,-0.158721728,0.158729692,0.636562819,0.349726776,0.352459016,NA,NA,NA,NA,NA,NA,0,Northeast
STAID03090500,645.8,41.048391,-81.001203,3090500,USC00332580,41.0167,-80.85,13.16312165,OH00032,-81,41.046669,MAHONING RIVER,8,N,PGRE,CHK,RSK,COSR,1943, ,5750,0,96,94,96,73400,140000,58400,140000,3590,249,H,Y,411700,214.4702049,366,11,21.88502892,0.155737705,11.98968301,2.094337089,0.071038251,24.22209841,1.976841276,11.98968301,234,33,-0.192171047,0.132356472,0.644001968,0.352459016,0.31420765,NA,NA,NA,NA,NA,365,0,Ohio Valley
STAID03091500,708.8,41.131446,-80.971202,3091500,USC00334700,41.15,-80.8667,8.990950825,OH00419,-80.97777778,41.12722222,MAHONING RIVER,5, ,RE, , ,R,1916, ,2840,52,0,0,52,68000,46605,21600,46605,1780,276,H,Y,250000,699.7533494,366,11,22.97795214,0.136612022,12.71327204,2.448591933,0.117486339,24.46548745,2.188487729,12.71327204,230,19,-0.193536491,0.135680053,0.630016602,0.355191257,0.336065574,NA,NA,NA,NA,NA,365,0,Ohio Valley
STAID03092460,209,41.157001,-81.071762,3092460,USC00330195,41.1667,-81.0833,1.447775541,OH00030,-81.080002,41.154999,WEST BRANCH OF THE MAHONING,1,N,RE,EHK,SK,CO,1966, ,9900,0,83,77,83,38500,124000,56700,124000,2650,81,H,Y,3432192,686.7454564,366,11,19.21686398,0.133879781,10.89709047,2.577316963,0.139344262,20.46126838,2.019812714,10.89709047,249,22,-0.182678162,0.097530551,0.595751112,0.346994536,0.319672131,NA,NA,NA,NA,NA,NA,0,Ohio Valley
STAID03094000,1487.5,41.239223,-80.880642,3094000,USC00338764,41.2333,-80.8167,5.387135192,OH00339,-80.96666667,41.19611111,EAST BRANCH MAHONING RIVER,2, ,CN, , ,S,1908, ,100,17,0,0,17,49102,1244,844,1244,120,306,S,Y,300,8297.803501,366,11,22.86050375,0.153005464,12.51170864,2.16291354,0.131147541,23.62613697,1.299908737,12.51170864,201,19,-0.157369192,0.155935991,0.645412066,0.349726776,0.355191257,NA,NA,NA,NA,NA,NA,0,Ohio Valley
STAID03095500,245.5,41.299779,-80.758414,3095500,USC00335505,41.2986,-80.7647,0.541236034,OH00031,-80.758331,41.299999,MOSQUITO CREEK,3,N,RE,EHK,KS,CSOFR,1944, ,5650,0,47,43,47,4180,180000,82400,180000,7850,97,H,Y,600000,24.50063319,366,10,24.16310869,0.142076503,13.05017874,1.93724879,0,25.56777047,2.147000935,13.05017874,205,16,-0.178092026,0.177027275,0.664471,0.382513661,0.352459016,196,43,9,27,9,366,0,Ohio Valley
