STAID_edt,DRAIN_SQKM,LAT_GAGE,LNG_GAGE,locname,NOAA_ID,NEAR_Y,NEAR_X,NEAR_DIST,NIDID,LONGITUDE,LATITUDE,RIVER,DISTANCE,PRIVATE_DA,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPL,YEAR_MODIF,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL,HYDRAULIC_,NID_HEIGHT,MAX_DISCHA,MAX_STORAG,NORMAL_STO,NID_STORAG,SURFACE_AR,DRAINAGE_A,HAZARD,EAP,VOLUME,Distance_1,PstSplnCnt,pstRcrdCnt,pstP90,pstP90Cnt,pstP50,pstP10,pstP10Cnt,pstTmax,pstTmin,pstTmean,pstTmaxT,pstTminT,pstCoolRt,pstWarmRt,pstCffcntV,pstP25cnt,pstP75cnt,NOAA_TmaxT,NOAA_TminT,Lag_TmaxT,Lag_TminT,NOAARcrdCn,NOAASplnCn,Ref,Clim_Reg
STAID01022500,573.6,44.607972,-67.935242,1022500,USC00174183,44.6453,-67.6494,22.9984255,ME00061,-67.938456,44.608176,NARRAGUAGUS,0,Y,ERRETC, , ,CO,1965, ,500,25,25,9,25,0,59940,9720,59940,900,232,H,Y,0,240.8758271,366,9,21.15490394,0.155737705,10.10664814,-0.941607659,0,23.93946375,0.003412922,10.10664814,199,6,-0.171366758,0.188206654,0.853002864,0.390710383,0.336065574,225,43,NA,NA,NA,365,1,Northeast
STAID01031500,769,45.175008,-69.314697,1031500,USC00172440,45.1369,-69.2806,5.010386861,ME00407,-69.35555556,45.1575,CARLTON STREAM,0,Y,CNPG, , ,COR,1878, ,119,10,10,6,10,0,2535,1365,2535,420,22,L,NR,0,3594.435824,366,5,20.75148449,0.161202186,9.392668763,-1.966146964,0,24.09158905,-0.070596057,9.392668763,196,0,-0.178040673,0.198189789,0.943643519,0.412568306,0.336065574,187,365,NA,NA,NA,366,1,Northeast
STAID01037380,39,44.329167,-69.060833,1037380,USC00170480,44.4394,-68.9892,13.51468661,ME00282,-69.049566,44.335863,KENDALL BROOK,0,Y,CNPG, , ,R,1900,1974,130,12,12,12,12,0,1970,1200,1970,367,0,L,NR,0,1125.00751,366,6,19.61474466,0.142076503,9.510039339,-0.594665977,0,22.06211117,-0.046573773,9.510039339,191,23,-0.147774305,0.178384885,0.829096828,0.390710383,0.327868852,213,23,NA,NA,NA,366,1,Northeast
STAID01038000,375.1,44.222778,-69.593758,1038000,USC00171823,44.1333,-69.5167,11.69422355,ME00260,-69.582999,44.22802,CLARY LAKE STREAM,0,Y,MSPGST, , ,HOP,1894,1995,120,10,10,8,10,0,11600,8650,11600,667,8,L,NR,0,995.509715,366,9,22.01585333,0.155737705,10.74790042,-0.520052489,0,24.81077674,0.261329399,10.74790042,198,20,-0.17400883,0.192295187,0.818060275,0.393442623,0.330601093,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01072870,192,43.2348,-70.95645,1072870,USW00054791,43.2781,-70.9222,5.556516514,NH00571,-70.9669,43.2591,NA,0,N,RE,X,U,O,1980, ,4300,10,0,0,10,0,265,265,265,23,0,S,NR,0,2813.992452,366,4,20.9641657,0.147540984,10.17528064,-0.613604417,0,23.13357538,-0.009597613,10.17528064,185,46,-0.15348103,0.193274294,0.82735917,0.396174863,0.357923497,223,19,38,27,5,366,0,Northeast
STAID01091000,266.8,43.014805,-71.641461,1091000,USC00278972,43.0847,-71.7383,11.05993351,NH01103,-71.6463,43.0327,PISCATAQUOG RIVER,0,N,CN,X,U,C,0, ,90,10,0,0,10,0,153,87,153,33,47,L,NR,0,2021.276827,366,8,21.2203507,0.153005464,10.24258591,-0.735178883,0,23.3881286,0.028502714,10.24258591,198,44,-0.166749357,0.188841411,0.836311793,0.401639344,0.344262295,224,21,NA,NA,NA,366,1,Northeast
STAID01093852,263.7,42.84259,-71.70674,1093852,USC00275412,42.8394,-71.6486,4.753579043,NH00258,-71.7289,42.8389,SOUHEGAN RIVER,0,N,CNMSPG, , ,H,1925, ,200,27,0,0,27,3300,70,70,70,7,97,S,N,0,1750.605291,366,4,21.16146878,0.153005464,10.41206072,-0.337347332,0,23.4006935,-0.003189618,10.41206072,199,37,-0.168379502,0.179634715,0.805585743,0.407103825,0.322404372,215,22,16,15,8,366,0,Northeast
STAID01095375,115.2,42.37287,-71.828128,1095375,USC00196720,42.3778,-71.8508,1.941389889,MA00620,-71.839014,42.361386,CHAFFINS BROOK,0, ,RE,X,U,FR,1909, ,150,21,0,12,21,0,380,100,380,19,6,S,Y,0,1529.398352,366,19,20.87195764,0.153005464,10.77677639,0.681595137,0.027322404,22.3977037,0.587510855,10.77677639,199,22,-0.152604771,0.167741007,0.730952513,0.371584699,0.338797814,NA,NA,NA,NA,NA,365,0,Northeast
STAID01104430,17.5,42.398151,-71.27339,1104430,USC00196915,42.3667,-71.2667,3.540096694,MA00750,-71.27311836,42.39864441,HOBBS BROOK,0, ,RE,X,U,S,1897, ,1650,31,0,25,31,0,10380,7360,10380,450,7,H,Y,0,57.81638181,366,19,21.78420044,0.142076503,12.33586476,2.88752908,0,23.23689986,3.02365091,12.33586476,238,8,-0.189792223,0.121661968,0.597653723,0.37704918,0.352459016,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01104460,57.1,42.368985,-71.270612,1104460,USC00196915,42.3667,-71.2667,0.40969196,MA00293,-71.26484168,42.35529683,STONY BROOK,0, ,RE,X,U,S,1887, ,1200,32,0,26,32,0,1810,1312,1810,72,24,H,Y,0,1585.628294,366,18,21.43880655,0.128415301,11.51923669,1.599666828,0.101092896,22.62146777,1.150250379,11.51923669,213,23,-0.16607885,0.142049268,0.671943958,0.357923497,0.352459016,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01115187,38.8,41.81871,-71.705068,1115187,USC00375354,41.8333,-71.6833,2.425953283,RI01203,-71.70793915,41.82405092,PONAGANSET RIVER,0, ,ERRE, , ,O,1865, ,120,5,9,4,9,0,109,50,109,0,13,L,N,0,633.2106225,366,17,21.42218292,0.150273224,11.20402488,0.985866833,0.128415301,23.35107889,0.3839403,11.20402488,199,41,-0.156001911,0.160327386,0.711643465,0.357923497,0.338797814,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01129200,658.7,45.040324,-71.443971,1129200,CA007022300,45.0833,-71.5,6.496271748,NH00185,-71.3816,45.0462,CONNECTICUT RIVER,0,N,RE,X,U,R,1938, ,2200,106,0,0,106,74000,132000,99500,132000,1895,170,H,Y,0,4667.712673,366,18,15.09219359,0.128415301,7.585046436,0.077899279,0,16.42575981,1.015869231,7.585046436,258,365,-0.175498904,0.0910558,0.772290335,0.409836066,0.366120219,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01157000,182.6,43.039246,-72.270086,1157000,USC00278539,42.9967,-72.3128,5.868594702,NH00019,-72.2425,43.068,CONVERSE BROOK,0,N,RE,X,U,R,1966, ,200,20,0,0,20,458,60,50,60,10,1,L,NR,0,3828.280785,366,5,20.15131232,0.163934426,9.826506823,-0.498298671,0,21.60860207,0.263341638,9.826506823,200,42,-0.159526835,0.175375725,0.819873092,0.409836066,0.352459016,198,2,2,40,11,360,0,Northeast
STAID01170100,107,42.703417,-72.670648,1170100,USC00435029,42.75,-72.7333,7.28151835,MA02595,-72.693143,42.668101,EAST BROOK,0, ,CNMS,X,U,P,1902, ,85,15,0,14,15,0,3,2,3,0,0,S,NR,0,4289.196724,366,5,18.65114153,0.155737705,9.182607852,-0.285925827,0,20.72646367,0.033399162,9.182607852,197,42,-0.141976762,0.161696307,0.804601068,0.404371585,0.344262295,NA,NA,NA,NA,NA,365,1,Northeast
STAID01173000,249,42.390646,-72.060355,1173000,USC00191589,42.3833,-72.05,1.179191094,MA00093,-72.06022424,42.3904702,WARE RIVER,0, ,RE,X,U,S,1910, ,300,38,0,28,38,0,500,375,500,0,99,S,NR,0,22.88036743,366,4,21.89613337,0.150273224,10.92429752,-0.047538331,0,24.25949482,0.33767641,10.92429752,185,32,-0.15711587,0.189841586,0.783699729,0.385245902,0.366120219,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01184000,25049.5,41.987319,-72.605367,1184000,USC00062760,42.0281,-72.575,5.18249425,CT00583,-72.601688,41.988724,CONNECTICUT RIVER,0,N,CNSTTC, , ,R,1825, ,1550,7,0,0,7,125226,10744,10744,10744,1580,9661,L,NR,0,325.7419927,366,7,23.43778196,0.161202186,11.85824059,0.278699228,0,25.32034453,0.543108211,11.85824059,227,38,-0.205048685,0.166838572,0.761964987,0.385245902,0.325136612,162,8,65,30,2,311,0,Northeast
STAID01187300,53.9,42.037316,-72.938991,1187300,USC00199221,42.0667,-72.9333,3.300966427,CT00543,-72.991756,42.021457,HOWELLS BROOK,0,N,CN, , ,R,1880, ,145,10,0,0,10,1544,103,103,103,14,2,S,Y,0,4466.687173,366,5,19.01723122,0.153005464,9.585126616,0.153022008,0,20.91519176,0.295943664,9.585126616,199,12,-0.143955558,0.155416855,0.76784696,0.404371585,0.344262295,NA,NA,NA,NA,NA,NA,1,Northeast
STAID01189995,1493,41.908431,-72.760651,1189995,USW00014740,41.9381,-72.6825,7.258721102,CT00274,-72.783942,41.9171,MUNNISUNK BROOK,1,N,RE, , ,R,1940, ,250,14,0,0,14,491,0,74,74,18,1,S,NR,0,2054.094176,365,3,21.83703966,0.139726027,11.66872261,1.500405558,0.093150685,23.66548456,0.450615438,11.66872261,185,13,-0.142459745,0.160732093,0.679969884,0.367123288,0.336986301,200,21,15,8,12,366,0,Northeast
STAID01193500,271.3,41.552321,-72.449253,1193500,USC00061499,41.55,-72.3667,6.87443222,CT00347,-72.420628,41.557708,DAY POND BROOK,1,N,MS, , ,R,1936, ,116,10,0,0,10,0,55,55,55,10,1,L,Y,0,2321.451599,366,7,21.05503685,0.147540984,10.99093891,0.926840967,0.112021858,22.48263213,0.43197599,10.99093891,200,10,-0.154449825,0.158554884,0.714502866,0.37704918,0.341530055,NA,NA,NA,NA,NA,NA,1,Northeast
STAID01194000,52.3,41.44177,-72.33286,1194000,USC00061499,41.55,-72.3667,12.36023806,CT00422,-72.291053,41.420178,BEAVER BROOK TRIB,1,N,CNRE,ICK,UZ,R,1964, ,97,10,0,0,10,398,60,60,60,7,1,S,NR,0,4065.801738,366,5,20.38984082,0.147540984,11.2798194,2.169797974,0.12295082,21.98969185,1.107557863,11.2798194,228,12,-0.155864288,0.121972885,0.630204016,0.368852459,0.346994536,NA,NA,NA,NA,NA,NA,1,Northeast
STAID01194500,58.1,41.427876,-72.33425,1194500,USC00063989,41.4,-72.1833,12.96383806,CT00422,-72.291053,41.420178,BEAVER BROOK TRIB,1,N,CNRE,ICK,UZ,R,1964, ,97,10,0,0,10,398,60,60,60,7,1,S,NR,0,3498.433615,366,5,22.59615287,0.144808743,11.95277711,1.309401357,0.090163934,24.46845109,0.476224916,11.95277711,209,12,-0.179446309,0.155271173,0.694823483,0.37431694,0.338797814,NA,NA,NA,NA,NA,365,1,Northeast
STAID01201487,155.1,41.466206,-73.403176,1201487,USC00061762,41.4,-73.4167,7.447603829,CT00224,-73.4496,41.4275,ROCKY RIVER,2,N,RE, , ,HR,1989, ,127,7,0,0,7,2280,172000,158200,172000,5600,40,H,Y,0,5636.196103,366,6,21.93241361,0.139344262,12.27809057,2.623767523,0.133879781,22.54929353,1.275960226,12.27809057,200,7,-0.140830041,0.15137249,0.613556991,0.366120219,0.344262295,199,22,1,15,18,366,0,Northeast
STAID01362500,493.2,42.014259,-74.270703,1362500,USC00306570,42.0675,-74.3356,7.985578167,NY01273,-74.16833333,41.99333333,TR-ASHOKAN RESERVOIR,0, ,CN, , ,R,1958, ,210,10,0,0,10,0,113,90,113,34,0,L,NR,0,8298.628109,366,19,18.54069888,0.153005464,9.966236448,1.391774015,0.098360656,19.52433684,0.850164871,9.966236448,230,22,-0.15478454,0.115562187,0.671335526,0.357923497,0.333333333,200,23,30,1,6,366,0,Northeast
STAID01382500,164.1,41.018333,-74.401111,1382500,USC00281582,41.03,-74.4247,2.366200136,NJ00320,-74.40286667,41.01976667,PEQUANNOCK RIVER,0, ,MSST, , ,S,1892, ,434,34,0,0,34,17600,206,101,206,12,64,H,Y,0,210.4007041,366,7,20.77840289,0.068306011,11.49064195,2.202881018,0.161202186,22.38691374,1.165156133,11.49064195,185,22,-0.118104371,0.170357192,0.630711356,0.355191257,0.325136612,200,22,15,0,19,366,0,Northeast
STAID01388000,420.6,40.991972,-74.279861,1388000,USC00289187,41.0444,-74.2933,5.937756556,NJ00249,-74.27856667,40.99246667,RAMAPO RIVER,0, ,CN, , ,S,1908, ,290,30,0,0,30,0,0,2000,2000,210,160,H,Y,0,115.8098033,366,19,24.80603811,0.150273224,13.68070502,2.55537193,0.095628415,26.38845879,1.962863931,13.68070502,201,25,-0.172650632,0.173582532,0.634553813,0.355191257,0.341530055,221,20,20,5,10,365,0,Northeast
STAID01408029,164.3,40.146667,-74.122222,1408029,USW00004783,40.1833,-74.1167,4.100340471,NJ00985,-74.11748333,40.1495,MANASQUAN RIVER-TR,0, ,PGRE, , ,O,1990, ,70,8,0,0,8,94,58,17,58,8,0,L,NR,0,492.4280475,366,14,20.79520697,0.136612022,12.67327998,4.55135299,0.136612022,22.01354968,3.156801344,12.67327998,201,24,-0.121811299,0.121265874,0.500073644,0.355191257,0.346994536,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01408500,318.8,39.986389,-74.223333,1408500,USC00288816,39.95,-74.2167,4.085565033,NJ00091,-74.24845,40.0067,UNION BRANCH TOMS RIVER,0, ,PGRE, , ,R,1931, ,260,16,0,0,16,3513,843,357,843,150,63,S,Y,0,3024.260328,366,4,21.97807631,0.103825137,13.33153529,4.684994281,0.128415301,23.48759786,1.901237461,13.33153529,187,24,-0.116313615,0.134626341,0.506088133,0.319672131,0.31420765,214,22,27,2,11,366,0,Northeast
STAID01420500,627,41.946477,-74.979609,1420500,USC00301102,41.8275,-74.9506,13.44581582,NY00341,-74.99555556,41.91277778,TROUT BROOK,0, ,RE, , ,R,1925, ,155,17,0,0,17,189,370,240,370,50,4,L,NR,0,3944.673329,366,13,19.2415701,0.147540984,9.757541065,0.273512029,0,21.32156578,0.428230344,9.757541065,199,41,-0.144726979,0.159750488,0.758431569,0.382513661,0.336065574,199,5,0,36,9,366,0,Northeast
STAID01425000,1180.6,42.074806,-75.396009,1425000,USC00302060,42.0628,-75.4264,2.841719461,NY00542,-75.374,42.065,WEST BRANCH DELAWARE RIVER,0,N, ,K,K,HS,1964, ,2800,175,0,0,175,200000,434300,300000,434300,4800,456,H,Y,0,2028.814454,366,19,11.778193,0.117486339,7.433053403,3.087913808,0.183060109,13.45306917,2.581244472,7.433053403,284,32,-0.133133418,0.038880006,0.456142349,0.330601093,0.270491803,214,20,70,12,12,366,0,Northeast
STAID01427207,4117.5,41.86731,-75.213783,1427207,USC00301101,41.7667,-75.05,17.58917745,PA01030,-75.25138889,41.84861111,FACTORY CREEK,0,N,RE,XZ,UZ,R,1954, ,370,15,0,0,15,0,354,86,354,30,4,H,Y,0,3594.359713,366,14,19.14412047,0.095628415,10.11383538,1.083550287,0.090163934,20.20255074,0.664208598,10.11383538,196,42,-0.127784257,0.155256121,0.696705912,0.371584699,0.355191257,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01428500,5242.8,41.508978,-74.985723,1428500,USC00363758,41.4764,-75.1653,15.38930019,NY00515,-74.9675,41.53416667,NARROW FALLS BROOK,0, ,RE, , ,R,1964, ,640,18,0,0,18,375,160,145,160,84,1,S,Y,0,3140.533799,366,19,22.62822033,0.128415301,11.59455802,0.560895706,0.024590164,24.885269,0.516015922,11.59455802,200,24,-0.166333397,0.184841554,0.74255633,0.366120219,0.344262295,200,23,0,1,17,366,0,Northeast
STAID01428750,107.9,41.67453,-75.376013,1428750,USC00362331,41.6333,-75.3,7.803926259,PA00147,-75.37555556,41.645,TR WEST BR LACKAWAXEN RIVER,0,N,RE,XZ,UZ,R,1830, ,300,26,0,0,26,0,5868,1694,5868,223,4,H,Y,0,3280.927513,365,7,18.53597209,0.153424658,9.344166033,0.152359976,0,20.21102599,0.157182319,9.344166033,215,14,-0.151533255,0.140080339,0.767581007,0.391780822,0.342465753,NA,NA,NA,NA,NA,365,0,Northeast
STAID01429000,151.4,41.587309,-75.326845,1429000,USC00367186,41.5889,-75.3303,0.337434922,PA00011,-75.330658,41.588539,LACKAWAXEN RIVER,0,N,RE,HEK,RSK,CR,1961, ,1200,0,140,127,140,3200,72800,3500,72800,290,60,H,Y,750000,327.8906043,365,7,20.63165713,0.126027397,10.97951099,1.327364857,0,22.09548633,1.530278339,10.97951099,218,44,-0.164080855,0.146814158,0.685969498,0.397260274,0.35890411,200,21,18,23,9,366,0,Northeast
STAID01431500,748.7,41.4762,-75.172119,1431500,USC00363758,41.4764,-75.1653,0.568529741,PA00312,-75.15555556,41.49166667,SWAMP BROOK,0,N,RE,XZ,UZ,R,1956,2008S,400,18,0,0,18,0,748,224,748,45,8,S,Y,0,2153.248745,366,13,22.05091819,0.139344262,11.26299517,0.475072144,0,24.243634,0.480670146,11.26299517,199,22,-0.164688038,0.176884744,0.747390986,0.37431694,0.346994536,200,23,1,1,17,366,0,Northeast
STAID01432110,1528.2,41.475923,-75.036281,1432110,USC00363758,41.4764,-75.1653,10.74879624,PA00396,-75.03833333,41.51166667,WESTCOLANG CREEK,0,N,RE,XZ,UZ,R,1912,2002S;2009H,120,13,0,0,13,0,2760,2290,2760,219,2,H,Y,0,3972.143449,366,13,20.22201342,0.103825137,10.7113548,1.200696175,0.12568306,20.61137707,0.775564368,10.7113548,207,22,-0.151017235,0.139917894,0.692835453,0.368852459,0.371584699,200,23,7,1,17,366,0,Northeast
STAID01433500,523.7,41.461481,-74.758775,1433500,USC00365470,41.3914,-74.7172,8.528812575,NY00497,-74.7559,41.4796,MONGAUP RIVER,6,N,PGRE,HCK,RK,HR,1927,1996S,1487,101,0,0,101,56700,15037,15037,15037,460,195,H,Y,0,2024.046993,366,7,20.03780266,0.153005464,11.05098802,2.064173386,0,21.04952251,2.12332041,11.05098802,231,36,-0.161251497,0.127394162,0.634554006,0.371584699,0.344262295,215,21,16,15,12,366,0,Northeast
STAID01435000,172.5,41.890092,-74.589879,1435000,USC00303076,41.9667,-74.55,9.134950154,NY01328,-74.58333333,41.94,TR-W BR NEVERSINK RIVER,0, ,RE, , ,R,1961, ,90,10,0,0,10,120,80,52,80,19,0,L,NR,0,5565.855965,366,8,16.23251268,0.174863388,8.688821382,1.145130081,0.051912568,16.90578837,1.02767502,8.688821382,201,42,-0.111146249,0.124082365,0.677465141,0.393442623,0.363387978,NA,NA,NA,NA,NA,365,1,Northeast
STAID01436690,443,41.638064,-74.616883,1436690,USC00307210,41.5917,-74.6142,5.160264172,NY00976,-74.60305556,41.61833333,DAVIES BROOK,0, ,RE, , ,R,1956, ,448,10,0,0,10,422,160,90,160,26,2,L,Y,0,2445.023114,366,19,18.41673739,0.098360656,9.711126956,1.005516516,0.117486339,19.0315258,0.521131995,9.711126956,200,40,-0.12619417,0.142494924,0.699509331,0.368852459,0.357923497,199,20,1,20,11,366,0,Northeast
STAID01447500,240.2,41.130363,-75.625467,1447500,USC00365160,41.1192,-75.5481,6.598129949,PA00604,-75.5975,41.10222222,TR TWOMILE RUN,0,N,RE,XZ,UZ,R,1969, ,1100,24,0,0,24,0,221,132,221,22,0,H,Y,0,3826.556185,365,7,19.92948432,0.153424658,10.28104953,0.632614745,0.079452055,21.61748923,0.247467668,10.28104953,215,14,-0.158773839,0.143349737,0.73229038,0.378082192,0.342465753,NA,NA,NA,NA,NA,365,0,Northeast
STAID01447720,308.1,41.084808,-75.605467,1447720,USC00365160,41.1192,-75.5481,6.142450257,PA00604,-75.5975,41.10222222,TR TWOMILE RUN,0,N,RE,XZ,UZ,R,1969, ,1100,24,0,0,24,0,221,132,221,22,0,H,Y,0,2032.786651,365,7,19.91748672,0.139726027,10.52958572,1.141684712,0.04109589,21.25648652,0.929942418,10.52958572,216,20,-0.156143749,0.140113563,0.695698603,0.391780822,0.345205479,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01447800,752.7,41.104806,-75.732136,1447800,USC00360455,41.1167,-75.7333,1.326142844,PA00008,-75.719254,41.11018,LEHIGH RIVER,5,N,RE,EIK,RK,CR,1961, ,3000,0,239,233,239,128000,160290,1793,160290,80,288,H,Y,4275000,1178.46089,365,7,20.30438433,0.136986301,10.55458734,0.804790356,0.079452055,21.62086934,0.307429982,10.55458734,216,18,-0.164823702,0.143591762,0.720805728,0.38630137,0.334246575,NA,NA,NA,NA,NA,365,0,Northeast
STAID01449360,129.5,40.897592,-75.502408,1449360,USC00364672,40.9,-75.5333,2.610199124,PA00571,-75.46694444,40.92333333,TR POHOPOCO CREEK,0,N,RE,XZ,UZ,R,1950, ,450,32,0,0,32,0,146,80,146,9,0,H,Y,0,4005.841314,365,7,17.90665022,0.142465753,10.3139771,2.721303978,0.126027397,19.04960877,1.336005134,10.3139771,215,18,-0.123506029,0.105938585,0.574423839,0.345205479,0.306849315,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01449800,249.5,40.845648,-75.645744,1449800,USC00360560,40.8619,-75.6428,1.824024184,PA00010,-75.638252,40.847778,POHOPOCO CREEK,3,N,REER,IEK,RK,CSR,1969, ,4560,0,177,172,177,47000,103625,41220,103625,947,96,H,Y,4491200,638.793451,365,3,16.72685186,0,10.1110511,3.495250332,0.189041096,16.6596249,2.415566135,10.1110511,240,32,-0.108985502,0.085217114,0.510563809,0.328767123,0.35890411,200,22,40,10,19,365,0,Northeast
STAID01466500,5.4,39.885,-74.505278,1466500,USC00281598,39.8167,-74.5333,7.96243823,NJ00759,-74.52653333,39.92635,MT MISERY BROOK,0, ,PGRE, , ,R,1950, ,660,10,0,0,10,0,64,50,64,12,28,L,NR,0,4897.902132,366,8,16.98917171,0.073770492,10.95980872,4.930445736,0.174863388,17.3613793,3.832427685,10.95980872,203,39,-0.079688032,0.099502324,0.429271811,0.336065574,0.366120219,NA,NA,NA,NA,NA,NA,1,Northeast
STAID01467471,71,40.69375,-76.16477,1467471,USC00363379,40.75,-76.3333,15.5188006,PA00689,-76.1725,40.67888889,TUMBLING RUN,0,N,RE,XZ,UZ,S,1836, ,570,55,0,0,55,0,980,760,980,36,6,H,Y,0,1761.592915,366,3,16.66881966,0.109289617,10.46239409,4.255968527,0.150273224,17.48920149,3.146296244,10.46239409,210,29,-0.095352034,0.085902809,0.462886368,0.31420765,0.327868852,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01467492,65.1,40.69382,-76.16496,1467492,USC00363379,40.75,-76.3333,15.5010029,PA00689,-76.1725,40.67888889,TUMBLING RUN,0,N,RE,XZ,UZ,S,1836, ,570,55,0,0,55,0,980,760,980,36,6,H,Y,0,1763.701419,366,3,17.7679533,0.101092896,11.28076144,4.793569594,0.112021858,18.63587752,3.489806532,11.28076144,211,23,-0.105820006,0.090388501,0.448727041,0.357923497,0.357923497,NA,NA,NA,NA,NA,365,0,Northeast
STAID01467752,63.2,40.66869,-76.23642,1467752,USC00365834,40.7167,-76.35,10.96346238,PA00696,-76.235,40.65555556,INDIAN RUN,0,N,RE,XZ,UZ,S,1926,2007O;2012S,700,94,0,0,94,0,1943,1498,1943,50,2,H,Y,0,1463.819736,365,3,15.33279839,0.087671233,11.26483173,7.196865067,0.216438356,15.85673695,6.349364991,11.26483173,226,0,-0.071451017,0.049411097,0.281784169,0.295890411,0.342465753,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01467861,47.5,40.66877,-76.23794,1467861,USC00365834,40.7167,-76.35,10.84733126,PA00696,-76.235,40.65555556,INDIAN RUN,0,N,RE,XZ,UZ,S,1926,2007O;2012S,700,94,0,0,94,0,1943,1498,1943,50,2,H,Y,0,1486.828218,366,3,16.85150598,0.101092896,10.28419847,3.716890966,0.150273224,17.78357089,2.87747747,10.28419847,205,29,-0.100284427,0.093744013,0.498288446,0.31420765,0.330601093,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01470960,461.4,40.370648,-76.025216,1470960,USC00360785,40.3803,-76.0275,1.090553327,PA00924,-76.02833333,40.36833333,TULPEHOCKEN CREEK,0,N,RE,XZ,UZ,CR,1977, ,900,22,0,0,22,0,107050,22900,107050,0,0,U,NR,0,358.2552235,365,3,21.61873988,0.073972603,12.84309107,4.067442272,0.101369863,21.74004662,2.767708761,12.84309107,205,25,-0.134654357,0.12759261,0.533179677,0.37260274,0.380821918,200,22,5,3,19,366,0,Northeast
STAID01472157,152.3,40.151491,-75.601305,1472157,USC00362116,40.0833,-75.55,8.747966305,PA00967,-75.68027778,40.1525,TR BEAVER RUN,0,N,RE,XZ,UZ,R,1937, ,235,16,0,0,16,0,51,22,51,6,1,H,Y,0,6324.844748,366,5,21.88182474,0.144808743,12.25359689,2.625369039,0.144808743,23.21814351,1.065112834,12.25359689,200,10,-0.150673372,0.14323582,0.613121696,0.37431694,0.319672131,NA,NA,NA,NA,NA,365,0,Northeast
STAID01480400,12,40.027326,-75.844945,1480400,USC00361591,39.9847,-75.86,4.910181985,PA01505,-75.84888889,40.02861111,BIRCH RUN,0,N,RE,XZ,UZ,CRS,1994,2005O,700,64,0,0,64,0,3300,1225,3300,85,4,H,Y,0,346.5919816,366,19,19.90322836,0,11.98095721,4.058686068,0.193989071,18.8439411,3.13303913,11.98095721,212,33,-0.121055654,0.105066352,0.515967206,0.344262295,0.401639344,214,22,2,11,7,366,0,Northeast
STAID01480500,119.4,39.985661,-75.827447,1480500,USC00361589,39.9667,-75.8333,2.166551853,PA00059,-75.85305556,40.00527778,ROCK RUN,0,N,CBCN,XZ,UZ,RS,1917,2009O,583,42,0,0,42,0,1250,1010,1250,61,5,H,Y,0,2994.193778,366,19,21.69907704,0.131147541,12.45146362,3.203850194,0.133879781,22.73050244,1.813838557,12.45146362,201,22,-0.141039261,0.134925501,0.579526337,0.344262295,0.341530055,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01481000,755.2,39.869833,-75.593262,1481000,USC00369500,39.9333,-75.55,7.963859233,PA00933,-75.56722222,39.86916667,TR HARVEY RUN,0,N,RE,XZ,UZ,R,1951, ,345,20,0,0,20,0,55,39,55,6,0,S,Y,0,2095.70017,365,19,23.21560883,0.142465753,13.35920186,3.502794903,0.134246575,24.59776458,1.801125757,13.35920186,201,31,-0.152823057,0.144853291,0.575707688,0.345205479,0.342465753,NA,NA,NA,NA,NA,NA,0,Northeast
STAID01481500,824,39.769417,-75.573278,1481500,USC00079605,39.7739,-75.5414,2.769663378,DE00013,-75.54179,39.77309,MATSON RUN-OS,0,N,PGRE,X,U,S,1909, ,2160,12,0,0,12,18,114,103,114,6,0,H,Y,0,2568.739484,366,14,23.95248909,0.133879781,13.67233902,3.39218894,0.128415301,25.66872573,1.820155024,13.67233902,200,30,-0.156586762,0.154025724,0.586706029,0.341530055,0.344262295,200,22,0,8,17,366,0,Northeast
STAID01484525,159.9,38.594556,-75.291028,1484525,USC00076020,38.5833,-75.3167,2.558337564,DE00018,-75.29099,38.59448,MIREY BRANCH,0,N,PGRE,X,U,FR,1920, ,425,15,0,0,15,1190,336,0,336,184,62,H,Y,0,9.85491364,366,12,26.56978015,0.139344262,16.28914539,6.008510625,0.12568306,28.34233535,4.351628937,16.28914539,199,23,-0.157462578,0.153527882,0.492476538,0.357923497,0.344262295,NA,NA,NA,NA,NA,365,0,Northeast
