"","agency_cd","site_no","Date","Wtemp","Wtemp_cd","YSI.EX02_Wtemp","YSI.EX02_Wtemp_cd","Flow","Flow_cd"
"637","USGS","05418400",2014-04-19,11.9,"A",NA,NA,503,"A"
"638","USGS","05418400",2014-04-20,14.6,"A",NA,NA,451,"A"
"639","USGS","05418400",2014-04-21,16.1,"A",NA,NA,420,"A"
"640","USGS","05418400",2014-04-22,14.9,"A",NA,NA,391,"A"
"641","USGS","05418400",2014-04-23,12.1,"A",NA,NA,362,"A"
"642","USGS","05418400",2014-04-24,10.7,"A",NA,NA,348,"A"
"643","USGS","05418400",2014-04-25,12.8,"A",NA,NA,360,"A"
"644","USGS","05418400",2014-04-26,14.8,"A",NA,NA,343,"A"
"645","USGS","05418400",2014-04-27,13.3,"A",NA,NA,327,"A"
"646","USGS","05418400",2014-04-28,11.7,"A",NA,NA,452,"A"
"647","USGS","05418400",2014-04-29,10.7,"A",NA,NA,587,"A"
"648","USGS","05418400",2014-04-30,9.7,"A",NA,NA,591,"A"
"649","USGS","05418400",2014-05-01,9,"A",NA,NA,529,"A"
"650","USGS","05418400",2014-05-02,9.9,"A",NA,NA,487,"A"
"651","USGS","05418400",2014-05-03,12.2,"A",NA,NA,451,"A"
"652","USGS","05418400",2014-05-04,13.7,"A",NA,NA,415,"A"
"653","USGS","05418400",2014-05-05,14.1,"A",NA,NA,383,"A"
"654","USGS","05418400",2014-05-06,14.8,"A",NA,NA,358,"A"
"655","USGS","05418400",2014-05-07,16.3,"A",NA,NA,343,"A"
"656","USGS","05418400",2014-05-08,18,"A",NA,NA,334,"A"
"657","USGS","05418400",2014-05-09,17.1,"A",NA,NA,324,"A"
"658","USGS","05418400",2014-05-10,15.8,"A",NA,NA,309,"A"
"659","USGS","05418400",2014-05-11,16.6,"A",NA,NA,300,"A"
"660","USGS","05418400",2014-05-12,17.8,"A",NA,NA,303,"A"
"661","USGS","05418400",2014-05-13,16.2,"A",NA,NA,316,"A"
"662","USGS","05418400",2014-05-14,13.8,"A",NA,NA,320,"A"
"663","USGS","05418400",2014-05-15,13.4,"A",NA,NA,311,"A"
"664","USGS","05418400",2014-05-16,12.4,"A",NA,NA,326,"A"
"665","USGS","05418400",2014-05-17,13.1,"A",NA,NA,320,"A"
"666","USGS","05418400",2014-05-18,15.2,"A",NA,NA,308,"A"
"667","USGS","05418400",2014-05-19,15.9,"A",NA,NA,298,"A"
"668","USGS","05418400",2014-05-20,18.9,"A",NA,NA,296,"A"
"669","USGS","05418400",2014-05-21,21.6,"A",NA,NA,368,"A"
"670","USGS","05418400",2014-05-22,20.2,"A",NA,NA,314,"A"
"671","USGS","05418400",2014-05-23,19.6,"A",NA,NA,286,"A"
"672","USGS","05418400",2014-05-24,19.6,"A",NA,NA,274,"A"
"673","USGS","05418400",2014-05-25,20,"A",NA,NA,269,"A"
"674","USGS","05418400",2014-05-26,22.2,"A",NA,NA,272,"A"
"675","USGS","05418400",2014-05-27,23.6,"A",NA,NA,272,"A"
"676","USGS","05418400",2014-05-28,22.9,"A",NA,NA,266,"A"
"677","USGS","05418400",2014-05-29,22.6,"A",NA,NA,256,"A"
"678","USGS","05418400",2014-05-30,24.3,"A",NA,NA,250,"A"
"679","USGS","05418400",2014-05-31,23.7,"A",NA,NA,246,"A"
"680","USGS","05418400",2014-06-01,25,"A",NA,NA,255,"A"
"681","USGS","05418400",2014-06-02,24.2,"A",NA,NA,339,"A"
"682","USGS","05418400",2014-06-03,23.9,"A",NA,NA,320,"A"
"683","USGS","05418400",2014-06-04,22.6,"A",NA,NA,284,"A"
"684","USGS","05418400",2014-06-05,21.7,"A",NA,NA,266,"A"
"685","USGS","05418400",2014-06-06,22.8,"A",NA,NA,255,"A"
"686","USGS","05418400",2014-06-07,21.9,"A",NA,NA,250,"A"
"687","USGS","05418400",2014-06-08,19.6,"A",NA,NA,271,"A"
"688","USGS","05418400",2014-06-09,20.2,"A",NA,NA,256,"A"
"689","USGS","05418400",2014-06-10,20.1,"A",NA,NA,243,"A"
"690","USGS","05418400",2014-06-11,20.8,"A",NA,NA,240,"A"
"691","USGS","05418400",2014-06-12,21.2,"A",NA,NA,236,"A"
"692","USGS","05418400",2014-06-13,20.8,"A",NA,NA,229,"A"
"693","USGS","05418400",2014-06-14,21.3,"A",NA,NA,224,"A"
"694","USGS","05418400",2014-06-15,22.1,"A",NA,NA,222,"A"
"695","USGS","05418400",2014-06-16,23.7,"A",NA,NA,224,"A"
"696","USGS","05418400",2014-06-17,21,"A",NA,NA,2180,"A"
"697","USGS","05418400",2014-06-18,22.4,"A",NA,NA,1440,"A"
"698","USGS","05418400",2014-06-19,21.6,"A",NA,NA,1900,"A"
"699","USGS","05418400",2014-06-20,20.8,"A",NA,NA,3610,"A"
"700","USGS","05418400",2014-06-21,21.2,"A",NA,NA,1790,"A"
"701","USGS","05418400",2014-06-22,21,"A",NA,NA,1340,"A"
"702","USGS","05418400",2014-06-23,20,"A",NA,NA,1240,"A"
"703","USGS","05418400",2014-06-24,20.9,"A",NA,NA,1140,"A"
"704","USGS","05418400",2014-06-25,22.3,"A",NA,NA,946,"A"
"705","USGS","05418400",2014-06-26,22.1,"A",NA,NA,829,"A"
"706","USGS","05418400",2014-06-27,22.6,"A",NA,NA,769,"A"
"707","USGS","05418400",2014-06-28,23.1,"A",NA,NA,725,"A"
"708","USGS","05418400",2014-06-29,23.1,"A",NA,NA,841,"A"
"709","USGS","05418400",2014-06-30,21.7,"A",NA,NA,5710,"A"
"710","USGS","05418400",2014-07-01,20.4,"A",NA,NA,8710,"A"
"711","USGS","05418400",2014-07-02,19.2,"A",NA,NA,2430,"A"
"712","USGS","05418400",2014-07-03,17.9,"A",NA,NA,1540,"A"
"713","USGS","05418400",2014-07-04,18.6,"A",NA,NA,1220,"A"
"714","USGS","05418400",2014-07-05,18.6,"A",NA,NA,1030,"A"
"715","USGS","05418400",2014-07-06,18.7,"A",NA,NA,933,"A"
"716","USGS","05418400",2014-07-07,20.9,"A",NA,NA,858,"A"
"717","USGS","05418400",2014-07-08,22.1,"A",NA,NA,789,"A"
"718","USGS","05418400",2014-07-09,21.7,"A",NA,NA,727,"A"
"719","USGS","05418400",2014-07-10,22,"A",NA,NA,676,"A"
"720","USGS","05418400",2014-07-11,21.3,"A",NA,NA,638,"A"
"721","USGS","05418400",2014-07-12,21,"A",NA,NA,728,"A"
"722","USGS","05418400",2014-07-13,21.8,"A",NA,NA,2630,"A"
"723","USGS","05418400",2014-07-14,22,"A",NA,NA,976,"A"
"724","USGS","05418400",2014-07-15,19.4,"A",NA,NA,761,"A"
"725","USGS","05418400",2014-07-16,18.8,"A",NA,NA,676,"A"
"726","USGS","05418400",2014-07-17,19.6,"A",NA,NA,622,"A"
"727","USGS","05418400",2014-07-18,21,"A",NA,NA,581,"A"
"728","USGS","05418400",2014-07-19,21.4,"A",NA,NA,544,"A"
"729","USGS","05418400",2014-07-20,21.9,"A",NA,NA,519,"A"
"730","USGS","05418400",2014-07-21,23.1,"A",NA,NA,494,"A"
"731","USGS","05418400",2014-07-22,24.9,"A",NA,NA,473,"A"
"732","USGS","05418400",2014-07-23,24.3,"A",NA,NA,452,"A"
"733","USGS","05418400",2014-07-24,23.1,"A",NA,NA,427,"A"
"734","USGS","05418400",2014-07-25,21.5,"A",NA,NA,422,"A"
"735","USGS","05418400",2014-07-26,22.1,"A",NA,NA,428,"A"
"736","USGS","05418400",2014-07-27,22.6,"A",NA,NA,412,"A"
"737","USGS","05418400",2014-07-28,21.6,"A",NA,NA,388,"A"
"738","USGS","05418400",2014-07-29,21,"A",NA,NA,374,"A"
"739","USGS","05418400",2014-07-30,21.8,"A",NA,NA,367,"A"
"740","USGS","05418400",2014-07-31,22.1,"A",NA,NA,360,"A"
"741","USGS","05418400",2014-08-01,22.5,"A",NA,NA,349,"A"
"742","USGS","05418400",2014-08-02,22.9,"A",NA,NA,341,"A"
"743","USGS","05418400",2014-08-03,23.6,"A",NA,NA,334,"A"
"744","USGS","05418400",2014-08-04,23.4,"A",NA,NA,328,"A"
"745","USGS","05418400",2014-08-05,21.8,"A",NA,NA,327,"A"
"746","USGS","05418400",2014-08-06,20.9,"A",NA,NA,330,"A"
"747","USGS","05418400",2014-08-07,21.1,"A",NA,NA,325,"A"
"748","USGS","05418400",2014-08-08,22,"A",NA,NA,314,"A"
"749","USGS","05418400",2014-08-09,22.6,"A",NA,NA,305,"A"
"750","USGS","05418400",2014-08-10,22.8,"A",NA,NA,299,"A"
"751","USGS","05418400",2014-08-11,22.4,"A",NA,NA,294,"A"
"752","USGS","05418400",2014-08-12,21,"A",NA,NA,289,"A"
"753","USGS","05418400",2014-08-13,21.1,"A",NA,NA,284,"A"
"754","USGS","05418400",2014-08-14,22.1,"A",NA,NA,280,"A"
"755","USGS","05418400",2014-08-15,20.7,"A",NA,NA,276,"A"
"756","USGS","05418400",2014-08-16,21.3,"A",NA,NA,275,"A"
"757","USGS","05418400",2014-08-17,22.1,"A",NA,NA,273,"A"
"758","USGS","05418400",2014-08-18,22.6,"A",NA,NA,270,"A"
"759","USGS","05418400",2014-08-19,23.5,"A",NA,NA,270,"A"
"760","USGS","05418400",2014-08-20,22.8,"A",NA,NA,266,"A"
"761","USGS","05418400",2014-08-21,22.2,"A",NA,NA,266,"A"
"762","USGS","05418400",2014-08-22,22.5,"A",NA,NA,267,"A"
"763","USGS","05418400",2014-08-23,22.5,"A",NA,NA,305,"A"
"764","USGS","05418400",2014-08-24,23.7,"A",NA,NA,343,"A"
"765","USGS","05418400",2014-08-25,24.1,"A",NA,NA,307,"A"
"766","USGS","05418400",2014-08-26,24.1,"A",NA,NA,314,"A"
"767","USGS","05418400",2014-08-27,23.1,"A",NA,NA,328,"A"
"768","USGS","05418400",2014-08-28,21.1,"A",NA,NA,278,"A"
"769","USGS","05418400",2014-08-29,22.5,"A",NA,NA,260,"A"
"770","USGS","05418400",2014-08-30,23.6,"A",NA,NA,257,"A"
"771","USGS","05418400",2014-08-31,23.6,"A",NA,NA,256,"A"
"772","USGS","05418400",2014-09-01,23.7,"A",NA,NA,260,"A"
"773","USGS","05418400",2014-09-02,22.5,"A",NA,NA,265,"A"
"774","USGS","05418400",2014-09-03,22.1,"A",NA,NA,261,"A"
"775","USGS","05418400",2014-09-04,23.1,"A",NA,NA,255,"A"
"776","USGS","05418400",2014-09-05,23,"A",NA,NA,266,"A"
"777","USGS","05418400",2014-09-06,20.6,"A",NA,NA,244,"A"
"778","USGS","05418400",2014-09-07,20,"A",NA,NA,232,"A"
"779","USGS","05418400",2014-09-08,19.1,"A",NA,NA,227,"A"
"780","USGS","05418400",2014-09-09,20.1,"A",NA,NA,245,"A"
"781","USGS","05418400",2014-09-10,20.4,"A",NA,NA,351,"A"
"782","USGS","05418400",2014-09-11,17.3,"A",NA,NA,394,"A"
"783","USGS","05418400",2014-09-12,14.5,"A",NA,NA,330,"A"
"784","USGS","05418400",2014-09-13,13.4,"A",NA,NA,298,"A"
"785","USGS","05418400",2014-09-14,14.2,"A",NA,NA,287,"A"
"786","USGS","05418400",2014-09-15,14.6,"A",NA,NA,280,"A"
"787","USGS","05418400",2014-09-16,14.2,"A",NA,NA,274,"A"
"788","USGS","05418400",2014-09-17,14.7,"A",NA,NA,271,"A"
"789","USGS","05418400",2014-09-18,15.7,"A",NA,NA,267,"A"
"790","USGS","05418400",2014-09-19,16.7,"A",NA,NA,262,"A"
"791","USGS","05418400",2014-09-20,18.2,"A",NA,NA,261,"A"
"792","USGS","05418400",2014-09-21,16.8,"A",NA,NA,261,"A"
"793","USGS","05418400",2014-09-22,15.5,"A",NA,NA,256,"A"
"794","USGS","05418400",2014-09-23,15.7,"A",NA,NA,252,"A"
"795","USGS","05418400",2014-09-24,15.8,"A",NA,NA,250,"A"
"796","USGS","05418400",2014-09-25,17,"A",NA,NA,250,"A"
"797","USGS","05418400",2014-09-26,17.5,"A",NA,NA,251,"A"
"798","USGS","05418400",2014-09-27,18.5,"A",NA,NA,251,"A"
"799","USGS","05418400",2014-09-28,18.6,"A",NA,NA,250,"A"
"800","USGS","05418400",2014-09-29,18.7,"A",NA,NA,248,"A"
"801","USGS","05418400",2014-09-30,17,"A",NA,NA,245,"A"
"802","USGS","05418400",2014-10-01,15.1,"A",NA,NA,245,"A"
"803","USGS","05418400",2014-10-02,16.4,"A",NA,NA,250,"A"
"804","USGS","05418400",2014-10-03,14.1,"A",NA,NA,262,"A"
"805","USGS","05418400",2014-10-04,10.2,"A",NA,NA,252,"A"
"806","USGS","05418400",2014-10-05,9.8,"A",NA,NA,249,"A"
"807","USGS","05418400",2014-10-06,11.4,"A",NA,NA,252,"A"
"808","USGS","05418400",2014-10-07,11.8,"A",NA,NA,251,"A"
"809","USGS","05418400",2014-10-08,11.9,"A",NA,NA,248,"A"
"810","USGS","05418400",2014-10-09,13.2,"A",NA,NA,244,"A"
"811","USGS","05418400",2014-10-10,11.5,"A",NA,NA,239,"A"
"812","USGS","05418400",2014-10-11,10.6,"A",NA,NA,236,"A"
"813","USGS","05418400",2014-10-12,9.7,"A",NA,NA,237,"A"
"814","USGS","05418400",2014-10-13,11.5,"A",NA,NA,260,"A"
"815","USGS","05418400",2014-10-14,12.4,"A",NA,NA,405,"A"
"816","USGS","05418400",2014-10-15,12.1,"A",NA,NA,558,"A"
"817","USGS","05418400",2014-10-16,12.2,"A",NA,NA,465,"A"
"818","USGS","05418400",2014-10-17,11.6,"A",NA,NA,373,"A"
"819","USGS","05418400",2014-10-18,10.8,"A",NA,NA,321,"A"
"820","USGS","05418400",2014-10-19,9.5,"A",NA,NA,286,"A"
"821","USGS","05418400",2014-10-20,10.7,"A",NA,NA,266,"A"
"822","USGS","05418400",2014-10-21,10.5,"A",NA,NA,250,"A"
"823","USGS","05418400",2014-10-22,9.7,"A",NA,NA,235,"A"
"824","USGS","05418400",2014-10-23,9.2,"A",NA,NA,230,"A"
"825","USGS","05418400",2014-10-24,11.1,"A",NA,NA,234,"A"
"826","USGS","05418400",2014-10-25,13,"A",NA,NA,232,"A"
"827","USGS","05418400",2014-10-26,11,"A",NA,NA,224,"A"
"828","USGS","05418400",2014-10-27,12.6,"A",NA,NA,222,"A"
"829","USGS","05418400",2014-10-28,12.2,"A",NA,NA,225,"A"
"830","USGS","05418400",2014-10-29,9.9,"A",NA,NA,217,"A"
"831","USGS","05418400",2014-10-30,8.2,"A",NA,NA,211,"A"
"832","USGS","05418400",2014-10-31,7.2,"A",NA,NA,208,"A"
"833","USGS","05418400",2014-11-01,5.1,"A",NA,NA,202,"A"
"834","USGS","05418400",2014-11-02,5.1,"A",NA,NA,204,"A"
"835","USGS","05418400",2014-11-03,7.2,"A",NA,NA,207,"A"
"836","USGS","05418400",2014-11-04,9.5,"A",NA,NA,215,"A"
"837","USGS","05418400",2014-11-05,7.8,"A",NA,NA,213,"A"
"838","USGS","05418400",2014-11-06,7.6,"A",NA,NA,211,"A"
"839","USGS","05418400",2014-11-07,5.5,"A",NA,NA,204,"A"
"840","USGS","05418400",2014-11-08,6.5,"A",NA,NA,202,"A"
"841","USGS","05418400",2014-11-09,6.6,"A",NA,NA,201,"A"
"842","USGS","05418400",2014-11-10,8,"A",NA,NA,201,"A"
