"","agency_cd","site_no","Date",".YSI.UP._Wtemp",".YSI.UP._Wtemp_cd","YSI.DOWN_Wtemp","YSI.DOWN_Wtemp_cd","Flow","Flow_cd"
"1","USGS","04087170",2016-11-05,12.2,"P",11.9,"P",1460,"P e"
"2","USGS","04087170",2016-11-06,12.5,"P",12,"P",1490,"P e"
"3","USGS","04087170",2016-11-07,12.5,"P",12.2,"P",1290,"P e"
"4","USGS","04087170",2016-11-08,12.5,"P",12.3,"P",1300,"P e"
"5","USGS","04087170",2016-11-09,12.2,"P",12,"P",1540,"P e"
"6","USGS","04087170",2016-11-10,11.7,"P",11.7,"P",765,"P e"
"7","USGS","04087170",2016-11-11,11.7,"P",11.5,"P",844,"P e"
"8","USGS","04087170",2016-11-12,11,"P",11,"P",1320,"P e"
"9","USGS","04087170",2016-11-13,10.6,"P",10.4,"P",919,"P e"
"10","USGS","04087170",2016-11-14,10.4,"P",10.1,"P",1020,"P e"
"11","USGS","04087170",2016-11-15,10.7,"P",10.3,"P",1170,"P e"
"12","USGS","04087170",2016-11-16,10.5,"P",10.2,"P",1070,"P e"
"13","USGS","04087170",2016-11-17,10.5,"P",10.3,"P",883,"P e"
"14","USGS","04087170",2016-11-18,10.4,"P",10.3,"P",581,"P e"
"15","USGS","04087170",2016-11-19,9.7,"P",9.8,"P",1310,"P e"
"16","USGS","04087170",2016-11-20,9.5,"P",9.3,"P",1260,"P e"
"17","USGS","04087170",2016-11-21,9,"P",8.8,"P",905,"P e"
"18","USGS","04087170",2016-11-22,8.6,"P",8.3,"P",691,"P e"
"19","USGS","04087170",2016-11-23,8,"P",7.9,"P",799,"P e"
"20","USGS","04087170",2016-11-24,7.6,"P",7.4,"P",1540,"P e"
"21","USGS","04087170",2016-11-25,7.3,"P",7,"P",1500,"P e"
"22","USGS","04087170",2016-11-26,7.4,"P",6.9,"P",1220,"P e"
"23","USGS","04087170",2016-11-27,7.2,"P",6.9,"P",884,"P e"
"24","USGS","04087170",2016-11-28,6.9,"P",6.7,"P",1380,"P e"
"25","USGS","04087170",2016-11-29,6.8,"P",6.8,"P",1410,"P e"
"26","USGS","04087170",2016-11-30,6.8,"P",6.9,"P",1530,"P e"
"27","USGS","04087170",2016-12-01,6.2,"P",6.2,"P",1830,"P e"
"28","USGS","04087170",2016-12-02,6.3,"P",5.8,"P",1910,"P e"
"29","USGS","04087170",2016-12-03,6,"P",5.4,"P",1800,"P e"
"30","USGS","04087170",2016-12-04,5.5,"P",5.1,"P",1440,"P e"
"31","USGS","04087170",2016-12-05,5.3,"P",5,"P",1410,"P e"
"32","USGS","04087170",2016-12-06,5.1,"P",4.8,"P",1380,"P e"
"33","USGS","04087170",2016-12-07,4.2,"P",4.2,"P",626,"P e"
"34","USGS","04087170",2016-12-08,2.4,"P",2.4,"P",2170,"P e"
"35","USGS","04087170",2016-12-09,2.9,"P",2.2,"P",1740,"P e"
"36","USGS","04087170",2016-12-10,3,"P",2.3,"P",1530,"P e"
"37","USGS","04087170",2016-12-11,2.8,"P",2.5,"P",939,"P e"
"38","USGS","04087170",2016-12-12,2.2,"P",2.2,"P",1370,"P e"
"39","USGS","04087170",2016-12-13,1.9,"P",1.8,"P",1320,"P e"
"40","USGS","04087170",2016-12-14,1,"P",0.9,"P",1120,"P e"
"41","USGS","04087170",2016-12-15,0.3,"P",0.3,"P",1480,"P e"
"42","USGS","04087170",2016-12-16,0.5,"P",0.6,"P",898,"P e"
"43","USGS","04087170",2016-12-17,0.3,"P",0.6,"P",839,"P e"
"44","USGS","04087170",2016-12-18,0.2,"P",0.3,"P",962,"P e"
"45","USGS","04087170",2016-12-19,0.4,"P",0.6,"P",799,"P e"
"46","USGS","04087170",2016-12-20,0.2,"P",0.4,"P",367,"P e"
"47","USGS","04087170",2016-12-21,0.2,"P",0.5,"P",924,"P e"
"48","USGS","04087170",2016-12-22,0.5,"P",0.8,"P",1100,"P e"
"49","USGS","04087170",2016-12-23,0.6,"P",0.9,"P",882,"P e"
"50","USGS","04087170",2016-12-24,0.6,"P",0.9,"P",920,"P e"
"51","USGS","04087170",2016-12-25,0.8,"P",1.1,"P",801,"P e"
"52","USGS","04087170",2016-12-26,1.3,"P",1.5,"P",808,"P e"
"53","USGS","04087170",2016-12-27,1.2,"P",1.3,"P",1800,"P e"
"54","USGS","04087170",2016-12-28,0.8,"P",0.9,"P",1520,"P e"
"55","USGS","04087170",2016-12-29,0.8,"P",0.9,"P",2220,"P e"
"56","USGS","04087170",2016-12-30,0.9,"P",1.1,"P",1760,"P e"
"57","USGS","04087170",2016-12-31,0.9,"P",1.1,"P",1500,"P e"
"58","USGS","04087170",2017-01-01,0.8,"P",1,"P",1310,"P e"
"59","USGS","04087170",2017-01-02,0.8,"P",1.1,"P",1060,"P e"
"60","USGS","04087170",2017-01-03,0.9,"P",1.1,"P",1630,"P e"
"61","USGS","04087170",2017-01-04,0.5,"P",0.6,"P",2270,"P e"
"62","USGS","04087170",2017-01-05,0.3,"P",0.4,"P",1340,"P e"
"63","USGS","04087170",2017-01-06,0.5,"P",0.6,"P",1120,"P e"
"64","USGS","04087170",2017-01-07,0.7,"P",0.6,"P",936,"P e"
"65","USGS","04087170",2017-01-08,0.5,"P",0.7,"P",882,"P e"
"66","USGS","04087170",2017-01-09,0.4,"P",0.7,"P",803,"P e"
"67","USGS","04087170",2017-01-10,0.4,"P",0.7,"P",920,"P e"
"68","USGS","04087170",2017-01-11,0.6,"P",1,"P",876,"P e"
"69","USGS","04087170",2017-01-12,0.3,"P",0.7,"P",1320,"P e"
"70","USGS","04087170",2017-01-13,0.2,"P",0.7,"P",1130,"P e"
"71","USGS","04087170",2017-01-14,0.3,"P",0.7,"P",1030,"P e"
"72","USGS","04087170",2017-01-15,0.3,"P",0.7,"P",1040,"P e"
"73","USGS","04087170",2017-01-16,0.4,"P",0.8,"P",1200,"P e"
"74","USGS","04087170",2017-01-17,0.3,"P",0.9,"P",1640,"P e"
"75","USGS","04087170",2017-01-18,0.6,"P",0.9,"P",1940,"P e"
"76","USGS","04087170",2017-01-19,0.7,"P",0.9,"P",1680,"P e"
"77","USGS","04087170",2017-01-20,0.7,"P",0.9,"P",2530,"P e"
"78","USGS","04087170",2017-01-21,0.7,"P",0.8,"P",2510,"P e"
"79","USGS","04087170",2017-01-22,0.9,"P",0.9,"P",2390,"P e"
"80","USGS","04087170",2017-01-23,0.8,"P",0.9,"P",2460,"P e"
"81","USGS","04087170",2017-01-24,0.7,"P",0.8,"P",2480,"P e"
"82","USGS","04087170",2017-01-25,0.8,"P",0.9,"P",2430,"P e"
"83","USGS","04087170",2017-01-26,0.8,"P",0.9,"P",2850,"P e"
"84","USGS","04087170",2017-01-27,0.7,"P",0.8,"P",2400,"P e"
"85","USGS","04087170",2017-01-28,0.7,"P",0.8,"P",2070,"P e"
"86","USGS","04087170",2017-01-29,0.5,"P",0.8,"P",2040,"P e"
"87","USGS","04087170",2017-01-30,0.4,"P",0.8,"P",1510,"P e"
"88","USGS","04087170",2017-01-31,0.7,"P",0.7,"P",1630,"P e"
"89","USGS","04087170",2017-02-01,0.6,"P",0.8,"P",1670,"P e"
"90","USGS","04087170",2017-02-02,0.2,"P",0.3,"P",1780,"P e"
"91","USGS","04087170",2017-02-03,0.1,"P",0.3,"P",1020,"P e"
"92","USGS","04087170",2017-02-04,0.3,"P",0.5,"P",896,"P e"
"93","USGS","04087170",2017-02-05,0.3,"P",0.6,"P",1400,"P e"
"94","USGS","04087170",2017-02-06,0.6,"P",0.8,"P",1060,"P e"
"95","USGS","04087170",2017-02-07,0.5,"P",0.7,"P",1300,"P e"
"96","USGS","04087170",2017-02-08,0.6,"P",0.7,"P",1570,"P e"
"97","USGS","04087170",2017-02-09,0.1,"P",0.3,"P",1550,"P e"
"98","USGS","04087170",2017-02-10,0.4,"P",0.6,"P",946,"P e"
"99","USGS","04087170",2017-02-11,0.7,"P",1,"P",966,"P e"
"100","USGS","04087170",2017-02-12,1,"P",1.1,"P",1530,"P e"
"101","USGS","04087170",2017-02-13,1.2,"P",1.1,"P",1330,"P e"
"102","USGS","04087170",2017-02-14,1.4,"P",1.3,"P",1350,"P e"
"103","USGS","04087170",2017-02-15,1.2,"P",1.4,"P",1700,"P e"
"104","USGS","04087170",2017-02-16,1.3,"P",1.4,"P",1190,"P e"
"105","USGS","04087170",2017-02-17,1.5,"P",1.4,"P",1220,"P e"
"106","USGS","04087170",2017-02-18,2,"P",1.8,"P",1300,"P e"
"107","USGS","04087170",2017-02-19,2.2,"P",1.9,"P",1510,"P e"
"108","USGS","04087170",2017-02-20,2.5,"P",2.4,"P",1450,"P e"
"109","USGS","04087170",2017-02-21,3.5,"P",3.6,"P",1590,"P e"
"110","USGS","04087170",2017-02-22,5.4,"P",5.5,"P",1570,"P e"
"111","USGS","04087170",2017-02-23,6.3,"P",5.9,"P",1260,"P e"
"112","USGS","04087170",2017-02-24,5.4,"P",5.4,"P",3160,"P e"
"113","USGS","04087170",2017-02-25,3.3,"P",3.3,"P",3500,"P e"
"114","USGS","04087170",2017-02-26,1.8,"P",1.8,"P",2410,"P e"
"115","USGS","04087170",2017-02-27,1.9,"P",2,"P",2150,"P e"
"116","USGS","04087170",2017-02-28,2.9,"P",2.9,"P",1910,"P e"
"117","USGS","04087170",2017-03-01,3.4,"P",3.4,"P",2240,"P e"
"118","USGS","04087170",2017-03-02,2.6,"P",2.6,"P",2870,"P e"
"119","USGS","04087170",2017-03-03,1.5,"P",1.6,"P",2670,"P e"
"120","USGS","04087170",2017-03-04,1.2,"P",1.2,"P",2330,"P e"
"121","USGS","04087170",2017-03-05,1.1,"P",1.1,"P",2060,"P e"
"122","USGS","04087170",2017-03-06,2.4,"P",2.4,"P",2030,"P e"
"123","USGS","04087170",2017-03-07,4.8,"P",4.8,"P",1640,"P e"
"124","USGS","04087170",2017-03-08,6.1,"P",6.1,"P",2670,"P e"
"125","USGS","04087170",2017-03-09,5.5,"P",5.5,"P",2300,"P e"
"126","USGS","04087170",2017-03-10,4.5,"P",4.6,"P",2520,"P e"
"127","USGS","04087170",2017-03-11,3.2,"P",3.3,"P",2250,"P e"
"128","USGS","04087170",2017-03-12,2.6,"P",2.6,"P",1800,"P e"
"129","USGS","04087170",2017-03-13,2.2,"P",2.2,"P",1410,"P e"
"130","USGS","04087170",2017-03-14,1.6,"P",1.7,"P",1630,"P e"
"131","USGS","04087170",2017-03-15,1.5,"P",1.7,"P",2370,"P e"
"132","USGS","04087170",2017-03-16,1.8,"P",1.7,"P",2180,"P e"
"133","USGS","04087170",2017-03-17,2,"P",2.2,"P",2060,"P e"
"134","USGS","04087170",2017-03-18,2.2,"P",2.4,"P",2630,"P e"
"135","USGS","04087170",2017-03-19,2.6,"P",3.1,"P",2050,"P e"
"136","USGS","04087170",2017-03-20,3.9,"P",4.2,"P",2400,"P e"
"137","USGS","04087170",2017-03-21,4.5,"P",5.3,"P",2030,"P e"
"138","USGS","04087170",2017-03-22,4.6,"P",5.7,"P",1590,"P e"
"139","USGS","04087170",2017-03-23,4.7,"P",5,"P",1860,"P e"
"140","USGS","04087170",2017-03-24,4.9,"P",5.1,"P",1660,"P e"
"141","USGS","04087170",2017-03-25,4.7,"P",5.2,"P",1220,"P e"
"142","USGS","04087170",2017-03-26,5.1,"P",5.6,"P",1880,"P e"
"143","USGS","04087170",2017-03-27,5.5,"P",5.9,"P",2130,"P e"
"144","USGS","04087170",2017-03-28,5.7,"P",6.2,"P",1650,"P e"
"145","USGS","04087170",2017-03-29,6.2,"P",6.7,"P",1490,"P e"
"146","USGS","04087170",2017-03-30,6.8,"P",6.9,"P",2200,"P e"
"147","USGS","04087170",2017-03-31,6,"P",6,"P",2400,"P e"
"148","USGS","04087170",2017-04-01,5.8,"P",5.8,"P",2490,"P e"
"149","USGS","04087170",2017-04-02,6.8,"P",6.8,"P",2230,"P e"
"150","USGS","04087170",2017-04-03,7.3,"P",7.3,"P",1970,"P e"
"151","USGS","04087170",2017-04-04,7.9,"P",7.9,"P",2670,"P e"
"152","USGS","04087170",2017-04-05,8.1,"P",8.1,"P",2410,"P e"
"153","USGS","04087170",2017-04-06,7.6,"P",7.6,"P",2590,"P e"
"154","USGS","04087170",2017-04-07,7.7,"P",7.7,"P",2550,"P e"
"155","USGS","04087170",2017-04-08,8.6,"P",8.5,"P",2010,"P e"
"156","USGS","04087170",2017-04-09,10.1,"P",9.8,"P",1620,"P e"
"157","USGS","04087170",2017-04-10,11.9,"P",11,"P",1920,"P e"
"158","USGS","04087170",2017-04-11,11.5,"P",11.4,"P",2450,"P e"
"159","USGS","04087170",2017-04-12,11.4,"P",11.2,"P",1770,"P e"
"160","USGS","04087170",2017-04-13,11.5,"P",11.5,"P",1430,"P e"
"161","USGS","04087170",2017-04-14,11.2,"P",11.2,"P",1540,"P e"
"162","USGS","04087170",2017-04-15,11.8,"P",11.6,"P",1410,"P e"
"163","USGS","04087170",2017-04-16,13.7,"P",12.9,"P",2500,"P e"
"164","USGS","04087170",2017-04-17,14.7,"P",13.9,"P",1980,"P e"
"165","USGS","04087170",2017-04-18,14.1,"P",13.9,"P",2090,"P e"
"166","USGS","04087170",2017-04-19,14.3,"P",14.1,"P",1850,"P e"
"167","USGS","04087170",2017-04-20,13.7,"P",13.6,"P",2450,"P e"
"168","USGS","04087170",2017-04-21,13,"P",13,"P",2450,"P e"
"169","USGS","04087170",2017-04-22,12.9,"P",12.7,"P",2110,"P e"
"170","USGS","04087170",2017-04-23,13.1,"P",12.8,"P",1790,"P e"
"171","USGS","04087170",2017-04-24,13.3,"P",13.1,"P",1790,"P e"
"172","USGS","04087170",2017-04-25,14,"P",13.5,"P",1730,"P e"
"173","USGS","04087170",2017-04-26,14.8,"P",14,"P",1780,"P e"
"174","USGS","04087170",2017-04-27,15,"P",14.1,"P",2910,"P e"
"175","USGS","04087170",2017-04-28,13.8,"P",13.4,"P",2430,"P e"
"176","USGS","04087170",2017-04-29,12.8,"P",12.8,"P",1950,"P e"
"177","USGS","04087170",2017-04-30,11.4,"P",11.4,"P",2550,"P e"
"178","USGS","04087170",2017-05-01,9.6,"P",9.6,"P",4540,"P e"
"179","USGS","04087170",2017-05-02,9.7,"P",9.7,"P",4020,"P e"
"180","USGS","04087170",2017-05-03,9.7,"P",9.8,"P",3820,"P e"
"181","USGS","04087170",2017-05-04,10.7,"P",10.7,"P",3100,"P e"
"182","USGS","04087170",2017-05-05,11.8,"P",11.6,"P",2970,"P e"
"183","USGS","04087170",2017-05-06,13.1,"P",12.6,"P",1810,"P e"
"184","USGS","04087170",2017-05-07,13.8,"P",13.2,"P",1230,"P e"
"185","USGS","04087170",2017-05-08,14,"P",13.3,"P",729,"P e"
"186","USGS","04087170",2017-05-09,13.8,"P",13.2,"P",1430,"P e"
"187","USGS","04087170",2017-05-10,13.4,"P",13.3,"P",1480,"P e"
"188","USGS","04087170",2017-05-11,13.7,"P",13.5,"P",2010,"P e"
"189","USGS","04087170",2017-05-12,14.4,"P",14,"P",1300,"P e"
"190","USGS","04087170",2017-05-13,14.8,"P",13.6,"P",979,"P e"
"191","USGS","04087170",2017-05-14,15.2,"P",13.7,"P",575,"P e"
"192","USGS","04087170",2017-05-15,15.2,"P",14.1,"P",1080,"P e"
"193","USGS","04087170",2017-05-16,15.9,"P",15,"P",2730,"P e"
"194","USGS","04087170",2017-05-17,16.9,"P",15.4,"P",651,"P e"
"195","USGS","04087170",2017-05-18,17.2,"P",15,"P",1300,"P e"
"196","USGS","04087170",2017-05-19,16.8,"P",15,"P",2030,"P e"
"197","USGS","04087170",2017-05-20,15.7,"P",14.9,"P",1100,"P e"
"198","USGS","04087170",2017-05-21,14.4,"P",13.7,"P",1120,"P e"
"199","USGS","04087170",2017-05-22,13.6,"P",13.3,"P",713,"P e"
"200","USGS","04087170",2017-05-23,14.3,"P",13.4,"P",982,"P e"
"201","USGS","04087170",2017-05-24,14.6,"P",13.6,"P",1750,"P e"
"202","USGS","04087170",2017-05-25,14.7,"P",13.8,"P",1260,"P e"
"203","USGS","04087170",2017-05-26,15.4,"P",13.9,"P",978,"P e"
"204","USGS","04087170",2017-05-27,15.7,"P",13.7,"P",1040,"P e"
"205","USGS","04087170",2017-05-28,16,"P",14.1,"P",1740,"P e"
"206","USGS","04087170",2017-05-29,16.8,"P",13.7,"P",745,"P e"
"207","USGS","04087170",2017-05-30,15.8,"P",13,"P",672,"P e"
"208","USGS","04087170",2017-05-31,15.3,"P",13,"P",554,"P e"
"209","USGS","04087170",2017-06-01,16.4,"P",13.4,"P",946,"P e"
"210","USGS","04087170",2017-06-02,16.6,"P",13.3,"P",654,"P e"
"211","USGS","04087170",2017-06-03,16.3,"P",12.7,"P",955,"P e"
"212","USGS","04087170",2017-06-04,15.8,"P",12.9,"P",785,"P e"
"213","USGS","04087170",2017-06-05,17.4,"P",13.5,"P",685,"P e"
"214","USGS","04087170",2017-06-06,18.2,"P",13.4,"P",398,"P e"
"215","USGS","04087170",2017-06-07,17.4,"P",13.8,"P",548,"P e"
"216","USGS","04087170",2017-06-08,16.9,"P",14,"P",660,"P e"
"217","USGS","04087170",2017-06-09,17.2,"P",14.8,"P",933,"P e"
"218","USGS","04087170",2017-06-10,17.9,"P",15.2,"P",305,"P e"
"219","USGS","04087170",2017-06-11,16.9,"P",14.1,"P",464,"P e"
"220","USGS","04087170",2017-06-12,16.7,"P",14.1,"P",1080,"P e"
"221","USGS","04087170",2017-06-13,16.9,"P",15,"P",1410,"P e"
"222","USGS","04087170",2017-06-14,18,"P",15.3,"P",993,"P e"
"223","USGS","04087170",2017-06-15,17.4,"P",14.4,"P",767,"P e"
"224","USGS","04087170",2017-06-16,17,"P",13.5,"P",388,"P e"
"225","USGS","04087170",2017-06-17,17,"P",13.8,"P",1750,"P e"
"226","USGS","04087170",2017-06-18,16.5,"P",12.9,"P",469,"P e"
"227","USGS","04087170",2017-06-19,14.9,"P",11.9,"P",485,"P e"
"228","USGS","04087170",2017-06-20,14.8,"P",11.8,"P",737,"P e"
"229","USGS","04087170",2017-06-21,15.4,"P",13.2,"P",1080,"P e"
"230","USGS","04087170",2017-06-22,15.5,"P",13.4,"P",937,"P e"
"231","USGS","04087170",2017-06-23,18,"P",15.5,"P",2880,"P e"
"232","USGS","04087170",2017-06-24,18.6,"P",15.9,"P",1590,"P e"
"233","USGS","04087170",2017-06-25,17.6,"P",14.4,"P",1140,"P e"
"234","USGS","04087170",2017-06-26,16.1,"P",13.3,"P",586,"P e"
"235","USGS","04087170",2017-06-27,16.9,"P",14.4,"P",447,"P e"
"236","USGS","04087170",2017-06-28,17.8,"P",15.5,"P",1620,"P e"
"237","USGS","04087170",2017-06-29,18.6,"P",17.3,"P",5550,"P e"
"238","USGS","04087170",2017-06-30,18.9,"P",16.4,"P",3040,"P e"
"239","USGS","04087170",2017-07-01,18.8,"P",14.7,"P",1840,"P e"
"240","USGS","04087170",2017-07-02,18.3,"P",12.4,"P",1330,"P e"
"241","USGS","04087170",2017-07-03,18.3,"P",13.9,"P",1880,"P e"
"242","USGS","04087170",2017-07-04,19.2,"P",15.7,"P",469,"P e"
"243","USGS","04087170",2017-07-05,20.5,"P",17.1,"P",153,"P e"
"244","USGS","04087170",2017-07-06,19.5,"P",16,"P",372,"P e"
"245","USGS","04087170",2017-07-07,17.5,"P",15,"P",888,"P e"
"246","USGS","04087170",2017-07-08,19,"P",16.6,"P",759,"P e"
"247","USGS","04087170",2017-07-09,18.8,"P",16.5,"P",557,"P e"
"248","USGS","04087170",2017-07-10,18.1,"P",15.3,"P",873,"P e"
"249","USGS","04087170",2017-07-11,17.5,"P",14.7,"P",624,"P e"
"250","USGS","04087170",2017-07-12,19.8,"P",16.2,"P",3150,"P e"
"251","USGS","04087170",2017-07-13,18.8,"P",14.1,"P",682,"P e"
"252","USGS","04087170",2017-07-14,17.3,"P",11.9,"P",-76.2,"P e"
"253","USGS","04087170",2017-07-15,16.1,"P",11.7,"P",72.9,"P e"
"254","USGS","04087170",2017-07-16,15.3,"P",13,"P",386,"P e"
"255","USGS","04087170",2017-07-17,16.8,"P",14.2,"P",201,"P e"
"256","USGS","04087170",2017-07-18,19.2,"P",16.5,"P",-17.4,"P e"
"257","USGS","04087170",2017-07-19,20.2,"P",18.5,"P",255,"P e"
"258","USGS","04087170",2017-07-20,21.2,"P",19.8,"P",174,"P e"
"259","USGS","04087170",2017-07-21,21.9,"P",20.3,"P",540,"P e"
"260","USGS","04087170",2017-07-22,22.1,"P",20.4,"P",736,"P e"
"261","USGS","04087170",2017-07-23,22.1,"P",20.4,"P",823,"P e"
"262","USGS","04087170",2017-07-24,22.8,"P",21,"P",615,"P e"
"263","USGS","04087170",2017-07-25,23.4,"P",21.4,"P",219,"P e"
"264","USGS","04087170",2017-07-26,22.7,"P",21.5,"P",777,"P e"
"265","USGS","04087170",2017-07-27,23.3,"P",22.4,"P",1570,"P e"
"266","USGS","04087170",2017-07-28,23.5,"P",22.5,"P",912,"P e"
"267","USGS","04087170",2017-07-29,23.7,"P",22.8,"P",1020,"P e"
"268","USGS","04087170",2017-07-30,23.7,"P",22.9,"P",829,"P e"
"269","USGS","04087170",2017-07-31,23.5,"P",22.5,"P",227,"P e"
"270","USGS","04087170",2017-08-01,23.4,"P",22,"P",311,"P e"
"271","USGS","04087170",2017-08-02,23.2,"P",22,"P",843,"P e"
"272","USGS","04087170",2017-08-03,24,"P",22.8,"P",1030,"P e"
"273","USGS","04087170",2017-08-04,23.2,"P",23.1,"P",978,"P e"
"274","USGS","04087170",2017-08-05,22.5,"P",22.2,"P",884,"P e"
"275","USGS","04087170",2017-08-06,22.4,"P",22,"P",785,"P e"
"276","USGS","04087170",2017-08-07,22.1,"P",22,"P",1490,"P e"
"277","USGS","04087170",2017-08-08,22.3,"P",22.1,"P",554,"P e"
"278","USGS","04087170",2017-08-09,22.6,"P",22.3,"P",492,"P e"
"279","USGS","04087170",2017-08-10,22.9,"P",22.4,"P",526,"P e"
"280","USGS","04087170",2017-08-11,22.6,"P",22,"P",568,"P e"
"281","USGS","04087170",2017-08-12,22.5,"P",22.1,"P",964,"P e"
"282","USGS","04087170",2017-08-13,22.9,"P",22.3,"P",636,"P e"
"283","USGS","04087170",2017-08-14,22.9,"P",22.3,"P",675,"P e"
"284","USGS","04087170",2017-08-15,22.7,"P",22.4,"P",1140,"P e"
"285","USGS","04087170",2017-08-16,22.9,"P",22.8,"P",1050,"P e"
"286","USGS","04087170",2017-08-17,23.6,"P",23.3,"P",441,"P e"
"287","USGS","04087170",2017-08-18,22.5,"P",21.3,"P",166,"P e"
"288","USGS","04087170",2017-08-19,22.3,"P",20.7,"P",596,"P e"
"289","USGS","04087170",2017-08-20,22.6,"P",21.2,"P",519,"P e"
"290","USGS","04087170",2017-08-21,22.3,"P",20.5,"P",589,"P e"
"291","USGS","04087170",2017-08-22,20.7,"P",17.8,"P",-90.9,"P e"
"292","USGS","04087170",2017-08-23,19.8,"P",17.6,"P",122,"P e"
"293","USGS","04087170",2017-08-24,19.7,"P",19,"P",719,"P e"
"294","USGS","04087170",2017-08-25,19.9,"P",19.7,"P",746,"P e"
"295","USGS","04087170",2017-08-26,20.4,"P",20.3,"P",163,"P e"
"296","USGS","04087170",2017-08-27,21,"P",20.9,"P",41.5,"P e"
"297","USGS","04087170",2017-08-28,21,"P",20.8,"P",809,"P e"
"298","USGS","04087170",2017-08-29,21.1,"P",20.7,"P",1270,"P e"
"299","USGS","04087170",2017-08-30,21.3,"P",19.9,"P",582,"P e"
"300","USGS","04087170",2017-08-31,20.5,"P",20.1,"P",688,"P e"
"301","USGS","04087170",2017-09-01,20.4,"P",20.2,"P",483,"P e"
"302","USGS","04087170",2017-09-02,20.5,"P",20,"P",347,"P e"
"303","USGS","04087170",2017-09-03,20.3,"P",19.9,"P",478,"P e"
"304","USGS","04087170",2017-09-04,20.1,"P",20,"P",183,"P e"
"305","USGS","04087170",2017-09-05,20,"P",20,"P",152,"P e"
"306","USGS","04087170",2017-09-06,19.7,"P",19.7,"P",264,"P e"
"307","USGS","04087170",2017-09-07,19.3,"P",19.3,"P",327,"P e"
"308","USGS","04087170",2017-09-08,18.9,"P",19,"P",859,"P e"
"309","USGS","04087170",2017-09-09,18.8,"P",18.9,"P",770,"P e"
"310","USGS","04087170",2017-09-10,19,"P",19,"P",547,"P e"
"311","USGS","04087170",2017-09-11,19.1,"P",19.1,"P",625,"P e"
"312","USGS","04087170",2017-09-12,19.3,"P",19.3,"P",812,"P e"
"313","USGS","04087170",2017-09-13,19.6,"P",19.5,"P",1270,"P e"
"314","USGS","04087170",2017-09-14,20,"P",19.9,"P",176,"P e"
"315","USGS","04087170",2017-09-15,20.4,"P",20.2,"P",215,"P e"
"316","USGS","04087170",2017-09-16,21,"P",20.4,"P",241,"P e"
"317","USGS","04087170",2017-09-17,20.9,"P",19.7,"P",249,"P e"
"318","USGS","04087170",2017-09-18,20.2,"P",19.4,"P",475,"P e"
"319","USGS","04087170",2017-09-19,19.9,"P",19.7,"P",297,"P e"
"320","USGS","04087170",2017-09-20,20.8,"P",20.1,"P",-204,"P e"
"321","USGS","04087170",2017-09-21,20.7,"P",19.4,"P",599,"P e"
"322","USGS","04087170",2017-09-22,21.1,"P",18.2,"P",126,"P e"
"323","USGS","04087170",2017-09-23,21.4,"P",15.7,"P",138,"P e"
"324","USGS","04087170",2017-09-24,19.9,"P",13.2,"P",217,"P e"
"325","USGS","04087170",2017-09-25,18.5,"P",12.9,"P",71.6,"P e"
"326","USGS","04087170",2017-09-26,16.3,"P",12.3,"P",28.1,"P e"
"327","USGS","04087170",2017-09-27,15.4,"P",12.4,"P",1.35,"P e"
"328","USGS","04087170",2017-09-28,16.1,"P",14.3,"P",-331,"P e"
"329","USGS","04087170",2017-09-29,16,"P",15.1,"P",395,"P e"
"330","USGS","04087170",2017-09-30,16.4,"P",16.1,"P",768,"P e"
"331","USGS","04087170",2017-10-01,17.7,"P",17.3,"P",-110,"P e"
"332","USGS","04087170",2017-10-02,18.2,"P",17.4,"P",-231,"P e"
"333","USGS","04087170",2017-10-03,18,"P",17.2,"P",207,"P e"
"334","USGS","04087170",2017-10-04,15.4,"P",13.7,"P",130,"P e"
"335","USGS","04087170",2017-10-05,14.2,"P",12.6,"P",364,"P e"
"336","USGS","04087170",2017-10-06,14.5,"P",12.7,"P",167,"P e"
"337","USGS","04087170",2017-10-07,14.8,"P",13.4,"P",-88,"P e"
"338","USGS","04087170",2017-10-08,13.7,"P",12.2,"P",57.9,"P e"
"339","USGS","04087170",2017-10-09,13.7,"P",11.6,"P",322,"P e"
"340","USGS","04087170",2017-10-10,13.1,"P",12,"P",598,"P e"
"341","USGS","04087170",2017-10-11,14.1,"P",13.2,"P",1350,"P e"
"342","USGS","04087170",2017-10-12,14.4,"P",13.2,"P",319,"P e"
"343","USGS","04087170",2017-10-13,13.8,"P",12.7,"P",374,"P e"
"344","USGS","04087170",2017-10-14,14.3,"P",13.9,"P",1080,"P e"
"345","USGS","04087170",2017-10-15,15,"P",14.7,"P",508,"P e"
"346","USGS","04087170",2017-10-16,14.5,"P",13.9,"P",458,"P e"
"347","USGS","04087170",2017-10-17,14,"P",14,"P",547,"P e"
"348","USGS","04087170",2017-10-18,14,"P",14,"P",835,"P e"
"349","USGS","04087170",2017-10-19,14.1,"P",14.1,"P",687,"P e"
"350","USGS","04087170",2017-10-20,14.6,"P",14.4,"P",329,"P e"
"351","USGS","04087170",2017-10-21,14.7,"P",14.5,"P",200,"P e"
"352","USGS","04087170",2017-10-22,15,"P",14.7,"P",477,"P e"
"353","USGS","04087170",2017-10-23,14.7,"P",14.2,"P",684,"P e"
"354","USGS","04087170",2017-10-24,14.5,"P",14.5,"P",547,"P e"
