"","agency_cd","site_no","Date",".YSI.UP._Wtemp",".YSI.UP._Wtemp_cd","YSI.DOWN_Wtemp","YSI.DOWN_Wtemp_cd","Flow","Flow_cd"
"355","USGS","04087170",2017-10-25,13.9,"P",14,"P",729,"P e"
"356","USGS","04087170",2017-10-26,13.3,"P",13.4,"P",505,"P e"
"357","USGS","04087170",2017-10-27,12.6,"P",12.7,"P",605,"P e"
"358","USGS","04087170",2017-10-28,11.7,"P",11.8,"P",273,"P e"
"359","USGS","04087170",2017-10-29,11.1,"P",11.2,"P",605,"P e"
"360","USGS","04087170",2017-10-30,10.8,"P",10.8,"P",-86.4,"P e"
"361","USGS","04087170",2017-10-31,10.2,"P",9.9,"P",341,"P e"
"362","USGS","04087170",2017-11-01,9.9,"P",9.6,"P",709,"P e"
"363","USGS","04087170",2017-11-02,9.5,"P",9.3,"P",447,"P e"
"364","USGS","04087170",2017-11-03,9.5,"P",9.1,"P",770,"P e"
"365","USGS","04087170",2017-11-04,9.1,"P",9,"P",-97,"P e"
"366","USGS","04087170",2017-11-05,8.9,"P",8.8,"P",-53.1,"P e"
"367","USGS","04087170",2017-11-06,8.9,"P",8.7,"P",-37.6,"P e"
"368","USGS","04087170",2017-11-07,8.7,"P",8.5,"P",292,"P e"
"369","USGS","04087170",2017-11-08,8.5,"P",8.3,"P",729,"P e"
"370","USGS","04087170",2017-11-09,8.2,"P",8.1,"P",100,"P e"
"371","USGS","04087170",2017-11-10,7.7,"P",7.4,"P",490,"P e"
"372","USGS","04087170",2017-11-11,7,"P",6.8,"P",205,"P e"
"373","USGS","04087170",2017-11-12,7,"P",6.2,"P",1120,"P e"
"374","USGS","04087170",2017-11-13,7.5,"P",6.7,"P",268,"P e"
"375","USGS","04087170",2017-11-14,6.8,"P",6.4,"P",534,"P e"
"376","USGS","04087170",2017-11-15,6.2,"P",6,"P",39.4,"P e"
"377","USGS","04087170",2017-11-16,6.4,"P",5.7,"P",666,"P e"
"378","USGS","04087170",2017-11-17,6.2,"P",6,"P",-123,"P e"
"379","USGS","04087170",2017-11-18,6.1,"P",5.8,"P",397,"P e"
"380","USGS","04087170",2017-11-19,5.7,"P",5.5,"P",118,"P e"
"381","USGS","04087170",2017-11-20,5.8,"P",5.4,"P",606,"P e"
"382","USGS","04087170",2017-11-21,5.3,"P",5,"P",295,"P e"
"383","USGS","04087170",2017-11-22,5.7,"P",4.8,"P",498,"P e"
"384","USGS","04087170",2017-11-23,5.1,"P",4.7,"P",480,"P e"
"385","USGS","04087170",2017-11-24,5,"P",4.5,"P",686,"P e"
"386","USGS","04087170",2017-11-25,5.3,"P",4.8,"P",-266,"P e"
"387","USGS","04087170",2017-11-26,5.3,"P",4.8,"P",421,"P e"
"388","USGS","04087170",2017-11-27,5.3,"P",5,"P",867,"P e"
"389","USGS","04087170",2017-11-28,5.5,"P",5.2,"P",296,"P e"
"390","USGS","04087170",2017-11-29,5.6,"P",5.2,"P",702,"P e"
"391","USGS","04087170",2017-11-30,5.5,"P",5.4,"P",-43.9,"P e"
"392","USGS","04087170",2017-12-01,6.2,"P",5.6,"P",604,"P e"
"393","USGS","04087170",2017-12-02,5.5,"P",5.4,"P",477,"P e"
"394","USGS","04087170",2017-12-03,5.4,"P",5.2,"P",801,"P e"
"395","USGS","04087170",2017-12-04,5.6,"P",5.5,"P",444,"P e"
"396","USGS","04087170",2017-12-05,5.4,"P",5.4,"P",417,"P e"
"397","USGS","04087170",2017-12-06,4.8,"P",4.9,"P",247,"P e"
"398","USGS","04087170",2017-12-07,4.6,"P",4.8,"P",-607,"P e"
"399","USGS","04087170",2017-12-08,4.3,"P",4,"P",506,"P e"
"400","USGS","04087170",2017-12-09,3.5,"P",3.5,"P",-48.1,"P e"
"401","USGS","04087170",2017-12-10,3.2,"P",3.1,"P",249,"P e"
"402","USGS","04087170",2017-12-11,2.8,"P",2.7,"P",314,"P e"
"403","USGS","04087170",2017-12-12,2.3,"P",2.3,"P",-405,"P e"
"404","USGS","04087170",2017-12-13,2.1,"P",2,"P",118,"P e"
"405","USGS","04087170",2017-12-14,1.7,"P",1.7,"P",-39.5,"P e"
"406","USGS","04087170",2017-12-15,1.7,"P",1.6,"P",89.8,"P e"
"407","USGS","04087170",2017-12-16,1.6,"P",1.6,"P",1030,"P e"
"408","USGS","04087170",2017-12-17,1.7,"P",1.7,"P",504,"P e"
"409","USGS","04087170",2017-12-18,1.8,"P",1.7,"P",316,"P e"
"410","USGS","04087170",2017-12-19,1.8,"P",1.7,"P",24,"P e"
"411","USGS","04087170",2017-12-20,1.6,"P",1.5,"P",764,"P e"
"412","USGS","04087170",2017-12-21,1.6,"P",1.6,"P",687,"P e"
"413","USGS","04087170",2017-12-22,1.7,"P",1.6,"P",477,"P e"
"414","USGS","04087170",2017-12-23,1.3,"P",1.4,"P",46.7,"P e"
"415","USGS","04087170",2017-12-24,0.9,"P",1.2,"P",-129,"P e"
"416","USGS","04087170",2017-12-25,0.6,"P",0.7,"P",-1360,"P e"
"417","USGS","04087170",2017-12-26,0.3,"P",0.7,"P",48.1,"P e"
"418","USGS","04087170",2017-12-27,0.3,"P",0.9,"P",855,"P e"
"419","USGS","04087170",2017-12-28,0.4,"P",0.6,"P",371,"P e"
"420","USGS","04087170",2017-12-29,0.3,"P",0.5,"P",355,"P e"
"421","USGS","04087170",2017-12-30,0.1,"P",0.2,"P",-461,"P e"
"422","USGS","04087170",2017-12-31,0.1,"P",0.4,"P",105,"P e"
"423","USGS","04087170",2018-01-01,0.1,"P",0.5,"P",254,"P e"
"424","USGS","04087170",2018-01-02,0.2,"P",0.4,"P",235,"P e"
"425","USGS","04087170",2018-01-03,0.2,"P",0.3,"P",544,"P e"
"426","USGS","04087170",2018-01-04,0.2,"P",0.4,"P",492,"P e"
"427","USGS","04087170",2018-01-05,0.3,"P",0.4,"P",520,"P e"
"428","USGS","04087170",2018-01-06,0.3,"P",0.4,"P",579,"P e"
"429","USGS","04087170",2018-01-07,0.2,"P",0.4,"P",147,"P e"
"430","USGS","04087170",2018-01-08,0.4,"P",0.5,"P",-613,"P e"
"431","USGS","04087170",2018-01-09,0.4,"P",0.6,"P",525,"P e"
"432","USGS","04087170",2018-01-10,0.3,"P",0.4,"P",-96.4,"P e"
"433","USGS","04087170",2018-01-11,0.9,"P",0.9,"P",-85.5,"P e"
"434","USGS","04087170",2018-01-12,1,"P",1,"P",-91.1,"P e"
"435","USGS","04087170",2018-01-13,0.1,"P",0.5,"P",-70.7,"P e"
"436","USGS","04087170",2018-01-14,0.3,"P",0.4,"P",849,"P e"
"437","USGS","04087170",2018-01-15,0.2,"P",0.4,"P",991,"P e"
"438","USGS","04087170",2018-01-16,0.1,"P",0.4,"P",653,"P e"
"439","USGS","04087170",2018-01-17,0.2,"P",0.2,"P",692,"P e"
"440","USGS","04087170",2018-01-18,0.2,"P",0.1,"P",299,"P e"
"441","USGS","04087170",2018-01-19,0.3,"P",0.3,"P",-76.7,"P e"
"442","USGS","04087170",2018-01-20,0.4,"P",0.4,"P",321,"P e"
"443","USGS","04087170",2018-01-21,0.5,"P",0.5,"P",769,"P e"
"444","USGS","04087170",2018-01-22,0.4,"P",0.5,"P",1590,"P e"
"445","USGS","04087170",2018-01-23,0.2,"P",0.3,"P",1700,"P e"
"446","USGS","04087170",2018-01-24,0.3,"P",0.3,"P",1560,"P e"
"447","USGS","04087170",2018-01-25,0.3,"P",0.3,"P",1740,"P e"
"448","USGS","04087170",2018-01-26,0.4,"P",0.4,"P",1540,"P e"
"449","USGS","04087170",2018-01-27,0.4,"P",0.4,"P",549,"P e"
"450","USGS","04087170",2018-01-28,0.5,"P",0.4,"P",1620,"P e"
"451","USGS","04087170",2018-01-29,0.3,"P",0.4,"P",1100,"P e"
"452","USGS","04087170",2018-01-30,0.3,"P",0.3,"P",1060,"P e"
"453","USGS","04087170",2018-01-31,0.3,"P",0.3,"P",207,"P e"
"454","USGS","04087170",2018-02-01,0.2,"P",0.2,"P",-288,"P e"
"455","USGS","04087170",2018-02-02,0.2,"P",0.2,"P",556,"P e"
"456","USGS","04087170",2018-02-03,0.3,"P",0.3,"P",686,"P e"
"457","USGS","04087170",2018-02-04,0.1,"P",0.3,"P",4.33,"P e"
"458","USGS","04087170",2018-02-05,0.2,"P",0.3,"P",6.81,"P e"
"459","USGS","04087170",2018-02-06,0.3,"P",0.3,"P",176,"P e"
"460","USGS","04087170",2018-02-07,0.5,"P",0.3,"P",556,"P e"
"461","USGS","04087170",2018-02-08,0.5,"P",0.3,"P",801,"P e"
"462","USGS","04087170",2018-02-09,0.3,"P",0.3,"P",646,"P e"
"463","USGS","04087170",2018-02-10,0.3,"P",0.3,"P",80.1,"P e"
"464","USGS","04087170",2018-02-11,0.4,"P",0.3,"P",-166,"P e"
"465","USGS","04087170",2018-02-12,0.3,"P",0.3,"P",184,"P e"
"466","USGS","04087170",2018-02-13,0.3,"P",0.3,"P",571,"P e"
"467","USGS","04087170",2018-02-14,0.4,"P",0.3,"P",883,"P e"
"468","USGS","04087170",2018-02-15,0.3,"P",0.4,"P",638,"P e"
"469","USGS","04087170",2018-02-16,0.2,"P",0.4,"P",789,"P e"
"470","USGS","04087170",2018-02-17,0.3,"P",0.4,"P",884,"P e"
"471","USGS","04087170",2018-02-18,0.2,"P",0.4,"P",1070,"P e"
"472","USGS","04087170",2018-02-19,0.2,"P",0.5,"P",2480,"P e"
"473","USGS","04087170",2018-02-20,0.2,"P",0.5,"P",4750,"P e"
"474","USGS","04087170",2018-02-21,0.2,"P",0.3,"P",3920,"P e"
"475","USGS","04087170",2018-02-22,0.2,"P",0.2,"P",3430,"P e"
"476","USGS","04087170",2018-02-23,0.2,"P",0.2,"P",3260,"P e"
"477","USGS","04087170",2018-02-24,0.2,"P",0.3,"P",3140,"P e"
"478","USGS","04087170",2018-02-25,0.2,"P",0.4,"P",3970,"P e"
"479","USGS","04087170",2018-02-26,0.2,"P",0.4,"P",2570,"P e"
"480","USGS","04087170",2018-02-27,0.2,"P",0.5,"P",2300,"P e"
"481","USGS","04087170",2018-02-28,0.2,"P",0.7,"P",2800,"P e"
"482","USGS","04087170",2018-03-01,0.2,"P",0.7,"P",2640,"P e"
"483","USGS","04087170",2018-03-02,0.2,"P",0.9,"P",1850,"P e"
"484","USGS","04087170",2018-03-03,0.2,"P",1.4,"P",1680,"P e"
"485","USGS","04087170",2018-03-04,0.2,"P",1.8,"P",1460,"P e"
"486","USGS","04087170",2018-03-05,0.2,"P",2.1,"P",384,"P e"
"487","USGS","04087170",2018-03-06,0.2,"P",1.9,"P",751,"P e"
"488","USGS","04087170",2018-03-07,0.2,"P",2,"P",666,"P e"
"489","USGS","04087170",2018-03-08,0.2,"P",1.8,"P",808,"P e"
"490","USGS","04087170",2018-03-09,0.2,"P",2,"P",1040,"P e"
"491","USGS","04087170",2018-03-10,0.2,"P",2.2,"P",900,"P e"
"492","USGS","04087170",2018-03-11,0.2,"P",2.4,"P",714,"P e"
"493","USGS","04087170",2018-03-12,0.2,"P",2.6,"P",347,"P e"
"494","USGS","04087170",2018-03-13,0.2,"P",2.5,"P",810,"P e"
"495","USGS","04087170",2018-03-14,0.2,"P",2.2,"P",115,"P e"
"496","USGS","04087170",2018-03-15,0.2,"P",2.7,"P",1050,"P e"
"497","USGS","04087170",2018-03-16,1.8,"P",2.8,"P",709,"P e"
"498","USGS","04087170",2018-03-17,2.8,"P",2.8,"P",512,"P e"
"499","USGS","04087170",2018-03-18,3,"P",3,"P",385,"P e"
"500","USGS","04087170",2018-03-19,3.3,"P",3.3,"P",1190,"P e"
"501","USGS","04087170",2018-03-20,3.4,"P",NA,NA,932,"P e"
"502","USGS","04087170",2018-03-21,3.1,"P",NA,NA,1150,"P e"
"503","USGS","04087170",2018-03-22,3,"P",NA,NA,728,"P e"
"504","USGS","04087170",2018-03-23,3.3,"P",NA,NA,1150,"P e"
"505","USGS","04087170",2018-03-24,3.5,"P",NA,NA,227,"P e"
"506","USGS","04087170",2018-03-25,3.5,"P",NA,NA,371,"P e"
"507","USGS","04087170",2018-03-26,3.4,"P",NA,NA,89.7,"P e"
"508","USGS","04087170",2018-03-27,3.7,"P",NA,NA,-80.7,"P e"
"509","USGS","04087170",2018-03-28,3.9,"P",3.9,"P",700,"P e"
"510","USGS","04087170",2018-03-29,4.2,"P",4.3,"P",621,"P e"
"511","USGS","04087170",2018-03-30,4.8,"P",4.9,"P",1020,"P e"
"512","USGS","04087170",2018-03-31,5.3,"P",5.4,"P",-118,"P e"
"513","USGS","04087170",2018-04-01,4.8,"P",4.8,"P",488,"P e"
"514","USGS","04087170",2018-04-02,4.5,"P",4.6,"P",395,"P e"
"515","USGS","04087170",2018-04-03,4.3,"P",4.4,"P",541,"P e"
"516","USGS","04087170",2018-04-04,4.5,"P",4.6,"P",-339,"P e"
"517","USGS","04087170",2018-04-05,3.8,"P",3.8,"P",703,"P e"
"518","USGS","04087170",2018-04-06,3.9,"P",4,"P",136,"P e"
"519","USGS","04087170",2018-04-07,3.7,"P",3.8,"P",523,"P e"
"520","USGS","04087170",2018-04-08,3.6,"P",3.8,"P",1320,"P e"
"521","USGS","04087170",2018-04-09,3.8,"P",3.9,"P",1080,"P e"
"522","USGS","04087170",2018-04-10,4.1,"P",4.2,"P",380,"P e"
"523","USGS","04087170",2018-04-11,4.4,"P",4.5,"P",999,"P e"
"524","USGS","04087170",2018-04-12,5.2,"P",5.3,"P",184,"P e"
"525","USGS","04087170",2018-04-13,5.3,"P",5.4,"P",-392,"P e"
"526","USGS","04087170",2018-04-14,5.8,"P",5.9,"P",700,"P e"
"527","USGS","04087170",2018-04-15,4.4,"P",4.6,"P",754,"P e"
"528","USGS","04087170",2018-04-16,3.6,"P",3.7,"P",617,"P e"
"529","USGS","04087170",2018-04-17,3.1,"P",2.9,"P",1700,"P e"
"530","USGS","04087170",2018-04-18,3.2,"P",3.2,"P",2120,"P e"
"531","USGS","04087170",2018-04-19,3.6,"P",3.5,"P",2060,"P e"
"532","USGS","04087170",2018-04-20,4.5,"P",4.6,"P",2610,"P e"
"533","USGS","04087170",2018-04-21,6.6,"P",6.7,"P",2520,"P e"
"534","USGS","04087170",2018-04-22,6.9,"P",7,"P",2740,"P e"
"535","USGS","04087170",2018-04-23,7.7,"P",7.8,"P",2600,"P e"
"536","USGS","04087170",2018-04-24,9.5,"P",9.3,"P",2180,"P e"
"537","USGS","04087170",2018-04-25,10.9,"P",10.8,"P",2330,"P e"
"538","USGS","04087170",2018-04-26,11.6,"P",11.4,"P",1540,"P e"
"539","USGS","04087170",2018-04-27,12.1,"P",11.9,"P",1780,"P e"
"540","USGS","04087170",2018-04-28,12.1,"P",12,"P",2040,"P e"
"541","USGS","04087170",2018-04-29,12.1,"P",11.9,"P",1100,"P e"
"542","USGS","04087170",2018-04-30,12.2,"P",12,"P",813,"P e"
"543","USGS","04087170",2018-05-01,12.4,"P",12.2,"P",93.4,"P e"
"544","USGS","04087170",2018-05-02,12.7,"P",12.3,"P",993,"P e"
"545","USGS","04087170",2018-05-03,14.7,"P",14.3,"P",2640,"P e"
"546","USGS","04087170",2018-05-04,15.3,"P",15.1,"P",2400,"P e"
"547","USGS","04087170",2018-05-05,15.7,"P",15.5,"P",2360,"P e"
"548","USGS","04087170",2018-05-06,16.3,"P",16,"P",2020,"P e"
"549","USGS","04087170",2018-05-07,16.9,"P",16.7,"P",820,"P e"
"550","USGS","04087170",2018-05-08,16.4,"P",15.8,"P",468,"P e"
"551","USGS","04087170",2018-05-09,16.7,"P",16.2,"P",2120,"P e"
"552","USGS","04087170",2018-05-10,16.5,"P",16.1,"P",1490,"P e"
"553","USGS","04087170",2018-05-11,15.5,"P",15.4,"P",3930,"P e"
"554","USGS","04087170",2018-05-12,12.8,"P",12.8,"P",4270,"P e"
"555","USGS","04087170",2018-05-13,12,"P",12,"P",4070,"P e"
"556","USGS","04087170",2018-05-14,12.9,"P",12.9,"P",4910,"P e"
"557","USGS","04087170",2018-05-15,14.6,"P",14.4,"P",3120,"P e"
"558","USGS","04087170",2018-05-16,15.8,"P",15.4,"P",1370,"P e"
"559","USGS","04087170",2018-05-17,16.8,"P",16.2,"P",659,"P e"
"560","USGS","04087170",2018-05-18,17,"P",16.5,"P",956,"P e"
"561","USGS","04087170",2018-05-19,16.5,"P",15.8,"P",845,"P e"
"562","USGS","04087170",2018-05-20,15.5,"P",15.2,"P",1040,"P e"
"563","USGS","04087170",2018-05-21,15.1,"P",14.9,"P",2130,"P e"
"564","USGS","04087170",2018-05-22,14.5,"P",14.3,"P",1690,"P e"
"565","USGS","04087170",2018-05-23,15,"P",14.7,"P",637,"P e"
"566","USGS","04087170",2018-05-24,15.9,"P",15.3,"P",1040,"P e"
"567","USGS","04087170",2018-05-25,16.2,"P",15.3,"P",-148,"P e"
"568","USGS","04087170",2018-05-26,15.8,"P",14.7,"P",670,"P e"
"569","USGS","04087170",2018-05-27,16.4,"P",15.2,"P",820,"P e"
"570","USGS","04087170",2018-05-28,16.7,"P",15.3,"P",910,"P e"
"571","USGS","04087170",2018-05-29,16.9,"P",15.7,"P",578,"P e"
"572","USGS","04087170",2018-05-30,17,"P",15.5,"P",291,"P e"
"573","USGS","04087170",2018-05-31,17.4,"P",15.9,"P",170,"P e"
"574","USGS","04087170",2018-06-01,17.5,"P",16.4,"P",1110,"P e"
"575","USGS","04087170",2018-06-02,17.7,"P",17.2,"P",390,"P e"
"576","USGS","04087170",2018-06-03,17.4,"P",16.9,"P",-355,"P e"
"577","USGS","04087170",2018-06-04,16.1,"P",15.6,"P",-198,"P e"
"578","USGS","04087170",2018-06-05,16.2,"P",16.1,"P",1670,"P e"
"579","USGS","04087170",2018-06-06,16.8,"P",16.8,"P",854,"P e"
"580","USGS","04087170",2018-06-07,16.3,"P",16.3,"P",1280,"P e"
"581","USGS","04087170",2018-06-08,16.7,"P",16.7,"P",643,"P e"
"582","USGS","04087170",2018-06-09,16.9,"P",16.9,"P",833,"P e"
"583","USGS","04087170",2018-06-10,17.2,"P",17.2,"P",1610,"P e"
"584","USGS","04087170",2018-06-11,17.1,"P",17.1,"P",1130,"P e"
"585","USGS","04087170",2018-06-12,16.8,"P",16.8,"P",705,"P e"
"586","USGS","04087170",2018-06-13,17,"P",17,"P",240,"P e"
"587","USGS","04087170",2018-06-14,17.4,"P",17.3,"P",562,"P e"
"588","USGS","04087170",2018-06-15,17.5,"P",17.5,"P",1470,"P e"
"589","USGS","04087170",2018-06-16,17.9,"P",17.9,"P",1500,"P e"
"590","USGS","04087170",2018-06-17,18.7,"P",18.7,"P",363,"P e"
"591","USGS","04087170",2018-06-18,19.1,"P",19.2,"P",3000,"P e"
"592","USGS","04087170",2018-06-19,21.7,"P",21.7,"P",2770,"P e"
"593","USGS","04087170",2018-06-20,19.8,"P",19.8,"P",1430,"P e"
"594","USGS","04087170",2018-06-21,19.7,"P",19.7,"P",840,"P e"
"595","USGS","04087170",2018-06-22,19,"P",18.9,"P",877,"P e"
"596","USGS","04087170",2018-06-23,18.4,"P",18.4,"P",999,"P e"
"597","USGS","04087170",2018-06-24,18.6,"P",18.6,"P",1320,"P e"
"598","USGS","04087170",2018-06-25,19.2,"P",19.1,"P",698,"P e"
"599","USGS","04087170",2018-06-26,19.7,"P",19.7,"P",1200,"P e"
"600","USGS","04087170",2018-06-27,20,"P",20,"P",1040,"P e"
"601","USGS","04087170",2018-06-28,20.1,"P",20,"P",748,"P e"
"602","USGS","04087170",2018-06-29,20.8,"P",20.8,"P",649,"P e"
"603","USGS","04087170",2018-06-30,20.9,"P",20.7,"P",298,"P e"
"604","USGS","04087170",2018-07-01,20.7,"P",20.5,"P",501,"P e"
"605","USGS","04087170",2018-07-02,19.8,"P",19.6,"P",692,"P e"
"606","USGS","04087170",2018-07-03,20.2,"P",19.8,"P",77.8,"P e"
"607","USGS","04087170",2018-07-04,20.3,"P",19.8,"P",935,"P e"
"608","USGS","04087170",2018-07-05,19.9,"P",19.8,"P",253,"P e"
"609","USGS","04087170",2018-07-06,19.6,"P",19.4,"P",1120,"P e"
"610","USGS","04087170",2018-07-07,20.5,"P",20.4,"P",742,"P e"
"611","USGS","04087170",2018-07-08,20.8,"P",20.7,"P",-36.6,"P e"
"612","USGS","04087170",2018-07-09,19.1,"P",19,"P",-833,"P e"
"613","USGS","04087170",2018-07-10,18.4,"P",18.2,"P",598,"P e"
"614","USGS","04087170",2018-07-11,19.9,"P",19.8,"P",947,"P e"
"615","USGS","04087170",2018-07-12,21.2,"P",21.1,"P",122,"P e"
"616","USGS","04087170",2018-07-13,19.7,"P",19.5,"P",-251,"P e"
"617","USGS","04087170",2018-07-14,17.6,"P",17.3,"P",-120,"P e"
"618","USGS","04087170",2018-07-15,16,"P",15.5,"P",-141,"P e"
"619","USGS","04087170",2018-07-16,14.5,"P",14,"P",88.9,"P e"
"620","USGS","04087170",2018-07-17,16.2,"P",16.1,"P",915,"P e"
"621","USGS","04087170",2018-07-18,19.8,"P",19.6,"P",457,"P e"
"622","USGS","04087170",2018-07-19,20.2,"P",20,"P",172,"P e"
"623","USGS","04087170",2018-07-20,20.3,"P",20.1,"P",798,"P e"
"624","USGS","04087170",2018-07-21,18.9,"P",18.7,"P",281,"P e"
"625","USGS","04087170",2018-07-22,17.9,"P",17.7,"P",242,"P e"
"626","USGS","04087170",2018-07-23,19.2,"P",19.1,"P",1530,"P e"
"627","USGS","04087170",2018-07-24,20.1,"P",20.1,"P",1440,"P e"
"628","USGS","04087170",2018-07-25,21.6,"P",21.5,"P",116,"P e"
"629","USGS","04087170",2018-07-26,22,"P",22,"P",-228,"P e"
"630","USGS","04087170",2018-07-27,21.6,"P",21.5,"P",63.9,"P e"
"631","USGS","04087170",2018-07-28,22,"P",22,"P",423,"P e"
"632","USGS","04087170",2018-07-29,22.2,"P",22.2,"P",323,"P e"
"633","USGS","04087170",2018-07-30,22.3,"P",22.2,"P",301,"P e"
"634","USGS","04087170",2018-07-31,22.6,"P",22.6,"P",756,"P e"
"635","USGS","04087170",2018-08-01,22.9,"P",22.9,"P",89,"P e"
"636","USGS","04087170",2018-08-02,22.8,"P",22.8,"P",146,"P e"
"637","USGS","04087170",2018-08-03,23.3,"P",23.2,"P",636,"P e"
"638","USGS","04087170",2018-08-04,23.8,"P",23.7,"P",-5.5,"P e"
"639","USGS","04087170",2018-08-05,23.6,"P",23.6,"P",-933,"P e"
"640","USGS","04087170",2018-08-06,21.8,"P",21.7,"P",229,"P e"
"641","USGS","04087170",2018-08-07,20.9,"P",20.9,"P",569,"P e"
"642","USGS","04087170",2018-08-08,21.8,"P",21.8,"P",206,"P e"
"643","USGS","04087170",2018-08-09,22.1,"P",22,"P",75.1,"P e"
"644","USGS","04087170",2018-08-10,21.9,"P",21.9,"P",1260,"P e"
"645","USGS","04087170",2018-08-11,22.9,"P",22.9,"P",523,"P e"
"646","USGS","04087170",2018-08-12,23.7,"P",23.7,"P",435,"P e"
"647","USGS","04087170",2018-08-13,24.6,"P",24.5,"P",219,"P e"
"648","USGS","04087170",2018-08-14,24.5,"P",24.4,"P",-422,"P e"
"649","USGS","04087170",2018-08-15,24.3,"P",24.2,"P",-75.7,"P e"
"650","USGS","04087170",2018-08-16,24.2,"P",24,"P",-343,"P e"
"651","USGS","04087170",2018-08-17,23.6,"P",23.5,"P",568,"P e"
"652","USGS","04087170",2018-08-18,23.5,"P",23.5,"P",1050,"P e"
"653","USGS","04087170",2018-08-19,23.8,"P",23.8,"P",717,"P e"
"654","USGS","04087170",2018-08-20,23.8,"P",23.8,"P",1120,"P e"
"655","USGS","04087170",2018-08-21,23.1,"P",23.2,"P",3390,"P e"
"656","USGS","04087170",2018-08-22,22.4,"P",22.5,"P",1240,"P e"
"657","USGS","04087170",2018-08-23,22.6,"P",22.6,"P",1440,"P e"
"658","USGS","04087170",2018-08-24,22.5,"P",22.5,"P",1380,"P e"
"659","USGS","04087170",2018-08-25,22.4,"P",22.4,"P",929,"P e"
"660","USGS","04087170",2018-08-26,22.5,"P",22.5,"P",2080,"P e"
"661","USGS","04087170",2018-08-27,22.8,"P",22.8,"P",4270,"P e"
"662","USGS","04087170",2018-08-28,22.6,"P",22.6,"P",6760,"P e"
"663","USGS","04087170",2018-08-29,22.5,"P",22.5,"P",7670,"P e"
"664","USGS","04087170",2018-08-30,21.5,"P",21.5,"P",6310,"P e"
"665","USGS","04087170",2018-08-31,20.9,"P",20.9,"P",5190,"P e"
"666","USGS","04087170",2018-09-01,20.9,"P",20.9,"P",4470,"P e"
"667","USGS","04087170",2018-09-02,21.3,"P",21.3,"P",5290,"P e"
"668","USGS","04087170",2018-09-03,21.9,"P",21.9,"P",6720,"P e"
"669","USGS","04087170",2018-09-04,21.9,"P",21.9,"P",5770,"P e"
"670","USGS","04087170",2018-09-05,22.8,"P",22.8,"P",7200,"P e"
"671","USGS","04087170",2018-09-06,22,"P",22,"P",5740,"P e"
"672","USGS","04087170",2018-09-07,20.8,"P",20.8,"P",4550,"P e"
"673","USGS","04087170",2018-09-08,19.8,"P",19.8,"P",3390,"P e"
"674","USGS","04087170",2018-09-09,19.2,"P",19.2,"P",2580,"P e"
"675","USGS","04087170",2018-09-10,19.1,"P",19.1,"P",2110,"P e"
"676","USGS","04087170",2018-09-11,19.5,"P",19.5,"P",1650,"P e"
"677","USGS","04087170",2018-09-12,19.7,"P",19.7,"P",1310,"P e"
"678","USGS","04087170",2018-09-13,20.2,"P",20.2,"P",1160,"P e"
"679","USGS","04087170",2018-09-14,20.8,"P",20.8,"P",1000,"P e"
"680","USGS","04087170",2018-09-15,21.2,"P",21.2,"P",1070,"P e"
"681","USGS","04087170",2018-09-16,21.7,"P",21.6,"P",907,"P e"
