"","agency_cd","site_no","Date","UPSTREAM_Wtemp","UPSTREAM_Wtemp_cd","FLOATING_Wtemp","FLOATING_Wtemp_cd","Flow","Flow_cd"
"732","USGS","02292900",2016-05-03,28.6,"A",NA,NA,1860,"A"
"733","USGS","02292900",2016-05-04,28.1,"A",NA,NA,1890,"A"
"734","USGS","02292900",2016-05-05,27.5,"A",NA,NA,2410,"A"
"735","USGS","02292900",2016-05-06,27.4,"A",NA,NA,2170,"A"
"736","USGS","02292900",2016-05-07,27.2,"A",NA,NA,2310,"A"
"737","USGS","02292900",2016-05-08,27.5,"A",NA,NA,2320,"A"
"738","USGS","02292900",2016-05-09,27.5,"A",NA,NA,1940,"A"
"739","USGS","02292900",2016-05-10,27.2,"A",NA,NA,1900,"A"
"740","USGS","02292900",2016-05-11,27.7,"A",NA,NA,2260,"A"
"741","USGS","02292900",2016-05-12,27.3,"A",NA,NA,1290,"A"
"742","USGS","02292900",2016-05-13,27.3,"A",NA,NA,1560,"A"
"743","USGS","02292900",2016-05-14,27.5,"A",NA,NA,2460,"A"
"744","USGS","02292900",2016-05-15,27.9,"A",NA,NA,2690,"A"
"745","USGS","02292900",2016-05-16,28.2,"A",NA,NA,2110,"A"
"746","USGS","02292900",2016-05-17,28.1,"A",NA,NA,1650,"A"
"747","USGS","02292900",2016-05-18,28.2,"A",NA,NA,4490,"A"
"748","USGS","02292900",2016-05-19,28.4,"A",NA,NA,5870,"A"
"749","USGS","02292900",2016-05-20,28.9,"A",NA,NA,5120,"A"
"750","USGS","02292900",2016-05-21,29,"A",NA,NA,4100,"A"
"751","USGS","02292900",2016-05-22,29.2,"A",NA,NA,3600,"A"
"752","USGS","02292900",2016-05-23,29.1,"A",NA,NA,2680,"A"
"753","USGS","02292900",2016-05-24,29.3,"A",NA,NA,3710,"A"
"754","USGS","02292900",2016-05-25,29.3,"A",NA,NA,1640,"A"
"755","USGS","02292900",2016-05-26,29.1,"A",NA,NA,1610,"A"
"756","USGS","02292900",2016-05-27,28.9,"A",NA,NA,3560,"A"
"757","USGS","02292900",2016-05-28,28.9,"A",NA,NA,5300,"A"
"758","USGS","02292900",2016-05-29,28.8,"A",NA,NA,6410,"A"
"759","USGS","02292900",2016-05-30,29.1,"A",NA,NA,6210,"A"
"760","USGS","02292900",2016-05-31,29.3,"A",NA,NA,5030,"A"
"761","USGS","02292900",2016-06-01,29.7,"A",NA,NA,4480,"A"
"762","USGS","02292900",2016-06-02,30.2,"A",NA,NA,4270,"A"
"763","USGS","02292900",2016-06-03,30.3,"A",NA,NA,4950,"A"
"764","USGS","02292900",2016-06-04,30.6,"A",NA,NA,4500,"A"
"765","USGS","02292900",2016-06-05,30.8,"A",NA,NA,4690,"A"
"766","USGS","02292900",2016-06-06,30.4,"A",NA,NA,3810,"A e"
"767","USGS","02292900",2016-06-07,30.3,"A",NA,NA,3710,"A"
"768","USGS","02292900",2016-06-08,30.2,"A",NA,NA,4860,"A"
"769","USGS","02292900",2016-06-09,29.6,"A",NA,NA,7390,"A"
"770","USGS","02292900",2016-06-10,28.2,"A",NA,NA,10100,"A"
"771","USGS","02292900",2016-06-11,27.7,"A",NA,NA,11700,"A"
"772","USGS","02292900",2016-06-12,28.2,"A",NA,NA,10000,"A"
"773","USGS","02292900",2016-06-13,28.6,"A",NA,NA,10400,"A"
"774","USGS","02292900",2016-06-14,29.3,"A",NA,NA,9020,"A"
"775","USGS","02292900",2016-06-15,30.1,"A",NA,NA,8180,"A"
"776","USGS","02292900",2016-06-16,30.7,"A",NA,NA,6540,"A"
"777","USGS","02292900",2016-06-17,30.4,"A",NA,NA,7650,"A"
"778","USGS","02292900",2016-06-18,30.1,"A",NA,NA,8980,"A"
"779","USGS","02292900",2016-06-19,29.7,"A",NA,NA,8900,"A"
"780","USGS","02292900",2016-06-20,29,"A",NA,NA,8370,"A"
"781","USGS","02292900",2016-06-21,28.8,"A",NA,NA,8000,"A"
"782","USGS","02292900",2016-06-22,29.1,"A",NA,NA,6800,"A"
"783","USGS","02292900",2016-06-23,29.5,"A",NA,NA,6350,"A"
"784","USGS","02292900",2016-06-24,29.7,"A",NA,NA,6120,"A"
"785","USGS","02292900",2016-06-25,30,"A",NA,NA,6300,"A"
"786","USGS","02292900",2016-06-26,30.4,"A",NA,NA,6370,"A"
"787","USGS","02292900",2016-06-27,30.6,"A",NA,NA,6910,"A"
"788","USGS","02292900",2016-06-28,30.8,"A",NA,NA,6450,"A"
"789","USGS","02292900",2016-06-29,31,"A",NA,NA,5820,"A"
"790","USGS","02292900",2016-06-30,30.9,"A",NA,NA,5890,"A"
"791","USGS","02292900",2016-07-01,30.6,"A",NA,NA,6570,"A"
"792","USGS","02292900",2016-07-02,31.1,"A",NA,NA,5110,"A"
"793","USGS","02292900",2016-07-03,31.2,"A",NA,NA,5790,"A"
"794","USGS","02292900",2016-07-04,31,"A",NA,NA,5460,"A"
"795","USGS","02292900",2016-07-05,31.2,"A",NA,NA,5560,"A"
"796","USGS","02292900",2016-07-06,31.5,"A",NA,NA,4470,"A"
"797","USGS","02292900",2016-07-07,32,"A",NA,NA,4010,"A"
"798","USGS","02292900",2016-07-08,32.1,"A",NA,NA,3740,"A"
"799","USGS","02292900",2016-07-09,31.9,"A",NA,NA,3500,"A"
"800","USGS","02292900",2016-07-10,32.4,"A",NA,NA,3200,"A"
"801","USGS","02292900",2016-07-11,32.4,"A",NA,NA,3170,"A"
"802","USGS","02292900",2016-07-12,32,"A",NA,NA,2940,"A"
"803","USGS","02292900",2016-07-13,31.8,"A",NA,NA,3060,"A"
"804","USGS","02292900",2016-07-14,31.3,"A",NA,NA,4030,"A"
"805","USGS","02292900",2016-07-15,31.2,"A",NA,NA,3580,"A"
"806","USGS","02292900",2016-07-16,31.2,"A",NA,NA,3760,"A"
"807","USGS","02292900",2016-07-17,30.6,"A",NA,NA,4040,"A"
"808","USGS","02292900",2016-07-18,30.5,"A",NA,NA,3170,"A"
"809","USGS","02292900",2016-07-19,30.4,"A",NA,NA,2330,"A"
"810","USGS","02292900",2016-07-20,30.4,"A",NA,NA,2810,"A"
"811","USGS","02292900",2016-07-21,30.7,"A",NA,NA,2350,"A"
"812","USGS","02292900",2016-07-22,30.5,"A",NA,NA,3010,"A"
"813","USGS","02292900",2016-07-23,30.3,"A",NA,NA,4040,"A"
"814","USGS","02292900",2016-07-24,30.2,"A",NA,NA,3580,"A"
"815","USGS","02292900",2016-07-25,30.2,"A",NA,NA,3100,"A"
"816","USGS","02292900",2016-07-26,30.4,"A",NA,NA,2910,"A"
"817","USGS","02292900",2016-07-27,30.8,"A",NA,NA,2350,"A"
"818","USGS","02292900",2016-07-28,31.2,"A",NA,NA,2710,"A"
"819","USGS","02292900",2016-07-29,31.1,"A",NA,NA,2920,"A"
"820","USGS","02292900",2016-07-30,30.6,"A",NA,NA,4510,"A"
"821","USGS","02292900",2016-07-31,30.5,"A",NA,NA,3720,"A"
"822","USGS","02292900",2016-08-01,30.7,"A",NA,NA,2820,"A"
"823","USGS","02292900",2016-08-02,30.9,"A",NA,NA,2010,"A"
"824","USGS","02292900",2016-08-03,30.6,"A",NA,NA,3010,"A"
"825","USGS","02292900",2016-08-04,30.5,"A",NA,NA,2620,"A"
"826","USGS","02292900",2016-08-05,30.8,"A",NA,NA,2700,"A"
"827","USGS","02292900",2016-08-06,30.2,"A",NA,NA,3380,"A"
"828","USGS","02292900",2016-08-07,29.7,"A",NA,NA,3570,"A"
"829","USGS","02292900",2016-08-08,29.4,"A",NA,NA,3030,"A"
"830","USGS","02292900",2016-08-09,29.7,"A",NA,NA,2720,"A"
"831","USGS","02292900",2016-08-10,29.8,"A",NA,NA,2900,"A"
"832","USGS","02292900",2016-08-11,30.3,"A",NA,NA,3440,"A"
"833","USGS","02292900",2016-08-12,30.1,"A",NA,NA,3070,"A"
"834","USGS","02292900",2016-08-13,29.8,"A",NA,NA,3850,"A"
"835","USGS","02292900",2016-08-14,29.7,"A",NA,NA,3490,"A"
"836","USGS","02292900",2016-08-15,29.8,"A",NA,NA,2960,"A"
"837","USGS","02292900",2016-08-16,29.9,"A",NA,NA,2930,"A"
"838","USGS","02292900",2016-08-17,30.1,"A",NA,NA,1920,"A"
"839","USGS","02292900",2016-08-18,30.4,"A",NA,NA,1770,"A"
"840","USGS","02292900",2016-08-19,31,"A",NA,NA,2670,"A"
"841","USGS","02292900",2016-08-20,31.2,"A",NA,NA,3490,"A"
"842","USGS","02292900",2016-08-21,30.9,"A",NA,NA,3810,"A"
"843","USGS","02292900",2016-08-22,31.3,"A",NA,NA,3010,"A"
"844","USGS","02292900",2016-08-23,31.6,"A",NA,NA,2350,"A"
"845","USGS","02292900",2016-08-24,31.3,"A",NA,NA,2240,"A"
"846","USGS","02292900",2016-08-25,30.9,"A",NA,NA,1940,"A"
"847","USGS","02292900",2016-08-26,31,"A",NA,NA,2180,"A"
"848","USGS","02292900",2016-08-27,30.9,"A",NA,NA,1820,"A"
"849","USGS","02292900",2016-08-28,30.7,"A",NA,NA,1570,"A"
"850","USGS","02292900",2016-08-29,30.7,"A",NA,NA,1850,"A"
"851","USGS","02292900",2016-08-30,30.4,"A",NA,NA,2380,"A e"
"852","USGS","02292900",2016-08-31,29.9,"A",NA,NA,2470,"A e"
"853","USGS","02292900",2016-09-01,29.4,"A",NA,NA,3330,"A e"
"854","USGS","02292900",2016-09-02,28.9,"A",NA,NA,3530,"A e"
"855","USGS","02292900",2016-09-03,29.1,"A",NA,NA,4160,"A"
"856","USGS","02292900",2016-09-04,29.2,"A",NA,NA,3870,"A"
"857","USGS","02292900",2016-09-05,29.2,"A",NA,NA,3650,"A"
"858","USGS","02292900",2016-09-06,28.9,"A",NA,NA,5430,"A"
"859","USGS","02292900",2016-09-07,28.7,"A",NA,NA,5490,"A"
"860","USGS","02292900",2016-09-08,28.9,"A",NA,NA,5440,"A"
"861","USGS","02292900",2016-09-09,29.2,"A",NA,NA,3820,"A"
"862","USGS","02292900",2016-09-10,29.4,"A",NA,NA,3640,"A"
"863","USGS","02292900",2016-09-11,29.5,"A",NA,NA,3650,"A"
"864","USGS","02292900",2016-09-12,29.6,"A",NA,NA,2930,"A"
"865","USGS","02292900",2016-09-13,29.6,"A",NA,NA,2220,"A"
"866","USGS","02292900",2016-09-14,29.6,"A",NA,NA,4040,"A"
"867","USGS","02292900",2016-09-15,29.7,"A",NA,NA,3600,"A"
"868","USGS","02292900",2016-09-16,29.7,"A",NA,NA,4260,"A"
"869","USGS","02292900",2016-09-17,30,"A",NA,NA,5190,"A"
"870","USGS","02292900",2016-09-18,30.1,"A",NA,NA,4770,"A"
"871","USGS","02292900",2016-09-19,30.2,"A",NA,NA,5500,"A"
"872","USGS","02292900",2016-09-20,30.3,"A",NA,NA,5220,"A"
"873","USGS","02292900",2016-09-21,30.6,"A",NA,NA,4980,"A"
"874","USGS","02292900",2016-09-22,30.6,"A",NA,NA,4460,"A"
"875","USGS","02292900",2016-09-23,30.4,"A",NA,NA,4630,"A"
"876","USGS","02292900",2016-09-24,29.9,"A",NA,NA,4970,"A"
"877","USGS","02292900",2016-09-25,29.9,"A",NA,NA,5250,"A"
"878","USGS","02292900",2016-09-26,29.6,"A",NA,NA,5120,"A"
"879","USGS","02292900",2016-09-27,29.3,"A",NA,NA,6610,"A"
"880","USGS","02292900",2016-09-28,29.2,"A",NA,NA,7230,"A"
"881","USGS","02292900",2016-09-29,28.9,"A",NA,NA,7770,"A"
"882","USGS","02292900",2016-09-30,28.7,"A",NA,NA,7820,"A"
"883","USGS","02292900",2016-10-01,28.6,"A",NA,NA,7800,"A"
"884","USGS","02292900",2016-10-02,28.5,"A",NA,NA,7360,"A"
"885","USGS","02292900",2016-10-03,28.5,"A",NA,NA,7480,"A"
"886","USGS","02292900",2016-10-04,28.6,"A",NA,NA,5970,"A"
"887","USGS","02292900",2016-10-05,28.6,"A",NA,NA,6380,"A"
"888","USGS","02292900",2016-10-06,28.4,"A",NA,NA,7140,"A"
"889","USGS","02292900",2016-10-07,28,"A",NA,NA,5770,"A"
"890","USGS","02292900",2016-10-08,27.9,"A",NA,NA,7550,"A"
"891","USGS","02292900",2016-10-09,28,"A",NA,NA,7280,"A"
"892","USGS","02292900",2016-10-10,27.6,"A",NA,NA,7300,"A"
"893","USGS","02292900",2016-10-11,27.3,"A",NA,NA,6400,"A"
"894","USGS","02292900",2016-10-12,26.9,"A",NA,NA,5820,"A"
"895","USGS","02292900",2016-10-13,26.7,"A",NA,NA,5880,"A"
"896","USGS","02292900",2016-10-14,26.4,"A",NA,NA,4900,"A"
"897","USGS","02292900",2016-10-15,26.3,"A",NA,NA,5300,"A"
"898","USGS","02292900",2016-10-16,26.4,"A",NA,NA,5200,"A"
"899","USGS","02292900",2016-10-17,26.6,"A",NA,NA,4850,"A"
"900","USGS","02292900",2016-10-18,26.7,"A",NA,NA,4830,"A"
"901","USGS","02292900",2016-10-19,26.8,"A",NA,NA,3380,"A"
"902","USGS","02292900",2016-10-20,26.7,"A",NA,NA,4290,"A"
"903","USGS","02292900",2016-10-21,26.6,"A",NA,NA,3080,"A"
"904","USGS","02292900",2016-10-22,26.3,"A",NA,NA,2950,"A"
"905","USGS","02292900",2016-10-23,25.9,"A",NA,NA,2910,"A"
"906","USGS","02292900",2016-10-24,25.5,"A",NA,NA,2620,"A"
"907","USGS","02292900",2016-10-25,25.2,"A",NA,NA,2550,"A"
"908","USGS","02292900",2016-10-26,24.8,"A",NA,NA,2990,"A"
"909","USGS","02292900",2016-10-27,24.5,"A",NA,NA,2920,"A"
"910","USGS","02292900",2016-10-28,24.4,"A",NA,NA,2570,"A"
"911","USGS","02292900",2016-10-29,24.2,"A",NA,NA,2780,"A"
"912","USGS","02292900",2016-10-30,24.1,"A",NA,NA,2970,"A"
"913","USGS","02292900",2016-10-31,24,"A",NA,NA,2860,"A"
"914","USGS","02292900",2016-11-01,24,"A",NA,NA,2680,"A"
"915","USGS","02292900",2016-11-02,24,"A",NA,NA,2430,"A"
"916","USGS","02292900",2016-11-03,24.1,"A",NA,NA,2210,"A"
"917","USGS","02292900",2016-11-04,24.5,"A",NA,NA,1990,"A"
"918","USGS","02292900",2016-11-05,24.4,"A",NA,NA,1900,"A"
"919","USGS","02292900",2016-11-06,24.2,"A",NA,NA,1600,"A"
"920","USGS","02292900",2016-11-07,24,"A",NA,NA,1380,"A"
"921","USGS","02292900",2016-11-08,24,"A",NA,NA,1520,"A"
"922","USGS","02292900",2016-11-09,24.2,"A",NA,NA,924,"A"
"923","USGS","02292900",2016-11-10,24.6,"A",NA,NA,535,"A"
"924","USGS","02292900",2016-11-11,24.4,"A",NA,NA,488,"A"
"925","USGS","02292900",2016-11-12,24.1,"A",NA,NA,538,"A"
"926","USGS","02292900",2016-11-13,24.1,"A",NA,NA,550,"A"
"927","USGS","02292900",2016-11-14,23.9,"A",NA,NA,592,"A"
"928","USGS","02292900",2016-11-15,23.6,"A",NA,NA,481,"A"
"929","USGS","02292900",2016-11-16,23.3,"A",NA,NA,287,"A"
"930","USGS","02292900",2016-11-17,23.1,"A",NA,NA,276,"A"
"931","USGS","02292900",2016-11-18,23.1,"A",NA,NA,711,"A"
"932","USGS","02292900",2016-11-19,22.9,"A",NA,NA,1000,"A"
"933","USGS","02292900",2016-11-20,22.5,"A",NA,NA,1040,"A"
"934","USGS","02292900",2016-11-21,22,"A",NA,NA,792,"A"
"935","USGS","02292900",2016-11-22,21.7,"A",NA,NA,537,"A"
"936","USGS","02292900",2016-11-23,21.8,"A",NA,NA,309,"A"
"937","USGS","02292900",2016-11-24,22.1,"A",NA,NA,476,"A"
"938","USGS","02292900",2016-11-25,22.1,"A",NA,NA,698,"A"
"939","USGS","02292900",2016-11-26,22,"A",NA,NA,854,"A"
"940","USGS","02292900",2016-11-27,21.9,"A",NA,NA,796,"A"
"941","USGS","02292900",2016-11-28,21.7,"A",NA,NA,654,"A"
"942","USGS","02292900",2016-11-29,21.9,"A",NA,NA,388,"A"
"943","USGS","02292900",2016-11-30,22.4,"A",NA,NA,239,"A"
"944","USGS","02292900",2016-12-01,22.8,"A",NA,NA,223,"A"
"945","USGS","02292900",2016-12-02,22.7,"A",NA,NA,734,"A"
"946","USGS","02292900",2016-12-03,22.4,"A",NA,NA,1000,"A"
"947","USGS","02292900",2016-12-04,22.2,"A",NA,NA,913,"A"
"948","USGS","02292900",2016-12-05,22.7,"A",NA,NA,826,"A"
"949","USGS","02292900",2016-12-06,23.1,"A",NA,NA,497,"A"
"950","USGS","02292900",2016-12-07,23.1,"A",NA,NA,340,"A"
"951","USGS","02292900",2016-12-08,22.7,"A",NA,NA,294,"A"
"952","USGS","02292900",2016-12-09,22.3,"A",NA,NA,972,"A"
"953","USGS","02292900",2016-12-10,21.7,"A",NA,NA,1140,"A"
"954","USGS","02292900",2016-12-11,21.6,"A",NA,NA,736,"A"
"955","USGS","02292900",2016-12-12,22.3,"A",NA,NA,590,"A"
"956","USGS","02292900",2016-12-13,22.5,"A",NA,NA,415,"A"
"957","USGS","02292900",2016-12-14,22.5,"A",NA,NA,366,"A"
"958","USGS","02292900",2016-12-15,22.3,"A",NA,NA,272,"A"
"959","USGS","02292900",2016-12-16,22.2,"A",NA,NA,835,"A"
"960","USGS","02292900",2016-12-17,22.4,"A",NA,NA,890,"A"
"961","USGS","02292900",2016-12-18,23,"A",NA,NA,912,"A"
"962","USGS","02292900",2016-12-19,23.8,"A",NA,NA,867,"A"
"963","USGS","02292900",2016-12-20,24.3,"A",NA,NA,534,"A"
"964","USGS","02292900",2016-12-21,23.9,"A",NA,NA,231,"A"
"965","USGS","02292900",2016-12-22,23.6,"A",NA,NA,234,"A"
"966","USGS","02292900",2016-12-23,23.1,"A",NA,NA,797,"A"
"967","USGS","02292900",2016-12-24,22.9,"A",NA,NA,947,"A"
"968","USGS","02292900",2016-12-25,23.1,"A",NA,NA,846,"A"
"969","USGS","02292900",2016-12-26,23.1,"A",NA,NA,708,"A"
"970","USGS","02292900",2016-12-27,23.5,"A",NA,NA,432,"A"
"971","USGS","02292900",2016-12-28,23.9,"A",NA,NA,277,"A"
"972","USGS","02292900",2016-12-29,23.5,"A",NA,NA,239,"A"
"973","USGS","02292900",2016-12-30,22.7,"A",NA,NA,685,"A"
"974","USGS","02292900",2016-12-31,22.2,"A",NA,NA,760,"A"
"975","USGS","02292900",2017-01-01,22.3,"A",NA,NA,753,"A"
"976","USGS","02292900",2017-01-02,22.7,"A",NA,NA,676,"A"
"977","USGS","02292900",2017-01-03,22.8,"A",NA,NA,451,"A"
"978","USGS","02292900",2017-01-04,22.8,"A",NA,NA,572,"A"
"979","USGS","02292900",2017-01-05,22.5,"A",NA,NA,301,"A"
"980","USGS","02292900",2017-01-06,22.6,"A",NA,NA,689,"A"
"981","USGS","02292900",2017-01-07,22.5,"A",NA,NA,934,"A"
"982","USGS","02292900",2017-01-08,21.1,"A",NA,NA,634,"A"
"983","USGS","02292900",2017-01-09,20.3,"A",NA,NA,532,"A"
"984","USGS","02292900",2017-01-10,20,"A",NA,NA,450,"A"
"985","USGS","02292900",2017-01-11,20,"A",NA,NA,267,"A"
"986","USGS","02292900",2017-01-12,20.2,"A",NA,NA,69.5,"A"
"987","USGS","02292900",2017-01-13,20.4,"A",NA,NA,671,"A"
"988","USGS","02292900",2017-01-14,20.4,"A",NA,NA,872,"A"
"989","USGS","02292900",2017-01-15,20.6,"A",NA,NA,809,"A"
"990","USGS","02292900",2017-01-16,20.6,"A",NA,NA,704,"A"
"991","USGS","02292900",2017-01-17,21.1,"A",NA,NA,542,"A"
"992","USGS","02292900",2017-01-18,21.3,"A",NA,NA,288,"A"
"993","USGS","02292900",2017-01-19,21.1,"A",NA,NA,98.7,"A"
"994","USGS","02292900",2017-01-20,21.2,"A",NA,NA,610,"A"
"995","USGS","02292900",2017-01-21,21.6,"A",NA,NA,1160,"A"
"996","USGS","02292900",2017-01-22,21.8,"A",NA,NA,522,"A"
"997","USGS","02292900",2017-01-23,21.2,"A",NA,NA,848,"A"
"998","USGS","02292900",2017-01-24,21.1,"A",NA,NA,302,"A"
"999","USGS","02292900",2017-01-25,21.5,"A",NA,NA,66.7,"A"
"1000","USGS","02292900",2017-01-26,21.5,"A",NA,NA,329,"A"
"1001","USGS","02292900",2017-01-27,21.5,"A",NA,NA,975,"A"
"1002","USGS","02292900",2017-01-28,21.1,"A",NA,NA,1240,"A"
"1003","USGS","02292900",2017-01-29,20.6,"A",NA,NA,1210,"A"
"1004","USGS","02292900",2017-01-30,20.3,"A",NA,NA,752,"A"
"1005","USGS","02292900",2017-01-31,20.3,"A",NA,NA,498,"A"
"1006","USGS","02292900",2017-02-01,20.6,"A",NA,NA,373,"A"
"1007","USGS","02292900",2017-02-02,20.9,"A",NA,NA,385,"A"
"1008","USGS","02292900",2017-02-03,20.8,"A",NA,NA,807,"A"
"1009","USGS","02292900",2017-02-04,20.8,"A",NA,NA,1010,"A"
"1010","USGS","02292900",2017-02-05,21,"A",NA,NA,896,"A"
"1011","USGS","02292900",2017-02-06,21.2,"A",NA,NA,771,"A"
"1012","USGS","02292900",2017-02-07,21.9,"A",NA,NA,435,"A"
"1013","USGS","02292900",2017-02-08,21.8,"A",NA,NA,353,"A"
"1014","USGS","02292900",2017-02-09,21.5,"A",NA,NA,389,"A"
"1015","USGS","02292900",2017-02-10,21.2,"A",NA,NA,846,"A"
"1016","USGS","02292900",2017-02-11,21.8,"A",NA,NA,882,"A"
"1017","USGS","02292900",2017-02-12,21.9,"A",NA,NA,940,"A"
"1018","USGS","02292900",2017-02-13,21.7,"A",NA,NA,769,"A"
"1019","USGS","02292900",2017-02-14,21.8,"A",NA,NA,440,"A"
"1020","USGS","02292900",2017-02-15,21.9,"A",NA,NA,233,"A"
"1021","USGS","02292900",2017-02-16,21.8,"A",NA,NA,271,"A"
"1022","USGS","02292900",2017-02-17,22.3,"A",NA,NA,776,"A e"
"1023","USGS","02292900",2017-02-18,22.5,"A",NA,NA,1010,"A e"
"1024","USGS","02292900",2017-02-19,22.6,"A",NA,NA,970,"A e"
"1025","USGS","02292900",2017-02-20,23.1,"A",NA,NA,733,"A"
"1026","USGS","02292900",2017-02-21,23.3,"A",NA,NA,425,"A"
"1027","USGS","02292900",2017-02-22,23,"A",NA,NA,235,"A"
"1028","USGS","02292900",2017-02-23,22.6,"A",NA,NA,412,"A"
"1029","USGS","02292900",2017-02-24,23,"A",NA,NA,1010,"A"
"1030","USGS","02292900",2017-02-25,23.3,"A",NA,NA,1010,"A"
"1031","USGS","02292900",2017-02-26,23.3,"A",NA,NA,1140,"A"
"1032","USGS","02292900",2017-02-27,23.4,"A",NA,NA,947,"A"
"1033","USGS","02292900",2017-02-28,24,"A",NA,NA,510,"A"
"1034","USGS","02292900",2017-03-01,24.6,"A",NA,NA,305,"A"
"1035","USGS","02292900",2017-03-02,24.6,"A",NA,NA,259,"A"
"1036","USGS","02292900",2017-03-03,23.9,"A",NA,NA,869,"A"
"1037","USGS","02292900",2017-03-04,23.4,"A",NA,NA,1120,"A"
"1038","USGS","02292900",2017-03-05,22.9,"A",NA,NA,739,"A"
"1039","USGS","02292900",2017-03-06,22.6,"A",NA,NA,959,"A"
"1040","USGS","02292900",2017-03-07,22.4,"A",NA,NA,639,"A"
"1041","USGS","02292900",2017-03-08,22.8,"A",NA,NA,330,"A"
"1042","USGS","02292900",2017-03-09,23.6,"A",NA,NA,324,"A"
"1043","USGS","02292900",2017-03-10,23.5,"A",NA,NA,756,"A"
"1044","USGS","02292900",2017-03-11,23.6,"A",NA,NA,1030,"A"
"1045","USGS","02292900",2017-03-12,23.9,"A",NA,NA,923,"A"
"1046","USGS","02292900",2017-03-13,23.9,"A",NA,NA,799,"A"
"1047","USGS","02292900",2017-03-14,23.3,"A",NA,NA,526,"A"
"1048","USGS","02292900",2017-03-15,22.8,"A",NA,NA,348,"A"
"1049","USGS","02292900",2017-03-16,22.4,"A",NA,NA,240,"A e"
"1050","USGS","02292900",2017-03-17,22.2,"A",NA,NA,780,"A e"
"1051","USGS","02292900",2017-03-18,22.4,"A",NA,NA,1000,"A e"
"1052","USGS","02292900",2017-03-19,22.2,"A",NA,NA,911,"A"
"1053","USGS","02292900",2017-03-20,22.5,"A",NA,NA,825,"A"
"1054","USGS","02292900",2017-03-21,22.8,"A",NA,NA,522,"A"
"1055","USGS","02292900",2017-03-22,22.3,"A",NA,NA,306,"A"
"1056","USGS","02292900",2017-03-23,22.6,"A",NA,NA,284,"A"
"1057","USGS","02292900",2017-03-24,23.1,"A",NA,NA,744,"A"
"1058","USGS","02292900",2017-03-25,23.2,"A",NA,NA,994,"A"
"1059","USGS","02292900",2017-03-26,23.4,"A",NA,NA,917,"A"
"1060","USGS","02292900",2017-03-27,24,"A",NA,NA,376,"A"
"1061","USGS","02292900",2017-03-28,24.7,"A",NA,NA,490,"A"
"1062","USGS","02292900",2017-03-29,24.9,"A",NA,NA,466,"A"
"1063","USGS","02292900",2017-03-30,25.1,"A",NA,NA,355,"A"
"1064","USGS","02292900",2017-03-31,24.6,"A",NA,NA,607,"A"
"1065","USGS","02292900",2017-04-01,24.7,"A",NA,NA,932,"A"
"1066","USGS","02292900",2017-04-02,25.6,"A",NA,NA,665,"A"
"1067","USGS","02292900",2017-04-03,26.2,"A",NA,NA,711,"A"
"1068","USGS","02292900",2017-04-04,26.4,"A",NA,NA,999,"A"
"1069","USGS","02292900",2017-04-05,26.5,"A",NA,NA,716,"A"
"1070","USGS","02292900",2017-04-06,26,"A",NA,NA,727,"A"
"1071","USGS","02292900",2017-04-07,24.9,"A",NA,NA,439,"A"
"1072","USGS","02292900",2017-04-08,24.7,"A",NA,NA,724,"A"
"1073","USGS","02292900",2017-04-09,24.6,"A",NA,NA,745,"A"
"1074","USGS","02292900",2017-04-10,24.7,"A",NA,NA,389,"A"
"1075","USGS","02292900",2017-04-11,25,"A",NA,NA,219,"A"
"1076","USGS","02292900",2017-04-12,25.1,"A",NA,NA,134,"A"
"1077","USGS","02292900",2017-04-13,25.1,"A",NA,NA,34.2,"A"
"1078","USGS","02292900",2017-04-14,25.1,"A",NA,NA,126,"A"
"1079","USGS","02292900",2017-04-15,25.1,"A",NA,NA,535,"A"
"1080","USGS","02292900",2017-04-16,25.1,"A",NA,NA,578,"A"
"1081","USGS","02292900",2017-04-17,25.1,"A",NA,NA,377,"A"
"1082","USGS","02292900",2017-04-18,25,"A",NA,NA,246,"A"
"1083","USGS","02292900",2017-04-19,25.4,"A",NA,NA,59.4,"A"
"1084","USGS","02292900",2017-04-20,25.7,"A",NA,NA,0,"A"
"1085","USGS","02292900",2017-04-21,26,"A",NA,NA,104,"A"
"1086","USGS","02292900",2017-04-22,25.9,"A",NA,NA,111,"A"
"1087","USGS","02292900",2017-04-23,25.8,"A",NA,NA,739,"A"
"1088","USGS","02292900",2017-04-24,25.7,"A",NA,NA,875,"A"
"1089","USGS","02292900",2017-04-25,25.4,"A",NA,NA,580,"A"
"1090","USGS","02292900",2017-04-26,25.8,"A",NA,NA,45.1,"A"
"1091","USGS","02292900",2017-04-27,26.5,"A",NA,NA,0,"A"
"1092","USGS","02292900",2017-04-28,27,"A",NA,NA,127,"A"
"1093","USGS","02292900",2017-04-29,27.4,"A",NA,NA,666,"A"
"1094","USGS","02292900",2017-04-30,27.2,"A",NA,NA,622,"A"
"1095","USGS","02292900",2017-05-01,27.3,"A",NA,NA,300,"A"
"1096","USGS","02292900",2017-05-02,27.3,"A",NA,NA,191,"A"
"1097","USGS","02292900",2017-05-05,27.4,"A",NA,NA,0,"A"
"1098","USGS","02292900",2017-05-06,26.7,"A",NA,NA,647,"A"
"1099","USGS","02292900",2017-05-07,26.5,"A",NA,NA,513,"A"
