"","agency_cd","site_no","Date","UPSTREAM_Wtemp","UPSTREAM_Wtemp_cd","FLOATING_Wtemp","FLOATING_Wtemp_cd","Flow","Flow_cd"
"362","USGS","02292900",2015-04-29,28.9,"A",NA,NA,1230,"A"
"363","USGS","02292900",2015-04-30,28.5,"A",NA,NA,1690,"A"
"364","USGS","02292900",2015-05-01,28.3,"A",NA,NA,2000,"A"
"365","USGS","02292900",2015-05-02,28,"A",NA,NA,2890,"A"
"366","USGS","02292900",2015-05-03,27.7,"A",NA,NA,2650,"A"
"367","USGS","02292900",2015-05-04,27.3,"A",NA,NA,2090,"A"
"368","USGS","02292900",2015-05-05,26.9,"A",NA,NA,1590,"A"
"369","USGS","02292900",2015-05-06,27.6,"A",NA,NA,1320,"A"
"370","USGS","02292900",2015-05-07,27.6,"A",NA,NA,967,"A"
"371","USGS","02292900",2015-05-08,27.5,"A",NA,NA,1730,"A"
"372","USGS","02292900",2015-05-09,28.1,"A",NA,NA,2580,"A"
"373","USGS","02292900",2015-05-10,27.8,"A",NA,NA,2390,"A"
"374","USGS","02292900",2015-05-11,27.8,"A",NA,NA,1950,"A"
"375","USGS","02292900",2015-05-12,27.9,"A",NA,NA,1620,"A"
"376","USGS","02292900",2015-05-13,28.4,"A",NA,NA,1260,"A"
"377","USGS","02292900",2015-05-14,28.8,"A",NA,NA,912,"A"
"378","USGS","02292900",2015-05-15,28.6,"A",NA,NA,2170,"A"
"379","USGS","02292900",2015-05-16,28.4,"A",NA,NA,2740,"A"
"380","USGS","02292900",2015-05-17,28.6,"A",NA,NA,2370,"A"
"381","USGS","02292900",2015-05-18,29.1,"A",NA,NA,1800,"A"
"382","USGS","02292900",2015-05-19,30,"A",NA,NA,1360,"A"
"383","USGS","02292900",2015-05-20,29.9,"A",NA,NA,1330,"A"
"384","USGS","02292900",2015-05-21,29.6,"A",NA,NA,949,"A"
"385","USGS","02292900",2015-05-22,30,"A",NA,NA,1730,"A"
"386","USGS","02292900",2015-05-23,30,"A",NA,NA,2780,"A"
"387","USGS","02292900",2015-05-24,30.1,"A",NA,NA,2100,"A"
"388","USGS","02292900",2015-05-25,30,"A",NA,NA,1180,"A"
"389","USGS","02292900",2015-05-26,29.9,"A",NA,NA,953,"A"
"390","USGS","02292900",2015-05-27,30,"A",NA,NA,732,"A"
"391","USGS","02292900",2015-05-28,29.7,"A",NA,NA,604,"A"
"392","USGS","02292900",2015-05-29,29.5,"A",NA,NA,711,"A"
"393","USGS","02292900",2015-05-30,29.9,"A",NA,NA,1050,"A"
"394","USGS","02292900",2015-05-31,30.3,"A",NA,NA,949,"A"
"395","USGS","02292900",2015-06-01,30.9,"A",NA,NA,832,"A"
"396","USGS","02292900",2015-06-02,29.7,"A",NA,NA,820,"A"
"397","USGS","02292900",2015-06-03,29.7,"A",NA,NA,1020,"A"
"398","USGS","02292900",2015-06-04,30.3,"A",NA,NA,1080,"A"
"399","USGS","02292900",2015-06-05,30.3,"A",NA,NA,1010,"A"
"400","USGS","02292900",2015-06-06,29.8,"A",NA,NA,1000,"A"
"401","USGS","02292900",2015-06-07,30,"A",NA,NA,1050,"A"
"402","USGS","02292900",2015-06-08,30.3,"A",NA,NA,1320,"A"
"403","USGS","02292900",2015-06-09,30.5,"A",NA,NA,975,"A"
"404","USGS","02292900",2015-06-10,30.3,"A",NA,NA,1410,"A"
"405","USGS","02292900",2015-06-11,29.7,"A",NA,NA,2960,"A"
"406","USGS","02292900",2015-06-12,29.6,"A",NA,NA,2690,"A"
"407","USGS","02292900",2015-06-13,29.3,"A",NA,NA,2930,"A"
"408","USGS","02292900",2015-06-14,29.3,"A",NA,NA,1920,"A"
"409","USGS","02292900",2015-06-15,29.2,"A",NA,NA,987,"A"
"410","USGS","02292900",2015-06-16,30,"A",NA,NA,859,"A"
"411","USGS","02292900",2015-06-17,30.8,"A",NA,NA,1110,"A"
"412","USGS","02292900",2015-06-18,31.5,"A",NA,NA,561,"A"
"413","USGS","02292900",2015-06-19,30.8,"A",NA,NA,253,"A"
"414","USGS","02292900",2015-06-20,31.2,"A",NA,NA,261,"A"
"415","USGS","02292900",2015-06-21,31.9,"A",NA,NA,272,"A"
"416","USGS","02292900",2015-06-22,33,"A",NA,NA,300,"A"
"417","USGS","02292900",2015-06-23,32.9,"A",NA,NA,113,"A"
"418","USGS","02292900",2015-06-24,32.5,"A",NA,NA,510,"A"
"419","USGS","02292900",2015-06-25,32.2,"A",NA,NA,1100,"A"
"420","USGS","02292900",2015-06-26,31.7,"A",NA,NA,1150,"A"
"421","USGS","02292900",2015-06-27,31.5,"A",NA,NA,1230,"A"
"422","USGS","02292900",2015-06-28,31.5,"A",NA,NA,1180,"A"
"423","USGS","02292900",2015-06-29,31.2,"A",NA,NA,386,"A"
"424","USGS","02292900",2015-06-30,31.2,"A",NA,NA,127,"A"
"425","USGS","02292900",2015-07-01,31.9,"A",NA,NA,277,"A"
"426","USGS","02292900",2015-07-02,32,"A",NA,NA,200,"A"
"427","USGS","02292900",2015-07-03,32,"A",NA,NA,291,"A"
"428","USGS","02292900",2015-07-04,32.3,"A",NA,NA,0,"A"
"429","USGS","02292900",2015-07-05,32.2,"A",NA,NA,52.2,"A"
"430","USGS","02292900",2015-07-06,31.5,"A",NA,NA,1720,"A"
"431","USGS","02292900",2015-07-07,30.9,"A",NA,NA,2290,"A"
"432","USGS","02292900",2015-07-08,30.7,"A",NA,NA,1880,"A"
"433","USGS","02292900",2015-07-09,31,"A",NA,NA,842,"A"
"434","USGS","02292900",2015-07-10,31.4,"A",NA,NA,1160,"A"
"435","USGS","02292900",2015-07-11,31.9,"A",NA,NA,414,"A"
"436","USGS","02292900",2015-07-12,31.8,"A",NA,NA,765,"A"
"437","USGS","02292900",2015-07-13,31,"A",NA,NA,275,"A"
"438","USGS","02292900",2015-07-14,30.6,"A",NA,NA,349,"A"
"439","USGS","02292900",2015-07-15,30,"A",NA,NA,218,"A"
"440","USGS","02292900",2015-07-16,29.9,"A",NA,NA,817,"A"
"441","USGS","02292900",2015-07-17,29.8,"A",NA,NA,1230,"A"
"442","USGS","02292900",2015-07-18,30,"A",NA,NA,1750,"A"
"443","USGS","02292900",2015-07-19,30.3,"A",NA,NA,2120,"A"
"444","USGS","02292900",2015-07-20,30.2,"A",NA,NA,1680,"A"
"445","USGS","02292900",2015-07-21,30.5,"A",NA,NA,1310,"A"
"446","USGS","02292900",2015-07-22,30.3,"A",NA,NA,718,"A"
"447","USGS","02292900",2015-07-23,30.1,"A",NA,NA,541,"A"
"448","USGS","02292900",2015-07-24,30.2,"A",NA,NA,737,"A"
"449","USGS","02292900",2015-07-25,29.8,"A",NA,NA,1260,"A"
"450","USGS","02292900",2015-07-26,29.4,"A",NA,NA,2510,"A"
"451","USGS","02292900",2015-07-27,29.2,"A",NA,NA,3480,"A"
"452","USGS","02292900",2015-07-28,28.8,"A",NA,NA,1700,"A"
"453","USGS","02292900",2015-07-29,28.9,"A",NA,NA,2200,"A"
"454","USGS","02292900",2015-07-30,29.2,"A",NA,NA,1730,"A"
"455","USGS","02292900",2015-07-31,29.7,"A",NA,NA,1770,"A"
"456","USGS","02292900",2015-08-01,29.7,"A",NA,NA,1600,"A"
"457","USGS","02292900",2015-08-02,29.8,"A",NA,NA,1640,"A"
"458","USGS","02292900",2015-08-03,29.5,"A",NA,NA,1460,"A"
"459","USGS","02292900",2015-08-04,30.1,"A",NA,NA,1480,"A"
"460","USGS","02292900",2015-08-05,31.1,"A",NA,NA,1040,"A"
"461","USGS","02292900",2015-08-06,31.2,"A",NA,NA,977,"A"
"462","USGS","02292900",2015-08-07,30.3,"A",NA,NA,725,"A"
"463","USGS","02292900",2015-08-08,29.8,"A",NA,NA,558,"A"
"464","USGS","02292900",2015-08-09,29.9,"A",NA,NA,593,"A"
"465","USGS","02292900",2015-08-10,31.2,"A",NA,NA,1060,"A"
"466","USGS","02292900",2015-08-11,31.1,"A",NA,NA,548,"A"
"467","USGS","02292900",2015-08-12,30.5,"A",NA,NA,768,"A"
"468","USGS","02292900",2015-08-13,30.6,"A",NA,NA,613,"A"
"469","USGS","02292900",2015-08-14,30.5,"A",NA,NA,621,"A"
"470","USGS","02292900",2015-08-15,30.1,"A",NA,NA,1840,"A"
"471","USGS","02292900",2015-08-16,29.9,"A",NA,NA,3480,"A"
"472","USGS","02292900",2015-08-17,30.2,"A",NA,NA,3040,"A"
"473","USGS","02292900",2015-08-18,30.3,"A",NA,NA,3760,"A"
"474","USGS","02292900",2015-08-19,30.2,"A",NA,NA,3820,"A"
"475","USGS","02292900",2015-08-20,30.4,"A",NA,NA,3280,"A"
"476","USGS","02292900",2015-08-21,30.2,"A",NA,NA,5010,"A"
"477","USGS","02292900",2015-08-22,30.6,"A",NA,NA,4350,"A"
"478","USGS","02292900",2015-08-23,30.7,"A",NA,NA,3690,"A"
"479","USGS","02292900",2015-08-24,31.6,"A",NA,NA,2780,"A"
"480","USGS","02292900",2015-08-25,31.1,"A",NA,NA,820,"A"
"481","USGS","02292900",2015-08-26,31.1,"A",NA,NA,2260,"A"
"482","USGS","02292900",2015-08-27,30.2,"A",NA,NA,2470,"A"
"483","USGS","02292900",2015-08-28,30.2,"A",NA,NA,3170,"A"
"484","USGS","02292900",2015-08-29,29.8,"A",NA,NA,3430,"A"
"485","USGS","02292900",2015-08-30,29.3,"A",NA,NA,3830,"A"
"486","USGS","02292900",2015-08-31,29.2,"A",NA,NA,3260,"A"
"487","USGS","02292900",2015-09-01,29.6,"A",NA,NA,4090,"A"
"488","USGS","02292900",2015-09-02,30.1,"A",NA,NA,3510,"A"
"489","USGS","02292900",2015-09-03,30.5,"A",NA,NA,2860,"A"
"490","USGS","02292900",2015-09-04,30.3,"A",NA,NA,2210,"A"
"491","USGS","02292900",2015-09-05,30.5,"A",NA,NA,2380,"A"
"492","USGS","02292900",2015-09-06,30.7,"A",NA,NA,2210,"A"
"493","USGS","02292900",2015-09-07,29.9,"A",NA,NA,2240,"A"
"494","USGS","02292900",2015-09-08,30.1,"A",NA,NA,1960,"A"
"495","USGS","02292900",2015-09-09,30.6,"A",NA,NA,2250,"A"
"496","USGS","02292900",2015-09-10,30.6,"A",NA,NA,1520,"A"
"497","USGS","02292900",2015-09-11,30.4,"A",NA,NA,2050,"A"
"498","USGS","02292900",2015-09-12,30.3,"A",NA,NA,1680,"A"
"499","USGS","02292900",2015-09-13,29.8,"A",NA,NA,2360,"A"
"500","USGS","02292900",2015-09-14,29.8,"A",NA,NA,2370,"A"
"501","USGS","02292900",2015-09-15,29.3,"A",NA,NA,3480,"A"
"502","USGS","02292900",2015-09-16,28.8,"A",NA,NA,3950,"A"
"503","USGS","02292900",2015-09-17,28.2,"A",NA,NA,4350,"A"
"504","USGS","02292900",2015-09-18,27.9,"A",NA,NA,6580,"A"
"505","USGS","02292900",2015-09-19,28.2,"A",NA,NA,5390,"A"
"506","USGS","02292900",2015-09-20,28.5,"A",NA,NA,5060,"A"
"507","USGS","02292900",2015-09-21,28.9,"A",NA,NA,3910,"A"
"508","USGS","02292900",2015-09-22,29.1,"A",NA,NA,2730,"A"
"509","USGS","02292900",2015-09-23,29,"A",NA,NA,2960,"A"
"510","USGS","02292900",2015-09-24,29.4,"A",NA,NA,1700,"A"
"511","USGS","02292900",2015-09-25,29.2,"A",NA,NA,2680,"A"
"512","USGS","02292900",2015-09-26,29.1,"A",NA,NA,2110,"A"
"513","USGS","02292900",2015-09-27,28.9,"A",NA,NA,2780,"A"
"514","USGS","02292900",2015-09-28,28.7,"A",NA,NA,2270,"A"
"515","USGS","02292900",2015-09-29,28.3,"A",NA,NA,2270,"A"
"516","USGS","02292900",2015-09-30,28.3,"A",NA,NA,2050,"A"
"517","USGS","02292900",2015-10-01,28.5,"A",NA,NA,2070,"A"
"518","USGS","02292900",2015-10-02,28.4,"A",NA,NA,1010,"A"
"519","USGS","02292900",2015-10-03,28.4,"A",NA,NA,1570,"A"
"520","USGS","02292900",2015-10-04,28.3,"A",NA,NA,631,"A"
"521","USGS","02292900",2015-10-05,28.1,"A",NA,NA,1080,"A"
"522","USGS","02292900",2015-10-06,28.4,"A",NA,NA,989,"A"
"523","USGS","02292900",2015-10-07,28.4,"A",NA,NA,675,"A"
"524","USGS","02292900",2015-10-08,29.2,"A",NA,NA,551,"A"
"525","USGS","02292900",2015-10-09,29.2,"A",NA,NA,662,"A"
"526","USGS","02292900",2015-10-10,28.2,"A",NA,NA,534,"A"
"527","USGS","02292900",2015-10-11,28.2,"A",NA,NA,705,"A"
"528","USGS","02292900",2015-10-12,27.9,"A",NA,NA,411,"A"
"529","USGS","02292900",2015-10-13,28,"A",NA,NA,248,"A"
"530","USGS","02292900",2015-10-14,27.9,"A",NA,NA,198,"A"
"531","USGS","02292900",2015-10-15,28.4,"A",NA,NA,124,"A"
"532","USGS","02292900",2015-10-16,28.6,"A",NA,NA,164,"A"
"533","USGS","02292900",2015-10-17,28.1,"A",NA,NA,32.8,"A"
"534","USGS","02292900",2015-10-18,27.8,"A",NA,NA,0,"A"
"535","USGS","02292900",2015-10-19,27,"A",NA,NA,191,"A"
"536","USGS","02292900",2015-10-20,26.5,"A",NA,NA,74.6,"A"
"537","USGS","02292900",2015-10-21,26.6,"A",NA,NA,0,"A"
"538","USGS","02292900",2015-10-22,26.8,"A",NA,NA,0,"A"
"539","USGS","02292900",2015-10-23,26.7,"A",NA,NA,975,"A"
"540","USGS","02292900",2015-10-24,26.3,"A",NA,NA,1650,"A"
"541","USGS","02292900",2015-10-25,26.4,"A",NA,NA,1060,"A"
"542","USGS","02292900",2015-10-26,26.4,"A",NA,NA,764,"A"
"543","USGS","02292900",2015-10-27,26.1,"A",NA,NA,511,"A"
"544","USGS","02292900",2015-10-28,26.1,"A",NA,NA,386,"A e"
"545","USGS","02292900",2015-10-29,26,"A",NA,NA,85.8,"A e"
"546","USGS","02292900",2015-10-30,26.3,"A",NA,NA,893,"A"
"547","USGS","02292900",2015-10-31,26.7,"A",NA,NA,1450,"A"
"548","USGS","02292900",2015-11-01,27.1,"A",NA,NA,1310,"A"
"549","USGS","02292900",2015-11-02,27.9,"A",NA,NA,852,"A"
"550","USGS","02292900",2015-11-03,28.5,"A",NA,NA,426,"A"
"551","USGS","02292900",2015-11-04,28.9,"A",NA,NA,194,"A"
"552","USGS","02292900",2015-11-05,28.3,"A",NA,NA,33.5,"A"
"553","USGS","02292900",2015-11-06,28.1,"A",NA,NA,463,"A"
"554","USGS","02292900",2015-11-07,27.9,"A",NA,NA,902,"A"
"555","USGS","02292900",2015-11-08,27.7,"A",NA,NA,862,"A"
"556","USGS","02292900",2015-11-09,28,"A",NA,NA,750,"A"
"557","USGS","02292900",2015-11-10,27.7,"A",NA,NA,604,"A"
"558","USGS","02292900",2015-11-11,27.8,"A",NA,NA,419,"A"
"559","USGS","02292900",2015-11-12,28,"A",NA,NA,513,"A"
"560","USGS","02292900",2015-11-13,27.8,"A",NA,NA,579,"A"
"561","USGS","02292900",2015-11-14,27.3,"A",NA,NA,1040,"A"
"562","USGS","02292900",2015-11-15,26.5,"A",NA,NA,984,"A"
"563","USGS","02292900",2015-11-16,26.2,"A",NA,NA,782,"A"
"564","USGS","02292900",2015-11-17,26,"A",NA,NA,620,"A"
"565","USGS","02292900",2015-11-18,26.1,"A",NA,NA,376,"A"
"566","USGS","02292900",2015-11-19,26.5,"A",NA,NA,164,"A"
"567","USGS","02292900",2015-11-20,26.5,"A",NA,NA,644,"A"
"568","USGS","02292900",2015-11-21,26.3,"A",NA,NA,959,"A"
"569","USGS","02292900",2015-11-22,26.1,"A",NA,NA,1930,"A"
"570","USGS","02292900",2015-11-23,25.5,"A",NA,NA,1300,"A"
"571","USGS","02292900",2015-11-24,24.7,"A",NA,NA,675,"A"
"572","USGS","02292900",2015-11-25,24.3,"A",NA,NA,721,"A"
"573","USGS","02292900",2015-11-26,24,"A",NA,NA,560,"A"
"574","USGS","02292900",2015-11-27,23.9,"A",NA,NA,529,"A"
"575","USGS","02292900",2015-11-28,23.9,"A",NA,NA,1060,"A"
"576","USGS","02292900",2015-11-29,23.8,"A",NA,NA,794,"A"
"577","USGS","02292900",2015-11-30,23.9,"A",NA,NA,953,"A"
"578","USGS","02292900",2015-12-01,24.2,"A",NA,NA,751,"A"
"579","USGS","02292900",2015-12-02,24.6,"A",NA,NA,446,"A"
"580","USGS","02292900",2015-12-03,24.3,"A",NA,NA,478,"A"
"581","USGS","02292900",2015-12-04,23.5,"A",NA,NA,2470,"A"
"582","USGS","02292900",2015-12-05,23.2,"A",NA,NA,2050,"A"
"583","USGS","02292900",2015-12-06,23.2,"A",NA,NA,2190,"A"
"584","USGS","02292900",2015-12-07,23.2,"A",NA,NA,1740,"A"
"585","USGS","02292900",2015-12-08,22.8,"A",NA,NA,1400,"A"
"586","USGS","02292900",2015-12-09,23.2,"A",NA,NA,1140,"A"
"587","USGS","02292900",2015-12-10,23.4,"A",NA,NA,862,"A"
"588","USGS","02292900",2015-12-11,23.2,"A",NA,NA,1570,"A"
"589","USGS","02292900",2015-12-12,22.9,"A",NA,NA,2170,"A"
"590","USGS","02292900",2015-12-13,22.9,"A",NA,NA,1900,"A"
"591","USGS","02292900",2015-12-14,23.4,"A",NA,NA,1200,"A"
"592","USGS","02292900",2015-12-15,23.8,"A",NA,NA,941,"A"
"593","USGS","02292900",2015-12-16,24.4,"A",NA,NA,1000,"A"
"594","USGS","02292900",2015-12-17,25,"A",NA,NA,623,"A"
"595","USGS","02292900",2015-12-18,24.3,"A",NA,NA,1380,"A"
"596","USGS","02292900",2015-12-19,22.9,"A",NA,NA,2390,"A"
"597","USGS","02292900",2015-12-20,22.3,"A",NA,NA,2700,"A"
"598","USGS","02292900",2015-12-21,22.4,"A",NA,NA,1560,"A"
"599","USGS","02292900",2015-12-22,22.9,"A",NA,NA,1020,"A"
"600","USGS","02292900",2015-12-23,23.6,"A",NA,NA,620,"A"
"601","USGS","02292900",2015-12-24,23.9,"A",NA,NA,485,"A"
"602","USGS","02292900",2015-12-25,23.9,"A",NA,NA,1610,"A"
"603","USGS","02292900",2015-12-26,23.8,"A",NA,NA,2250,"A"
"604","USGS","02292900",2015-12-27,23.9,"A",NA,NA,2250,"A"
"605","USGS","02292900",2015-12-28,24.2,"A",NA,NA,1360,"A"
"606","USGS","02292900",2015-12-29,24.6,"A",NA,NA,1000,"A"
"607","USGS","02292900",2015-12-30,24.6,"A",NA,NA,940,"A"
"608","USGS","02292900",2015-12-31,25,"A",NA,NA,605,"A"
"609","USGS","02292900",2016-01-01,25.2,"A",NA,NA,1520,"A"
"610","USGS","02292900",2016-01-02,24.7,"A",NA,NA,2370,"A"
"611","USGS","02292900",2016-01-03,23.9,"A",NA,NA,2100,"A"
"612","USGS","02292900",2016-01-04,23.2,"A",NA,NA,1290,"A"
"613","USGS","02292900",2016-01-05,22.6,"A",NA,NA,1000,"A"
"614","USGS","02292900",2016-01-06,22.2,"A",NA,NA,754,"A"
"615","USGS","02292900",2016-01-07,22.1,"A",NA,NA,414,"A"
"616","USGS","02292900",2016-01-08,22.1,"A",NA,NA,1270,"A"
"617","USGS","02292900",2016-01-09,22.3,"A",NA,NA,2020,"A"
"618","USGS","02292900",2016-01-10,22.1,"A",NA,NA,2380,"A"
"619","USGS","02292900",2016-01-11,21.6,"A",NA,NA,1520,"A"
"620","USGS","02292900",2016-01-12,21.1,"A",NA,NA,1120,"A"
"621","USGS","02292900",2016-01-13,20.5,"A",NA,NA,929,"A"
"622","USGS","02292900",2016-01-14,19.9,"A",NA,NA,514,"A"
"623","USGS","02292900",2016-01-15,19.8,"A",NA,NA,2460,"A"
"624","USGS","02292900",2016-01-16,20.2,"A",NA,NA,3610,"A"
"625","USGS","02292900",2016-01-17,19.8,"A",NA,NA,4510,"A"
"626","USGS","02292900",2016-01-18,19.3,"A",NA,NA,4450,"A"
"627","USGS","02292900",2016-01-19,18.7,"A",NA,NA,4210,"A"
"628","USGS","02292900",2016-01-20,18.1,"A",NA,NA,2610,"A"
"629","USGS","02292900",2016-01-21,17.8,"A",NA,NA,3300,"A"
"630","USGS","02292900",2016-01-22,17.6,"A",NA,NA,3320,"A"
"631","USGS","02292900",2016-01-23,17.1,"A",NA,NA,4810,"A"
"632","USGS","02292900",2016-01-24,16.7,"A",NA,NA,3310,"A"
"633","USGS","02292900",2016-01-25,17.1,"A",NA,NA,2410,"A"
"634","USGS","02292900",2016-01-26,17.1,"A",NA,NA,3040,"A"
"635","USGS","02292900",2016-01-27,17.4,"A",NA,NA,5170,"A"
"636","USGS","02292900",2016-01-28,18,"A",NA,NA,11100,"A"
"637","USGS","02292900",2016-01-29,18.4,"A",NA,NA,13600,"A"
"638","USGS","02292900",2016-01-30,18.1,"A",NA,NA,11400,"A"
"639","USGS","02292900",2016-01-31,17.9,"A",NA,NA,10700,"A"
"640","USGS","02292900",2016-02-01,18.5,"A",NA,NA,11800,"A"
"641","USGS","02292900",2016-02-02,19.6,"A",NA,NA,10600,"A"
"642","USGS","02292900",2016-02-03,20.7,"A",NA,NA,9590,"A"
"643","USGS","02292900",2016-02-04,21.7,"A",NA,NA,8780,"A"
"644","USGS","02292900",2016-02-05,21.6,"A",NA,NA,9240,"A"
"645","USGS","02292900",2016-02-06,21,"A",NA,NA,8690,"A"
"646","USGS","02292900",2016-02-07,19.9,"A",NA,NA,9010,"A"
"647","USGS","02292900",2016-02-08,18.8,"A",NA,NA,8510,"A"
"648","USGS","02292900",2016-02-09,17.8,"A",NA,NA,8740,"A"
"649","USGS","02292900",2016-02-10,17.1,"A",NA,NA,7470,"A"
"650","USGS","02292900",2016-02-11,16.8,"A",NA,NA,7840,"A"
"651","USGS","02292900",2016-02-12,16.7,"A",NA,NA,7630,"A"
"652","USGS","02292900",2016-02-13,16.7,"A",NA,NA,7200,"A"
"653","USGS","02292900",2016-02-14,16.9,"A",NA,NA,7490,"A"
"654","USGS","02292900",2016-02-15,17.3,"A",NA,NA,7350,"A"
"655","USGS","02292900",2016-02-16,18,"A",NA,NA,8590,"A"
"656","USGS","02292900",2016-02-17,18.8,"A",NA,NA,8810,"A"
"657","USGS","02292900",2016-02-18,19.3,"A",NA,NA,8570,"A"
"658","USGS","02292900",2016-02-19,19.6,"A",NA,NA,8260,"A"
"659","USGS","02292900",2016-02-20,19.7,"A",NA,NA,8440,"A"
"660","USGS","02292900",2016-02-21,19.9,"A",NA,NA,8100,"A"
"661","USGS","02292900",2016-02-22,20.1,"A",NA,NA,7540,"A"
"662","USGS","02292900",2016-02-23,20.5,"A",NA,NA,7580,"A"
"663","USGS","02292900",2016-02-24,21.2,"A",NA,NA,6810,"A"
"664","USGS","02292900",2016-02-25,21.3,"A",NA,NA,6320,"A"
"665","USGS","02292900",2016-02-26,21,"A",NA,NA,7020,"A"
"666","USGS","02292900",2016-02-27,20.5,"A",NA,NA,7230,"A"
"667","USGS","02292900",2016-02-28,19.9,"A",NA,NA,6990,"A"
"668","USGS","02292900",2016-02-29,19.6,"A",NA,NA,7060,"A"
"669","USGS","02292900",2016-03-01,19.5,"A",NA,NA,6650,"A"
"670","USGS","02292900",2016-03-02,19.7,"A",NA,NA,6220,"A"
"671","USGS","02292900",2016-03-03,20.4,"A",NA,NA,6050,"A"
"672","USGS","02292900",2016-03-04,21.1,"A",NA,NA,4440,"A"
"673","USGS","02292900",2016-03-05,21.6,"A",NA,NA,4190,"A"
"674","USGS","02292900",2016-03-06,21.8,"A",NA,NA,4620,"A"
"675","USGS","02292900",2016-03-07,21.8,"A",NA,NA,4780,"A"
"676","USGS","02292900",2016-03-08,21.9,"A",NA,NA,4490,"A"
"677","USGS","02292900",2016-03-09,22.1,"A",NA,NA,4440,"A"
"678","USGS","02292900",2016-03-10,22.4,"A",NA,NA,4290,"A"
"679","USGS","02292900",2016-03-11,22.5,"A",NA,NA,4110,"A"
"680","USGS","02292900",2016-03-12,22.8,"A",NA,NA,3900,"A"
"681","USGS","02292900",2016-03-13,23.2,"A",NA,NA,3890,"A"
"682","USGS","02292900",2016-03-14,23.6,"A",NA,NA,4530,"A"
"683","USGS","02292900",2016-03-15,24.3,"A",NA,NA,4260,"A"
"684","USGS","02292900",2016-03-16,24.8,"A",NA,NA,4210,"A"
"685","USGS","02292900",2016-03-17,25.4,"A",NA,NA,4100,"A"
"686","USGS","02292900",2016-03-18,25.6,"A",NA,NA,2280,"A"
"687","USGS","02292900",2016-03-19,25.3,"A",NA,NA,2450,"A"
"688","USGS","02292900",2016-03-20,25.2,"A",NA,NA,2800,"A"
"689","USGS","02292900",2016-03-21,24.6,"A",NA,NA,2380,"A"
"690","USGS","02292900",2016-03-22,24.1,"A",NA,NA,3380,"A"
"691","USGS","02292900",2016-03-23,24,"A",NA,NA,3370,"A"
"692","USGS","02292900",2016-03-24,24,"A",NA,NA,3660,"A"
"693","USGS","02292900",2016-03-25,24.4,"A",NA,NA,2250,"A"
"694","USGS","02292900",2016-03-26,25,"A",NA,NA,2000,"A"
"695","USGS","02292900",2016-03-27,25.6,"A",NA,NA,2560,"A"
"696","USGS","02292900",2016-03-28,25.5,"A",NA,NA,2910,"A"
"697","USGS","02292900",2016-03-29,24.9,"A",NA,NA,3650,"A"
"698","USGS","02292900",2016-03-30,24.1,"A",NA,NA,4120,"A"
"699","USGS","02292900",2016-03-31,24.9,"A",NA,NA,3050,"A"
"700","USGS","02292900",2016-04-01,25.9,"A",NA,NA,1830,"A"
"701","USGS","02292900",2016-04-02,26.2,"A",NA,NA,1930,"A"
"702","USGS","02292900",2016-04-03,26,"A",NA,NA,2610,"A"
"703","USGS","02292900",2016-04-04,25.8,"A",NA,NA,2710,"A"
"704","USGS","02292900",2016-04-05,25.9,"A",NA,NA,3480,"A"
"705","USGS","02292900",2016-04-06,25.6,"A",NA,NA,3990,"A"
"706","USGS","02292900",2016-04-07,25.6,"A",NA,NA,3330,"A"
"707","USGS","02292900",2016-04-08,25.6,"A",NA,NA,2040,"A"
"708","USGS","02292900",2016-04-09,25.7,"A",NA,NA,2090,"A"
"709","USGS","02292900",2016-04-10,25.3,"A",NA,NA,2750,"A"
"710","USGS","02292900",2016-04-11,25,"A",NA,NA,2740,"A"
"711","USGS","02292900",2016-04-12,25.3,"A",NA,NA,3120,"A"
"712","USGS","02292900",2016-04-13,25.5,"A",NA,NA,3820,"A"
"713","USGS","02292900",2016-04-14,25.7,"A",NA,NA,3360,"A"
"714","USGS","02292900",2016-04-15,25.7,"A",NA,NA,1780,"A"
"715","USGS","02292900",2016-04-16,25.5,"A",NA,NA,2290,"A"
"716","USGS","02292900",2016-04-17,25.2,"A",NA,NA,2650,"A"
"717","USGS","02292900",2016-04-18,25.1,"A",NA,NA,2500,"A"
"718","USGS","02292900",2016-04-19,25.2,"A",NA,NA,3170,"A"
"719","USGS","02292900",2016-04-20,25.2,"A",NA,NA,3890,"A"
"720","USGS","02292900",2016-04-21,25.4,"A",NA,NA,3000,"A"
"721","USGS","02292900",2016-04-22,26.1,"A",NA,NA,1540,"A"
"722","USGS","02292900",2016-04-23,26.2,"A",NA,NA,1480,"A"
"723","USGS","02292900",2016-04-24,26.4,"A",NA,NA,2110,"A"
"724","USGS","02292900",2016-04-25,26.4,"A",NA,NA,2440,"A"
"725","USGS","02292900",2016-04-26,26.5,"A",NA,NA,2790,"A"
"726","USGS","02292900",2016-04-27,26.9,"A",NA,NA,2860,"A"
"727","USGS","02292900",2016-04-28,27.2,"A",NA,NA,3090,"A"
"728","USGS","02292900",2016-04-29,27.9,"A",NA,NA,2480,"A"
"729","USGS","02292900",2016-04-30,27.6,"A",NA,NA,2230,"A"
"730","USGS","02292900",2016-05-01,27.6,"A",NA,NA,2670,"A"
"731","USGS","02292900",2016-05-02,28,"A",NA,NA,2030,"A"
