"","x","Index","y","Index2","RcrdCnt"
"1",0,1,3.04062679833527,1,19
"2",1,2,2.99176228072982,2,19
"3",2,3,2.9476642798831,3,19
"4",3,4,2.90984515257101,4,19
"5",4,5,2.87985852788642,5,19
"6",5,6,2.85942312419011,6,19
"7",6,7,2.85029893215986,7,19
"8",7,8,2.85232627314852,8,19
"9",8,9,2.85766679120936,9,19
"10",9,10,2.85656246107077,10,19
"11",10,11,2.83925525746112,11,19
"12",11,12,2.79796202471565,12,19
"13",12,13,2.732799085597,13,19
"14",13,14,2.64585763247465,14,19
"15",14,15,2.54078123900148,15,19
"16",15,16,2.42742300396375,16,19
"17",16,17,2.3171884074311,17,19
"18",17,18,2.21998088681953,18,19
"19",18,19,2.13969570893041,19,19
"20",19,20,2.07872609791147,20,19
"21",20,21,2.03946527791045,21,19
"22",21,22,2.02293620826522,22,19
"23",22,23,2.02468078907423,23,19
"24",23,24,2.03887065562606,24,19
"25",24,25,2.06005137196495,25,19
"26",25,26,2.0842642171577,26,19
"27",26,27,2.10792439902673,27,19
"28",27,28,2.12744712539449,28,19
"29",28,29,2.14013726632931,29,19
"30",29,30,2.14685834088316,30,19
"31",30,31,2.14936353035388,31,19
"32",31,32,2.14872275798031,32,19
"33",32,33,2.14327291476525,33,19
"34",33,34,2.13066763365246,34,19
"35",34,35,2.10908624632941,35,19
"36",35,36,2.07881087945823,36,19
"37",36,37,2.04064935844477,37,19
"38",37,38,1.99540950869485,38,19
"39",38,39,1.94478994938184,39,19
"40",39,40,1.89405247474931,40,19
"41",40,41,1.84934967280832,41,19
"42",41,42,1.81614566459945,42,19
"43",42,43,1.79715070328107,43,19
"44",43,44,1.79438657504104,44,19
"45",44,45,1.80933234432526,45,19
"46",45,46,1.84129618861171,46,19
"47",46,47,1.88904356363643,47,19
"48",47,48,1.95133992513544,48,19
"49",48,49,2.0261331674623,49,19
"50",49,50,2.10810093944059,50,19
"51",50,51,2.19110332851145,51,19
"52",51,52,2.26927104406249,52,19
"53",52,53,2.3378172832673,53,19
"54",53,54,2.39222586524596,54,19
"55",54,55,2.42798060911855,55,19
"56",55,56,2.44256216310639,56,19
"57",56,57,2.44143849183572,57,19
"58",57,58,2.43207438903404,58,19
"59",58,59,2.4225071501748,59,19
"60",59,60,2.42306407771537,60,19
"61",60,61,2.44464497585912,61,19
"62",61,62,2.496270019609,62,19
"63",62,63,2.57944086716648,63,19
"64",63,64,2.69377954753265,64,19
"65",64,65,2.83890808970858,65,19
"66",65,66,3.01143169171923,66,19
"67",66,67,3.195888227685,67,19
"68",67,68,3.3737987407502,68,19
"69",68,69,3.5307708133552,69,19
"70",69,70,3.66875818512483,70,19
"71",70,71,3.79380113498001,71,19
"72",71,72,3.91084120532391,72,19
"73",72,73,4.02042499248859,73,19
"74",73,74,4.12200035628837,74,19
"75",74,75,4.21501515653756,75,19
"76",75,76,4.29883749134636,76,19
"77",76,77,4.37251641200857,77,19
"78",77,78,4.43502120811389,78,19
"79",78,79,4.48809015919533,79,19
"80",79,80,4.5445375045592,80,19
"81",80,81,4.61994647345513,81,19
"82",81,82,4.72990029513274,82,19
"83",82,83,4.8863896494929,83,19
"84",83,84,5.0870350190415,84,19
"85",84,85,5.32586433693568,85,19
"86",85,86,5.59425382609443,86,19
"87",86,87,5.87297286848418,87,19
"88",87,88,6.14013913583322,88,19
"89",88,89,6.37740337724779,89,19
"90",89,90,6.58054865134588,90,19
"91",90,91,6.74889109412344,91,19
"92",91,92,6.88174684157641,92,19
"93",92,93,6.98310661434525,93,19
"94",93,94,7.07565947164854,94,19
"95",94,95,7.18676905734936,95,19
"96",95,96,7.33849299223116,96,19
"97",96,97,7.53166480475883,97,19
"98",97,98,7.76181200031759,98,19
"99",98,99,8.02446208429269,99,19
"100",99,100,8.31281810855411,100,19
"101",100,101,8.61078531091087,101,19
"102",101,102,8.89994447565676,102,19
"103",102,103,9.16638860044136,103,19
"104",103,104,9.41425953633751,104,19
"105",104,105,9.65221134777387,105,19
"106",105,106,9.88594700569498,106,19
"107",106,107,10.1093651071089,107,19
"108",107,108,10.3134131555398,108,19
"109",108,109,10.4890386545115,109,19
"110",109,110,10.6292485493759,110,19
"111",110,111,10.7352875527963,111,19
"112",111,112,10.8104598192639,112,19
"113",112,113,10.8605664465117,113,19
"114",113,114,10.9013963052394,114,19
"115",114,115,10.9512352093885,115,19
"116",115,116,11.0260532367451,116,19
"117",116,117,11.1325575204732,117,19
"118",117,118,11.2751394575813,118,19
"119",118,119,11.4581904450778,119,19
"120",119,120,11.6820639010123,120,19
"121",120,121,11.9309613275981,121,19
"122",121,122,12.1850462480893,122,19
"123",122,123,12.4276015995032,123,19
"124",123,124,12.6543879739082,124,19
"125",124,125,12.8642853771355,125,19
"126",125,126,13.0561738150164,126,19
"127",126,127,13.2284465681853,127,19
"128",127,128,13.3775500164884,128,19
"129",128,129,13.4994438145751,129,19
"130",129,130,13.5915280831675,130,19
"131",130,131,13.6569648072797,131,19
"132",131,132,13.7003564379988,132,19
"133",132,133,13.7270686169578,133,19
"134",133,134,13.7455197479728,134,19
"135",134,135,13.764891425406,135,19
"136",135,136,13.7943652436196,136,19
"137",136,137,13.8433498818537,137,19
"138",137,138,13.9221623588606,138,19
"139",138,139,14.0413467782703,139,19
"140",139,140,14.2085587620187,140,19
"141",140,141,14.4199000052643,141,19
"142",141,142,14.6685837214712,142,19
"143",142,143,14.9465986037209,143,19
"144",143,144,15.241035263564,144,19
"145",144,145,15.5377597921682,145,19
"146",145,146,15.8226382807016,146,19
"147",146,147,16.0813379001411,147,19
"148",147,148,16.2987301406995,148,19
"149",148,149,16.4594875723992,149,19
"150",149,150,16.5534294936032,150,19
"151",150,151,16.5909621160398,151,19
"152",151,152,16.5876383797781,152,19
"153",152,153,16.5590112248874,153,19
"154",153,154,16.5224836119842,154,19
"155",154,155,16.5028585838745,155,19
"156",155,156,16.5267892039117,156,19
"157",156,157,16.6130603073537,157,19
"158",157,158,16.748983817077,158,19
"159",158,159,16.9140034278629,159,19
"160",159,160,17.0897974018611,160,19
