"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"1","USGS","07048600",2016-10-13,18.1,"P"
"2","USGS","07048600",2016-10-14,18.6,"P"
"3","USGS","07048600",2016-10-15,20.2,"P"
"4","USGS","07048600",2016-10-16,21.4,"P"
"5","USGS","07048600",2016-10-17,22.1,"P"
"6","USGS","07048600",2016-10-18,22.5,"P"
"7","USGS","07048600",2016-10-19,23.2,"P"
"8","USGS","07048600",2016-10-20,21.4,"P"
"9","USGS","07048600",2016-10-21,18.4,"P"
"10","USGS","07048600",2016-10-22,17.2,"P"
"11","USGS","07048600",2016-10-23,17.2,"P"
"12","USGS","07048600",2016-10-24,17.7,"P"
"13","USGS","07048600",2016-10-25,17.9,"P"
"14","USGS","07048600",2016-10-26,18.1,"P"
"15","USGS","07048600",2016-10-27,18.7,"P"
"16","USGS","07048600",2016-10-28,18.9,"P"
"17","USGS","07048600",2016-10-29,19,"P"
"18","USGS","07048600",2016-10-30,19.7,"P"
"19","USGS","07048600",2016-10-31,19.7,"P"
"20","USGS","07048600",2016-11-01,19.6,"P"
"21","USGS","07048600",2016-11-02,20.5,"P"
"22","USGS","07048600",2016-11-03,21,"P"
"23","USGS","07048600",2016-11-04,20.2,"P"
"24","USGS","07048600",2016-11-05,17.5,"P"
"25","USGS","07048600",2016-11-06,15.6,"P"
"26","USGS","07048600",2016-11-07,15.5,"P"
"27","USGS","07048600",2016-11-08,16.4,"P"
"28","USGS","07048600",2016-11-09,16.1,"P"
"29","USGS","07048600",2016-11-10,14,"P"
"30","USGS","07048600",2016-11-11,13.8,"P"
"31","USGS","07048600",2016-11-12,13.2,"P"
"32","USGS","07048600",2016-11-13,11.7,"P"
"33","USGS","07048600",2016-11-14,12.1,"P"
"34","USGS","07048600",2016-11-15,13.2,"P"
"35","USGS","07048600",2016-11-16,13,"P"
"36","USGS","07048600",2016-11-17,14.4,"P"
"37","USGS","07048600",2016-11-18,14.4,"P"
"38","USGS","07048600",2016-11-19,10.4,"P"
"39","USGS","07048600",2016-11-20,8.7,"P"
"40","USGS","07048600",2016-11-21,8.8,"P"
"41","USGS","07048600",2016-11-22,10.3,"P"
"42","USGS","07048600",2016-11-23,11.7,"P"
"43","USGS","07048600",2016-11-24,11.1,"P"
"44","USGS","07048600",2016-11-25,10.8,"P"
"45","USGS","07048600",2016-11-26,9.8,"P"
"46","USGS","07048600",2016-11-27,9.7,"P"
"47","USGS","07048600",2016-11-28,11.2,"P"
"48","USGS","07048600",2016-11-29,9.9,"P"
"49","USGS","07048600",2016-11-30,9,"P"
"50","USGS","07048600",2016-12-01,8.4,"P"
"51","USGS","07048600",2016-12-02,9,"P"
"52","USGS","07048600",2016-12-03,9.2,"P"
"53","USGS","07048600",2016-12-04,9,"P"
"54","USGS","07048600",2016-12-05,8.5,"P"
"55","USGS","07048600",2016-12-06,8.8,"P"
"56","USGS","07048600",2016-12-07,7.1,"P"
"57","USGS","07048600",2016-12-08,5.5,"P"
"58","USGS","07048600",2016-12-09,4.7,"P"
"59","USGS","07048600",2016-12-10,5.7,"P"
"60","USGS","07048600",2016-12-11,6.2,"P"
"61","USGS","07048600",2016-12-12,7.1,"P"
"62","USGS","07048600",2016-12-13,7.1,"P"
"63","USGS","07048600",2016-12-14,6,"P"
"64","USGS","07048600",2016-12-15,4.8,"P"
"65","USGS","07048600",2016-12-16,5,"P"
"66","USGS","07048600",2016-12-17,5.8,"P"
"67","USGS","07048600",2016-12-18,2.6,"P"
"68","USGS","07048600",2016-12-19,2.3,"P"
"69","USGS","07048600",2016-12-20,2.8,"P"
"70","USGS","07048600",2016-12-21,3.6,"P"
"71","USGS","07048600",2016-12-22,4.2,"P"
"72","USGS","07048600",2016-12-23,4.7,"P"
"73","USGS","07048600",2016-12-24,5.9,"P"
"74","USGS","07048600",2016-12-25,8.4,"P"
"75","USGS","07048600",2016-12-26,9.6,"P"
"76","USGS","07048600",2016-12-27,8.6,"P"
"77","USGS","07048600",2016-12-28,8.4,"P"
"78","USGS","07048600",2016-12-29,7.5,"P"
"79","USGS","07048600",2016-12-30,6.6,"P"
"80","USGS","07048600",2016-12-31,7.1,"P"
"81","USGS","07048600",2017-01-01,6.7,"P"
"82","USGS","07048600",2017-01-02,8.2,"P"
"83","USGS","07048600",2017-01-03,8.1,"P"
"84","USGS","07048600",2017-01-04,5.7,"P"
"85","USGS","07048600",2017-01-05,4.6,"P"
"86","USGS","07048600",2017-01-06,2.7,"P"
"87","USGS","07048600",2017-01-07,2.1,"P"
"88","USGS","07048600",2017-01-08,2,"P"
"89","USGS","07048600",2017-01-09,2.6,"P"
"90","USGS","07048600",2017-01-10,5.7,"P"
"91","USGS","07048600",2017-01-11,7.4,"P"
"92","USGS","07048600",2017-01-12,9,"P"
"93","USGS","07048600",2017-01-13,7.4,"P"
"94","USGS","07048600",2017-01-14,7.4,"P"
"95","USGS","07048600",2017-01-15,7.9,"P"
"96","USGS","07048600",2017-01-16,9.2,"P"
"97","USGS","07048600",2017-01-17,9.1,"P"
"98","USGS","07048600",2017-01-18,8.7,"P"
"99","USGS","07048600",2017-01-19,9.2,"P"
"100","USGS","07048600",2017-01-20,9.6,"P"
"101","USGS","07048600",2017-01-21,9.9,"P"
"102","USGS","07048600",2017-01-22,10.1,"P"
"103","USGS","07048600",2017-01-23,9.6,"P"
"104","USGS","07048600",2017-01-24,9.6,"P"
"105","USGS","07048600",2017-01-25,9.8,"P"
"106","USGS","07048600",2017-01-26,8.6,"P"
"107","USGS","07048600",2017-01-27,7.5,"P"
"108","USGS","07048600",2017-01-28,7.1,"P"
"109","USGS","07048600",2017-01-29,7.2,"P"
"110","USGS","07048600",2017-01-30,7.1,"P"
"111","USGS","07048600",2017-01-31,7.8,"P"
"112","USGS","07048600",2017-02-01,8.3,"P"
"113","USGS","07048600",2017-02-02,7.6,"P"
"114","USGS","07048600",2017-02-03,7.1,"P"
"115","USGS","07048600",2017-02-04,6.1,"P"
"116","USGS","07048600",2017-02-05,6.7,"P"
"117","USGS","07048600",2017-02-06,8.8,"P"
"118","USGS","07048600",2017-02-07,10.6,"P"
"119","USGS","07048600",2017-02-08,9.9,"P"
"120","USGS","07048600",2017-02-09,8.6,"P"
"121","USGS","07048600",2017-02-10,9.7,"P"
"122","USGS","07048600",2017-02-11,12.3,"P"
"123","USGS","07048600",2017-02-12,12.9,"P"
"124","USGS","07048600",2017-02-13,11.4,"P"
"125","USGS","07048600",2017-02-14,10.8,"P"
"126","USGS","07048600",2017-02-15,10.2,"P"
"127","USGS","07048600",2017-02-16,9.9,"P"
"128","USGS","07048600",2017-02-17,10,"P"
"129","USGS","07048600",2017-02-18,10.6,"P"
"130","USGS","07048600",2017-02-19,11.7,"P"
"131","USGS","07048600",2017-02-20,12.7,"P"
"132","USGS","07048600",2017-02-21,13.2,"P"
"133","USGS","07048600",2017-02-22,14.3,"P"
"134","USGS","07048600",2017-02-23,15.4,"P"
"135","USGS","07048600",2017-02-24,14.5,"P"
"136","USGS","07048600",2017-02-25,12.4,"P"
"137","USGS","07048600",2017-02-26,11.2,"P"
"138","USGS","07048600",2017-02-27,11.6,"P"
"139","USGS","07048600",2017-02-28,13.4,"P"
"140","USGS","07048600",2017-03-01,13.5,"P"
"141","USGS","07048600",2017-03-02,12.4,"P"
"142","USGS","07048600",2017-03-03,12.2,"P"
"143","USGS","07048600",2017-03-04,12.6,"P"
"144","USGS","07048600",2017-03-05,12.6,"P"
"145","USGS","07048600",2017-03-06,14.2,"P"
"146","USGS","07048600",2017-03-07,13.8,"P"
"147","USGS","07048600",2017-03-08,13.2,"P"
"148","USGS","07048600",2017-03-09,13.4,"P"
"149","USGS","07048600",2017-03-10,13.5,"P"
"150","USGS","07048600",2017-03-11,12.3,"P"
"151","USGS","07048600",2017-03-12,10,"P"
"152","USGS","07048600",2017-03-13,9.3,"P"
"153","USGS","07048600",2017-03-14,8.6,"P"
"154","USGS","07048600",2017-03-15,7.9,"P"
"155","USGS","07048600",2017-03-16,8.4,"P"
"156","USGS","07048600",2017-03-17,10.2,"P"
"157","USGS","07048600",2017-03-18,12.1,"P"
"158","USGS","07048600",2017-03-19,14.6,"P"
"159","USGS","07048600",2017-03-20,16.8,"P"
"160","USGS","07048600",2017-03-21,18.4,"P"
"161","USGS","07048600",2017-03-22,16.8,"P"
"162","USGS","07048600",2017-03-23,16.6,"P"
"163","USGS","07048600",2017-03-24,16.1,"P"
"164","USGS","07048600",2017-03-25,13.8,"P"
"165","USGS","07048600",2017-03-26,13.2,"P"
"166","USGS","07048600",2017-03-27,14,"P"
"167","USGS","07048600",2017-03-28,14.4,"P"
"168","USGS","07048600",2017-03-29,16.1,"P"
"169","USGS","07048600",2017-03-30,15.4,"P"
"170","USGS","07048600",2017-03-31,13.7,"P"
"171","USGS","07048600",2017-04-01,14.8,"P"
"172","USGS","07048600",2017-04-02,15.8,"P"
"173","USGS","07048600",2017-04-03,16.1,"P"
"174","USGS","07048600",2017-04-04,16.4,"P"
"175","USGS","07048600",2017-04-05,15.4,"P"
"176","USGS","07048600",2017-04-06,13.5,"P"
"177","USGS","07048600",2017-04-07,13.9,"P"
"178","USGS","07048600",2017-04-08,15.1,"P"
"179","USGS","07048600",2017-04-09,16.9,"P"
"180","USGS","07048600",2017-04-10,18.3,"P"
"181","USGS","07048600",2017-04-11,18.6,"P"
"182","USGS","07048600",2017-04-12,19.2,"P"
"183","USGS","07048600",2017-04-13,19.9,"P"
"184","USGS","07048600",2017-04-14,20.2,"P"
