"","agency_cd","site_no","Date","UPSTREAM_Wtemp","UPSTREAM_Wtemp_cd","FLOATING_Wtemp","FLOATING_Wtemp_cd"
"438","USGS","02292900",2015-07-14,30.6,"A",NA,NA
"439","USGS","02292900",2015-07-15,30,"A",NA,NA
"440","USGS","02292900",2015-07-16,29.9,"A",NA,NA
"441","USGS","02292900",2015-07-17,29.8,"A",NA,NA
"442","USGS","02292900",2015-07-18,30,"A",NA,NA
"443","USGS","02292900",2015-07-19,30.3,"A",NA,NA
"444","USGS","02292900",2015-07-20,30.2,"A",NA,NA
"445","USGS","02292900",2015-07-21,30.5,"A",NA,NA
"446","USGS","02292900",2015-07-22,30.3,"A",NA,NA
"447","USGS","02292900",2015-07-23,30.1,"A",NA,NA
"448","USGS","02292900",2015-07-24,30.2,"A",NA,NA
"449","USGS","02292900",2015-07-25,29.8,"A",NA,NA
"450","USGS","02292900",2015-07-26,29.4,"A",NA,NA
"451","USGS","02292900",2015-07-27,29.2,"A",NA,NA
"452","USGS","02292900",2015-07-28,28.8,"A",NA,NA
"453","USGS","02292900",2015-07-29,28.9,"A",NA,NA
"454","USGS","02292900",2015-07-30,29.2,"A",NA,NA
"455","USGS","02292900",2015-07-31,29.7,"A",NA,NA
"456","USGS","02292900",2015-08-01,29.7,"A",NA,NA
"457","USGS","02292900",2015-08-02,29.8,"A",NA,NA
"458","USGS","02292900",2015-08-03,29.5,"A",NA,NA
"459","USGS","02292900",2015-08-04,30.1,"A",NA,NA
"460","USGS","02292900",2015-08-05,31.1,"A",NA,NA
"461","USGS","02292900",2015-08-06,31.2,"A",NA,NA
"462","USGS","02292900",2015-08-07,30.3,"A",NA,NA
"463","USGS","02292900",2015-08-08,29.8,"A",NA,NA
"464","USGS","02292900",2015-08-09,29.9,"A",NA,NA
"465","USGS","02292900",2015-08-10,31.2,"A",NA,NA
"466","USGS","02292900",2015-08-11,31.1,"A",NA,NA
"467","USGS","02292900",2015-08-12,30.5,"A",NA,NA
"468","USGS","02292900",2015-08-13,30.6,"A",NA,NA
"469","USGS","02292900",2015-08-14,30.5,"A",NA,NA
"470","USGS","02292900",2015-08-15,30.1,"A",NA,NA
"471","USGS","02292900",2015-08-16,29.9,"A",NA,NA
"472","USGS","02292900",2015-08-17,30.2,"A",NA,NA
"473","USGS","02292900",2015-08-18,30.3,"A",NA,NA
"474","USGS","02292900",2015-08-19,30.2,"A",NA,NA
"475","USGS","02292900",2015-08-20,30.4,"A",NA,NA
"476","USGS","02292900",2015-08-21,30.2,"A",NA,NA
"477","USGS","02292900",2015-08-22,30.6,"A",NA,NA
"478","USGS","02292900",2015-08-23,30.7,"A",NA,NA
"479","USGS","02292900",2015-08-24,31.6,"A",NA,NA
"480","USGS","02292900",2015-08-25,31.1,"A",NA,NA
"481","USGS","02292900",2015-08-26,31.1,"A",NA,NA
"482","USGS","02292900",2015-08-27,30.2,"A",NA,NA
"483","USGS","02292900",2015-08-28,30.2,"A",NA,NA
"484","USGS","02292900",2015-08-29,29.8,"A",NA,NA
"485","USGS","02292900",2015-08-30,29.3,"A",NA,NA
"486","USGS","02292900",2015-08-31,29.2,"A",NA,NA
"487","USGS","02292900",2015-09-01,29.6,"A",NA,NA
"488","USGS","02292900",2015-09-02,30.1,"A",NA,NA
"489","USGS","02292900",2015-09-03,30.5,"A",NA,NA
"490","USGS","02292900",2015-09-04,30.3,"A",NA,NA
"491","USGS","02292900",2015-09-05,30.5,"A",NA,NA
"492","USGS","02292900",2015-09-06,30.7,"A",NA,NA
"493","USGS","02292900",2015-09-07,29.9,"A",NA,NA
"494","USGS","02292900",2015-09-08,30.1,"A",NA,NA
"495","USGS","02292900",2015-09-09,30.6,"A",NA,NA
"496","USGS","02292900",2015-09-10,30.6,"A",NA,NA
"497","USGS","02292900",2015-09-11,30.4,"A",NA,NA
"498","USGS","02292900",2015-09-12,30.3,"A",NA,NA
"499","USGS","02292900",2015-09-13,29.8,"A",NA,NA
"500","USGS","02292900",2015-09-14,29.8,"A",NA,NA
"501","USGS","02292900",2015-09-15,29.3,"A",NA,NA
"502","USGS","02292900",2015-09-16,28.8,"A",NA,NA
"503","USGS","02292900",2015-09-17,28.2,"A",NA,NA
"504","USGS","02292900",2015-09-18,27.9,"A",NA,NA
"505","USGS","02292900",2015-09-19,28.2,"A",NA,NA
"506","USGS","02292900",2015-09-20,28.5,"A",NA,NA
"507","USGS","02292900",2015-09-21,28.9,"A",NA,NA
"508","USGS","02292900",2015-09-22,29.1,"A",NA,NA
"509","USGS","02292900",2015-09-23,29,"A",NA,NA
"510","USGS","02292900",2015-09-24,29.4,"A",NA,NA
"511","USGS","02292900",2015-09-25,29.2,"A",NA,NA
"512","USGS","02292900",2015-09-26,29.1,"A",NA,NA
"513","USGS","02292900",2015-09-27,28.9,"A",NA,NA
"514","USGS","02292900",2015-09-28,28.7,"A",NA,NA
"515","USGS","02292900",2015-09-29,28.3,"A",NA,NA
"516","USGS","02292900",2015-09-30,28.3,"A",NA,NA
"517","USGS","02292900",2015-10-01,28.5,"A",NA,NA
"518","USGS","02292900",2015-10-02,28.4,"A",NA,NA
"519","USGS","02292900",2015-10-03,28.4,"A",NA,NA
"520","USGS","02292900",2015-10-04,28.3,"A",NA,NA
"521","USGS","02292900",2015-10-05,28.1,"A",NA,NA
"522","USGS","02292900",2015-10-06,28.4,"A",NA,NA
"523","USGS","02292900",2015-10-07,28.4,"A",NA,NA
"524","USGS","02292900",2015-10-08,29.2,"A",NA,NA
"525","USGS","02292900",2015-10-09,29.2,"A",NA,NA
"526","USGS","02292900",2015-10-10,28.2,"A",NA,NA
"527","USGS","02292900",2015-10-11,28.2,"A",NA,NA
"528","USGS","02292900",2015-10-12,27.9,"A",NA,NA
"529","USGS","02292900",2015-10-13,28,"A",NA,NA
"530","USGS","02292900",2015-10-14,27.9,"A",NA,NA
"531","USGS","02292900",2015-10-15,28.4,"A",NA,NA
"532","USGS","02292900",2015-10-16,28.6,"A",NA,NA
"533","USGS","02292900",2015-10-17,28.1,"A",NA,NA
"534","USGS","02292900",2015-10-18,27.8,"A",NA,NA
"535","USGS","02292900",2015-10-19,27,"A",NA,NA
"536","USGS","02292900",2015-10-20,26.5,"A",NA,NA
"537","USGS","02292900",2015-10-21,26.6,"A",NA,NA
"538","USGS","02292900",2015-10-22,26.8,"A",NA,NA
"539","USGS","02292900",2015-10-23,26.7,"A",NA,NA
"540","USGS","02292900",2015-10-24,26.3,"A",NA,NA
"541","USGS","02292900",2015-10-25,26.4,"A",NA,NA
"542","USGS","02292900",2015-10-26,26.4,"A",NA,NA
"543","USGS","02292900",2015-10-27,26.1,"A",NA,NA
"544","USGS","02292900",2015-10-28,26.1,"A",NA,NA
"545","USGS","02292900",2015-10-29,26,"A",NA,NA
"546","USGS","02292900",2015-10-30,26.3,"A",NA,NA
"547","USGS","02292900",2015-10-31,26.7,"A",NA,NA
"548","USGS","02292900",2015-11-01,27.1,"A",NA,NA
"549","USGS","02292900",2015-11-02,27.9,"A",NA,NA
"550","USGS","02292900",2015-11-03,28.5,"A",NA,NA
"551","USGS","02292900",2015-11-04,28.9,"A",NA,NA
"552","USGS","02292900",2015-11-05,28.3,"A",NA,NA
"553","USGS","02292900",2015-11-06,28.1,"A",NA,NA
"554","USGS","02292900",2015-11-07,27.9,"A",NA,NA
"555","USGS","02292900",2015-11-08,27.7,"A",NA,NA
"556","USGS","02292900",2015-11-09,28,"A",NA,NA
"557","USGS","02292900",2015-11-10,27.7,"A",NA,NA
"558","USGS","02292900",2015-11-11,27.8,"A",NA,NA
"559","USGS","02292900",2015-11-12,28,"A",NA,NA
"560","USGS","02292900",2015-11-13,27.8,"A",NA,NA
"561","USGS","02292900",2015-11-14,27.3,"A",NA,NA
"562","USGS","02292900",2015-11-15,26.5,"A",NA,NA
"563","USGS","02292900",2015-11-16,26.2,"A",NA,NA
"564","USGS","02292900",2015-11-17,26,"A",NA,NA
"565","USGS","02292900",2015-11-18,26.1,"A",NA,NA
"566","USGS","02292900",2015-11-19,26.5,"A",NA,NA
"567","USGS","02292900",2015-11-20,26.5,"A",NA,NA
"568","USGS","02292900",2015-11-21,26.3,"A",NA,NA
"569","USGS","02292900",2015-11-22,26.1,"A",NA,NA
"570","USGS","02292900",2015-11-23,25.5,"A",NA,NA
"571","USGS","02292900",2015-11-24,24.7,"A",NA,NA
"572","USGS","02292900",2015-11-25,24.3,"A",NA,NA
"573","USGS","02292900",2015-11-26,24,"A",NA,NA
"574","USGS","02292900",2015-11-27,23.9,"A",NA,NA
"575","USGS","02292900",2015-11-28,23.9,"A",NA,NA
"576","USGS","02292900",2015-11-29,23.8,"A",NA,NA
"577","USGS","02292900",2015-11-30,23.9,"A",NA,NA
"578","USGS","02292900",2015-12-01,24.2,"A",NA,NA
"579","USGS","02292900",2015-12-02,24.6,"A",NA,NA
"580","USGS","02292900",2015-12-03,24.3,"A",NA,NA
"581","USGS","02292900",2015-12-04,23.5,"A",NA,NA
"582","USGS","02292900",2015-12-05,23.2,"A",NA,NA
"583","USGS","02292900",2015-12-06,23.2,"A",NA,NA
"584","USGS","02292900",2015-12-07,23.2,"A",NA,NA
"585","USGS","02292900",2015-12-08,22.8,"A",NA,NA
"586","USGS","02292900",2015-12-09,23.2,"A",NA,NA
"587","USGS","02292900",2015-12-10,23.4,"A",NA,NA
"588","USGS","02292900",2015-12-11,23.2,"A",NA,NA
"589","USGS","02292900",2015-12-12,22.9,"A",NA,NA
"590","USGS","02292900",2015-12-13,22.9,"A",NA,NA
"591","USGS","02292900",2015-12-14,23.4,"A",NA,NA
"592","USGS","02292900",2015-12-15,23.8,"A",NA,NA
"593","USGS","02292900",2015-12-16,24.4,"A",NA,NA
"594","USGS","02292900",2015-12-17,25,"A",NA,NA
"595","USGS","02292900",2015-12-18,24.3,"A",NA,NA
"596","USGS","02292900",2015-12-19,22.9,"A",NA,NA
"597","USGS","02292900",2015-12-20,22.3,"A",NA,NA
"598","USGS","02292900",2015-12-21,22.4,"A",NA,NA
"599","USGS","02292900",2015-12-22,22.9,"A",NA,NA
"600","USGS","02292900",2015-12-23,23.6,"A",NA,NA
"601","USGS","02292900",2015-12-24,23.9,"A",NA,NA
"602","USGS","02292900",2015-12-25,23.9,"A",NA,NA
"603","USGS","02292900",2015-12-26,23.8,"A",NA,NA
"604","USGS","02292900",2015-12-27,23.9,"A",NA,NA
"605","USGS","02292900",2015-12-28,24.2,"A",NA,NA
"606","USGS","02292900",2015-12-29,24.6,"A",NA,NA
"607","USGS","02292900",2015-12-30,24.6,"A",NA,NA
"608","USGS","02292900",2015-12-31,25,"A",NA,NA
"609","USGS","02292900",2016-01-01,25.2,"A",NA,NA
"610","USGS","02292900",2016-01-02,24.7,"A",NA,NA
"611","USGS","02292900",2016-01-03,23.9,"A",NA,NA
"612","USGS","02292900",2016-01-04,23.2,"A",NA,NA
"613","USGS","02292900",2016-01-05,22.6,"A",NA,NA
"614","USGS","02292900",2016-01-06,22.2,"A",NA,NA
"615","USGS","02292900",2016-01-07,22.1,"A",NA,NA
"616","USGS","02292900",2016-01-08,22.1,"A",NA,NA
"617","USGS","02292900",2016-01-09,22.3,"A",NA,NA
"618","USGS","02292900",2016-01-10,22.1,"A",NA,NA
"619","USGS","02292900",2016-01-11,21.6,"A",NA,NA
"620","USGS","02292900",2016-01-12,21.1,"A",NA,NA
"621","USGS","02292900",2016-01-13,20.5,"A",NA,NA
"622","USGS","02292900",2016-01-14,19.9,"A",NA,NA
"623","USGS","02292900",2016-01-15,19.8,"A",NA,NA
"624","USGS","02292900",2016-01-16,20.2,"A",NA,NA
"625","USGS","02292900",2016-01-17,19.8,"A",NA,NA
"626","USGS","02292900",2016-01-18,19.3,"A",NA,NA
"627","USGS","02292900",2016-01-19,18.7,"A",NA,NA
"628","USGS","02292900",2016-01-20,18.1,"A",NA,NA
"629","USGS","02292900",2016-01-21,17.8,"A",NA,NA
"630","USGS","02292900",2016-01-22,17.6,"A",NA,NA
"631","USGS","02292900",2016-01-23,17.1,"A",NA,NA
"632","USGS","02292900",2016-01-24,16.7,"A",NA,NA
"633","USGS","02292900",2016-01-25,17.1,"A",NA,NA
"634","USGS","02292900",2016-01-26,17.1,"A",NA,NA
"635","USGS","02292900",2016-01-27,17.4,"A",NA,NA
"636","USGS","02292900",2016-01-28,18,"A",NA,NA
"637","USGS","02292900",2016-01-29,18.4,"A",NA,NA
"638","USGS","02292900",2016-01-30,18.1,"A",NA,NA
"639","USGS","02292900",2016-01-31,17.9,"A",NA,NA
"640","USGS","02292900",2016-02-01,18.5,"A",NA,NA
"641","USGS","02292900",2016-02-02,19.6,"A",NA,NA
"642","USGS","02292900",2016-02-03,20.7,"A",NA,NA
"643","USGS","02292900",2016-02-04,21.7,"A",NA,NA
"644","USGS","02292900",2016-02-05,21.6,"A",NA,NA
"645","USGS","02292900",2016-02-06,21,"A",NA,NA
"646","USGS","02292900",2016-02-07,19.9,"A",NA,NA
"647","USGS","02292900",2016-02-08,18.8,"A",NA,NA
"648","USGS","02292900",2016-02-09,17.8,"A",NA,NA
"649","USGS","02292900",2016-02-10,17.1,"A",NA,NA
"650","USGS","02292900",2016-02-11,16.8,"A",NA,NA
"651","USGS","02292900",2016-02-12,16.7,"A",NA,NA
"652","USGS","02292900",2016-02-13,16.7,"A",NA,NA
"653","USGS","02292900",2016-02-14,16.9,"A",NA,NA
"654","USGS","02292900",2016-02-15,17.3,"A",NA,NA
"655","USGS","02292900",2016-02-16,18,"A",NA,NA
"656","USGS","02292900",2016-02-17,18.8,"A",NA,NA
"657","USGS","02292900",2016-02-18,19.3,"A",NA,NA
"658","USGS","02292900",2016-02-19,19.6,"A",NA,NA
"659","USGS","02292900",2016-02-20,19.7,"A",NA,NA
"660","USGS","02292900",2016-02-21,19.9,"A",NA,NA
"661","USGS","02292900",2016-02-22,20.1,"A",NA,NA
"662","USGS","02292900",2016-02-23,20.5,"A",NA,NA
"663","USGS","02292900",2016-02-24,21.2,"A",NA,NA
"664","USGS","02292900",2016-02-25,21.3,"A",NA,NA
"665","USGS","02292900",2016-02-26,21,"A",NA,NA
"666","USGS","02292900",2016-02-27,20.5,"A",NA,NA
"667","USGS","02292900",2016-02-28,19.9,"A",NA,NA
"668","USGS","02292900",2016-02-29,19.6,"A",NA,NA
"669","USGS","02292900",2016-03-01,19.5,"A",NA,NA
"670","USGS","02292900",2016-03-02,19.7,"A",NA,NA
"671","USGS","02292900",2016-03-03,20.4,"A",NA,NA
"672","USGS","02292900",2016-03-04,21.1,"A",NA,NA
"673","USGS","02292900",2016-03-05,21.6,"A",NA,NA
"674","USGS","02292900",2016-03-06,21.8,"A",NA,NA
"675","USGS","02292900",2016-03-07,21.8,"A",NA,NA
"676","USGS","02292900",2016-03-08,21.9,"A",NA,NA
"677","USGS","02292900",2016-03-09,22.1,"A",NA,NA
"678","USGS","02292900",2016-03-10,22.4,"A",NA,NA
"679","USGS","02292900",2016-03-11,22.5,"A",NA,NA
"680","USGS","02292900",2016-03-12,22.8,"A",NA,NA
"681","USGS","02292900",2016-03-13,23.2,"A",NA,NA
"682","USGS","02292900",2016-03-14,23.6,"A",NA,NA
"683","USGS","02292900",2016-03-15,24.3,"A",NA,NA
"684","USGS","02292900",2016-03-16,24.8,"A",NA,NA
"685","USGS","02292900",2016-03-17,25.4,"A",NA,NA
"686","USGS","02292900",2016-03-18,25.6,"A",NA,NA
"687","USGS","02292900",2016-03-19,25.3,"A",NA,NA
"688","USGS","02292900",2016-03-20,25.2,"A",NA,NA
"689","USGS","02292900",2016-03-21,24.6,"A",NA,NA
"690","USGS","02292900",2016-03-22,24.1,"A",NA,NA
"691","USGS","02292900",2016-03-23,24,"A",NA,NA
"692","USGS","02292900",2016-03-24,24,"A",NA,NA
"693","USGS","02292900",2016-03-25,24.4,"A",NA,NA
"694","USGS","02292900",2016-03-26,25,"A",NA,NA
"695","USGS","02292900",2016-03-27,25.6,"A",NA,NA
"696","USGS","02292900",2016-03-28,25.5,"A",NA,NA
"697","USGS","02292900",2016-03-29,24.9,"A",NA,NA
"698","USGS","02292900",2016-03-30,24.1,"A",NA,NA
"699","USGS","02292900",2016-03-31,24.9,"A",NA,NA
"700","USGS","02292900",2016-04-01,25.9,"A",NA,NA
"701","USGS","02292900",2016-04-02,26.2,"A",NA,NA
"702","USGS","02292900",2016-04-03,26,"A",NA,NA
"703","USGS","02292900",2016-04-04,25.8,"A",NA,NA
"704","USGS","02292900",2016-04-05,25.9,"A",NA,NA
"705","USGS","02292900",2016-04-06,25.6,"A",NA,NA
"706","USGS","02292900",2016-04-07,25.6,"A",NA,NA
"707","USGS","02292900",2016-04-08,25.6,"A",NA,NA
"708","USGS","02292900",2016-04-09,25.7,"A",NA,NA
"709","USGS","02292900",2016-04-10,25.3,"A",NA,NA
"710","USGS","02292900",2016-04-11,25,"A",NA,NA
"711","USGS","02292900",2016-04-12,25.3,"A",NA,NA
"712","USGS","02292900",2016-04-13,25.5,"A",NA,NA
"713","USGS","02292900",2016-04-14,25.7,"A",NA,NA
"714","USGS","02292900",2016-04-15,25.7,"A",NA,NA
"715","USGS","02292900",2016-04-16,25.5,"A",NA,NA
"716","USGS","02292900",2016-04-17,25.2,"A",NA,NA
"717","USGS","02292900",2016-04-18,25.1,"A",NA,NA
"718","USGS","02292900",2016-04-19,25.2,"A",NA,NA
"719","USGS","02292900",2016-04-20,25.2,"A",NA,NA
"720","USGS","02292900",2016-04-21,25.4,"A",NA,NA
"721","USGS","02292900",2016-04-22,26.1,"A",NA,NA
"722","USGS","02292900",2016-04-23,26.2,"A",NA,NA
"723","USGS","02292900",2016-04-24,26.4,"A",NA,NA
"724","USGS","02292900",2016-04-25,26.4,"A",NA,NA
"725","USGS","02292900",2016-04-26,26.5,"A",NA,NA
"726","USGS","02292900",2016-04-27,26.9,"A",NA,NA
"727","USGS","02292900",2016-04-28,27.2,"A",NA,NA
"728","USGS","02292900",2016-04-29,27.9,"A",NA,NA
"729","USGS","02292900",2016-04-30,27.6,"A",NA,NA
"730","USGS","02292900",2016-05-01,27.6,"A",NA,NA
"731","USGS","02292900",2016-05-02,28,"A",NA,NA
"732","USGS","02292900",2016-05-03,28.6,"A",NA,NA
"733","USGS","02292900",2016-05-04,28.1,"A",NA,NA
"734","USGS","02292900",2016-05-05,27.5,"A",NA,NA
"735","USGS","02292900",2016-05-06,27.4,"A",NA,NA
"736","USGS","02292900",2016-05-07,27.2,"A",NA,NA
"737","USGS","02292900",2016-05-08,27.5,"A",NA,NA
"738","USGS","02292900",2016-05-09,27.5,"A",NA,NA
"739","USGS","02292900",2016-05-10,27.2,"A",NA,NA
"740","USGS","02292900",2016-05-11,27.7,"A",NA,NA
"741","USGS","02292900",2016-05-12,27.3,"A",NA,NA
"742","USGS","02292900",2016-05-13,27.3,"A",NA,NA
"743","USGS","02292900",2016-05-14,27.5,"A",NA,NA
"744","USGS","02292900",2016-05-15,27.9,"A",NA,NA
"745","USGS","02292900",2016-05-16,28.2,"A",NA,NA
"746","USGS","02292900",2016-05-17,28.1,"A",NA,NA
"747","USGS","02292900",2016-05-18,28.2,"A",NA,NA
"748","USGS","02292900",2016-05-19,28.4,"A",NA,NA
"749","USGS","02292900",2016-05-20,28.9,"A",NA,NA
"750","USGS","02292900",2016-05-21,29,"A",NA,NA
"751","USGS","02292900",2016-05-22,29.2,"A",NA,NA
"752","USGS","02292900",2016-05-23,29.1,"A",NA,NA
"753","USGS","02292900",2016-05-24,29.3,"A",NA,NA
"754","USGS","02292900",2016-05-25,29.3,"A",NA,NA
"755","USGS","02292900",2016-05-26,29.1,"A",NA,NA
"756","USGS","02292900",2016-05-27,28.9,"A",NA,NA
"757","USGS","02292900",2016-05-28,28.9,"A",NA,NA
"758","USGS","02292900",2016-05-29,28.8,"A",NA,NA
"759","USGS","02292900",2016-05-30,29.1,"A",NA,NA
"760","USGS","02292900",2016-05-31,29.3,"A",NA,NA
"761","USGS","02292900",2016-06-01,29.7,"A",NA,NA
"762","USGS","02292900",2016-06-02,30.2,"A",NA,NA
"763","USGS","02292900",2016-06-03,30.3,"A",NA,NA
"764","USGS","02292900",2016-06-04,30.6,"A",NA,NA
"765","USGS","02292900",2016-06-05,30.8,"A",NA,NA
"766","USGS","02292900",2016-06-06,30.4,"A",NA,NA
"767","USGS","02292900",2016-06-07,30.3,"A",NA,NA
"768","USGS","02292900",2016-06-08,30.2,"A",NA,NA
"769","USGS","02292900",2016-06-09,29.6,"A",NA,NA
"770","USGS","02292900",2016-06-10,28.2,"A",NA,NA
"771","USGS","02292900",2016-06-11,27.7,"A",NA,NA
"772","USGS","02292900",2016-06-12,28.2,"A",NA,NA
"773","USGS","02292900",2016-06-13,28.6,"A",NA,NA
"774","USGS","02292900",2016-06-14,29.3,"A",NA,NA
"775","USGS","02292900",2016-06-15,30.1,"A",NA,NA
"776","USGS","02292900",2016-06-16,30.7,"A",NA,NA
"777","USGS","02292900",2016-06-17,30.4,"A",NA,NA
"778","USGS","02292900",2016-06-18,30.1,"A",NA,NA
"779","USGS","02292900",2016-06-19,29.7,"A",NA,NA
"780","USGS","02292900",2016-06-20,29,"A",NA,NA
"781","USGS","02292900",2016-06-21,28.8,"A",NA,NA
"782","USGS","02292900",2016-06-22,29.1,"A",NA,NA
"783","USGS","02292900",2016-06-23,29.5,"A",NA,NA
"784","USGS","02292900",2016-06-24,29.7,"A",NA,NA
"785","USGS","02292900",2016-06-25,30,"A",NA,NA
"786","USGS","02292900",2016-06-26,30.4,"A",NA,NA
"787","USGS","02292900",2016-06-27,30.6,"A",NA,NA
"788","USGS","02292900",2016-06-28,30.8,"A",NA,NA
"789","USGS","02292900",2016-06-29,31,"A",NA,NA
"790","USGS","02292900",2016-06-30,30.9,"A",NA,NA
"791","USGS","02292900",2016-07-01,30.6,"A",NA,NA
"792","USGS","02292900",2016-07-02,31.1,"A",NA,NA
"793","USGS","02292900",2016-07-03,31.2,"A",NA,NA
"794","USGS","02292900",2016-07-04,31,"A",NA,NA
"795","USGS","02292900",2016-07-05,31.2,"A",NA,NA
"796","USGS","02292900",2016-07-06,31.5,"A",NA,NA
"797","USGS","02292900",2016-07-07,32,"A",NA,NA
"798","USGS","02292900",2016-07-08,32.1,"A",NA,NA
"799","USGS","02292900",2016-07-09,31.9,"A",NA,NA
"800","USGS","02292900",2016-07-10,32.4,"A",NA,NA
"801","USGS","02292900",2016-07-11,32.4,"A",NA,NA
"802","USGS","02292900",2016-07-12,32,"A",NA,NA
"803","USGS","02292900",2016-07-13,31.8,"A",NA,NA
"804","USGS","02292900",2016-07-14,31.3,"A",NA,NA
"805","USGS","02292900",2016-07-15,31.2,"A",NA,NA
"806","USGS","02292900",2016-07-16,31.2,"A",NA,NA
"807","USGS","02292900",2016-07-17,30.6,"A",NA,NA
"808","USGS","02292900",2016-07-18,30.5,"A",NA,NA
"809","USGS","02292900",2016-07-19,30.4,"A",NA,NA
"810","USGS","02292900",2016-07-20,30.4,"A",NA,NA
"811","USGS","02292900",2016-07-21,30.7,"A",NA,NA
"812","USGS","02292900",2016-07-22,30.5,"A",NA,NA
"813","USGS","02292900",2016-07-23,30.3,"A",NA,NA
"814","USGS","02292900",2016-07-24,30.2,"A",NA,NA
"815","USGS","02292900",2016-07-25,30.2,"A",NA,NA
"816","USGS","02292900",2016-07-26,30.4,"A",NA,NA
"817","USGS","02292900",2016-07-27,30.8,"A",NA,NA
"818","USGS","02292900",2016-07-28,31.2,"A",NA,NA
"819","USGS","02292900",2016-07-29,31.1,"A",NA,NA
"820","USGS","02292900",2016-07-30,30.6,"A",NA,NA
"821","USGS","02292900",2016-07-31,30.5,"A",NA,NA
"822","USGS","02292900",2016-08-01,30.7,"A",NA,NA
"823","USGS","02292900",2016-08-02,30.9,"A",NA,NA
"824","USGS","02292900",2016-08-03,30.6,"A",NA,NA
"825","USGS","02292900",2016-08-04,30.5,"A",NA,NA
"826","USGS","02292900",2016-08-05,30.8,"A",NA,NA
"827","USGS","02292900",2016-08-06,30.2,"A",NA,NA
"828","USGS","02292900",2016-08-07,29.7,"A",NA,NA
"829","USGS","02292900",2016-08-08,29.4,"A",NA,NA
"830","USGS","02292900",2016-08-09,29.7,"A",NA,NA
"831","USGS","02292900",2016-08-10,29.8,"A",NA,NA
"832","USGS","02292900",2016-08-11,30.3,"A",NA,NA
"833","USGS","02292900",2016-08-12,30.1,"A",NA,NA
"834","USGS","02292900",2016-08-13,29.8,"A",NA,NA
"835","USGS","02292900",2016-08-14,29.7,"A",NA,NA
"836","USGS","02292900",2016-08-15,29.8,"A",NA,NA
"837","USGS","02292900",2016-08-16,29.9,"A",NA,NA
"838","USGS","02292900",2016-08-17,30.1,"A",NA,NA
"839","USGS","02292900",2016-08-18,30.4,"A",NA,NA
"840","USGS","02292900",2016-08-19,31,"A",NA,NA
"841","USGS","02292900",2016-08-20,31.2,"A",NA,NA
"842","USGS","02292900",2016-08-21,30.9,"A",NA,NA
"843","USGS","02292900",2016-08-22,31.3,"A",NA,NA
"844","USGS","02292900",2016-08-23,31.6,"A",NA,NA
"845","USGS","02292900",2016-08-24,31.3,"A",NA,NA
"846","USGS","02292900",2016-08-25,30.9,"A",NA,NA
"847","USGS","02292900",2016-08-26,31,"A",NA,NA
"848","USGS","02292900",2016-08-27,30.9,"A",NA,NA
"849","USGS","02292900",2016-08-28,30.7,"A",NA,NA
"850","USGS","02292900",2016-08-29,30.7,"A",NA,NA
"851","USGS","02292900",2016-08-30,30.4,"A",NA,NA
"852","USGS","02292900",2016-08-31,29.9,"A",NA,NA
"853","USGS","02292900",2016-09-01,29.4,"A",NA,NA
"854","USGS","02292900",2016-09-02,28.9,"A",NA,NA
"855","USGS","02292900",2016-09-03,29.1,"A",NA,NA
"856","USGS","02292900",2016-09-04,29.2,"A",NA,NA
"857","USGS","02292900",2016-09-05,29.2,"A",NA,NA
"858","USGS","02292900",2016-09-06,28.9,"A",NA,NA
"859","USGS","02292900",2016-09-07,28.7,"A",NA,NA
"860","USGS","02292900",2016-09-08,28.9,"A",NA,NA
"861","USGS","02292900",2016-09-09,29.2,"A",NA,NA
"862","USGS","02292900",2016-09-10,29.4,"A",NA,NA
"863","USGS","02292900",2016-09-11,29.5,"A",NA,NA
"864","USGS","02292900",2016-09-12,29.6,"A",NA,NA
"865","USGS","02292900",2016-09-13,29.6,"A",NA,NA
"866","USGS","02292900",2016-09-14,29.6,"A",NA,NA
"867","USGS","02292900",2016-09-15,29.7,"A",NA,NA
"868","USGS","02292900",2016-09-16,29.7,"A",NA,NA
"869","USGS","02292900",2016-09-17,30,"A",NA,NA
"870","USGS","02292900",2016-09-18,30.1,"A",NA,NA
"871","USGS","02292900",2016-09-19,30.2,"A",NA,NA
"872","USGS","02292900",2016-09-20,30.3,"A",NA,NA
"873","USGS","02292900",2016-09-21,30.6,"A",NA,NA
"874","USGS","02292900",2016-09-22,30.6,"A",NA,NA
"875","USGS","02292900",2016-09-23,30.4,"A",NA,NA
"876","USGS","02292900",2016-09-24,29.9,"A",NA,NA
"877","USGS","02292900",2016-09-25,29.9,"A",NA,NA
"878","USGS","02292900",2016-09-26,29.6,"A",NA,NA
"879","USGS","02292900",2016-09-27,29.3,"A",NA,NA
"880","USGS","02292900",2016-09-28,29.2,"A",NA,NA
"881","USGS","02292900",2016-09-29,28.9,"A",NA,NA
"882","USGS","02292900",2016-09-30,28.7,"A",NA,NA
"883","USGS","02292900",2016-10-01,28.6,"A",NA,NA
"884","USGS","02292900",2016-10-02,28.5,"A",NA,NA
"885","USGS","02292900",2016-10-03,28.5,"A",NA,NA
"886","USGS","02292900",2016-10-04,28.6,"A",NA,NA
"887","USGS","02292900",2016-10-05,28.6,"A",NA,NA
"888","USGS","02292900",2016-10-06,28.4,"A",NA,NA
