"","agency_cd","site_no","Date","UPSTREAM_Wtemp","UPSTREAM_Wtemp_cd","FLOATING_Wtemp","FLOATING_Wtemp_cd"
"889","USGS","02292900",2016-10-07,28,"A",NA,NA
"890","USGS","02292900",2016-10-08,27.9,"A",NA,NA
"891","USGS","02292900",2016-10-09,28,"A",NA,NA
"892","USGS","02292900",2016-10-10,27.6,"A",NA,NA
"893","USGS","02292900",2016-10-11,27.3,"A",NA,NA
"894","USGS","02292900",2016-10-12,26.9,"A",NA,NA
"895","USGS","02292900",2016-10-13,26.7,"A",NA,NA
"896","USGS","02292900",2016-10-14,26.4,"A",NA,NA
"897","USGS","02292900",2016-10-15,26.3,"A",NA,NA
"898","USGS","02292900",2016-10-16,26.4,"A",NA,NA
"899","USGS","02292900",2016-10-17,26.6,"A",NA,NA
"900","USGS","02292900",2016-10-18,26.7,"A",NA,NA
"901","USGS","02292900",2016-10-19,26.8,"A",NA,NA
"902","USGS","02292900",2016-10-20,26.7,"A",NA,NA
"903","USGS","02292900",2016-10-21,26.6,"A",NA,NA
"904","USGS","02292900",2016-10-22,26.3,"A",NA,NA
"905","USGS","02292900",2016-10-23,25.9,"A",NA,NA
"906","USGS","02292900",2016-10-24,25.5,"A",NA,NA
"907","USGS","02292900",2016-10-25,25.2,"A",NA,NA
"908","USGS","02292900",2016-10-26,24.8,"A",NA,NA
"909","USGS","02292900",2016-10-27,24.5,"A",NA,NA
"910","USGS","02292900",2016-10-28,24.4,"A",NA,NA
"911","USGS","02292900",2016-10-29,24.2,"A",NA,NA
"912","USGS","02292900",2016-10-30,24.1,"A",NA,NA
"913","USGS","02292900",2016-10-31,24,"A",NA,NA
"914","USGS","02292900",2016-11-01,24,"A",NA,NA
"915","USGS","02292900",2016-11-02,24,"A",NA,NA
"916","USGS","02292900",2016-11-03,24.1,"A",NA,NA
"917","USGS","02292900",2016-11-04,24.5,"A",NA,NA
"918","USGS","02292900",2016-11-05,24.4,"A",NA,NA
"919","USGS","02292900",2016-11-06,24.2,"A",NA,NA
"920","USGS","02292900",2016-11-07,24,"A",NA,NA
"921","USGS","02292900",2016-11-08,24,"A",NA,NA
"922","USGS","02292900",2016-11-09,24.2,"A",NA,NA
"923","USGS","02292900",2016-11-10,24.6,"A",NA,NA
"924","USGS","02292900",2016-11-11,24.4,"A",NA,NA
"925","USGS","02292900",2016-11-12,24.1,"A",NA,NA
"926","USGS","02292900",2016-11-13,24.1,"A",NA,NA
"927","USGS","02292900",2016-11-14,23.9,"A",NA,NA
"928","USGS","02292900",2016-11-15,23.6,"A",NA,NA
"929","USGS","02292900",2016-11-16,23.3,"A",NA,NA
"930","USGS","02292900",2016-11-17,23.1,"A",NA,NA
"931","USGS","02292900",2016-11-18,23.1,"A",NA,NA
"932","USGS","02292900",2016-11-19,22.9,"A",NA,NA
"933","USGS","02292900",2016-11-20,22.5,"A",NA,NA
"934","USGS","02292900",2016-11-21,22,"A",NA,NA
"935","USGS","02292900",2016-11-22,21.7,"A",NA,NA
"936","USGS","02292900",2016-11-23,21.8,"A",NA,NA
"937","USGS","02292900",2016-11-24,22.1,"A",NA,NA
"938","USGS","02292900",2016-11-25,22.1,"A",NA,NA
"939","USGS","02292900",2016-11-26,22,"A",NA,NA
"940","USGS","02292900",2016-11-27,21.9,"A",NA,NA
"941","USGS","02292900",2016-11-28,21.7,"A",NA,NA
"942","USGS","02292900",2016-11-29,21.9,"A",NA,NA
"943","USGS","02292900",2016-11-30,22.4,"A",NA,NA
"944","USGS","02292900",2016-12-01,22.8,"A",NA,NA
"945","USGS","02292900",2016-12-02,22.7,"A",NA,NA
"946","USGS","02292900",2016-12-03,22.4,"A",NA,NA
"947","USGS","02292900",2016-12-04,22.2,"A",NA,NA
"948","USGS","02292900",2016-12-05,22.7,"A",NA,NA
"949","USGS","02292900",2016-12-06,23.1,"A",NA,NA
"950","USGS","02292900",2016-12-07,23.1,"A",NA,NA
"951","USGS","02292900",2016-12-08,22.7,"A",NA,NA
"952","USGS","02292900",2016-12-09,22.3,"A",NA,NA
"953","USGS","02292900",2016-12-10,21.7,"A",NA,NA
"954","USGS","02292900",2016-12-11,21.6,"A",NA,NA
"955","USGS","02292900",2016-12-12,22.3,"A",NA,NA
"956","USGS","02292900",2016-12-13,22.5,"A",NA,NA
"957","USGS","02292900",2016-12-14,22.5,"A",NA,NA
"958","USGS","02292900",2016-12-15,22.3,"A",NA,NA
"959","USGS","02292900",2016-12-16,22.2,"A",NA,NA
"960","USGS","02292900",2016-12-17,22.4,"A",NA,NA
"961","USGS","02292900",2016-12-18,23,"A",NA,NA
"962","USGS","02292900",2016-12-19,23.8,"A",NA,NA
"963","USGS","02292900",2016-12-20,24.3,"A",NA,NA
"964","USGS","02292900",2016-12-21,23.9,"A",NA,NA
"965","USGS","02292900",2016-12-22,23.6,"A",NA,NA
"966","USGS","02292900",2016-12-23,23.1,"A",NA,NA
"967","USGS","02292900",2016-12-24,22.9,"A",NA,NA
"968","USGS","02292900",2016-12-25,23.1,"A",NA,NA
"969","USGS","02292900",2016-12-26,23.1,"A",NA,NA
"970","USGS","02292900",2016-12-27,23.5,"A",NA,NA
"971","USGS","02292900",2016-12-28,23.9,"A",NA,NA
"972","USGS","02292900",2016-12-29,23.5,"A",NA,NA
"973","USGS","02292900",2016-12-30,22.7,"A",NA,NA
"974","USGS","02292900",2016-12-31,22.2,"A",NA,NA
"975","USGS","02292900",2017-01-01,22.3,"A",NA,NA
"976","USGS","02292900",2017-01-02,22.7,"A",NA,NA
"977","USGS","02292900",2017-01-03,22.8,"A",NA,NA
"978","USGS","02292900",2017-01-04,22.8,"A",NA,NA
"979","USGS","02292900",2017-01-05,22.5,"A",NA,NA
"980","USGS","02292900",2017-01-06,22.6,"A",NA,NA
"981","USGS","02292900",2017-01-07,22.5,"A",NA,NA
"982","USGS","02292900",2017-01-08,21.1,"A",NA,NA
"983","USGS","02292900",2017-01-09,20.3,"A",NA,NA
"984","USGS","02292900",2017-01-10,20,"A",NA,NA
"985","USGS","02292900",2017-01-11,20,"A",NA,NA
"986","USGS","02292900",2017-01-12,20.2,"A",NA,NA
"987","USGS","02292900",2017-01-13,20.4,"A",NA,NA
"988","USGS","02292900",2017-01-14,20.4,"A",NA,NA
"989","USGS","02292900",2017-01-15,20.6,"A",NA,NA
"990","USGS","02292900",2017-01-16,20.6,"A",NA,NA
"991","USGS","02292900",2017-01-17,21.1,"A",NA,NA
"992","USGS","02292900",2017-01-18,21.3,"A",NA,NA
"993","USGS","02292900",2017-01-19,21.1,"A",NA,NA
"994","USGS","02292900",2017-01-20,21.2,"A",NA,NA
"995","USGS","02292900",2017-01-21,21.6,"A",NA,NA
"996","USGS","02292900",2017-01-22,21.8,"A",NA,NA
"997","USGS","02292900",2017-01-23,21.2,"A",NA,NA
"998","USGS","02292900",2017-01-24,21.1,"A",NA,NA
"999","USGS","02292900",2017-01-25,21.5,"A",NA,NA
"1000","USGS","02292900",2017-01-26,21.5,"A",NA,NA
"1001","USGS","02292900",2017-01-27,21.5,"A",NA,NA
"1002","USGS","02292900",2017-01-28,21.1,"A",NA,NA
"1003","USGS","02292900",2017-01-29,20.6,"A",NA,NA
"1004","USGS","02292900",2017-01-30,20.3,"A",NA,NA
"1005","USGS","02292900",2017-01-31,20.3,"A",NA,NA
"1006","USGS","02292900",2017-02-01,20.6,"A",NA,NA
"1007","USGS","02292900",2017-02-02,20.9,"A",NA,NA
"1008","USGS","02292900",2017-02-03,20.8,"A",NA,NA
"1009","USGS","02292900",2017-02-04,20.8,"A",NA,NA
"1010","USGS","02292900",2017-02-05,21,"A",NA,NA
"1011","USGS","02292900",2017-02-06,21.2,"A",NA,NA
"1012","USGS","02292900",2017-02-07,21.9,"A",NA,NA
"1013","USGS","02292900",2017-02-08,21.8,"A",NA,NA
"1014","USGS","02292900",2017-02-09,21.5,"A",NA,NA
"1015","USGS","02292900",2017-02-10,21.2,"A",NA,NA
"1016","USGS","02292900",2017-02-11,21.8,"A",NA,NA
"1017","USGS","02292900",2017-02-12,21.9,"A",NA,NA
"1018","USGS","02292900",2017-02-13,21.7,"A",NA,NA
"1019","USGS","02292900",2017-02-14,21.8,"A",NA,NA
"1020","USGS","02292900",2017-02-15,21.9,"A",NA,NA
"1021","USGS","02292900",2017-02-16,21.8,"A",NA,NA
"1022","USGS","02292900",2017-02-17,22.3,"A",NA,NA
"1023","USGS","02292900",2017-02-18,22.5,"A",NA,NA
"1024","USGS","02292900",2017-02-19,22.6,"A",NA,NA
"1025","USGS","02292900",2017-02-20,23.1,"A",NA,NA
"1026","USGS","02292900",2017-02-21,23.3,"A",NA,NA
"1027","USGS","02292900",2017-02-22,23,"A",NA,NA
"1028","USGS","02292900",2017-02-23,22.6,"A",NA,NA
"1029","USGS","02292900",2017-02-24,23,"A",NA,NA
"1030","USGS","02292900",2017-02-25,23.3,"A",NA,NA
"1031","USGS","02292900",2017-02-26,23.3,"A",NA,NA
"1032","USGS","02292900",2017-02-27,23.4,"A",NA,NA
"1033","USGS","02292900",2017-02-28,24,"A",NA,NA
"1034","USGS","02292900",2017-03-01,24.6,"A",NA,NA
"1035","USGS","02292900",2017-03-02,24.6,"A",NA,NA
"1036","USGS","02292900",2017-03-03,23.9,"A",NA,NA
"1037","USGS","02292900",2017-03-04,23.4,"A",NA,NA
"1038","USGS","02292900",2017-03-05,22.9,"A",NA,NA
"1039","USGS","02292900",2017-03-06,22.6,"A",NA,NA
"1040","USGS","02292900",2017-03-07,22.4,"A",NA,NA
"1041","USGS","02292900",2017-03-08,22.8,"A",NA,NA
"1042","USGS","02292900",2017-03-09,23.6,"A",NA,NA
"1043","USGS","02292900",2017-03-10,23.5,"A",NA,NA
"1044","USGS","02292900",2017-03-11,23.6,"A",NA,NA
"1045","USGS","02292900",2017-03-12,23.9,"A",NA,NA
"1046","USGS","02292900",2017-03-13,23.9,"A",NA,NA
"1047","USGS","02292900",2017-03-14,23.3,"A",NA,NA
"1048","USGS","02292900",2017-03-15,22.8,"A",NA,NA
"1049","USGS","02292900",2017-03-16,22.4,"A",NA,NA
"1050","USGS","02292900",2017-03-17,22.2,"A",NA,NA
"1051","USGS","02292900",2017-03-18,22.4,"A",NA,NA
"1052","USGS","02292900",2017-03-19,22.2,"A",NA,NA
"1053","USGS","02292900",2017-03-20,22.5,"A",NA,NA
"1054","USGS","02292900",2017-03-21,22.8,"A",NA,NA
"1055","USGS","02292900",2017-03-22,22.3,"A",NA,NA
"1056","USGS","02292900",2017-03-23,22.6,"A",NA,NA
"1057","USGS","02292900",2017-03-24,23.1,"A",NA,NA
"1058","USGS","02292900",2017-03-25,23.2,"A",NA,NA
"1059","USGS","02292900",2017-03-26,23.4,"A",NA,NA
"1060","USGS","02292900",2017-03-27,24,"A",NA,NA
"1061","USGS","02292900",2017-03-28,24.7,"A",NA,NA
"1062","USGS","02292900",2017-03-29,24.9,"A",NA,NA
"1063","USGS","02292900",2017-03-30,25.1,"A",NA,NA
"1064","USGS","02292900",2017-03-31,24.6,"A",NA,NA
"1065","USGS","02292900",2017-04-01,24.7,"A",NA,NA
"1066","USGS","02292900",2017-04-02,25.6,"A",NA,NA
"1067","USGS","02292900",2017-04-03,26.2,"A",NA,NA
"1068","USGS","02292900",2017-04-04,26.4,"A",NA,NA
"1069","USGS","02292900",2017-04-05,26.5,"A",NA,NA
"1070","USGS","02292900",2017-04-06,26,"A",NA,NA
"1071","USGS","02292900",2017-04-07,24.9,"A",NA,NA
"1072","USGS","02292900",2017-04-08,24.7,"A",NA,NA
"1073","USGS","02292900",2017-04-09,24.6,"A",NA,NA
"1074","USGS","02292900",2017-04-10,24.7,"A",NA,NA
"1075","USGS","02292900",2017-04-11,25,"A",NA,NA
"1076","USGS","02292900",2017-04-12,25.1,"A",NA,NA
"1077","USGS","02292900",2017-04-13,25.1,"A",NA,NA
"1078","USGS","02292900",2017-04-14,25.1,"A",NA,NA
"1079","USGS","02292900",2017-04-15,25.1,"A",NA,NA
"1080","USGS","02292900",2017-04-16,25.1,"A",NA,NA
"1081","USGS","02292900",2017-04-17,25.1,"A",NA,NA
"1082","USGS","02292900",2017-04-18,25,"A",NA,NA
"1083","USGS","02292900",2017-04-19,25.4,"A",NA,NA
"1084","USGS","02292900",2017-04-20,25.7,"A",NA,NA
"1085","USGS","02292900",2017-04-21,26,"A",NA,NA
"1086","USGS","02292900",2017-04-22,25.9,"A",NA,NA
"1087","USGS","02292900",2017-04-23,25.8,"A",NA,NA
"1088","USGS","02292900",2017-04-24,25.7,"A",NA,NA
"1089","USGS","02292900",2017-04-25,25.4,"A",NA,NA
"1090","USGS","02292900",2017-04-26,25.8,"A",NA,NA
"1091","USGS","02292900",2017-04-27,26.5,"A",NA,NA
"1092","USGS","02292900",2017-04-28,27,"A",NA,NA
"1093","USGS","02292900",2017-04-29,27.4,"A",NA,NA
"1094","USGS","02292900",2017-04-30,27.2,"A",NA,NA
"1095","USGS","02292900",2017-05-01,27.3,"A",NA,NA
"1096","USGS","02292900",2017-05-02,27.3,"A",NA,NA
"1097","USGS","02292900",2017-05-05,27.4,"A",NA,NA
"1098","USGS","02292900",2017-05-06,26.7,"A",NA,NA
"1099","USGS","02292900",2017-05-07,26.5,"A",NA,NA
"1100","USGS","02292900",2017-05-08,26.8,"A",NA,NA
"1101","USGS","02292900",2017-05-09,27.7,"A",NA,NA
"1102","USGS","02292900",2017-05-10,27.8,"A",NA,NA
"1103","USGS","02292900",2017-05-11,27.5,"A",NA,NA
"1104","USGS","02292900",2017-05-12,27.6,"A",NA,NA
"1105","USGS","02292900",2017-05-13,27.8,"A",NA,NA
"1106","USGS","02292900",2017-05-14,27.9,"A",NA,NA
"1107","USGS","02292900",2017-05-15,28.6,"A",NA,NA
"1108","USGS","02292900",2017-05-16,29.4,"A",NA,NA
"1109","USGS","02292900",2017-05-17,29.4,"A",NA,NA
"1110","USGS","02292900",2017-05-18,29.2,"A",NA,NA
"1111","USGS","02292900",2017-05-19,29,"A",NA,NA
"1112","USGS","02292900",2017-05-20,29,"A",NA,NA
"1113","USGS","02292900",2017-05-21,29.4,"A",NA,NA
"1114","USGS","02292900",2017-05-22,30,"A",NA,NA
"1115","USGS","02292900",2017-05-23,29.5,"A",NA,NA
"1116","USGS","02292900",2017-05-24,28.9,"A",NA,NA
"1117","USGS","02292900",2017-05-25,28.5,"A",NA,NA
"1118","USGS","02292900",2017-05-26,28.8,"A",NA,NA
"1119","USGS","02292900",2017-05-27,29,"A",NA,NA
"1120","USGS","02292900",2017-05-28,29.1,"A",NA,NA
"1121","USGS","02292900",2017-05-29,29.8,"A",NA,NA
"1122","USGS","02292900",2017-05-30,30.7,"A",NA,NA
"1123","USGS","02292900",2017-05-31,31.1,"A",NA,NA
"1124","USGS","02292900",2017-06-01,31.1,"A",NA,NA
"1125","USGS","02292900",2017-06-02,30.6,"A",NA,NA
"1126","USGS","02292900",2017-06-03,29.9,"A",NA,NA
"1127","USGS","02292900",2017-06-04,29.7,"A",NA,NA
"1128","USGS","02292900",2017-06-05,29.2,"A",NA,NA
"1129","USGS","02292900",2017-06-06,28.7,"A",NA,NA
"1130","USGS","02292900",2017-06-07,27.8,"A",NA,NA
"1131","USGS","02292900",2017-06-08,27.1,"A",NA,NA
"1132","USGS","02292900",2017-06-09,27.7,"A",NA,NA
"1133","USGS","02292900",2017-06-10,27.3,"A",NA,NA
"1134","USGS","02292900",2017-06-11,27,"A",NA,NA
"1135","USGS","02292900",2017-06-12,27.4,"A",NA,NA
"1136","USGS","02292900",2017-06-13,27.8,"A",NA,NA
"1137","USGS","02292900",2017-06-14,27.9,"A",NA,NA
"1138","USGS","02292900",2017-06-15,27.8,"A",NA,NA
"1139","USGS","02292900",2017-06-16,27.5,"A",NA,NA
"1140","USGS","02292900",2017-06-17,27.6,"A",NA,NA
"1141","USGS","02292900",2017-06-18,28.3,"A",NA,NA
"1142","USGS","02292900",2017-06-19,28.2,"A",NA,NA
"1143","USGS","02292900",2017-06-20,28.5,"A",NA,NA
"1144","USGS","02292900",2017-06-21,28.9,"A",NA,NA
"1145","USGS","02292900",2017-06-22,29.1,"A",NA,NA
"1146","USGS","02292900",2017-06-23,30.1,"A",NA,NA
"1147","USGS","02292900",2017-06-24,30.7,"A",NA,NA
"1148","USGS","02292900",2017-06-25,31,"A",NA,NA
"1149","USGS","02292900",2017-06-26,30.7,"A",NA,NA
"1150","USGS","02292900",2017-06-27,30.4,"A",NA,NA
"1151","USGS","02292900",2017-06-28,30.7,"A",NA,NA
"1152","USGS","02292900",2017-06-29,31.2,"A",NA,NA
"1153","USGS","02292900",2017-06-30,31,"A",NA,NA
"1154","USGS","02292900",2017-07-01,30.9,"A",NA,NA
"1155","USGS","02292900",2017-07-02,31.8,"A",NA,NA
"1156","USGS","02292900",2017-07-03,32.5,"A",NA,NA
"1157","USGS","02292900",2017-07-04,32.7,"A",NA,NA
"1158","USGS","02292900",2017-07-05,32.1,"A",NA,NA
"1159","USGS","02292900",2017-07-06,32.3,"A",NA,NA
"1160","USGS","02292900",2017-07-07,31.7,"A",NA,NA
"1161","USGS","02292900",2017-07-08,31.6,"A",NA,NA
"1162","USGS","02292900",2017-07-09,31.5,"A",NA,NA
"1163","USGS","02292900",2017-07-10,31.3,"A",NA,NA
"1164","USGS","02292900",2017-07-11,31.1,"A",NA,NA
"1165","USGS","02292900",2017-07-12,30.6,"A",NA,NA
"1166","USGS","02292900",2017-07-13,30.4,"A",NA,NA
"1167","USGS","02292900",2017-07-14,30.5,"A",NA,NA
"1168","USGS","02292900",2017-07-15,31,"A",NA,NA
"1169","USGS","02292900",2017-07-16,31.3,"A",NA,NA
"1170","USGS","02292900",2017-07-17,30.8,"A",NA,NA
"1171","USGS","02292900",2017-07-18,30.6,"A",NA,NA
"1172","USGS","02292900",2017-07-19,30.2,"A",NA,NA
"1173","USGS","02292900",2017-07-20,30.5,"A",NA,NA
"1174","USGS","02292900",2017-07-21,29.8,"A",NA,NA
"1175","USGS","02292900",2017-07-22,29.6,"A",NA,NA
"1176","USGS","02292900",2017-07-23,29.6,"A",NA,NA
"1177","USGS","02292900",2017-07-24,30,"A",NA,NA
"1178","USGS","02292900",2017-07-25,31.6,"A",NA,NA
"1179","USGS","02292900",2017-07-26,32.4,"A",NA,NA
"1180","USGS","02292900",2017-07-27,32.6,"A",NA,NA
"1181","USGS","02292900",2017-07-28,31.4,"A",NA,NA
"1182","USGS","02292900",2017-07-29,31,"A",NA,NA
"1183","USGS","02292900",2017-07-30,30.5,"A",NA,NA
"1184","USGS","02292900",2017-07-31,30,"A",NA,NA
"1185","USGS","02292900",2017-08-01,30.2,"A",NA,NA
"1186","USGS","02292900",2017-08-02,30.2,"A",NA,NA
"1187","USGS","02292900",2017-08-03,30.4,"A",NA,NA
"1188","USGS","02292900",2017-08-04,30.9,"A",NA,NA
"1189","USGS","02292900",2017-08-05,31.5,"A",NA,NA
"1190","USGS","02292900",2017-08-06,31.3,"A",NA,NA
"1191","USGS","02292900",2017-08-07,31,"A",NA,NA
"1192","USGS","02292900",2017-08-08,31.7,"A",NA,NA
"1193","USGS","02292900",2017-08-09,32.7,"A",NA,NA
"1194","USGS","02292900",2017-08-10,32,"A",NA,NA
"1195","USGS","02292900",2017-08-11,31.1,"A",NA,NA
"1196","USGS","02292900",2017-08-12,30.9,"A",NA,NA
"1197","USGS","02292900",2017-08-13,31.2,"A",NA,NA
"1198","USGS","02292900",2017-08-14,31.2,"A",NA,NA
"1199","USGS","02292900",2017-08-15,31.3,"A",NA,NA
"1200","USGS","02292900",2017-08-16,31.7,"A",NA,NA
"1201","USGS","02292900",2017-08-17,32.5,"A",NA,NA
"1202","USGS","02292900",2017-08-18,31.5,"A",NA,NA
"1203","USGS","02292900",2017-08-19,31.4,"A",NA,NA
"1204","USGS","02292900",2017-08-20,31.6,"A",NA,NA
"1205","USGS","02292900",2017-08-21,30.9,"A",NA,NA
"1206","USGS","02292900",2017-08-22,31.2,"A",NA,NA
"1207","USGS","02292900",2017-08-23,31.9,"A",NA,NA
"1208","USGS","02292900",2017-08-24,31.3,"A",NA,NA
"1209","USGS","02292900",2017-08-25,30.1,"A",NA,NA
"1210","USGS","02292900",2017-08-26,29.4,"A",NA,NA
"1211","USGS","02292900",2017-08-27,28.7,"A",NA,NA
"1212","USGS","02292900",2017-08-28,28.3,"A",NA,NA
"1213","USGS","02292900",2017-08-29,28.6,"A",NA,NA
"1214","USGS","02292900",2017-08-30,29.4,"A",NA,NA
"1215","USGS","02292900",2017-08-31,30.5,"A",NA,NA
"1216","USGS","02292900",2017-09-01,31.1,"A",NA,NA
"1217","USGS","02292900",2017-09-02,30.3,"A",NA,NA
"1218","USGS","02292900",2017-09-03,29.6,"A",NA,NA
"1219","USGS","02292900",2017-09-04,29.6,"A",NA,NA
"1220","USGS","02292900",2017-09-05,29.6,"A",NA,NA
"1221","USGS","02292900",2017-09-06,29.4,"A",NA,NA
"1222","USGS","02292900",2017-09-07,29.7,"A",NA,NA
"1223","USGS","02292900",2017-09-08,30.1,"A",NA,NA
"1224","USGS","02292900",2017-09-09,30,"A",NA,NA
"1225","USGS","02292900",2017-09-10,28.1,"A",NA,NA
"1226","USGS","02292900",2017-09-11,26.2,"A",NA,NA
"1227","USGS","02292900",2017-09-12,26.9,"A",NA,NA
"1228","USGS","02292900",2017-09-13,28.2,"A",NA,NA
"1229","USGS","02292900",2017-09-14,28.9,"A",NA,NA
"1230","USGS","02292900",2017-09-15,29.3,"A",NA,NA
"1231","USGS","02292900",2017-09-16,29.7,"A",NA,NA
"1232","USGS","02292900",2017-09-17,29.8,"A",NA,NA
"1233","USGS","02292900",2017-09-18,29.7,"A",NA,NA
"1234","USGS","02292900",2017-09-19,29.6,"A",NA,NA
"1235","USGS","02292900",2017-09-20,29.6,"A",NA,NA
"1236","USGS","02292900",2017-09-21,29.4,"A",NA,NA
"1237","USGS","02292900",2017-09-22,29.3,"A",NA,NA
"1238","USGS","02292900",2017-09-23,29.3,"A",NA,NA
"1239","USGS","02292900",2017-09-24,29.2,"A",NA,NA
"1240","USGS","02292900",2017-09-25,29.6,"A",NA,NA
"1241","USGS","02292900",2017-09-26,29.9,"A",NA,NA
"1242","USGS","02292900",2017-09-27,30.2,"A",NA,NA
"1243","USGS","02292900",2017-09-28,30.2,"A",NA,NA
"1244","USGS","02292900",2017-09-29,29.7,"A",NA,NA
"1245","USGS","02292900",2017-09-30,29.2,"A",NA,NA
"1246","USGS","02292900",2017-10-01,28.9,"A",NA,NA
"1247","USGS","02292900",2017-10-02,28.8,"A",NA,NA
"1248","USGS","02292900",2017-10-03,28.3,"A",NA,NA
"1249","USGS","02292900",2017-10-04,27.7,"A",NA,NA
"1250","USGS","02292900",2017-10-05,27.2,"A",NA,NA
"1251","USGS","02292900",2017-10-06,27.1,"A",NA,NA
"1252","USGS","02292900",2017-10-07,27.4,"A",NA,NA
"1253","USGS","02292900",2017-10-08,28,"A",NA,NA
"1254","USGS","02292900",2017-10-09,28.6,"A",NA,NA
"1255","USGS","02292900",2017-10-10,28.9,"A",NA,NA
"1256","USGS","02292900",2017-10-11,29,"A",NA,NA
"1257","USGS","02292900",2017-10-12,28.8,"A",NA,NA
"1258","USGS","02292900",2017-10-13,28.5,"A",NA,NA
"1259","USGS","02292900",2017-10-14,28.4,"A",NA,NA
"1260","USGS","02292900",2017-10-15,28.5,"A",NA,NA
"1261","USGS","02292900",2017-10-16,28.9,"A",NA,NA
"1262","USGS","02292900",2017-10-17,28.8,"A",NA,NA
"1263","USGS","02292900",2017-10-18,28.5,"A",NA,NA
"1264","USGS","02292900",2017-10-19,28.2,"A",NA,NA
"1265","USGS","02292900",2017-10-20,27.8,"A",NA,NA
"1266","USGS","02292900",2017-10-21,27.4,"A",NA,NA
"1267","USGS","02292900",2017-10-22,27.4,"A",NA,NA
"1268","USGS","02292900",2017-10-23,27.2,"A",NA,NA
"1269","USGS","02292900",2017-10-24,27.2,"A",NA,NA
"1270","USGS","02292900",2017-10-25,26.7,"A",NA,NA
"1271","USGS","02292900",2017-10-26,25.8,"A",NA,NA
"1272","USGS","02292900",2017-10-27,25,"A",NA,NA
"1273","USGS","02292900",2017-10-28,23.7,"A",NA,NA
"1274","USGS","02292900",2017-10-29,22.8,"A",NA,NA
"1275","USGS","02292900",2017-10-30,22,"A",NA,NA
"1276","USGS","02292900",2017-10-31,21.3,"A",NA,NA
"1277","USGS","02292900",2017-11-01,21.1,"A",NA,NA
"1278","USGS","02292900",2017-11-02,21.2,"A",NA,NA
"1279","USGS","02292900",2017-11-03,21.9,"A",NA,NA
"1280","USGS","02292900",2017-11-04,22.7,"A",NA,NA
"1281","USGS","02292900",2017-11-05,23.3,"A",NA,NA
"1282","USGS","02292900",2017-11-06,23.8,"A",NA,NA
"1283","USGS","02292900",2017-11-07,24.3,"A",NA,NA
"1284","USGS","02292900",2017-11-08,24.7,"A",NA,NA
"1285","USGS","02292900",2017-11-09,25.2,"A",NA,NA
"1286","USGS","02292900",2017-11-10,25.4,"A",NA,NA
"1287","USGS","02292900",2017-11-11,25.4,"A",NA,NA
"1288","USGS","02292900",2017-11-12,25.4,"A",NA,NA
"1289","USGS","02292900",2017-11-13,25.3,"A",NA,NA
"1290","USGS","02292900",2017-11-14,24.9,"A",NA,NA
"1291","USGS","02292900",2017-11-15,24.6,"A",NA,NA
"1292","USGS","02292900",2017-11-16,24.3,"A",NA,NA
"1293","USGS","02292900",2017-11-17,23.9,"A",NA,NA
"1294","USGS","02292900",2017-11-18,23.7,"A",NA,NA
"1295","USGS","02292900",2017-11-19,23.3,"A",NA,NA
"1296","USGS","02292900",2017-11-20,22.9,"A",NA,NA
"1297","USGS","02292900",2017-11-21,22.8,"A",NA,NA
"1298","USGS","02292900",2017-11-22,23,"A",NA,NA
"1299","USGS","02292900",2017-11-23,23.1,"A",NA,NA
"1300","USGS","02292900",2017-11-24,23.2,"A",NA,NA
"1301","USGS","02292900",2017-11-25,23.3,"A",NA,NA
"1302","USGS","02292900",2017-11-26,23.3,"A",NA,NA
"1303","USGS","02292900",2017-11-27,23,"A",NA,NA
"1304","USGS","02292900",2017-11-28,22.8,"A",NA,NA
"1305","USGS","02292900",2017-11-29,22.8,"A",NA,NA
"1306","USGS","02292900",2017-11-30,22.9,"A",NA,NA
"1307","USGS","02292900",2017-12-01,23,"A",NA,NA
"1308","USGS","02292900",2017-12-02,23.2,"A",NA,NA
"1309","USGS","02292900",2017-12-03,23.3,"A",NA,NA
"1310","USGS","02292900",2017-12-04,23.4,"A",NA,NA
"1311","USGS","02292900",2017-12-05,23.4,"A",NA,NA
"1312","USGS","02292900",2017-12-06,23.5,"A",NA,NA
"1313","USGS","02292900",2017-12-07,23.5,"A",NA,NA
"1314","USGS","02292900",2017-12-08,24,"A",NA,NA
"1315","USGS","02292900",2017-12-09,23.6,"A",NA,NA
"1316","USGS","02292900",2017-12-10,22.6,"A",NA,NA
"1317","USGS","02292900",2017-12-11,21.8,"A",NA,NA
"1318","USGS","02292900",2017-12-12,21.2,"A",NA,NA
"1319","USGS","02292900",2017-12-13,20.7,"A",NA,NA
"1320","USGS","02292900",2017-12-14,20.3,"A",NA,NA
"1321","USGS","02292900",2017-12-15,20.2,"A",NA,NA
"1322","USGS","02292900",2017-12-16,20,"A",NA,NA
"1323","USGS","02292900",2017-12-17,19.7,"A",NA,NA
"1324","USGS","02292900",2017-12-18,19.7,"A",NA,NA
"1325","USGS","02292900",2017-12-19,19.9,"A",NA,NA
"1326","USGS","02292900",2017-12-20,19.9,"A",NA,NA
"1327","USGS","02292900",2017-12-21,19.8,"A",NA,NA
"1328","USGS","02292900",2017-12-22,20.5,"A",NA,NA
"1329","USGS","02292900",2017-12-23,20.3,"A",NA,NA
