"","agency_cd","site_no","Date","Wtemp","Wtemp_cd","Left.Bank_Wtemp","Left.Bank_Wtemp_cd"
"1481","USGS","07060000",2018-11-05,13.5,"A",13.6,"A"
"1482","USGS","07060000",2018-11-06,13.6,"A",13.8,"A"
"1483","USGS","07060000",2018-11-07,13.6,"A",13.7,"A"
"1484","USGS","07060000",2018-11-08,13.7,"A",13.6,"A"
"1485","USGS","07060000",2018-11-09,13.7,"A",13.5,"A"
"1486","USGS","07060000",2018-11-10,13.3,"A",13,"A"
"1487","USGS","07060000",2018-11-11,13.1,"A",12.9,"A"
"1488","USGS","07060000",2018-11-12,13.3,"A",13.2,"A"
"1489","USGS","07060000",2018-11-13,13.7,"A",13.4,"A"
"1490","USGS","07060000",2018-11-14,13.4,"A",13.3,"A"
"1491","USGS","07060000",2018-11-15,13.2,"A",13,"A"
"1492","USGS","07060000",2018-11-16,13.1,"A",12.8,"A"
"1493","USGS","07060000",2018-11-17,13.2,"A",13,"A"
"1494","USGS","07060000",2018-11-18,13.2,"A",13.1,"A"
"1495","USGS","07060000",2018-11-19,13.1,"A",13,"A"
"1496","USGS","07060000",2018-11-20,12.5,"A",12.2,"A"
"1497","USGS","07060000",2018-11-21,12,"A",11.7,"A"
"1498","USGS","07060000",2018-11-22,12.1,"A",11.8,"A"
"1499","USGS","07060000",2018-11-23,12.1,"A",11.9,"A"
"1500","USGS","07060000",2018-11-24,12.3,"A",12,"A"
"1501","USGS","07060000",2018-11-25,12,"A",11.9,"A"
"1502","USGS","07060000",2018-11-26,11.9,"A",11.5,"A"
"1503","USGS","07060000",2018-11-27,12.1,"A",11.9,"A"
"1504","USGS","07060000",2018-11-28,12,"A",11.9,"A"
"1505","USGS","07060000",2018-11-29,12.2,"A",12,"A"
"1506","USGS","07060000",2018-11-30,12.3,"A",12.2,"A"
"1507","USGS","07060000",2018-12-01,12.4,"A",12.2,"A"
"1508","USGS","07060000",2018-12-02,11.8,"A",11.6,"A"
"1509","USGS","07060000",2018-12-03,11.8,"A",11.7,"A"
"1510","USGS","07060000",2018-12-04,11.7,"A",11.6,"A"
"1511","USGS","07060000",2018-12-05,11.5,"A",11.3,"A"
"1512","USGS","07060000",2018-12-06,11.2,"A",11.1,"A"
"1513","USGS","07060000",2018-12-07,11.3,"A",11.2,"A"
"1514","USGS","07060000",2018-12-08,10.7,"A",10.7,"A"
"1515","USGS","07060000",2018-12-09,10.6,"A",10.4,"A"
"1516","USGS","07060000",2018-12-10,10.9,"A",10.7,"A"
"1517","USGS","07060000",2018-12-11,11,"A",10.7,"A"
"1518","USGS","07060000",2018-12-12,11.1,"A",10.9,"A"
"1519","USGS","07060000",2018-12-13,11,"A",10.9,"A"
"1520","USGS","07060000",2018-12-14,10.9,"A",10.8,"A"
"1521","USGS","07060000",2018-12-15,10.8,"A",10.6,"A"
"1522","USGS","07060000",2018-12-16,10.5,"A",10.4,"A"
"1523","USGS","07060000",2018-12-17,10.4,"A",10.3,"A"
"1524","USGS","07060000",2018-12-18,10.4,"A",10.2,"A"
"1525","USGS","07060000",2018-12-19,10.3,"A",10.1,"A"
"1526","USGS","07060000",2018-12-20,10.2,"A",10.1,"A"
"1527","USGS","07060000",2018-12-21,10.2,"A",10,"A"
"1528","USGS","07060000",2018-12-22,9.8,"A",9.6,"A"
"1529","USGS","07060000",2018-12-23,9.9,"A",9.7,"A"
"1530","USGS","07060000",2018-12-24,9.8,"A",9.6,"A"
"1531","USGS","07060000",2018-12-25,9.9,"A",9.7,"A"
"1532","USGS","07060000",2018-12-26,9.8,"A",9.7,"A"
"1533","USGS","07060000",2018-12-27,9.8,"A",9.8,"A"
"1534","USGS","07060000",2018-12-28,9.8,"A",9.6,"A"
"1535","USGS","07060000",2018-12-29,9.6,"A",9.4,"A"
"1536","USGS","07060000",2018-12-30,9.5,"A",9.4,"A"
"1537","USGS","07060000",2018-12-31,9.6,"A",9.5,"A"
"1538","USGS","07060000",2019-01-01,9.6,"A",9.5,"A"
"1539","USGS","07060000",2019-01-02,9.5,"A",9.4,"A"
"1540","USGS","07060000",2019-01-03,9.5,"A",9.4,"A"
"1541","USGS","07060000",2019-01-04,9.4,"A",9.3,"A"
"1542","USGS","07060000",2019-01-05,9.5,"A",9.2,"A"
"1543","USGS","07060000",2019-01-06,9.4,"A",9.3,"A"
"1544","USGS","07060000",2019-01-07,9.5,"A",9.4,"A"
"1545","USGS","07060000",2019-01-08,9.5,"A",9.4,"A"
"1546","USGS","07060000",2019-01-09,9.4,"A",9.3,"A"
"1547","USGS","07060000",2019-01-10,9.5,"A",9.4,"A"
"1548","USGS","07060000",2019-01-11,9.3,"A",9.2,"A"
"1549","USGS","07060000",2019-01-12,9.2,"A",9.1,"A"
"1550","USGS","07060000",2019-01-13,9.1,"A",9,"A"
"1551","USGS","07060000",2019-01-14,9.1,"A",9,"A"
"1552","USGS","07060000",2019-01-15,9,"A",8.9,"A"
"1553","USGS","07060000",2019-01-16,8.9,"A",8.8,"A"
"1554","USGS","07060000",2019-01-17,8.9,"A",8.8,"A"
"1555","USGS","07060000",2019-01-18,8.8,"A",8.8,"A"
"1556","USGS","07060000",2019-01-19,8.7,"A",8.6,"A"
"1557","USGS","07060000",2019-01-20,8.7,"A",8.4,"A"
"1558","USGS","07060000",2019-01-21,8.3,"A",8.2,"A"
"1559","USGS","07060000",2019-01-22,8.3,"A",8.2,"A"
"1560","USGS","07060000",2019-01-23,8.3,"A",8.2,"A"
"1561","USGS","07060000",2019-01-24,8,"A",7.9,"A"
"1562","USGS","07060000",2019-01-25,8,"A",7.9,"A"
"1563","USGS","07060000",2019-01-26,8,"A",7.9,"A"
"1564","USGS","07060000",2019-01-27,7.9,"A",7.8,"A"
"1565","USGS","07060000",2019-01-28,7.9,"A",7.8,"A"
"1566","USGS","07060000",2019-05-24,9.4,"A",9.3,"A"
"1567","USGS","07060000",2019-05-25,9.3,"A",9.3,"A"
"1568","USGS","07060000",2019-05-26,9.3,"A",9.2,"A"
"1569","USGS","07060000",2019-05-27,9.4,"A",9.4,"A"
"1570","USGS","07060000",2019-05-28,9.3,"A",9.3,"A"
"1571","USGS","07060000",2019-05-29,9.2,"A",9.2,"A"
"1572","USGS","07060000",2019-05-30,9.2,"A",9.2,"A"
"1573","USGS","07060000",2019-05-31,9.2,"A",9.1,"A"
"1574","USGS","07060000",2019-06-01,9.2,"A",9.2,"A"
"1575","USGS","07060000",2019-06-02,9.4,"A",9.3,"A"
"1576","USGS","07060000",2019-06-03,9.3,"A",9.3,"A"
"1577","USGS","07060000",2019-06-04,9.4,"A",9.3,"A"
"1578","USGS","07060000",2019-06-05,9.5,"A",9.4,"A"
"1579","USGS","07060000",2019-06-06,9.4,"A",9.3,"A"
"1580","USGS","07060000",2019-06-07,9.4,"A",9.4,"A"
"1581","USGS","07060000",2019-06-08,9.3,"A",9.3,"A"
"1582","USGS","07060000",2019-06-09,9.3,"A",9.3,"A"
"1583","USGS","07060000",2019-06-10,9.4,"A",9.3,"A"
"1584","USGS","07060000",2019-06-11,9.1,"A",9,"A"
"1585","USGS","07060000",2019-06-12,9.1,"A",9,"A"
"1586","USGS","07060000",2019-06-13,9.3,"A",9.2,"A"
"1587","USGS","07060000",2019-06-14,9.1,"A",9.1,"A"
"1588","USGS","07060000",2019-06-15,9.4,"A",9.3,"A"
"1589","USGS","07060000",2019-06-16,9.5,"A",9.5,"A"
"1590","USGS","07060000",2019-06-17,9.4,"A",9.4,"A"
"1591","USGS","07060000",2019-06-18,9.3,"A",9.3,"A"
"1592","USGS","07060000",2019-06-19,9.3,"A",9.3,"A"
"1593","USGS","07060000",2019-06-20,9.4,"A",9.4,"A"
"1594","USGS","07060000",2019-06-21,9.4,"A",9.4,"A"
"1595","USGS","07060000",2019-06-22,9.6,"A",9.6,"A"
"1596","USGS","07060000",2019-06-23,9.8,"A",9.8,"A"
"1597","USGS","07060000",2019-06-24,9.9,"A",9.8,"A"
"1598","USGS","07060000",2019-06-25,9.9,"A",9.8,"A"
"1599","USGS","07060000",2019-06-26,9.9,"A",9.8,"A"
"1600","USGS","07060000",2019-06-27,10,"P",9.9,"P"
"1601","USGS","07060000",2019-06-28,9.9,"P",9.8,"P"
"1602","USGS","07060000",2019-06-29,10,"P",10,"P"
"1603","USGS","07060000",2019-06-30,10.1,"P",10,"P"
"1604","USGS","07060000",2019-07-01,10,"P",9.9,"P"
"1605","USGS","07060000",2019-07-02,9.8,"P",9.8,"P"
"1606","USGS","07060000",2019-07-03,9.9,"P",9.9,"P"
"1607","USGS","07060000",2019-07-04,10,"P",10,"P"
"1608","USGS","07060000",2019-07-05,10.1,"P",10.1,"P"
"1609","USGS","07060000",2019-07-06,10.2,"P",10.2,"P"
"1610","USGS","07060000",2019-07-07,10.2,"P",10.2,"P"
"1611","USGS","07060000",2019-07-08,10.4,"P",10.3,"P"
"1612","USGS","07060000",2019-07-09,10.4,"P",10.3,"P"
"1613","USGS","07060000",2019-07-10,10.5,"P",10.5,"P"
"1614","USGS","07060000",2019-07-11,10.6,"P",10.6,"P"
"1615","USGS","07060000",2019-07-12,10.4,"P",10.4,"P"
"1616","USGS","07060000",2019-07-13,10.4,"P",10.4,"P"
"1617","USGS","07060000",2019-07-14,10.6,"P",10.6,"P"
"1618","USGS","07060000",2019-07-15,10.8,"P",10.9,"P"
"1619","USGS","07060000",2019-07-16,10.9,"P",11,"P"
"1620","USGS","07060000",2019-07-17,10.9,"P",10.9,"P"
"1621","USGS","07060000",2019-07-18,11,"P",10.9,"P"
"1622","USGS","07060000",2019-07-19,10.8,"P",10.8,"P"
"1623","USGS","07060000",2019-07-20,10.9,"P",10.9,"P"
"1624","USGS","07060000",2019-07-21,11,"P",11,"P"
"1625","USGS","07060000",2019-07-22,11,"P",11,"P"
"1626","USGS","07060000",2019-07-23,10.9,"P",10.9,"P"
"1627","USGS","07060000",2019-07-24,10.9,"P",10.9,"P"
"1628","USGS","07060000",2019-07-25,10.9,"P",10.9,"P"
"1629","USGS","07060000",2019-07-26,11.1,"P",11.1,"P"
"1630","USGS","07060000",2019-07-27,11.2,"P",11.2,"P"
"1631","USGS","07060000",2019-07-28,11.2,"P",11.2,"P"
"1632","USGS","07060000",2019-07-29,11.2,"P",11.2,"P"
"1633","USGS","07060000",2019-07-30,11.4,"P",11.4,"P"
"1634","USGS","07060000",2019-07-31,11.3,"P",11.3,"P"
"1635","USGS","07060000",2019-08-01,11.4,"P",11.4,"P"
"1636","USGS","07060000",2019-08-02,11.6,"P",11.6,"P"
"1637","USGS","07060000",2019-08-03,11.7,"P",11.8,"P"
"1638","USGS","07060000",2019-08-04,11.7,"P",11.8,"P"
"1639","USGS","07060000",2019-08-05,11.6,"P",11.7,"P"
"1640","USGS","07060000",2019-08-06,11.8,"P",11.8,"P"
"1641","USGS","07060000",2019-08-07,11.9,"P",11.9,"P"
"1642","USGS","07060000",2019-08-08,12,"P",12,"P"
"1643","USGS","07060000",2019-08-09,12,"P",12,"P"
"1644","USGS","07060000",2019-08-10,12,"P",12,"P"
"1645","USGS","07060000",2019-08-11,12.2,"P",12.2,"P"
"1646","USGS","07060000",2019-08-12,12.3,"P",12.3,"P"
"1647","USGS","07060000",2019-08-13,12.3,"P",12.3,"P"
"1648","USGS","07060000",2019-08-14,12.3,"P",12.3,"P"
"1649","USGS","07060000",2019-08-15,12.3,"P",12.3,"P"
"1650","USGS","07060000",2019-08-16,12.4,"P",12.5,"P"
"1651","USGS","07060000",2019-08-17,12.7,"P",12.7,"P"
"1652","USGS","07060000",2019-08-18,12.7,"P",12.8,"P"
"1653","USGS","07060000",2019-08-19,12.7,"P",12.7,"P"
"1654","USGS","07060000",2019-08-20,12.8,"P",12.8,"P"
"1655","USGS","07060000",2019-08-21,12.8,"P",12.7,"P"
"1656","USGS","07060000",2019-08-22,13,"P",13,"P"
"1657","USGS","07060000",2019-08-23,13.1,"P",13,"P"
"1658","USGS","07060000",2019-08-24,13.1,"P",13.1,"P"
"1659","USGS","07060000",2019-08-25,13,"P",12.9,"P"
"1660","USGS","07060000",2019-08-26,13.1,"P",13,"P"
"1661","USGS","07060000",2019-08-27,13.2,"P",13.2,"P"
"1662","USGS","07060000",2019-08-28,13.1,"P",13,"P"
"1663","USGS","07060000",2019-08-29,13,"P",12.9,"P"
"1664","USGS","07060000",2019-08-30,13.4,"P",13.3,"P"
"1665","USGS","07060000",2019-08-31,13.6,"P",13.5,"P"
"1666","USGS","07060000",2019-09-01,13.4,"P",13.4,"P"
"1667","USGS","07060000",2019-09-02,13.5,"P",13.5,"P"
"1668","USGS","07060000",2019-09-03,13.6,"P",13.6,"P"
"1669","USGS","07060000",2019-09-04,13.9,"P",13.8,"P"
"1670","USGS","07060000",2019-09-05,13.9,"P",13.8,"P"
"1671","USGS","07060000",2019-09-06,13.8,"P",13.8,"P"
"1672","USGS","07060000",2019-09-07,13.9,"P",13.9,"P"
"1673","USGS","07060000",2019-09-08,14,"P",13.9,"P"
"1674","USGS","07060000",2019-09-09,14.2,"P",14.1,"P"
"1675","USGS","07060000",2019-09-10,14.2,"P",14.1,"P"
"1676","USGS","07060000",2019-09-11,14.4,"P",14.3,"P"
"1677","USGS","07060000",2019-09-12,14.3,"P",14.2,"P"
"1678","USGS","07060000",2019-09-13,14.5,"P",14.3,"P"
"1679","USGS","07060000",2019-09-14,14.6,"P",14.4,"P"
"1680","USGS","07060000",2019-09-15,14.6,"P",14.4,"P"
"1681","USGS","07060000",2019-09-16,14.9,"P",14.6,"P"
"1682","USGS","07060000",2019-09-17,14.9,"P",14.6,"P"
"1683","USGS","07060000",2019-09-18,14.7,"P",14.2,"P"
"1684","USGS","07060000",2019-09-19,14.6,"P",14.1,"P"
"1685","USGS","07060000",2019-09-20,15,"P",14.8,"P"
"1686","USGS","07060000",2019-09-21,15.1,"P",15,"P"
"1687","USGS","07060000",2019-09-22,15.3,"P",15.1,"P"
"1688","USGS","07060000",2019-09-23,15.2,"P",14.9,"P"
"1689","USGS","07060000",2019-09-24,15.3,"P",15,"P"
"1690","USGS","07060000",2019-09-25,15.3,"P",15.1,"P"
"1691","USGS","07060000",2019-09-26,15.6,"P",15.3,"P"
"1692","USGS","07060000",2019-09-27,15.5,"P",15.3,"P"
"1693","USGS","07060000",2019-09-28,15.8,"P",15.5,"P"
"1694","USGS","07060000",2019-09-29,15.8,"P",15.6,"P"
"1695","USGS","07060000",2019-09-30,15.8,"P",15.5,"P"
"1696","USGS","07060000",2019-10-01,15.9,"P",15.6,"P"
"1697","USGS","07060000",2019-10-02,15.9,"P",15.6,"P"
"1698","USGS","07060000",2019-10-03,16,"P",15.7,"P"
"1699","USGS","07060000",2019-10-04,15.9,"P",15.5,"P"
"1700","USGS","07060000",2019-10-05,15.9,"P",15.5,"P"
"1701","USGS","07060000",2019-10-06,16.2,"P",15.8,"P"
"1702","USGS","07060000",2019-10-07,16.3,"P",15.8,"P"
"1703","USGS","07060000",2019-10-08,16.1,"P",15.6,"P"
"1704","USGS","07060000",2019-10-09,16.3,"P",15.7,"P"
"1705","USGS","07060000",2019-10-10,16.3,"P",17.3,"P"
"1706","USGS","07060000",2019-10-11,16.7,"P",16,"P"
"1707","USGS","07060000",2019-10-12,16.7,"P",16,"P"
