"","agency_cd","site_no","Date","Wtemp","Wtemp_cd","Left.Bank_Wtemp","Left.Bank_Wtemp_cd"
"1065","USGS","07060000",2016-12-06,14,"A",13.9,"A"
"1066","USGS","07060000",2016-12-07,14,"A",13.9,"A"
"1067","USGS","07060000",2016-12-08,13.9,"A",13.8,"A"
"1068","USGS","07060000",2016-12-09,13.7,"A",13.5,"A"
"1069","USGS","07060000",2016-12-10,12.9,"A",12.8,"A"
"1070","USGS","07060000",2016-12-11,12.7,"A",12.7,"A"
"1071","USGS","07060000",2016-12-12,13.3,"A",13.2,"A"
"1072","USGS","07060000",2016-12-13,13.3,"A",13.2,"A"
"1073","USGS","07060000",2016-12-14,13.2,"A",13.2,"A"
"1074","USGS","07060000",2016-12-15,12.8,"A",12.6,"A"
"1075","USGS","07060000",2016-12-16,12.4,"A",12.3,"A"
"1076","USGS","07060000",2016-12-17,12.3,"A",12.3,"A"
"1077","USGS","07060000",2016-12-18,11.9,"A",11.7,"A"
"1078","USGS","07060000",2016-12-19,11.8,"A",11.7,"A"
"1079","USGS","07060000",2016-12-20,11.6,"A",11.4,"A"
"1080","USGS","07060000",2016-12-21,11.5,"A",11.4,"A"
"1081","USGS","07060000",2016-12-22,11.5,"A",11.3,"A"
"1082","USGS","07060000",2016-12-23,11.4,"A",11.4,"A"
"1083","USGS","07060000",2016-12-24,11.2,"A",11.2,"A"
"1084","USGS","07060000",2016-12-25,11.3,"A",11.3,"A"
"1085","USGS","07060000",2016-12-26,11.2,"A",11.1,"A"
"1086","USGS","07060000",2016-12-27,10.5,"A",10.3,"A"
"1087","USGS","07060000",2016-12-28,10.3,"A",10.3,"A"
"1088","USGS","07060000",2016-12-29,10.5,"A",10.4,"A"
"1089","USGS","07060000",2016-12-30,10.3,"A",10.2,"A"
"1090","USGS","07060000",2016-12-31,10,"A",10,"A"
"1091","USGS","07060000",2017-01-01,10,"A",10,"A"
"1092","USGS","07060000",2017-01-02,9.9,"A",9.9,"A"
"1093","USGS","07060000",2017-01-03,9.8,"A",9.7,"A"
"1094","USGS","07060000",2017-01-04,9.6,"A",9.4,"A"
"1095","USGS","07060000",2017-05-31,12.8,"A",NA,NA
"1096","USGS","07060000",2017-06-01,12.9,"A",NA,NA
"1097","USGS","07060000",2017-06-02,12.9,"A",NA,NA
"1098","USGS","07060000",2017-06-03,13,"A",NA,NA
"1099","USGS","07060000",2017-06-04,13.1,"A",NA,NA
"1100","USGS","07060000",2017-06-05,13.1,"A",NA,NA
"1101","USGS","07060000",2017-06-06,13.2,"A",NA,NA
"1102","USGS","07060000",2017-06-15,13.6,"A",NA,NA
"1103","USGS","07060000",2017-06-16,13.5,"A",13.6,"A"
"1104","USGS","07060000",2017-06-17,13.6,"A",13.6,"A"
"1105","USGS","07060000",2017-06-18,13.7,"A",13.7,"A"
"1106","USGS","07060000",2017-06-19,13.6,"A",13.7,"A"
"1107","USGS","07060000",2017-06-20,13.5,"A",13.6,"A"
"1108","USGS","07060000",2017-06-21,13.6,"A",13.7,"A"
"1109","USGS","07060000",2017-06-22,13.7,"A",13.8,"A"
"1110","USGS","07060000",2017-06-23,13.9,"A",13.9,"A"
"1111","USGS","07060000",2017-06-24,13.8,"A",13.9,"A"
"1112","USGS","07060000",2017-06-25,NA,NA,13.7,"A"
"1113","USGS","07060000",2017-06-26,13.8,"A",13.8,"A"
"1114","USGS","07060000",2017-06-27,13.9,"A",13.9,"A"
"1115","USGS","07060000",2017-06-28,13.9,"A",13.9,"A"
"1116","USGS","07060000",2017-06-29,14,"A",14,"A"
"1117","USGS","07060000",2017-06-30,14.1,"A",14.1,"A"
"1118","USGS","07060000",2017-07-01,14.1,"A",14.2,"A"
"1119","USGS","07060000",2017-07-02,14,"A",14.1,"A"
"1120","USGS","07060000",2017-07-03,14.1,"A",14.2,"A"
"1121","USGS","07060000",2017-07-04,14.1,"A",14.1,"A"
"1122","USGS","07060000",2017-07-05,14.3,"A",14.3,"A"
"1123","USGS","07060000",2017-07-06,14.4,"A",14.4,"A"
"1124","USGS","07060000",2017-07-07,NA,NA,14.4,"A"
"1125","USGS","07060000",2017-07-08,14.4,"A",14.4,"A"
"1126","USGS","07060000",2017-07-09,14.4,"A",14.5,"A"
"1127","USGS","07060000",2017-07-10,14.4,"A",14.4,"A"
"1128","USGS","07060000",2017-07-11,14.3,"A",14.4,"A"
"1129","USGS","07060000",2017-07-12,14.3,"A",14.4,"A"
"1130","USGS","07060000",2017-07-13,14.3,"A",14.4,"A"
"1131","USGS","07060000",2017-07-14,14.4,"A",14.4,"A"
"1132","USGS","07060000",2017-07-16,14.3,"A",14.4,"A"
"1133","USGS","07060000",2017-07-17,14.4,"A",14.4,"A"
"1134","USGS","07060000",2017-07-18,14.4,"A",14.5,"A"
"1135","USGS","07060000",2017-07-20,NA,NA,14.6,"A"
"1136","USGS","07060000",2017-07-21,14.5,"A",14.6,"A"
"1137","USGS","07060000",2017-07-22,14.5,"A",14.6,"A"
"1138","USGS","07060000",2017-07-23,14.6,"A",14.6,"A"
"1139","USGS","07060000",2017-07-24,14.6,"A",14.7,"A"
"1140","USGS","07060000",2017-07-25,14.6,"A",14.7,"A"
"1141","USGS","07060000",2017-07-26,14.6,"A",14.7,"A"
"1142","USGS","07060000",2017-07-27,NA,NA,14.7,"A"
"1143","USGS","07060000",2017-07-28,14.7,"A",14.8,"A"
"1144","USGS","07060000",2017-07-29,14.7,"A",14.8,"A"
"1145","USGS","07060000",2017-07-30,14.7,"A",14.8,"A"
"1146","USGS","07060000",2017-07-31,14.8,"A",14.9,"A"
"1147","USGS","07060000",2017-08-01,14.8,"A",14.8,"A"
"1148","USGS","07060000",2017-08-02,14.9,"A",14.9,"A"
"1149","USGS","07060000",2017-08-03,14.9,"A",15,"A"
"1150","USGS","07060000",2017-08-04,14.9,"A",14.9,"A"
"1151","USGS","07060000",2017-08-05,14.9,"A",14.9,"A"
"1152","USGS","07060000",2017-08-06,14.9,"A",14.9,"A"
"1153","USGS","07060000",2017-08-07,NA,NA,15.1,"A"
"1154","USGS","07060000",2017-08-08,NA,NA,15,"A"
"1155","USGS","07060000",2017-08-09,15,"A",15,"A"
"1156","USGS","07060000",2017-08-10,15,"A",15.1,"A"
"1157","USGS","07060000",2017-08-11,15.1,"A",15.1,"A"
"1158","USGS","07060000",2017-08-12,15.1,"A",15.2,"A"
"1159","USGS","07060000",2017-08-13,15.1,"A",15.1,"A"
"1160","USGS","07060000",2017-08-14,NA,NA,15.2,"A"
"1161","USGS","07060000",2017-08-15,15.2,"A",15.2,"A"
"1162","USGS","07060000",2017-08-16,15.2,"A",15.2,"A"
"1163","USGS","07060000",2017-08-17,15.2,"A",15.3,"A"
"1164","USGS","07060000",2017-08-18,15.2,"A",15.2,"A"
"1165","USGS","07060000",2017-08-19,15.2,"A",15.2,"A"
"1166","USGS","07060000",2017-08-20,15.3,"A",15.3,"A"
"1167","USGS","07060000",2017-08-21,15.3,"A",15.3,"A"
"1168","USGS","07060000",2017-08-22,15.3,"A",15.3,"A"
"1169","USGS","07060000",2017-08-23,15.3,"A",15.3,"A"
"1170","USGS","07060000",2017-08-24,15.2,"A",15.2,"A"
"1171","USGS","07060000",2017-08-25,15.2,"A",15.2,"A"
"1172","USGS","07060000",2017-08-26,15.3,"A",15.3,"A"
"1173","USGS","07060000",2017-08-27,15.4,"A",15.4,"A"
"1174","USGS","07060000",2017-08-28,15.4,"A",15.4,"A"
"1175","USGS","07060000",2017-08-29,15.4,"A",15.4,"A"
"1176","USGS","07060000",2017-08-30,15.4,"A",15.5,"A"
"1177","USGS","07060000",2017-08-31,15.5,"A",15.5,"A"
"1178","USGS","07060000",2017-09-01,15.5,"A",15.5,"A"
"1179","USGS","07060000",2017-09-02,15.5,"A",15.4,"A"
"1180","USGS","07060000",2017-09-03,15.6,"A",15.6,"A"
"1181","USGS","07060000",2017-09-04,15.6,"A",15.7,"A"
"1182","USGS","07060000",2017-09-05,15.7,"A",15.7,"A"
"1183","USGS","07060000",2017-09-06,15.7,"A",15.6,"A"
"1184","USGS","07060000",2017-09-07,15.6,"A",15.6,"A"
"1185","USGS","07060000",2017-09-08,15.7,"A",15.7,"A"
"1186","USGS","07060000",2017-09-09,15.8,"A",15.8,"A"
"1187","USGS","07060000",2017-09-10,15.8,"A",15.8,"A"
"1188","USGS","07060000",2017-09-11,15.9,"A",15.8,"A"
"1189","USGS","07060000",2017-09-12,15.9,"A",15.8,"A"
"1190","USGS","07060000",2017-09-13,15.9,"A",15.8,"A"
"1191","USGS","07060000",2017-09-14,15.8,"A",15.8,"A"
"1192","USGS","07060000",2017-09-15,15.9,"A",15.9,"A"
"1193","USGS","07060000",2017-09-16,16,"A",16,"A"
"1194","USGS","07060000",2017-09-17,16.1,"A",16.1,"A"
"1195","USGS","07060000",2017-09-18,16.1,"A",16.1,"A"
"1196","USGS","07060000",2017-09-19,16.1,"A",16.1,"A"
"1197","USGS","07060000",2017-09-20,16.1,"A",16.1,"A"
"1198","USGS","07060000",2017-09-21,16.2,"A",16.2,"A"
"1199","USGS","07060000",2017-09-22,16.2,"A",16.2,"A"
"1200","USGS","07060000",2017-09-23,16.2,"A",16.2,"A"
"1201","USGS","07060000",2017-09-24,16.2,"A",16.2,"A"
"1202","USGS","07060000",2017-09-25,16.2,"A",16.2,"A"
"1203","USGS","07060000",2017-09-26,16.3,"A",16.2,"A"
"1204","USGS","07060000",2017-09-27,16.3,"A",16.3,"A"
"1205","USGS","07060000",2017-09-28,16.1,"A",16,"A"
"1206","USGS","07060000",2017-09-29,16,"A",15.9,"A"
"1207","USGS","07060000",2017-09-30,16.2,"A",16.1,"A"
"1208","USGS","07060000",2017-10-01,16.3,"A",16.2,"A"
"1209","USGS","07060000",2017-10-02,16.4,"A",16.3,"A"
"1210","USGS","07060000",2017-10-03,16.4,"A",16.4,"A"
"1211","USGS","07060000",2017-10-04,16.6,"A",16.6,"A"
"1212","USGS","07060000",2017-10-05,16.6,"A",16.6,"A"
"1213","USGS","07060000",2017-10-06,16.5,"A",16.4,"A"
"1214","USGS","07060000",2017-10-07,16.4,"A",16.4,"A"
"1215","USGS","07060000",2017-10-08,16.3,"A",16.3,"A"
"1216","USGS","07060000",2017-10-09,16.4,"A",16.3,"A"
"1217","USGS","07060000",2017-10-10,16.3,"A",16.2,"A"
"1218","USGS","07060000",2017-10-11,15.9,"A",15.8,"A"
"1219","USGS","07060000",2017-10-12,15.8,"A",NA,NA
"1220","USGS","07060000",2017-10-13,16,"A",NA,NA
"1221","USGS","07060000",2017-10-14,16.4,"A",NA,NA
"1222","USGS","07060000",2017-10-15,16.4,"A",NA,NA
"1223","USGS","07060000",2017-10-16,16.5,"A",NA,NA
"1224","USGS","07060000",2017-10-17,15.5,"A",NA,NA
"1225","USGS","07060000",2017-10-18,15.8,"A",15.6,"A"
"1226","USGS","07060000",2017-10-19,16,"A",15.9,"A"
"1227","USGS","07060000",2017-10-20,16,"A",16,"A"
"1228","USGS","07060000",2017-10-21,16.2,"A",16.2,"A"
"1229","USGS","07060000",2017-10-22,16.2,"A",16.1,"A"
"1230","USGS","07060000",2017-10-23,16.5,"A",16.3,"A"
"1231","USGS","07060000",2017-10-24,16,"A",15.8,"A"
"1232","USGS","07060000",2017-10-25,15.9,"A",15.7,"A"
"1233","USGS","07060000",2017-10-26,15.8,"A",15.7,"A"
"1234","USGS","07060000",2017-10-27,15.8,"A",15.7,"A"
"1235","USGS","07060000",2017-10-28,16.3,"A",16.1,"A"
"1236","USGS","07060000",2017-10-29,15.8,"A",15.6,"A"
"1237","USGS","07060000",2017-10-30,15.7,"A",15.5,"A"
"1238","USGS","07060000",2017-10-31,16.4,"A",16.3,"A"
"1239","USGS","07060000",2017-11-01,16.1,"A",16,"A"
"1240","USGS","07060000",2017-11-02,16.5,"A",16.5,"A"
"1241","USGS","07060000",2017-11-03,16.5,"A",16.5,"A"
"1242","USGS","07060000",2017-11-04,16.4,"A",16.4,"A"
"1243","USGS","07060000",2017-11-05,NA,NA,16.5,"A"
"1244","USGS","07060000",2017-11-06,16.3,"A",16.3,"A"
"1245","USGS","07060000",2017-11-07,16.1,"A",16,"A"
"1246","USGS","07060000",2017-11-08,16.3,"A",16.2,"A"
"1247","USGS","07060000",2017-11-09,16.1,"A",16,"A"
"1248","USGS","07060000",2017-11-10,15.8,"A",15.6,"A"
"1249","USGS","07060000",2017-11-11,15.3,"A",15.1,"A"
"1250","USGS","07060000",2017-11-12,15.8,"A",15.7,"A"
"1251","USGS","07060000",2017-11-13,15.8,"A",15.6,"A"
"1252","USGS","07060000",2017-11-14,15.9,"A",15.8,"A"
"1253","USGS","07060000",2017-11-15,15.8,"A",15.7,"A"
"1254","USGS","07060000",2017-11-16,15.8,"A",15.6,"A"
"1255","USGS","07060000",2017-11-17,15.9,"A",15.8,"A"
"1256","USGS","07060000",2017-11-18,15.8,"A",15.7,"A"
"1257","USGS","07060000",2017-11-19,15.2,"A",14.9,"A"
"1258","USGS","07060000",2017-11-20,15.4,"A",15.2,"A"
"1259","USGS","07060000",2017-11-21,15.6,"A",15.4,"A"
"1260","USGS","07060000",2017-11-22,15.5,"A",15.3,"A"
"1261","USGS","07060000",2017-11-23,15,"A",14.7,"A"
"1262","USGS","07060000",2017-11-24,15,"A",14.8,"A"
"1263","USGS","07060000",2017-11-25,15.3,"A",15.1,"A"
"1264","USGS","07060000",2017-11-26,14.7,"A",14.5,"A"
"1265","USGS","07060000",2017-11-27,15,"A",14.8,"A"
"1266","USGS","07060000",2017-11-28,15,"A",14.8,"A"
"1267","USGS","07060000",2017-11-29,14.9,"A",14.8,"A"
"1268","USGS","07060000",2017-11-30,14.9,"A",14.7,"A"
"1269","USGS","07060000",2017-12-01,14.5,"A",14.3,"A"
"1270","USGS","07060000",2017-12-02,14.3,"A",14.2,"A"
"1271","USGS","07060000",2017-12-03,14.4,"A",14.3,"A"
"1272","USGS","07060000",2017-12-04,14.4,"A",14.3,"A"
"1273","USGS","07060000",2017-12-05,14.2,"A",14,"A"
"1274","USGS","07060000",2017-12-06,13.9,"A",13.7,"A"
"1275","USGS","07060000",2017-12-07,13.9,"A",13.7,"A"
"1276","USGS","07060000",2017-12-08,13.6,"A",13.4,"A"
"1277","USGS","07060000",2017-12-09,13.4,"A",13.1,"A"
"1278","USGS","07060000",2017-12-10,13.4,"A",13.3,"A"
"1279","USGS","07060000",2017-12-11,13.3,"A",13.1,"A"
"1280","USGS","07060000",2017-12-12,13.2,"A",13,"A"
"1281","USGS","07060000",2017-12-13,13.1,"A",12.9,"A"
"1282","USGS","07060000",2017-12-14,12.9,"A",12.8,"A"
"1283","USGS","07060000",2017-12-15,12.7,"A",12.5,"A"
"1284","USGS","07060000",2017-12-16,12.3,"A",12.1,"A"
"1285","USGS","07060000",2017-12-17,12.5,"A",12.4,"A"
"1286","USGS","07060000",2017-12-18,12.6,"A",12.5,"A"
"1287","USGS","07060000",2017-12-19,12.4,"A",12.4,"A"
"1288","USGS","07060000",2017-12-20,12.4,"A",12.3,"A"
"1289","USGS","07060000",2017-12-21,12.1,"A",12,"A"
"1290","USGS","07060000",2017-12-22,12,"A",12,"A"
"1291","USGS","07060000",2017-12-23,11.6,"A",11.5,"A"
"1292","USGS","07060000",2017-12-24,11.4,"A",11.3,"A"
"1293","USGS","07060000",2017-12-25,11.2,"A",11.1,"A"
"1294","USGS","07060000",2017-12-26,11.2,"A",11,"A"
"1295","USGS","07060000",2017-12-27,10.9,"A",10.6,"A"
"1296","USGS","07060000",2017-12-28,10.6,"A",10.4,"A"
"1297","USGS","07060000",2017-12-29,10.6,"A",10.4,"A"
"1298","USGS","07060000",2017-12-30,10.6,"A",10.4,"A"
"1299","USGS","07060000",2017-12-31,10,"A",9.7,"A"
"1300","USGS","07060000",2018-01-01,9.9,"A",9.6,"A"
"1301","USGS","07060000",2018-01-02,9.5,"A",9.3,"A"
"1302","USGS","07060000",2018-01-03,9.4,"A",9.2,"A"
"1303","USGS","07060000",2018-01-04,9.5,"A",9.2,"A"
"1304","USGS","07060000",2018-01-05,9.4,"A",9.2,"A"
"1305","USGS","07060000",2018-01-06,8.9,"A",8.6,"A"
"1306","USGS","07060000",2018-01-07,8.5,"A",8.4,"A"
"1307","USGS","07060000",2018-01-08,8.9,"A",8.8,"A"
"1308","USGS","07060000",2018-01-09,8.8,"A",8.7,"A"
"1309","USGS","07060000",2018-05-17,9.5,"A",NA,NA
"1310","USGS","07060000",2018-05-18,9.7,"A",NA,NA
"1311","USGS","07060000",2018-05-19,9.8,"A",NA,NA
"1312","USGS","07060000",2018-05-20,9.8,"A",NA,NA
"1313","USGS","07060000",2018-05-21,9.8,"A",NA,NA
"1314","USGS","07060000",2018-05-22,9.9,"A",NA,NA
"1315","USGS","07060000",2018-05-23,10,"A",9.9,"A"
"1316","USGS","07060000",2018-05-24,9.9,"A",9.9,"A"
"1317","USGS","07060000",2018-05-25,9.8,"A",9.8,"A"
"1318","USGS","07060000",2018-05-26,9.8,"A",9.8,"A"
"1319","USGS","07060000",2018-05-27,9.9,"A",9.9,"A"
"1320","USGS","07060000",2018-05-28,9.9,"A",10,"A"
"1321","USGS","07060000",2018-05-29,9.9,"A",10,"A"
"1322","USGS","07060000",2018-05-30,10,"A",10,"A"
"1323","USGS","07060000",2018-05-31,10,"A",10.1,"A"
"1324","USGS","07060000",2018-06-01,10.1,"A",10.2,"A"
"1325","USGS","07060000",2018-06-02,10.2,"A",10.2,"A"
"1326","USGS","07060000",2018-06-03,10.3,"A",10.3,"A"
"1327","USGS","07060000",2018-06-04,10.3,"A",10.3,"A"
"1328","USGS","07060000",2018-06-05,10.3,"A",10.3,"A"
"1329","USGS","07060000",2018-06-06,10.4,"A",10.5,"A"
"1330","USGS","07060000",2018-06-07,10.5,"A",10.5,"A"
"1331","USGS","07060000",2018-06-08,10.5,"A",10.5,"A"
"1332","USGS","07060000",2018-06-09,10.8,"A",10.8,"A"
"1333","USGS","07060000",2018-06-10,10.7,"A",10.7,"A"
"1334","USGS","07060000",2018-06-11,10.6,"A",10.6,"A"
"1335","USGS","07060000",2018-06-12,10.6,"A",10.6,"A"
"1336","USGS","07060000",2018-06-13,10.7,"A",10.7,"A"
"1337","USGS","07060000",2018-06-14,10.7,"A",10.7,"A"
"1338","USGS","07060000",2018-06-15,10.8,"A",10.8,"A"
"1339","USGS","07060000",2018-06-16,11,"A",11,"A"
"1340","USGS","07060000",2018-06-17,11,"A",11,"A"
"1341","USGS","07060000",2018-06-18,11.1,"A",11.1,"A"
"1342","USGS","07060000",2018-06-19,11.1,"A",11.1,"A"
"1343","USGS","07060000",2018-06-20,11.1,"A",11.1,"A"
"1344","USGS","07060000",2018-06-21,11.1,"A",11.2,"A"
"1345","USGS","07060000",2018-06-22,11.2,"A",11.2,"A"
"1346","USGS","07060000",2018-06-23,11.2,"A",11.2,"A"
"1347","USGS","07060000",2018-06-24,11.2,"A",11.2,"A"
"1348","USGS","07060000",2018-06-25,11.4,"A",11.4,"A"
"1349","USGS","07060000",2018-06-26,11.5,"A",11.5,"A"
"1350","USGS","07060000",2018-06-27,11.5,"A",11.5,"A"
"1351","USGS","07060000",2018-06-28,11.6,"A",11.6,"A"
"1352","USGS","07060000",2018-06-29,11.5,"A",11.5,"A"
"1353","USGS","07060000",2018-06-30,11.6,"A",11.6,"A"
"1354","USGS","07060000",2018-07-01,11.8,"A",11.7,"A"
"1355","USGS","07060000",2018-07-02,11.9,"A",11.8,"A"
"1356","USGS","07060000",2018-07-03,11.8,"A",11.8,"A"
"1357","USGS","07060000",2018-07-04,12,"A",11.9,"A"
"1358","USGS","07060000",2018-07-05,11.9,"A",11.9,"A"
"1359","USGS","07060000",2018-07-06,12.1,"A",12,"A"
"1360","USGS","07060000",2018-07-07,12,"A",11.9,"A"
"1361","USGS","07060000",2018-07-08,11.9,"A",11.8,"A"
"1362","USGS","07060000",2018-07-09,11.9,"A",11.9,"A"
"1363","USGS","07060000",2018-07-10,12.1,"A",12,"A"
"1364","USGS","07060000",2018-07-11,12.1,"A",12,"A"
"1365","USGS","07060000",2018-07-12,12,"A",12,"A"
"1366","USGS","07060000",2018-07-13,12,"A",11.9,"A"
"1367","USGS","07060000",2018-07-14,12.1,"A",12.1,"A"
"1368","USGS","07060000",2018-07-15,12.1,"A",12.1,"A"
"1369","USGS","07060000",2018-07-16,12,"A",12,"A"
"1370","USGS","07060000",2018-07-17,12.1,"A",12,"A"
"1371","USGS","07060000",2018-07-18,12.1,"A",12,"A"
"1372","USGS","07060000",2018-07-19,12.2,"A",12.2,"A"
"1373","USGS","07060000",2018-07-20,12.3,"A",12.2,"A"
"1374","USGS","07060000",2018-07-21,12.4,"A",12.3,"A"
"1375","USGS","07060000",2018-07-22,12.2,"A",12.1,"A"
"1376","USGS","07060000",2018-07-23,12.1,"A",12,"A"
"1377","USGS","07060000",2018-07-24,12.1,"A",12,"A"
"1378","USGS","07060000",2018-07-25,12.2,"A",12.1,"A"
"1379","USGS","07060000",2018-07-26,12.1,"A",12,"A"
"1380","USGS","07060000",2018-07-27,12.3,"A",12.2,"A"
"1381","USGS","07060000",2018-07-28,12.1,"A",12.1,"A"
"1382","USGS","07060000",2018-07-29,12,"A",12,"A"
"1383","USGS","07060000",2018-07-30,12.2,"A",12.2,"A"
"1384","USGS","07060000",2018-07-31,12.1,"A",12.1,"A"
"1385","USGS","07060000",2018-08-01,12.2,"A",12.1,"A"
"1386","USGS","07060000",2018-08-02,12.2,"A",12.1,"A"
"1387","USGS","07060000",2018-08-03,12.3,"A",12.2,"A"
"1388","USGS","07060000",2018-08-04,12.4,"A",12.4,"A"
"1389","USGS","07060000",2018-08-05,12.6,"A",12.5,"A"
"1390","USGS","07060000",2018-08-06,12.5,"A",12.4,"A"
"1391","USGS","07060000",2018-08-07,12.4,"A",12.3,"A"
"1392","USGS","07060000",2018-08-08,12.4,"A",12.4,"A"
"1393","USGS","07060000",2018-08-09,12.4,"A",12.4,"A"
"1394","USGS","07060000",2018-08-10,12.5,"A",12.4,"A"
"1395","USGS","07060000",2018-08-11,12.6,"A",12.5,"A"
"1396","USGS","07060000",2018-08-12,12.7,"A",12.6,"A"
"1397","USGS","07060000",2018-08-13,12.6,"A",12.5,"A"
"1398","USGS","07060000",2018-08-14,12.6,"A",12.5,"A"
"1399","USGS","07060000",2018-08-15,12.6,"A",12.6,"A"
"1400","USGS","07060000",2018-08-16,12.9,"A",12.8,"A"
"1401","USGS","07060000",2018-08-17,12.6,"A",12.6,"A"
"1402","USGS","07060000",2018-08-18,12.7,"A",12.6,"A"
"1403","USGS","07060000",2018-08-19,12.7,"A",12.6,"A"
"1404","USGS","07060000",2018-08-20,12.8,"A",12.7,"A"
"1405","USGS","07060000",2018-08-21,12.9,"A",12.8,"A"
"1406","USGS","07060000",2018-08-22,12.6,"A",12.5,"A"
"1407","USGS","07060000",2018-08-23,12.3,"A",12.2,"A"
"1408","USGS","07060000",2018-08-24,12.8,"A",12.7,"A"
"1409","USGS","07060000",2018-08-25,13,"A",12.9,"A"
"1410","USGS","07060000",2018-08-26,13,"A",12.9,"A"
"1411","USGS","07060000",2018-08-27,12.9,"A",12.8,"A"
"1412","USGS","07060000",2018-08-28,12.9,"A",12.8,"A"
"1413","USGS","07060000",2018-08-29,12.9,"A",12.8,"A"
"1414","USGS","07060000",2018-08-30,12.9,"A",12.8,"A"
"1415","USGS","07060000",2018-08-31,12.8,"A",12.7,"A"
"1416","USGS","07060000",2018-09-01,12.9,"A",12.8,"A"
"1417","USGS","07060000",2018-09-02,13,"A",12.9,"A"
"1418","USGS","07060000",2018-09-03,13,"A",12.9,"A"
"1419","USGS","07060000",2018-09-04,13,"A",12.9,"A"
"1420","USGS","07060000",2018-09-05,13,"A",12.8,"A"
"1421","USGS","07060000",2018-09-06,12.9,"A",12.8,"A"
"1422","USGS","07060000",2018-09-07,12.9,"A",12.8,"A"
"1423","USGS","07060000",2018-09-08,13,"A",12.9,"A"
"1424","USGS","07060000",2018-09-09,12.8,"A",12.7,"A"
"1425","USGS","07060000",2018-09-10,12.8,"A",12.6,"A"
"1426","USGS","07060000",2018-09-11,12.7,"A",12.6,"A"
"1427","USGS","07060000",2018-09-12,12.8,"A",12.7,"A"
"1428","USGS","07060000",2018-09-13,13,"A",12.8,"A"
"1429","USGS","07060000",2018-09-14,13,"A",12.9,"A"
"1430","USGS","07060000",2018-09-15,12.9,"A",12.8,"A"
"1431","USGS","07060000",2018-09-16,12.9,"A",12.8,"A"
"1432","USGS","07060000",2018-09-17,13.1,"A",12.9,"A"
"1433","USGS","07060000",2018-09-18,13,"A",12.9,"A"
"1434","USGS","07060000",2018-09-19,13.2,"A",13,"A"
"1435","USGS","07060000",2018-09-20,13.2,"A",13.1,"A"
"1436","USGS","07060000",2018-09-21,13.2,"A",13.1,"A"
"1437","USGS","07060000",2018-09-22,12.9,"A",12.8,"A"
"1438","USGS","07060000",2018-09-23,12.7,"A",12.6,"A"
"1439","USGS","07060000",2018-09-24,12.9,"A",12.8,"A"
"1440","USGS","07060000",2018-09-25,13.2,"A",13,"A"
"1441","USGS","07060000",2018-09-26,13.1,"A",13,"A"
"1442","USGS","07060000",2018-09-27,12.8,"A",12.7,"A"
"1443","USGS","07060000",2018-09-28,12.7,"A",12.5,"A"
"1444","USGS","07060000",2018-09-29,12.9,"A",12.8,"A"
"1445","USGS","07060000",2018-09-30,13,"A",12.8,"A"
"1446","USGS","07060000",2018-10-01,13.1,"A",13,"A"
"1447","USGS","07060000",2018-10-02,13.1,"A",13,"A"
"1448","USGS","07060000",2018-10-03,13.2,"A",13.1,"A"
"1449","USGS","07060000",2018-10-04,13.8,"A",13.6,"A"
"1450","USGS","07060000",2018-10-05,15,"A",14.9,"A"
"1451","USGS","07060000",2018-10-06,15.5,"A",15.5,"A"
"1452","USGS","07060000",2018-10-07,15.7,"A",15.7,"A"
"1453","USGS","07060000",2018-10-08,15.6,"A",15.6,"A"
"1454","USGS","07060000",2018-10-09,15.3,"A",15.3,"A"
"1455","USGS","07060000",2018-10-10,15.4,"A",15.3,"A"
"1456","USGS","07060000",2018-10-11,15.4,"A",15.3,"A"
"1457","USGS","07060000",2018-10-12,15.7,"A",15.8,"A"
"1458","USGS","07060000",2018-10-13,15.6,"A",15.7,"A"
"1459","USGS","07060000",2018-10-14,15.9,"A",15.9,"A"
"1460","USGS","07060000",2018-10-15,15.3,"A",15.3,"A"
"1461","USGS","07060000",2018-10-16,14.9,"A",14.8,"A"
"1462","USGS","07060000",2018-10-17,14.5,"A",14.3,"A"
"1463","USGS","07060000",2018-10-18,15.5,"A",15.3,"A"
"1464","USGS","07060000",2018-10-19,15.1,"A",15.1,"A"
"1465","USGS","07060000",2018-10-20,15.6,"A",15.4,"A"
"1466","USGS","07060000",2018-10-21,15.1,"A",14.9,"A"
"1467","USGS","07060000",2018-10-22,13.8,"A",13.9,"A"
"1468","USGS","07060000",2018-10-23,13.8,"A",13.9,"A"
"1469","USGS","07060000",2018-10-24,14.1,"A",14.1,"A"
"1470","USGS","07060000",2018-10-25,13.7,"A",13.9,"A"
"1471","USGS","07060000",2018-10-26,13.7,"A",13.9,"A"
"1472","USGS","07060000",2018-10-27,13.9,"A",14,"A"
"1473","USGS","07060000",2018-10-28,13.8,"A",13.9,"A"
"1474","USGS","07060000",2018-10-29,13.7,"A",13.8,"A"
"1475","USGS","07060000",2018-10-30,13.9,"A",14.1,"A"
"1476","USGS","07060000",2018-10-31,13.8,"A",14,"A"
"1477","USGS","07060000",2018-11-01,14,"A",14.1,"A"
"1478","USGS","07060000",2018-11-02,14.3,"A",14.1,"A"
"1479","USGS","07060000",2018-11-03,14.2,"A",14.1,"A"
"1480","USGS","07060000",2018-11-04,14.3,"A",14.3,"A"
