"","agency_cd","site_no","Date","TOP_Wtemp","TOP_Wtemp_cd","BOTTOM_Wtemp","BOTTOM_Wtemp_cd"
"630","USGS","02304510",2018-03-18,23.3,"A",23.2,"A"
"631","USGS","02304510",2018-03-19,23.9,"A",23.8,"A"
"632","USGS","02304510",2018-03-20,24.1,"A",24.1,"A"
"633","USGS","02304510",2018-03-21,23.2,"A",23.1,"A"
"634","USGS","02304510",2018-03-22,22.7,"A",22.5,"A"
"635","USGS","02304510",2018-03-23,22.7,"A",22.4,"A"
"636","USGS","02304510",2018-03-24,22.8,"A",22.5,"A"
"637","USGS","02304510",2018-03-25,23.5,"A",23.2,"A"
"638","USGS","02304510",2018-03-26,24.1,"A",23.9,"A"
"639","USGS","02304510",2018-03-27,24.2,"A",23.9,"A"
"640","USGS","02304510",2018-03-28,24.2,"A",23.8,"A"
"641","USGS","02304510",2018-03-29,24.5,"A",24.1,"A"
"642","USGS","02304510",2018-03-30,24.8,"A",24.6,"A"
"643","USGS","02304510",2018-03-31,24.5,"A",24.5,"A"
"644","USGS","02304510",2018-04-01,24.6,"A",24.4,"A"
"645","USGS","02304510",2018-04-02,25,"A",24.9,"A"
"646","USGS","02304510",2018-04-03,25.2,"A",25,"A"
"647","USGS","02304510",2018-04-04,25.3,"A",25.2,"A"
"648","USGS","02304510",2018-04-05,24.8,"A",24.6,"A"
"649","USGS","02304510",2018-04-06,24.5,"A",24.3,"A"
"650","USGS","02304510",2018-04-07,24.9,"A",24.8,"A"
"651","USGS","02304510",2018-04-08,25.1,"A",25,"A"
"652","USGS","02304510",2018-04-09,25.6,"A",25.3,"A"
"653","USGS","02304510",2018-04-10,25,"A",25,"A"
"654","USGS","02304510",2018-04-11,25,"A",24.8,"A"
"655","USGS","02304510",2018-04-12,24.4,"A",23.9,"A"
"656","USGS","02304510",2018-04-13,25,"A",24.8,"A"
"657","USGS","02304510",2018-04-14,25.4,"A",25.3,"A"
"658","USGS","02304510",2018-04-15,25.4,"A",25.3,"A"
"659","USGS","02304510",2018-04-16,24.4,"A",24.3,"A"
"660","USGS","02304510",2018-04-17,24.1,"A",23.9,"A"
"661","USGS","02304510",2018-04-18,24.2,"A",24,"A"
"662","USGS","02304510",2018-04-19,24.6,"A",24.3,"A"
"663","USGS","02304510",2018-04-20,24.9,"A",24.6,"A"
"664","USGS","02304510",2018-04-21,24.9,"A",24.7,"A"
"665","USGS","02304510",2018-04-22,25.4,"A",25.2,"A"
"666","USGS","02304510",2018-04-23,25.7,"A",25.4,"A"
"667","USGS","02304510",2018-04-24,26.1,"A",25.8,"A"
"668","USGS","02304510",2018-04-25,25.4,"A",25.2,"A"
"669","USGS","02304510",2018-04-26,25.3,"A",25,"A"
"670","USGS","02304510",2018-04-27,25.5,"A",25.3,"A"
"671","USGS","02304510",2018-04-28,25.3,"A",25.1,"A"
"672","USGS","02304510",2018-04-29,25.5,"A",25.2,"A"
"673","USGS","02304510",2018-04-30,25.3,"A",25.2,"A"
"674","USGS","02304510",2018-05-01,25.1,"A",24.9,"A"
"675","USGS","02304510",2018-05-02,25.1,"A",24.9,"A"
"676","USGS","02304510",2018-05-03,25.1,"A",24.9,"A"
"677","USGS","02304510",2018-05-04,25.5,"A",25.2,"A"
"678","USGS","02304510",2018-05-05,25.5,"A",25.3,"A"
"679","USGS","02304510",2018-05-06,25.5,"A",25.4,"A"
"680","USGS","02304510",2018-05-07,25.8,"A",25.4,"A"
"681","USGS","02304510",2018-05-08,25.7,"A",25.2,"A"
"682","USGS","02304510",2018-05-09,26,"A",25.3,"A"
"683","USGS","02304510",2018-05-10,26,"A",25.6,"A"
"684","USGS","02304510",2018-05-11,26.2,"A",25.9,"A"
"685","USGS","02304510",2018-05-12,26,"A",25.9,"A"
"686","USGS","02304510",2018-05-13,25.4,"A",25.4,"A"
"687","USGS","02304510",2018-05-14,25,"A",25,"A"
"688","USGS","02304510",2018-05-15,25.5,"A",25.4,"A"
"689","USGS","02304510",2018-05-16,26.1,"A",25.8,"A"
"690","USGS","02304510",2018-05-17,26.1,"A",26,"A"
"691","USGS","02304510",2018-05-18,26,"A",25.8,"A"
"692","USGS","02304510",2018-05-19,26.1,"A",25.9,"A"
"693","USGS","02304510",2018-05-20,25.2,"A",25.2,"A"
"694","USGS","02304510",2018-05-21,25.5,"A",25.4,"A"
"695","USGS","02304510",2018-05-22,26.7,"A",26.4,"A"
"696","USGS","02304510",2018-05-23,27.6,"A",27.1,"A"
"697","USGS","02304510",2018-05-24,29.1,"A",29,"A"
"698","USGS","02304510",2018-05-25,28.5,"A",28.4,"A"
"699","USGS","02304510",2018-05-26,27.8,"A",27.8,"A"
"700","USGS","02304510",2018-05-27,27.1,"A",27,"A"
"701","USGS","02304510",2018-05-28,27,"A",26.9,"A"
"702","USGS","02304510",2018-05-29,27.1,"A",27,"A"
"703","USGS","02304510",2018-05-30,27,"A",26.9,"A"
"704","USGS","02304510",2018-05-31,27,"A",27,"A"
"705","USGS","02304510",2018-06-01,26.9,"A",26.8,"A"
"706","USGS","02304510",2018-06-02,26.6,"A",26.6,"A"
"707","USGS","02304510",2018-06-03,26.9,"A",26.9,"A"
"708","USGS","02304510",2018-06-04,27.6,"A",27.5,"A"
"709","USGS","02304510",2018-06-05,28,"A",28,"A"
"710","USGS","02304510",2018-06-06,28.3,"A",28.2,"A"
"711","USGS","02304510",2018-06-07,27.5,"A",27.4,"A"
"712","USGS","02304510",2018-06-08,27.5,"A",27.4,"A"
"713","USGS","02304510",2018-06-09,27,"A",26.9,"A"
"714","USGS","02304510",2018-06-10,27,"A",27,"A"
"715","USGS","02304510",2018-06-11,27.3,"A",27.3,"A"
"716","USGS","02304510",2018-06-12,27.7,"A",27.6,"A"
"717","USGS","02304510",2018-06-13,27.9,"A",27.9,"A"
"718","USGS","02304510",2018-06-14,27.7,"A",27.6,"A"
"719","USGS","02304510",2018-06-15,27.9,"A",27.9,"A"
"720","USGS","02304510",2018-06-16,28.2,"A",28.2,"A"
"721","USGS","02304510",2018-06-17,28.5,"A",28.5,"A"
"722","USGS","02304510",2018-06-18,28.8,"A",28.8,"A"
"723","USGS","02304510",2018-06-19,28.7,"A",28.6,"A"
"724","USGS","02304510",2018-06-20,28.5,"A",28.5,"A"
"725","USGS","02304510",2018-06-21,28.6,"A",28.6,"A"
"726","USGS","02304510",2018-06-22,28.9,"A",28.8,"A"
"727","USGS","02304510",2018-06-23,29.1,"A",29,"A"
"728","USGS","02304510",2018-06-24,29.6,"A",29.6,"A"
"729","USGS","02304510",2018-06-25,30.1,"A",30,"A"
"730","USGS","02304510",2018-06-26,29.9,"A",29.9,"A"
"731","USGS","02304510",2018-06-27,29.7,"A",29.7,"A"
"732","USGS","02304510",2018-06-28,29.5,"A",29.4,"A"
"733","USGS","02304510",2018-06-29,29.2,"A",29.1,"A"
"734","USGS","02304510",2018-06-30,28.5,"A",28.5,"A"
"735","USGS","02304510",2018-07-01,27.8,"A",27.8,"A"
"736","USGS","02304510",2018-07-02,27.6,"A",27.5,"A"
"737","USGS","02304510",2018-07-03,27.8,"A",27.7,"A"
"738","USGS","02304510",2018-07-04,27.6,"A",27.6,"A"
"739","USGS","02304510",2018-07-05,27.3,"A",27.3,"A"
"740","USGS","02304510",2018-07-06,27,"A",27,"A"
"741","USGS","02304510",2018-07-07,26.9,"A",26.9,"A"
"742","USGS","02304510",2018-07-08,27.4,"A",27.3,"A"
"743","USGS","02304510",2018-07-09,27.4,"A",27.4,"A"
"744","USGS","02304510",2018-07-10,27.4,"A",27.4,"A"
"745","USGS","02304510",2018-07-11,27.8,"A",27.7,"A"
"746","USGS","02304510",2018-07-12,27.8,"A",27.7,"A"
"747","USGS","02304510",2018-07-13,27.8,"A",27.7,"A"
"748","USGS","02304510",2018-07-14,27.9,"A",27.9,"A"
"749","USGS","02304510",2018-07-15,28,"A",27.9,"A"
"750","USGS","02304510",2018-07-16,28.1,"A",28,"A"
"751","USGS","02304510",2018-07-17,28.3,"A",28.3,"A"
"752","USGS","02304510",2018-07-18,28.3,"A",28.3,"A"
"753","USGS","02304510",2018-07-19,28.1,"A",28.1,"A"
"754","USGS","02304510",2018-07-20,28.1,"A",28,"A"
"755","USGS","02304510",2018-07-21,27.8,"A",27.8,"A"
"756","USGS","02304510",2018-07-22,28.2,"A",28.2,"A"
"757","USGS","02304510",2018-07-23,28.1,"A",28,"A"
"758","USGS","02304510",2018-07-24,28,"A",27.9,"A"
"759","USGS","02304510",2018-07-25,28,"A",27.9,"A"
"760","USGS","02304510",2018-07-26,27.8,"A",27.8,"A"
"761","USGS","02304510",2018-07-27,27.8,"A",27.7,"A"
"762","USGS","02304510",2018-07-28,28.1,"A",28,"A"
"763","USGS","02304510",2018-07-29,28.1,"A",28,"A"
"764","USGS","02304510",2018-07-30,28,"A",27.9,"A"
"765","USGS","02304510",2018-07-31,27.6,"A",27.6,"A"
"766","USGS","02304510",2018-08-01,27.5,"A",27.4,"A"
"767","USGS","02304510",2018-08-02,27.6,"A",27.5,"A"
"768","USGS","02304510",2018-08-03,27.5,"A",27.5,"A"
"769","USGS","02304510",2018-08-04,27.8,"A",27.8,"A"
"770","USGS","02304510",2018-08-05,28.2,"A",28.1,"A"
"771","USGS","02304510",2018-08-06,28.3,"A",28.3,"A"
"772","USGS","02304510",2018-08-07,28.4,"A",28.4,"A"
"773","USGS","02304510",2018-08-08,28.4,"A",28.3,"A"
"774","USGS","02304510",2018-08-09,28.5,"A",28.5,"A"
"775","USGS","02304510",2018-08-10,28.6,"A",28.6,"A"
"776","USGS","02304510",2018-08-11,28.1,"A",28.1,"A"
"777","USGS","02304510",2018-08-12,27.9,"A",27.8,"A"
"778","USGS","02304510",2018-08-13,27.9,"A",27.9,"A"
"779","USGS","02304510",2018-08-14,27.9,"A",27.8,"A"
"780","USGS","02304510",2018-08-15,27.7,"A",27.7,"A"
"781","USGS","02304510",2018-08-16,27.8,"A",27.7,"A"
"782","USGS","02304510",2018-08-17,27.9,"A",27.9,"A"
"783","USGS","02304510",2018-08-18,28.2,"A",28.1,"A"
"784","USGS","02304510",2018-08-19,28.5,"A",28.4,"A"
"785","USGS","02304510",2018-08-20,28.6,"A",28.5,"A"
"786","USGS","02304510",2018-08-21,28.5,"A",28.5,"A"
"787","USGS","02304510",2018-08-22,28.6,"A",28.5,"A"
"788","USGS","02304510",2018-08-23,28.3,"A",28.2,"A"
"789","USGS","02304510",2018-08-24,28.4,"A",28.3,"A"
"790","USGS","02304510",2018-08-25,28,"A",28,"A"
"791","USGS","02304510",2018-08-26,27.9,"A",27.8,"A"
"792","USGS","02304510",2018-08-27,28,"A",27.9,"A"
"793","USGS","02304510",2018-08-28,27.9,"A",27.9,"A"
"794","USGS","02304510",2018-08-29,27.6,"A",27.5,"A"
"795","USGS","02304510",2018-08-30,27,"A",26.9,"A"
"796","USGS","02304510",2018-08-31,26.7,"A",26.7,"A"
"797","USGS","02304510",2018-09-01,27,"A",27,"A"
"798","USGS","02304510",2018-09-02,27.1,"A",27.1,"A"
"799","USGS","02304510",2018-09-03,26.9,"A",26.9,"A"
"800","USGS","02304510",2018-09-04,26.9,"A",26.9,"A"
"801","USGS","02304510",2018-09-05,27.3,"A",27.2,"A"
"802","USGS","02304510",2018-09-06,27.5,"A",27.5,"A"
"803","USGS","02304510",2018-09-07,27.6,"A",27.5,"A"
"804","USGS","02304510",2018-09-08,27.5,"A",27.5,"A"
"805","USGS","02304510",2018-09-09,27.5,"A",27.5,"A"
"806","USGS","02304510",2018-09-10,27.8,"A",27.7,"A"
"807","USGS","02304510",2018-09-11,27.5,"A",27.4,"A"
"808","USGS","02304510",2018-09-12,27.7,"A",27.6,"A"
"809","USGS","02304510",2018-09-13,28,"A",28,"A"
"810","USGS","02304510",2018-09-14,28,"A",28,"A"
"811","USGS","02304510",2018-09-15,28.4,"A",28.4,"A"
"812","USGS","02304510",2018-09-16,28.7,"A",28.7,"A"
"813","USGS","02304510",2018-09-17,28.6,"A",28.6,"A"
"814","USGS","02304510",2018-09-18,28.6,"A",28.6,"A"
"815","USGS","02304510",2018-09-19,28.7,"A",28.6,"A"
"816","USGS","02304510",2018-09-20,28.6,"A",28.6,"A"
"817","USGS","02304510",2018-09-21,28.4,"A",28.3,"A"
"818","USGS","02304510",2018-09-22,28.3,"A",28.3,"A"
"819","USGS","02304510",2018-09-23,28.2,"A",28.2,"A"
"820","USGS","02304510",2018-09-24,28.4,"A",28.4,"A"
"821","USGS","02304510",2018-09-25,28.5,"A",28.5,"A"
"822","USGS","02304510",2018-09-26,28.6,"A",28.5,"A"
"823","USGS","02304510",2018-09-27,28.6,"A",28.6,"A"
"824","USGS","02304510",2018-09-28,28.9,"A",28.8,"A"
"825","USGS","02304510",2018-09-29,29,"A",29,"A"
"826","USGS","02304510",2018-09-30,29.3,"A",29.2,"A"
"827","USGS","02304510",2018-10-01,28.9,"A",28.9,"A"
"828","USGS","02304510",2018-10-02,28.8,"A",28.7,"A"
"829","USGS","02304510",2018-10-03,28.5,"A",28.5,"A"
"830","USGS","02304510",2018-10-04,28.3,"A",28.2,"A"
"831","USGS","02304510",2018-10-05,28.3,"A",28.2,"A"
"832","USGS","02304510",2018-10-06,28.3,"A",28.2,"A"
"833","USGS","02304510",2018-10-07,28,"A",27.9,"A"
"834","USGS","02304510",2018-10-08,27.4,"A",27.4,"A"
"835","USGS","02304510",2018-10-09,27.3,"A",27.2,"A"
"836","USGS","02304510",2018-10-10,27.3,"A",27.2,"A"
"837","USGS","02304510",2018-10-11,27.5,"A",27.4,"A"
"838","USGS","02304510",2018-10-12,27.2,"A",27.1,"A"
"839","USGS","02304510",2018-10-13,27,"A",27,"A"
"840","USGS","02304510",2018-10-14,27.5,"A",27.4,"A"
"841","USGS","02304510",2018-10-15,28.3,"A",28.2,"A"
"842","USGS","02304510",2018-10-16,28.8,"A",28.7,"A"
"843","USGS","02304510",2018-10-17,29.3,"A",29.2,"A"
"844","USGS","02304510",2018-10-18,29.3,"A",29.2,"A"
"845","USGS","02304510",2018-10-19,29.3,"A",29.2,"A"
"846","USGS","02304510",2018-10-20,28.5,"A",28.4,"A"
"847","USGS","02304510",2018-10-21,27.8,"A",27.7,"A"
"848","USGS","02304510",2018-10-22,26.6,"A",26.5,"A"
"849","USGS","02304510",2018-10-23,26.7,"A",26.6,"A"
"850","USGS","02304510",2018-10-24,26.7,"A",26.5,"A"
"851","USGS","02304510",2018-10-25,26.2,"A",26,"A"
"852","USGS","02304510",2018-10-26,26.5,"A",26.4,"A"
"853","USGS","02304510",2018-10-27,25.8,"A",25.7,"A"
"854","USGS","02304510",2018-10-28,25,"A",24.9,"A"
"855","USGS","02304510",2018-10-29,25.1,"A",24.8,"A"
"856","USGS","02304510",2018-10-30,25.1,"A",24.9,"A"
"857","USGS","02304510",2018-10-31,25,"A",24.8,"A"
"858","USGS","02304510",2018-11-01,25.3,"A",25.1,"A"
"859","USGS","02304510",2018-11-02,24.7,"A",24.6,"A"
"860","USGS","02304510",2018-11-03,23.9,"A",23.8,"A"
"861","USGS","02304510",2018-11-04,23.5,"A",23.5,"A"
"862","USGS","02304510",2018-11-05,24.4,"A",24.3,"A"
"863","USGS","02304510",2018-11-06,25,"A",24.9,"A"
"864","USGS","02304510",2018-11-07,25.6,"A",25.4,"A"
"865","USGS","02304510",2018-11-08,26.3,"A",26.2,"A"
"866","USGS","02304510",2018-11-09,26.3,"A",26.2,"A"
"867","USGS","02304510",2018-11-10,26.3,"A",26.2,"A"
"868","USGS","02304510",2018-11-11,25.1,"A",24.9,"A"
"869","USGS","02304510",2018-11-12,25.3,"A",25.2,"A"
"870","USGS","02304510",2018-11-13,25.9,"A",25.7,"A"
"871","USGS","02304510",2018-11-14,26.2,"A",26,"A"
"872","USGS","02304510",2018-11-15,25.3,"A",25.2,"A"
"873","USGS","02304510",2018-11-16,23,"A",22.8,"A"
"874","USGS","02304510",2018-11-17,22.1,"A",21.9,"A"
"875","USGS","02304510",2018-11-18,22.4,"A",22.3,"A"
"876","USGS","02304510",2018-11-19,22.7,"A",22.6,"A"
"877","USGS","02304510",2018-11-20,23.1,"A",23,"A"
"878","USGS","02304510",2018-11-21,22.1,"A",22,"A"
"879","USGS","02304510",2018-11-22,21.3,"A",21.2,"A"
"880","USGS","02304510",2018-11-23,21.5,"A",21.3,"A"
"881","USGS","02304510",2018-11-24,22.4,"A",22.2,"A"
"882","USGS","02304510",2018-11-25,22.5,"A",22.4,"A"
"883","USGS","02304510",2018-11-26,22.6,"A",22.5,"A"
"884","USGS","02304510",2018-11-27,21.7,"A",21.7,"A"
"885","USGS","02304510",2018-11-28,21.8,"A",21.7,"A"
"886","USGS","02304510",2018-11-29,21.7,"A",21.6,"A"
"887","USGS","02304510",2018-11-30,22.5,"A",22.2,"A"
"888","USGS","02304510",2018-12-01,23.8,"A",23.6,"A"
"889","USGS","02304510",2018-12-02,24.7,"A",24.3,"A"
"890","USGS","02304510",2018-12-03,25.1,"A",24.9,"A"
"891","USGS","02304510",2018-12-04,25.1,"A",25,"A"
"892","USGS","02304510",2018-12-05,23.1,"A",23,"A"
"893","USGS","02304510",2018-12-06,22.1,"A",21.9,"A"
"894","USGS","02304510",2018-12-07,22.6,"A",22.4,"A"
"895","USGS","02304510",2018-12-08,23.2,"A",23,"A"
"896","USGS","02304510",2018-12-09,22.3,"A",22.3,"A"
"897","USGS","02304510",2018-12-10,19.3,"A",19.3,"A"
"898","USGS","02304510",2018-12-11,18.5,"A",18.4,"A"
"899","USGS","02304510",2018-12-12,18.2,"A",18.1,"A"
"900","USGS","02304510",2018-12-13,18.2,"A",18.2,"A"
"901","USGS","02304510",2018-12-14,18.4,"A",18.4,"A"
"902","USGS","02304510",2018-12-15,18.5,"A",18.4,"A"
"903","USGS","02304510",2018-12-16,18.3,"A",18.3,"A"
"904","USGS","02304510",2018-12-17,17.9,"A",17.8,"A"
"905","USGS","02304510",2018-12-18,17.6,"A",17.5,"A"
"906","USGS","02304510",2018-12-19,17.5,"A",17.5,"A"
"907","USGS","02304510",2018-12-20,17.5,"A",17.5,"A"
"908","USGS","02304510",2018-12-21,17,"A",16.9,"A"
"909","USGS","02304510",2018-12-22,16.3,"A",16.2,"A"
"910","USGS","02304510",2018-12-23,16,"A",16,"A"
"911","USGS","02304510",2018-12-24,15.4,"A",15.4,"A"
"912","USGS","02304510",2018-12-25,15.1,"A",15.1,"A"
"913","USGS","02304510",2018-12-26,15.3,"A",15.3,"A"
"914","USGS","02304510",2018-12-27,15.7,"A",15.7,"A"
"915","USGS","02304510",2018-12-28,16.8,"A",16.8,"A"
"916","USGS","02304510",2018-12-29,17.8,"A",17.7,"A"
"917","USGS","02304510",2018-12-30,18.8,"A",18.7,"A"
"918","USGS","02304510",2018-12-31,19.8,"A",19.7,"A"
"919","USGS","02304510",2019-01-01,20.6,"A",20.5,"A"
"920","USGS","02304510",2019-01-02,21.2,"A",21.1,"A"
"921","USGS","02304510",2019-01-03,21.4,"A",21.3,"A"
"922","USGS","02304510",2019-01-04,21.7,"A",21.6,"A"
"923","USGS","02304510",2019-01-05,21.4,"A",21.4,"A"
"924","USGS","02304510",2019-01-06,20.8,"A",20.8,"A"
"925","USGS","02304510",2019-01-07,20.5,"A",20.5,"A"
"926","USGS","02304510",2019-01-08,20.2,"A",20.2,"A"
"927","USGS","02304510",2019-01-09,19.7,"A",19.6,"A"
"928","USGS","02304510",2019-01-10,18.7,"A",18.7,"A"
"929","USGS","02304510",2019-01-11,17.8,"A",17.8,"A"
"930","USGS","02304510",2019-01-12,17.7,"A",17.7,"A"
"931","USGS","02304510",2019-01-13,17.8,"A",17.7,"A"
"932","USGS","02304510",2019-01-14,17.6,"A",17.6,"A"
"933","USGS","02304510",2019-01-15,17,"A",17,"A"
"934","USGS","02304510",2019-01-16,16.4,"A",16.4,"A"
"935","USGS","02304510",2019-01-17,16,"A",16,"A"
"936","USGS","02304510",2019-01-18,16,"A",16,"A"
"937","USGS","02304510",2019-01-19,16.4,"A",16.3,"A"
"938","USGS","02304510",2019-01-20,16.9,"A",16.8,"A"
"939","USGS","02304510",2019-01-21,16.1,"A",16,"A"
"940","USGS","02304510",2019-01-22,15.7,"A",15.7,"A"
"941","USGS","02304510",2019-01-23,16.2,"A",16.1,"A"
"942","USGS","02304510",2019-01-24,16.8,"A",16.8,"A"
"943","USGS","02304510",2019-01-25,16.7,"A",16.7,"A"
"944","USGS","02304510",2019-01-26,16.2,"A",16.2,"A"
"945","USGS","02304510",2019-01-27,15.6,"A",15.5,"A"
"946","USGS","02304510",2019-01-28,14.8,"A",14.8,"A"
"947","USGS","02304510",2019-01-29,14.9,"A",14.9,"A"
"948","USGS","02304510",2019-01-30,14.4,"A",14.3,"A"
"949","USGS","02304510",2019-01-31,13.4,"A",13.3,"A"
"950","USGS","02304510",2019-02-01,13.5,"A",13.5,"A"
"951","USGS","02304510",2019-02-02,14.3,"A",14.3,"A"
"952","USGS","02304510",2019-02-03,15.1,"A",15,"A"
"953","USGS","02304510",2019-02-04,15.9,"A",15.9,"A"
"954","USGS","02304510",2019-02-05,17,"A",16.9,"A"
"955","USGS","02304510",2019-02-06,18.1,"A",18,"A"
"956","USGS","02304510",2019-02-07,18.8,"A",18.8,"A"
"957","USGS","02304510",2019-02-08,19.2,"A",19.2,"A"
"958","USGS","02304510",2019-02-09,19.7,"A",19.6,"A"
"959","USGS","02304510",2019-02-10,20.1,"A",20.1,"A"
"960","USGS","02304510",2019-02-11,20.7,"A",20.6,"A"
"961","USGS","02304510",2019-02-12,21.1,"A",21.1,"A"
"962","USGS","02304510",2019-02-13,20.9,"A",20.9,"A"
"963","USGS","02304510",2019-02-14,20.1,"P",20.1,"P"
"964","USGS","02304510",2019-02-15,20.2,"P",20.1,"P"
"965","USGS","02304510",2019-02-16,20.4,"P",20.3,"P"
"966","USGS","02304510",2019-02-17,20.8,"P",20.8,"P"
"967","USGS","02304510",2019-02-18,21.1,"P",21.1,"P"
"968","USGS","02304510",2019-02-19,21.6,"P",21.6,"P"
"969","USGS","02304510",2019-02-20,22,"P",22,"P"
"970","USGS","02304510",2019-02-21,22.3,"P",22.2,"P"
"971","USGS","02304510",2019-02-22,23.1,"P",23,"P"
"972","USGS","02304510",2019-02-23,23.4,"P",23.4,"P"
"973","USGS","02304510",2019-02-24,23.8,"P",23.8,"P"
"974","USGS","02304510",2019-02-25,23.5,"P",23.5,"P"
"975","USGS","02304510",2019-02-26,22.7,"P",22.7,"P"
"976","USGS","02304510",2019-02-27,22.4,"P",22.3,"P"
"977","USGS","02304510",2019-02-28,22.4,"P",22.4,"P"
"978","USGS","02304510",2019-03-01,22.9,"P",22.9,"P"
"979","USGS","02304510",2019-03-02,23,"P",22.9,"P"
"980","USGS","02304510",2019-03-03,23.2,"P",23.2,"P"
"981","USGS","02304510",2019-03-04,23.3,"P",23.2,"P"
"982","USGS","02304510",2019-03-05,22.2,"P",22.1,"P"
"983","USGS","02304510",2019-03-06,21.1,"P",21,"P"
"984","USGS","02304510",2019-03-07,20.6,"P",20.5,"P"
"985","USGS","02304510",2019-03-08,20.5,"P",20.4,"P"
"986","USGS","02304510",2019-03-09,20.9,"P",20.9,"P"
"987","USGS","02304510",2019-03-10,21,"P",21,"P"
"988","USGS","02304510",2019-03-11,20.9,"P",20.9,"P"
"989","USGS","02304510",2019-03-12,20.5,"P",20.5,"P"
"990","USGS","02304510",2019-03-13,21.6,"P",21.5,"P"
"991","USGS","02304510",2019-03-14,22.3,"P",22.3,"P"
"992","USGS","02304510",2019-03-15,22.6,"P",22.5,"P"
"993","USGS","02304510",2019-03-16,23,"P",22.9,"P"
"994","USGS","02304510",2019-03-17,22.5,"P",22.5,"P"
"995","USGS","02304510",2019-03-18,21.8,"P",21.7,"P"
"996","USGS","02304510",2019-03-19,20.9,"P",20.9,"P"
"997","USGS","02304510",2019-03-20,20.7,"P",20.7,"P"
"998","USGS","02304510",2019-03-21,20.6,"P",20.5,"P"
"999","USGS","02304510",2019-03-22,20.2,"P",20.1,"P"
"1000","USGS","02304510",2019-03-23,20.8,"P",20.6,"P"
"1001","USGS","02304510",2019-03-24,22,"P",21.8,"P"
"1002","USGS","02304510",2019-03-25,22.4,"P",22.2,"P"
"1003","USGS","02304510",2019-03-26,22.5,"P",22.2,"P"
"1004","USGS","02304510",2019-03-27,21.5,"P",21.5,"P"
"1005","USGS","02304510",2019-03-28,21.3,"P",20.8,"P"
"1006","USGS","02304510",2019-03-29,21.6,"P",21.3,"P"
"1007","USGS","02304510",2019-03-30,23.5,"P",23.4,"P"
"1008","USGS","02304510",2019-03-31,23.6,"P",23.4,"P"
"1009","USGS","02304510",2019-04-01,24.1,"P",24,"P"
"1010","USGS","02304510",2019-04-02,23.9,"P",23.8,"P"
"1011","USGS","02304510",2019-04-03,24,"P",23.8,"P"
"1012","USGS","02304510",2019-04-04,24.1,"P",23.9,"P"
"1013","USGS","02304510",2019-04-05,24.7,"P",24.6,"P"
"1014","USGS","02304510",2019-04-06,25.3,"P",25.2,"P"
"1015","USGS","02304510",2019-04-07,25.4,"P",25.2,"P"
"1016","USGS","02304510",2019-04-08,25.3,"P",25.2,"P"
"1017","USGS","02304510",2019-04-09,25.2,"P",25,"P"
"1018","USGS","02304510",2019-04-10,24.9,"P",24.8,"P"
"1019","USGS","02304510",2019-04-11,24.7,"P",24.5,"P"
"1020","USGS","02304510",2019-04-12,25.2,"P",24.9,"P"
"1021","USGS","02304510",2019-04-13,25.3,"P",25,"P"
"1022","USGS","02304510",2019-04-14,25.7,"P",25.5,"P"
"1023","USGS","02304510",2019-04-15,25.6,"P",25.4,"P"
"1024","USGS","02304510",2019-04-16,24.9,"P",24.4,"P"
"1025","USGS","02304510",2019-04-17,25.2,"P",24.9,"P"
"1026","USGS","02304510",2019-04-18,25.5,"P",25.3,"P"
"1027","USGS","02304510",2019-04-19,25.6,"P",25.5,"P"
"1028","USGS","02304510",2019-04-20,24.4,"P",24.3,"P"
"1029","USGS","02304510",2019-04-21,24.3,"P",24.1,"P"
"1030","USGS","02304510",2019-04-22,24.3,"P",24,"P"
"1031","USGS","02304510",2019-04-23,24.5,"P",24.3,"P"
"1032","USGS","02304510",2019-04-24,24.8,"P",24.5,"P"
"1033","USGS","02304510",2019-04-25,25.1,"P",24.9,"P"
"1034","USGS","02304510",2019-04-26,25.3,"P",25.2,"P"
"1035","USGS","02304510",2019-04-27,25.1,"P",24.8,"P"
"1036","USGS","02304510",2019-04-28,25.2,"P",24.8,"P"
"1037","USGS","02304510",2019-04-29,25.7,"P",25.1,"P"
"1038","USGS","02304510",2019-04-30,25.6,"P",25.3,"P"
"1039","USGS","02304510",2019-05-01,25.9,"P",25.7,"P"
"1040","USGS","02304510",2019-05-02,25.8,"P",25.6,"P"
"1041","USGS","02304510",2019-05-03,26.1,"P",26,"P"
"1042","USGS","02304510",2019-05-04,26.2,"P",26.1,"P"
"1043","USGS","02304510",2019-05-05,26.2,"P",26,"P"
"1044","USGS","02304510",2019-05-06,25.9,"P",25.8,"P"
"1045","USGS","02304510",2019-05-07,26,"P",25.7,"P"
"1046","USGS","02304510",2019-05-08,26.2,"P",26,"P"
"1047","USGS","02304510",2019-05-09,25.7,"P",25.5,"P"
"1048","USGS","02304510",2019-05-10,26,"P",25.8,"P"
"1049","USGS","02304510",2019-05-11,26.2,"P",25.9,"P"
"1050","USGS","02304510",2019-05-12,26.8,"P",26.6,"P"
"1051","USGS","02304510",2019-05-13,26.3,"P",26.2,"P"
"1052","USGS","02304510",2019-05-14,25.8,"P",25.7,"P"
"1053","USGS","02304510",2019-05-15,26.2,"P",26,"P"
"1054","USGS","02304510",2019-05-16,26.4,"P",26.2,"P"
"1055","USGS","02304510",2019-05-17,26.3,"P",26.1,"P"
