"","agency_cd","site_no","Date","TOP_Wtemp","TOP_Wtemp_cd","BOTTOM_Wtemp","BOTTOM_Wtemp_cd"
"1056","USGS","02304510",2019-05-18,26.2,"P",26,"P"
"1057","USGS","02304510",2019-05-19,26.2,"P",25.9,"P"
"1058","USGS","02304510",2019-05-20,26.3,"P",26,"P"
"1059","USGS","02304510",2019-05-21,26.4,"P",26.1,"P"
"1060","USGS","02304510",2019-05-22,26.4,"P",26.2,"P"
"1061","USGS","02304510",2019-05-23,26.1,"P",25.8,"P"
"1062","USGS","02304510",2019-05-24,26,"P",25.7,"P"
"1063","USGS","02304510",2019-05-25,26.2,"P",26,"P"
"1064","USGS","02304510",2019-05-26,26.7,"P",26.3,"P"
"1065","USGS","02304510",2019-05-27,27,"P",26.6,"P"
"1066","USGS","02304510",2019-05-28,27.1,"P",26.7,"P"
"1067","USGS","02304510",2019-05-29,27.2,"P",26.9,"P"
"1068","USGS","02304510",2019-05-30,27.3,"P",27,"P"
"1069","USGS","02304510",2019-05-31,27.4,"P",27.1,"P"
"1070","USGS","02304510",2019-06-01,27.4,"P",27.2,"P"
"1071","USGS","02304510",2019-06-02,27.4,"P",27.2,"P"
"1072","USGS","02304510",2019-06-03,27.4,"P",27.1,"P"
"1073","USGS","02304510",2019-06-04,27.4,"P",27.1,"P"
"1074","USGS","02304510",2019-06-05,27.1,"P",26.8,"P"
"1075","USGS","02304510",2019-06-06,26.9,"P",26.7,"P"
"1076","USGS","02304510",2019-06-07,27,"P",26.9,"P"
"1077","USGS","02304510",2019-06-08,27.1,"P",26.9,"P"
"1078","USGS","02304510",2019-06-09,27,"P",26.9,"P"
"1079","USGS","02304510",2019-06-10,26.3,"P",26.3,"P"
"1080","USGS","02304510",2019-06-11,27,"P",26.8,"P"
"1081","USGS","02304510",2019-06-12,29.1,"P",29.1,"P"
"1082","USGS","02304510",2019-06-13,29.3,"P",29.3,"P"
"1083","USGS","02304510",2019-06-14,29.1,"P",29,"P"
"1084","USGS","02304510",2019-06-15,28.8,"P",28.7,"P"
"1085","USGS","02304510",2019-06-16,28.3,"P",28.2,"P"
"1086","USGS","02304510",2019-06-17,27.4,"P",27.3,"P"
"1087","USGS","02304510",2019-06-18,27,"P",27,"P"
"1088","USGS","02304510",2019-06-19,27.3,"P",27.2,"P"
"1089","USGS","02304510",2019-06-20,27.4,"P",27.4,"P"
"1090","USGS","02304510",2019-06-21,27.7,"P",27.7,"P"
"1091","USGS","02304510",2019-06-22,28.3,"P",28.2,"P"
"1092","USGS","02304510",2019-06-23,28.4,"P",28.4,"P"
"1093","USGS","02304510",2019-06-24,28.9,"P",28.9,"P"
"1094","USGS","02304510",2019-06-25,29.2,"P",29.2,"P"
"1095","USGS","02304510",2019-06-26,29.8,"P",29.8,"P"
"1096","USGS","02304510",2019-06-27,29.9,"P",29.8,"P"
"1097","USGS","02304510",2019-06-28,30.2,"P",30.1,"P"
"1098","USGS","02304510",2019-06-29,30,"P",29.9,"P"
"1099","USGS","02304510",2019-06-30,29.5,"P",29.4,"P"
"1100","USGS","02304510",2019-07-01,29.3,"P",29.2,"P"
"1101","USGS","02304510",2019-07-02,28.9,"P",28.8,"P"
"1102","USGS","02304510",2019-07-03,29.4,"P",29.2,"P"
"1103","USGS","02304510",2019-07-04,29.7,"P",29.6,"P"
"1104","USGS","02304510",2019-07-05,29.5,"P",29.4,"P"
"1105","USGS","02304510",2019-07-06,29.5,"P",29.4,"P"
"1106","USGS","02304510",2019-07-07,29.5,"P",29.4,"P"
"1107","USGS","02304510",2019-07-08,29.1,"P",29,"P"
"1108","USGS","02304510",2019-07-09,29,"P",29,"P"
"1109","USGS","02304510",2019-07-10,29.1,"P",29.1,"P"
"1110","USGS","02304510",2019-07-11,29.1,"P",29.1,"P"
"1111","USGS","02304510",2019-07-12,28.8,"P",28.7,"P"
"1112","USGS","02304510",2019-07-13,28.5,"P",28.5,"P"
"1113","USGS","02304510",2019-07-14,28.7,"P",28.6,"P"
"1114","USGS","02304510",2019-07-15,28.8,"P",28.8,"P"
"1115","USGS","02304510",2019-07-16,29.1,"P",29,"P"
"1116","USGS","02304510",2019-07-17,29.1,"P",29,"P"
"1117","USGS","02304510",2019-07-18,29.1,"P",29,"P"
"1118","USGS","02304510",2019-07-19,29,"P",29,"P"
"1119","USGS","02304510",2019-07-20,29.2,"P",29.1,"P"
"1120","USGS","02304510",2019-07-21,29.1,"P",29,"P"
"1121","USGS","02304510",2019-07-22,29,"P",28.9,"P"
"1122","USGS","02304510",2019-07-23,28.6,"P",28.6,"P"
"1123","USGS","02304510",2019-07-24,28.4,"P",28.3,"P"
"1124","USGS","02304510",2019-07-25,27.5,"P",27.4,"P"
"1125","USGS","02304510",2019-07-26,26.5,"P",26.5,"P"
"1126","USGS","02304510",2019-07-27,26.4,"P",26.3,"P"
"1127","USGS","02304510",2019-07-28,26.6,"P",26.5,"P"
"1128","USGS","02304510",2019-07-29,26.9,"P",26.8,"P"
"1129","USGS","02304510",2019-07-30,27.3,"P",27.2,"P"
"1130","USGS","02304510",2019-07-31,27.6,"P",27.6,"P"
"1131","USGS","02304510",2019-08-01,27.3,"P",27.2,"P"
"1132","USGS","02304510",2019-08-02,27,"P",27,"P"
"1133","USGS","02304510",2019-08-03,27.1,"P",27.1,"P"
"1134","USGS","02304510",2019-08-04,27.3,"P",27.3,"P"
"1135","USGS","02304510",2019-08-05,27.8,"P",27.8,"P"
"1136","USGS","02304510",2019-08-06,27.9,"P",27.8,"P"
"1137","USGS","02304510",2019-08-07,28.1,"P",28,"P"
"1138","USGS","02304510",2019-08-08,27.5,"P",27.4,"P"
"1139","USGS","02304510",2019-08-09,27.9,"P",27.8,"P"
"1140","USGS","02304510",2019-08-10,28.5,"P",28.4,"P"
"1141","USGS","02304510",2019-08-11,28.6,"P",28.5,"P"
"1142","USGS","02304510",2019-08-12,28.5,"P",28.5,"P"
"1143","USGS","02304510",2019-08-13,28.4,"P",28.4,"P"
"1144","USGS","02304510",2019-08-14,28.4,"P",28.3,"P"
"1145","USGS","02304510",2019-08-15,28.1,"P",28,"P"
"1146","USGS","02304510",2019-08-16,27.5,"P",27.4,"P"
"1147","USGS","02304510",2019-08-17,26.7,"P",26.6,"P"
"1148","USGS","02304510",2019-08-18,26.6,"P",26.6,"P"
"1149","USGS","02304510",2019-08-19,26.9,"P",26.9,"P"
"1150","USGS","02304510",2019-08-20,27.4,"P",27.3,"P"
"1151","USGS","02304510",2019-08-21,27.6,"P",27.6,"P"
"1152","USGS","02304510",2019-08-22,28.2,"P",28.1,"P"
"1153","USGS","02304510",2019-08-23,28.3,"P",28.2,"P"
"1154","USGS","02304510",2019-08-24,28.4,"P",28.3,"P"
"1155","USGS","02304510",2019-08-25,28.7,"P",28.7,"P"
"1156","USGS","02304510",2019-08-26,28.7,"P",28.7,"P"
"1157","USGS","02304510",2019-08-27,28.4,"P",28.3,"P"
"1158","USGS","02304510",2019-08-28,28.4,"P",28.3,"P"
"1159","USGS","02304510",2019-08-29,28.7,"P",28.7,"P"
"1160","USGS","02304510",2019-08-30,28.7,"P",28.7,"P"
"1161","USGS","02304510",2019-08-31,28.5,"P",28.5,"P"
"1162","USGS","02304510",2019-09-01,28.4,"P",28.4,"P"
"1163","USGS","02304510",2019-09-02,28.4,"P",28.4,"P"
"1164","USGS","02304510",2019-09-03,28.3,"P",28.3,"P"
"1165","USGS","02304510",2019-09-04,28.1,"P",28.1,"P"
"1166","USGS","02304510",2019-09-05,28.3,"P",28.3,"P"
"1167","USGS","02304510",2019-09-06,28.8,"P",28.7,"P"
"1168","USGS","02304510",2019-09-07,29.1,"P",29,"P"
"1169","USGS","02304510",2019-09-08,29.2,"P",29.1,"P"
"1170","USGS","02304510",2019-09-09,29.3,"P",29.2,"P"
"1171","USGS","02304510",2019-09-10,29.3,"P",29.3,"P"
"1172","USGS","02304510",2019-09-11,29.3,"P",29.2,"P"
"1173","USGS","02304510",2019-09-12,29.1,"P",29.1,"P"
"1174","USGS","02304510",2019-09-13,28.9,"P",28.9,"P"
"1175","USGS","02304510",2019-09-14,28.8,"P",28.7,"P"
"1176","USGS","02304510",2019-09-15,28.6,"P",28.5,"P"
"1177","USGS","02304510",2019-09-16,28.6,"P",28.6,"P"
"1178","USGS","02304510",2019-09-17,28.6,"P",28.6,"P"
"1179","USGS","02304510",2019-09-18,29,"P",29,"P"
"1180","USGS","02304510",2019-09-19,28.7,"P",28.7,"P"
"1181","USGS","02304510",2019-09-20,28.2,"P",28.1,"P"
"1182","USGS","02304510",2019-09-21,27.8,"P",27.8,"P"
"1183","USGS","02304510",2019-09-22,27.7,"P",27.7,"P"
"1184","USGS","02304510",2019-09-23,27.8,"P",27.8,"P"
"1185","USGS","02304510",2019-09-24,28.1,"P",28.1,"P"
"1186","USGS","02304510",2019-09-25,28.1,"P",28.1,"P"
"1187","USGS","02304510",2019-09-26,28.8,"P",28.6,"P"
"1188","USGS","02304510",2019-09-27,28.6,"P",28.5,"P"
"1189","USGS","02304510",2019-09-28,29.2,"P",29,"P"
"1190","USGS","02304510",2019-09-29,29.1,"P",29,"P"
"1191","USGS","02304510",2019-09-30,28.4,"P",28.3,"P"
"1192","USGS","02304510",2019-10-01,28.1,"P",28,"P"
"1193","USGS","02304510",2019-10-02,27.9,"P",27.8,"P"
"1194","USGS","02304510",2019-10-03,28.1,"P",27.8,"P"
"1195","USGS","02304510",2019-10-04,28.2,"P",27.8,"P"
"1196","USGS","02304510",2019-10-05,28.9,"P",28.5,"P"
"1197","USGS","02304510",2019-10-06,28.7,"P",28.6,"P"
"1198","USGS","02304510",2019-10-07,28.1,"P",28,"P"
"1199","USGS","02304510",2019-10-08,27.7,"P",27.6,"P"
"1200","USGS","02304510",2019-10-09,27.1,"P",27,"P"
"1201","USGS","02304510",2019-10-10,27.3,"P",27.2,"P"
"1202","USGS","02304510",2019-10-11,27.3,"P",27.2,"P"
"1203","USGS","02304510",2019-10-12,27.4,"P",27.2,"P"
