"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"128","USGS","06346500",2019-06-04,13.2,"P"
"129","USGS","06346500",2019-06-05,13.2,"P"
"130","USGS","06346500",2019-06-06,13.1,"P"
"131","USGS","06346500",2019-06-07,13.5,"P"
"132","USGS","06346500",2019-06-08,16.3,"P"
"133","USGS","06346500",2019-06-09,17,"P"
"134","USGS","06346500",2019-06-10,15.5,"P"
"135","USGS","06346500",2019-06-11,15,"P"
"136","USGS","06346500",2019-06-12,15,"P"
"137","USGS","06346500",2019-06-13,14.8,"P"
"138","USGS","06346500",2019-06-14,15.1,"P"
"139","USGS","06346500",2019-06-15,17,"P"
"140","USGS","06346500",2019-06-16,16.3,"P"
"141","USGS","06346500",2019-06-17,14.9,"P"
"142","USGS","06346500",2019-06-18,14.6,"P"
"143","USGS","06346500",2019-06-19,14.3,"P"
"144","USGS","06346500",2019-06-20,15.9,"P"
"145","USGS","06346500",2019-06-21,15.8,"P"
"146","USGS","06346500",2019-06-22,17.1,"P"
"147","USGS","06346500",2019-06-23,17.9,"P"
"148","USGS","06346500",2019-06-24,17.9,"P"
"149","USGS","06346500",2019-06-25,18.8,"P"
"150","USGS","06346500",2019-06-26,18.3,"P"
"151","USGS","06346500",2019-06-27,18.1,"P"
"152","USGS","06346500",2019-06-28,17.6,"P"
"153","USGS","06346500",2019-06-29,18.4,"P"
"154","USGS","06346500",2019-06-30,17.6,"P"
"155","USGS","06346500",2019-07-01,17.8,"P"
"156","USGS","06346500",2019-07-02,18,"P"
"157","USGS","06346500",2019-07-03,17.4,"P"
"158","USGS","06346500",2019-07-04,17.4,"P"
"159","USGS","06346500",2019-07-05,17.1,"P"
"160","USGS","06346500",2019-07-06,17.8,"P"
"161","USGS","06346500",2019-07-07,18.2,"P"
"162","USGS","06346500",2019-07-08,18.4,"P"
"163","USGS","06346500",2019-07-09,18.9,"P"
"164","USGS","06346500",2019-07-10,21.6,"P"
"165","USGS","06346500",2019-07-11,20.9,"P"
"166","USGS","06346500",2019-07-12,20.6,"P"
"167","USGS","06346500",2019-07-13,20.6,"P"
"168","USGS","06346500",2019-07-14,20.6,"P"
"169","USGS","06346500",2019-07-15,20.5,"P"
"170","USGS","06346500",2019-07-16,19.9,"P"
"171","USGS","06346500",2019-07-17,20.4,"P"
"172","USGS","06346500",2019-07-18,20,"P"
"173","USGS","06346500",2019-07-19,20.2,"P"
"174","USGS","06346500",2019-07-20,20.1,"P"
"175","USGS","06346500",2019-07-21,19.6,"P"
"176","USGS","06346500",2019-07-22,20.1,"P"
"177","USGS","06346500",2019-07-23,20,"P"
"178","USGS","06346500",2019-07-24,19.7,"P"
"179","USGS","06346500",2019-07-25,21.4,"P"
"180","USGS","06346500",2019-07-26,21.4,"P"
"181","USGS","06346500",2019-07-27,21.1,"P"
"182","USGS","06346500",2019-07-28,21.9,"P"
"183","USGS","06346500",2019-07-29,21.8,"P"
"184","USGS","06346500",2019-07-30,21.1,"P"
"185","USGS","06346500",2019-07-31,21.6,"P"
"186","USGS","06346500",2019-08-01,21.6,"P"
"187","USGS","06346500",2019-08-02,21.9,"P"
"188","USGS","06346500",2019-08-03,21.9,"P"
"189","USGS","06346500",2019-08-04,22.2,"P"
"190","USGS","06346500",2019-08-05,22.4,"P"
"191","USGS","06346500",2019-08-06,22.6,"P"
"192","USGS","06346500",2019-08-07,22.6,"P"
"193","USGS","06346500",2019-08-08,22.2,"P"
"194","USGS","06346500",2019-08-09,21.7,"P"
"195","USGS","06346500",2019-08-10,22.2,"P"
"196","USGS","06346500",2019-08-11,22,"P"
"197","USGS","06346500",2019-08-12,22.5,"P"
"198","USGS","06346500",2019-08-13,22.1,"P"
"199","USGS","06346500",2019-08-14,21.9,"P"
"200","USGS","06346500",2019-08-15,21.6,"P"
"201","USGS","06346500",2019-08-16,21.8,"P"
"202","USGS","06346500",2019-08-17,21.3,"P"
"203","USGS","06346500",2019-08-18,21.2,"P"
"204","USGS","06346500",2019-08-19,21.2,"P"
"205","USGS","06346500",2019-08-20,21.2,"P"
"206","USGS","06346500",2019-08-21,21,"P"
"207","USGS","06346500",2019-08-22,20.6,"P"
"208","USGS","06346500",2019-08-23,20.6,"P"
"209","USGS","06346500",2019-08-24,20.9,"P"
"210","USGS","06346500",2019-08-25,21.3,"P"
"211","USGS","06346500",2019-08-26,21.5,"P"
"212","USGS","06346500",2019-08-27,20.3,"P"
"213","USGS","06346500",2019-08-28,20.1,"P"
"214","USGS","06346500",2019-08-29,20.2,"P"
"215","USGS","06346500",2019-08-30,19.9,"P"
"216","USGS","06346500",2019-08-31,19.5,"P"
"217","USGS","06346500",2019-09-01,19.7,"P"
"218","USGS","06346500",2019-09-02,19.3,"P"
"219","USGS","06346500",2019-09-03,19.4,"P"
"220","USGS","06346500",2019-09-04,19.4,"P"
"221","USGS","06346500",2019-09-05,19.7,"P"
"222","USGS","06346500",2019-09-06,19.6,"P"
"223","USGS","06346500",2019-09-07,18.2,"P"
"224","USGS","06346500",2019-09-08,18.1,"P"
"225","USGS","06346500",2019-09-09,18,"P"
"226","USGS","06346500",2019-09-10,18.3,"P"
"227","USGS","06346500",2019-09-11,17.7,"P"
"228","USGS","06346500",2019-09-12,17.1,"P"
"229","USGS","06346500",2019-09-13,17.2,"P"
"230","USGS","06346500",2019-09-14,17.6,"P"
"231","USGS","06346500",2019-09-15,17.6,"P"
"232","USGS","06346500",2019-09-16,17.1,"P"
"233","USGS","06346500",2019-09-17,17.3,"P"
"234","USGS","06346500",2019-09-18,18.1,"P"
"235","USGS","06346500",2019-09-19,17.8,"P"
"236","USGS","06346500",2019-09-20,18.1,"P"
"237","USGS","06346500",2019-09-21,18.3,"P"
"238","USGS","06346500",2019-09-22,18.1,"P"
"239","USGS","06346500",2019-09-23,18,"P"
"240","USGS","06346500",2019-09-24,18,"P"
"241","USGS","06346500",2019-09-25,17.5,"P"
"242","USGS","06346500",2019-09-26,17.1,"P"
"243","USGS","06346500",2019-09-27,16.9,"P"
"244","USGS","06346500",2019-09-28,16.5,"P"
"245","USGS","06346500",2019-09-29,16,"P"
"246","USGS","06346500",2019-09-30,15.5,"P"
"247","USGS","06346500",2019-10-01,14.8,"P"
"248","USGS","06346500",2019-10-02,14.3,"P"
"249","USGS","06346500",2019-10-03,13.9,"P"
"250","USGS","06346500",2019-10-04,13.4,"P"
"251","USGS","06346500",2019-10-05,13,"P"
"252","USGS","06346500",2019-10-06,12.6,"P"
"253","USGS","06346500",2019-10-07,12.5,"P"
"254","USGS","06346500",2019-10-08,12.4,"P"
"255","USGS","06346500",2019-10-09,12,"P"
"256","USGS","06346500",2019-10-10,10.9,"P"
"257","USGS","06346500",2019-10-11,9.8,"P"
"258","USGS","06346500",2019-10-12,9,"P"
