"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"1","USGS","02315550",2017-04-14,22.8,"A"
"2","USGS","02315550",2017-04-15,22.8,"A"
"3","USGS","02315550",2017-04-16,22.9,"A"
"4","USGS","02315550",2017-04-17,23.4,"A"
"5","USGS","02315550",2017-04-18,23.8,"A"
"6","USGS","02315550",2017-04-19,24,"A"
"7","USGS","02315550",2017-04-20,24,"A"
"8","USGS","02315550",2017-04-21,24.3,"A"
"9","USGS","02315550",2017-04-22,24.7,"A"
"10","USGS","02315550",2017-04-23,25.2,"A"
"11","USGS","02315550",2017-04-24,24.5,"A"
"12","USGS","02315550",2017-04-25,23.6,"A"
"13","USGS","02315550",2017-04-26,23.5,"A"
"14","USGS","02315550",2017-04-27,24.1,"A"
"15","USGS","02315550",2017-04-28,25.3,"A"
"16","USGS","02315550",2017-04-29,26.4,"A"
"17","USGS","02315550",2017-04-30,26.8,"A"
"18","USGS","02315550",2017-05-01,26.8,"A"
"19","USGS","02315550",2017-05-02,26.6,"A"
"20","USGS","02315550",2017-05-03,25.9,"A"
"21","USGS","02315550",2017-05-04,25.1,"A"
"22","USGS","02315550",2017-05-05,24.2,"A"
"23","USGS","02315550",2017-05-06,23.2,"A"
"24","USGS","02315550",2017-05-07,23.4,"A"
"25","USGS","02315550",2017-05-08,23.9,"A"
"26","USGS","02315550",2017-05-09,24.4,"A"
"27","USGS","02315550",2017-05-10,25.3,"A"
"28","USGS","02315550",2017-05-11,25.9,"A"
"29","USGS","02315550",2017-05-12,26.5,"A"
"30","USGS","02315550",2017-05-13,26.3,"A"
"31","USGS","02315550",2017-05-14,25.8,"A"
"32","USGS","02315550",2017-05-15,26.4,"A"
"33","USGS","02315550",2017-05-16,27,"A"
"34","USGS","02315550",2017-05-17,27.7,"A"
"35","USGS","02315550",2017-05-18,28.3,"A"
"36","USGS","02315550",2017-05-19,28,"A"
"37","USGS","02315550",2017-05-20,28.5,"A"
"38","USGS","02315550",2017-05-21,28,"A"
"39","USGS","02315550",2017-05-22,28.3,"A"
"40","USGS","02315550",2017-05-23,27.4,"A"
"41","USGS","02315550",2017-05-24,25.8,"A"
"42","USGS","02315550",2017-05-25,25,"A"
"43","USGS","02315550",2017-05-26,25.1,"A"
"44","USGS","02315550",2017-05-27,26,"A"
"45","USGS","02315550",2017-05-28,27.2,"A"
"46","USGS","02315550",2017-05-29,28.5,"A"
"47","USGS","02315550",2017-05-30,28.9,"A"
"48","USGS","02315550",2017-05-31,28.5,"A"
"49","USGS","02315550",2017-06-01,28.1,"A"
"50","USGS","02315550",2017-06-02,28,"A"
"51","USGS","02315550",2017-06-03,28.1,"A"
"52","USGS","02315550",2017-06-04,28.2,"A"
"53","USGS","02315550",2017-06-05,27.4,"A"
"54","USGS","02315550",2017-06-06,26.1,"A"
"55","USGS","02315550",2017-06-07,24.4,"A"
