"","agency_cd","site_no","Date","Wtemp","Wtemp_cd","YSI.EX02_Wtemp","YSI.EX02_Wtemp_cd"
"807","USGS","05418400",2014-10-06,11.4,"A",NA,NA
"808","USGS","05418400",2014-10-07,11.8,"A",NA,NA
"809","USGS","05418400",2014-10-08,11.9,"A",NA,NA
"810","USGS","05418400",2014-10-09,13.2,"A",NA,NA
"811","USGS","05418400",2014-10-10,11.5,"A",NA,NA
"812","USGS","05418400",2014-10-11,10.6,"A",NA,NA
"813","USGS","05418400",2014-10-12,9.7,"A",NA,NA
"814","USGS","05418400",2014-10-13,11.5,"A",NA,NA
"815","USGS","05418400",2014-10-14,12.4,"A",NA,NA
"816","USGS","05418400",2014-10-15,12.1,"A",NA,NA
"817","USGS","05418400",2014-10-16,12.2,"A",NA,NA
"818","USGS","05418400",2014-10-17,11.6,"A",NA,NA
"819","USGS","05418400",2014-10-18,10.8,"A",NA,NA
"820","USGS","05418400",2014-10-19,9.5,"A",NA,NA
"821","USGS","05418400",2014-10-20,10.7,"A",NA,NA
"822","USGS","05418400",2014-10-21,10.5,"A",NA,NA
"823","USGS","05418400",2014-10-22,9.7,"A",NA,NA
"824","USGS","05418400",2014-10-23,9.2,"A",NA,NA
"825","USGS","05418400",2014-10-24,11.1,"A",NA,NA
"826","USGS","05418400",2014-10-25,13,"A",NA,NA
"827","USGS","05418400",2014-10-26,11,"A",NA,NA
"828","USGS","05418400",2014-10-27,12.6,"A",NA,NA
"829","USGS","05418400",2014-10-28,12.2,"A",NA,NA
"830","USGS","05418400",2014-10-29,9.9,"A",NA,NA
"831","USGS","05418400",2014-10-30,8.2,"A",NA,NA
"832","USGS","05418400",2014-10-31,7.2,"A",NA,NA
"833","USGS","05418400",2014-11-01,5.1,"A",NA,NA
"834","USGS","05418400",2014-11-02,5.1,"A",NA,NA
"835","USGS","05418400",2014-11-03,7.2,"A",NA,NA
"836","USGS","05418400",2014-11-04,9.5,"A",NA,NA
"837","USGS","05418400",2014-11-05,7.8,"A",NA,NA
"838","USGS","05418400",2014-11-06,7.6,"A",NA,NA
"839","USGS","05418400",2014-11-07,5.5,"A",NA,NA
"840","USGS","05418400",2014-11-08,6.5,"A",NA,NA
"841","USGS","05418400",2014-11-09,6.6,"A",NA,NA
"842","USGS","05418400",2014-11-10,8,"A",NA,NA
