"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"1","USGS","11302000",1973-07-27,25.3,"A"
"2","USGS","11302000",1973-07-28,24.1,"A"
"3","USGS","11302000",1973-07-29,23.8,"A"
"4","USGS","11302000",1973-07-30,20.9,"A"
"5","USGS","11302000",1973-07-31,22.8,"A"
"6","USGS","11302000",1973-08-01,24.2,"A"
"7","USGS","11302000",1973-08-02,23.8,"A"
"8","USGS","11302000",1973-08-03,24.2,"A"
"9","USGS","11302000",1973-08-04,24.1,"A"
"10","USGS","11302000",1973-08-05,24.1,"A"
"11","USGS","11302000",1973-08-06,24.8,"A"
"12","USGS","11302000",1973-08-07,24.3,"A"
"13","USGS","11302000",1973-08-08,24.1,"A"
"14","USGS","11302000",1973-08-09,23.8,"A"
"15","USGS","11302000",1973-08-10,23.9,"A"
"16","USGS","11302000",1973-08-11,24.5,"A"
"17","USGS","11302000",1973-08-12,24.5,"A"
"18","USGS","11302000",1973-08-13,24.5,"A"
"19","USGS","11302000",1973-08-14,25,"A"
"20","USGS","11302000",1973-08-15,25.1,"A"
"21","USGS","11302000",1973-08-16,24.6,"A"
"22","USGS","11302000",1973-08-17,23.9,"A"
"23","USGS","11302000",1973-08-18,23.9,"A"
"24","USGS","11302000",1973-08-19,23.9,"A"
"25","USGS","11302000",1973-08-20,23.8,"A"
"26","USGS","11302000",1973-08-21,23.6,"A"
"27","USGS","11302000",1973-08-22,23,"A"
"28","USGS","11302000",1973-08-23,22.3,"A"
"29","USGS","11302000",1973-08-24,22.3,"A"
"30","USGS","11302000",1973-08-25,22.6,"A"
"31","USGS","11302000",1973-08-26,22.6,"A"
"32","USGS","11302000",1973-08-27,22.6,"A"
"33","USGS","11302000",1973-08-28,23,"A"
"34","USGS","11302000",1973-08-29,23.6,"A"
"35","USGS","11302000",1973-08-30,23.6,"A"
"36","USGS","11302000",1973-08-31,23.3,"A"
"37","USGS","11302000",1973-09-01,23,"A"
"38","USGS","11302000",1973-09-02,23,"A"
"39","USGS","11302000",1973-09-03,22.7,"A"
"40","USGS","11302000",1973-09-04,22.8,"A"
"41","USGS","11302000",1973-09-05,22.6,"A"
"42","USGS","11302000",1973-09-06,22.4,"A"
"43","USGS","11302000",1973-09-07,22.7,"A"
"44","USGS","11302000",1973-09-08,22.4,"A"
"45","USGS","11302000",1973-09-09,22.5,"A"
"46","USGS","11302000",1973-09-10,22.8,"A"
"47","USGS","11302000",1973-09-11,22.7,"A"
"48","USGS","11302000",1973-09-12,22.9,"A"
"49","USGS","11302000",1973-09-13,22.9,"A"
"50","USGS","11302000",1973-09-14,22.4,"A"
"51","USGS","11302000",1973-09-15,22.1,"A"
"52","USGS","11302000",1973-09-16,22,"A"
"53","USGS","11302000",1973-09-17,21.6,"A"
"54","USGS","11302000",1973-09-18,21.9,"A"
"55","USGS","11302000",1973-09-19,22.4,"A"
"56","USGS","11302000",1973-09-20,22.6,"A"
"57","USGS","11302000",1973-09-21,21.9,"A"
"58","USGS","11302000",1973-09-22,20.4,"A"
"59","USGS","11302000",1973-09-23,20.9,"A"
"60","USGS","11302000",1973-09-24,20.4,"A"
"61","USGS","11302000",1973-09-25,20.5,"A"
"62","USGS","11302000",1973-09-26,20.7,"A"
"63","USGS","11302000",1973-09-27,21,"A"
"64","USGS","11302000",1973-09-28,21,"A"
"65","USGS","11302000",1973-09-29,20.9,"A"
"66","USGS","11302000",1973-09-30,20.8,"A"
"67","USGS","11302000",1973-10-01,19.1,"A"
"68","USGS","11302000",1992-10-01,16.5,"A"
"69","USGS","11302000",1992-10-02,16.5,"A"
"70","USGS","11302000",1992-10-03,16,"A"
"71","USGS","11302000",1992-10-04,16,"A"
"72","USGS","11302000",1992-10-05,16.5,"A"
"73","USGS","11302000",1992-10-06,16.5,"A"
"74","USGS","11302000",1992-10-07,16.5,"A"
"75","USGS","11302000",1992-10-08,16.5,"A"
"76","USGS","11302000",1992-10-09,16.5,"A"
"77","USGS","11302000",1992-10-10,16.5,"A"
"78","USGS","11302000",1992-10-11,16.5,"A"
"79","USGS","11302000",1992-10-12,16.5,"A"
"80","USGS","11302000",1992-10-13,16.5,"A"
"81","USGS","11302000",1992-10-14,16.5,"A"
"82","USGS","11302000",1992-10-15,16.5,"A"
"83","USGS","11302000",1992-10-16,16.5,"A"
"84","USGS","11302000",1992-10-17,16.5,"A"
"85","USGS","11302000",1992-10-18,16,"A"
"86","USGS","11302000",1992-10-19,16,"A"
"87","USGS","11302000",1992-10-20,16,"A"
"88","USGS","11302000",1992-10-21,16,"A"
"89","USGS","11302000",1992-10-22,15.5,"A"
"90","USGS","11302000",1992-10-23,16,"A"
"91","USGS","11302000",1992-10-24,16,"A"
"92","USGS","11302000",1992-10-25,16,"A"
"93","USGS","11302000",1992-10-26,16,"A"
"94","USGS","11302000",1992-10-27,15.5,"A"
"95","USGS","11302000",1992-10-28,15,"A"
"96","USGS","11302000",1992-10-29,15,"A"
"97","USGS","11302000",1992-10-30,15,"A"
"98","USGS","11302000",1992-10-31,15,"A"
"99","USGS","11302000",1992-11-01,15.5,"A"
"100","USGS","11302000",1992-11-02,15.5,"A"
"101","USGS","11302000",1992-11-03,15.5,"A"
"102","USGS","11302000",1992-11-04,15,"A"
"103","USGS","11302000",1992-11-05,15,"A"
"104","USGS","11302000",1992-11-06,15.5,"A"
"105","USGS","11302000",1992-11-07,15,"A"
"106","USGS","11302000",1992-11-08,15,"A"
"107","USGS","11302000",1992-11-09,14.5,"A"
"108","USGS","11302000",1992-11-10,14,"A"
"109","USGS","11302000",1992-11-11,14,"A"
"110","USGS","11302000",1992-11-12,14,"A"
"111","USGS","11302000",1992-11-13,14.5,"A"
"112","USGS","11302000",1992-11-14,14.5,"A"
"113","USGS","11302000",1992-11-15,14.5,"A"
"114","USGS","11302000",1992-11-16,15,"A"
"115","USGS","11302000",1992-11-17,15,"A"
"116","USGS","11302000",1992-11-18,14.5,"A"
"117","USGS","11302000",1992-11-19,14.5,"A"
"118","USGS","11302000",1992-11-20,14,"A"
"119","USGS","11302000",1992-11-21,13.5,"A"
"120","USGS","11302000",1992-11-22,13.5,"A"
"121","USGS","11302000",1992-11-23,13.5,"A"
"122","USGS","11302000",1992-11-24,13.5,"A"
"123","USGS","11302000",1992-11-25,13.5,"A"
"124","USGS","11302000",1992-11-26,14,"A"
"125","USGS","11302000",1992-11-27,14,"A"
"126","USGS","11302000",1992-11-28,14,"A"
"127","USGS","11302000",1992-11-29,13.5,"A"
"128","USGS","11302000",1992-11-30,13.5,"A"
"129","USGS","11302000",1992-12-01,13,"A"
"130","USGS","11302000",1992-12-02,13,"A"
"131","USGS","11302000",1992-12-03,13,"A"
"132","USGS","11302000",1992-12-04,13,"A"
"133","USGS","11302000",1992-12-05,13,"A"
"134","USGS","11302000",1992-12-06,13,"A"
"135","USGS","11302000",1992-12-07,13,"A"
"136","USGS","11302000",1992-12-08,13,"A"
"137","USGS","11302000",1992-12-09,13,"A"
"138","USGS","11302000",1992-12-10,13,"A"
"139","USGS","11302000",1992-12-11,13,"A"
"140","USGS","11302000",1992-12-12,13,"A"
"141","USGS","11302000",1992-12-13,12.5,"A"
"142","USGS","11302000",1992-12-14,12,"A"
"143","USGS","11302000",1992-12-15,12,"A"
"144","USGS","11302000",1992-12-16,11.5,"A"
"145","USGS","11302000",1992-12-17,11.5,"A"
"146","USGS","11302000",1992-12-18,11.5,"A"
"147","USGS","11302000",1992-12-19,11.5,"A"
"148","USGS","11302000",1992-12-20,11.5,"A"
"149","USGS","11302000",1992-12-21,11,"A"
"150","USGS","11302000",1992-12-22,11,"A"
"151","USGS","11302000",1992-12-23,11,"A"
"152","USGS","11302000",1992-12-24,11,"A"
"153","USGS","11302000",1992-12-25,11,"A"
"154","USGS","11302000",1992-12-26,10.5,"A"
"155","USGS","11302000",1992-12-27,10.5,"A"
"156","USGS","11302000",1992-12-28,10.5,"A"
"157","USGS","11302000",1992-12-29,10.5,"A"
"158","USGS","11302000",1992-12-30,10.5,"A"
"159","USGS","11302000",1992-12-31,10.5,"A"
"160","USGS","11302000",1993-01-01,10.5,"A"
"161","USGS","11302000",1993-01-02,10.5,"A"
"162","USGS","11302000",1993-01-03,10,"A"
"163","USGS","11302000",1993-01-04,10,"A"
"164","USGS","11302000",1993-01-05,9.5,"A"
"165","USGS","11302000",1993-01-06,10,"A"
"166","USGS","11302000",1993-01-07,10,"A"
"167","USGS","11302000",1993-01-08,10,"A"
"168","USGS","11302000",1993-01-09,10,"A"
"169","USGS","11302000",1993-01-10,10,"A"
"170","USGS","11302000",1993-01-11,10,"A"
"171","USGS","11302000",1993-01-12,9.5,"A"
"172","USGS","11302000",1993-01-13,10,"A"
"173","USGS","11302000",1993-01-14,10,"A"
"174","USGS","11302000",1993-01-15,10,"A"
"175","USGS","11302000",1993-01-16,10.5,"A"
"176","USGS","11302000",1993-01-17,10.5,"A"
"177","USGS","11302000",1993-01-18,10.5,"A"
"178","USGS","11302000",1993-01-19,10,"A"
"179","USGS","11302000",1993-01-20,10,"A"
"180","USGS","11302000",1993-01-21,10.5,"A"
"181","USGS","11302000",1993-01-22,10.5,"A"
"182","USGS","11302000",1993-01-23,10.5,"A"
"183","USGS","11302000",1993-01-24,10,"A"
"184","USGS","11302000",1993-01-25,10,"A"
"185","USGS","11302000",1993-01-26,10,"A"
"186","USGS","11302000",1993-01-27,10,"A"
"187","USGS","11302000",1993-01-28,10,"A"
"188","USGS","11302000",1993-01-29,10,"A"
"189","USGS","11302000",1993-01-30,10,"A"
"190","USGS","11302000",1993-01-31,10,"A"
"191","USGS","11302000",1993-02-01,10,"A"
"192","USGS","11302000",1993-02-02,10,"A"
"193","USGS","11302000",1993-02-03,10.5,"A"
"194","USGS","11302000",1993-02-04,10.5,"A"
"195","USGS","11302000",1993-02-05,11,"A"
