"","agency_cd","site_no","Date","Wtemp","Wtemp_cd"
"1","USGS","02297100",2016-06-08,26.5,"A"
"2","USGS","02297100",2016-06-09,25.4,"A"
"3","USGS","02297100",2016-06-10,25.7,"A"
"4","USGS","02297100",2016-06-11,26.7,"A"
"5","USGS","02297100",2016-06-12,27.6,"A"
"6","USGS","02297100",2016-06-13,27.9,"A"
"7","USGS","02297100",2016-06-14,27.9,"A"
"8","USGS","02297100",2016-06-15,28.2,"A"
"9","USGS","02297100",2016-06-16,28.1,"A"
"10","USGS","02297100",2016-06-17,27.9,"A"
"11","USGS","02297100",2016-06-18,27.8,"A"
"12","USGS","02297100",2016-06-19,27.5,"A"
"13","USGS","02297100",2016-06-20,26.8,"A"
"14","USGS","02297100",2016-06-21,26.4,"A"
"15","USGS","02297100",2016-06-22,26.8,"A"
"16","USGS","02297100",2016-06-23,27.6,"A"
"17","USGS","02297100",2016-06-24,28.2,"A"
"18","USGS","02297100",2016-06-25,28.5,"A"
"19","USGS","02297100",2016-06-26,28.1,"A"
"20","USGS","02297100",2016-06-27,27.6,"A"
"21","USGS","02297100",2016-06-28,27.7,"A"
"22","USGS","02297100",2016-06-29,27.8,"A"
"23","USGS","02297100",2016-06-30,27.6,"A"
"24","USGS","02297100",2016-07-01,28,"A"
"25","USGS","02297100",2016-07-02,28.1,"A"
"26","USGS","02297100",2016-07-03,28.4,"A"
"27","USGS","02297100",2016-07-04,28.6,"A"
"28","USGS","02297100",2016-07-05,28.5,"A"
"29","USGS","02297100",2016-07-06,29.6,"A"
"30","USGS","02297100",2016-07-07,30,"A"
"31","USGS","02297100",2016-07-08,29.9,"A"
"32","USGS","02297100",2016-07-09,29.4,"A"
"33","USGS","02297100",2016-07-10,29.1,"A"
"34","USGS","02297100",2016-07-11,29.2,"A"
"35","USGS","02297100",2016-07-12,29.1,"A"
"36","USGS","02297100",2016-07-13,28.2,"A"
"37","USGS","02297100",2016-07-14,27.9,"A"
"38","USGS","02297100",2016-07-15,28.4,"A"
"39","USGS","02297100",2016-07-16,28.4,"A"
"40","USGS","02297100",2016-07-17,27.3,"A"
"41","USGS","02297100",2016-07-18,28.2,"A"
"42","USGS","02297100",2016-07-19,27.8,"A"
"43","USGS","02297100",2016-07-20,27.4,"A"
"44","USGS","02297100",2016-07-21,27.7,"A"
"45","USGS","02297100",2016-07-22,27.8,"A"
"46","USGS","02297100",2016-07-23,26.7,"A"
"47","USGS","02297100",2016-07-24,27.3,"A"
"48","USGS","02297100",2016-07-25,27.1,"A"
"49","USGS","02297100",2016-07-26,28,"A"
"50","USGS","02297100",2016-07-27,28.9,"A"
"51","USGS","02297100",2016-07-28,29.2,"A"
"52","USGS","02297100",2016-07-29,29.4,"A"
"53","USGS","02297100",2016-07-30,29.1,"A"
"54","USGS","02297100",2016-07-31,28.7,"A"
"55","USGS","02297100",2016-08-01,28.7,"A"
"56","USGS","02297100",2016-08-02,29,"A"
"57","USGS","02297100",2016-08-03,28.4,"A"
"58","USGS","02297100",2016-08-04,28.5,"A"
"59","USGS","02297100",2016-08-05,28.6,"A"
"60","USGS","02297100",2016-08-06,27.5,"A"
"61","USGS","02297100",2016-08-07,26.7,"A"
"62","USGS","02297100",2016-08-08,26.8,"A"
"63","USGS","02297100",2016-08-09,26.6,"A"
"64","USGS","02297100",2016-08-10,27,"A"
"65","USGS","02297100",2016-08-11,27.7,"A"
"66","USGS","02297100",2016-08-12,28,"A"
"67","USGS","02297100",2016-08-13,27.9,"A"
"68","USGS","02297100",2016-08-14,28.1,"A"
"69","USGS","02297100",2016-08-15,28.5,"A"
"70","USGS","02297100",2016-08-16,28.9,"A"
"71","USGS","02297100",2016-08-17,28.8,"A"
"72","USGS","02297100",2016-08-18,28.8,"A"
"73","USGS","02297100",2016-08-19,28.8,"A"
"74","USGS","02297100",2016-08-20,28.9,"A"
"75","USGS","02297100",2016-08-21,29,"A"
"76","USGS","02297100",2016-08-22,28.8,"A"
"77","USGS","02297100",2016-08-23,29,"A"
"78","USGS","02297100",2016-08-24,29,"A"
"79","USGS","02297100",2016-08-25,28.6,"A"
"80","USGS","02297100",2016-08-26,28.4,"A"
"81","USGS","02297100",2016-08-27,28.2,"A"
"82","USGS","02297100",2016-08-28,28.3,"A"
"83","USGS","02297100",2016-08-29,28.3,"A"
"84","USGS","02297100",2016-08-30,27.3,"A"
"85","USGS","02297100",2016-08-31,26.7,"A"
"86","USGS","02297100",2016-09-01,26.1,"A"
"87","USGS","02297100",2016-09-02,26.2,"A"
"88","USGS","02297100",2016-09-03,26.3,"A"
"89","USGS","02297100",2016-09-04,27.4,"A"
"90","USGS","02297100",2016-09-05,27.2,"A"
"91","USGS","02297100",2016-09-06,27.8,"A"
"92","USGS","02297100",2016-09-07,27.6,"A"
"93","USGS","02297100",2016-09-08,27.4,"A"
"94","USGS","02297100",2016-09-09,27.9,"A"
"95","USGS","02297100",2016-09-10,28.3,"A"
"96","USGS","02297100",2016-09-11,28.3,"A"
"97","USGS","02297100",2016-09-12,28,"A"
"98","USGS","02297100",2016-09-13,27.7,"A"
"99","USGS","02297100",2016-09-14,27.4,"A"
"100","USGS","02297100",2016-09-15,27.9,"A"
"101","USGS","02297100",2016-09-16,28.2,"A"
"102","USGS","02297100",2016-09-17,28.3,"A"
"103","USGS","02297100",2016-09-18,28.1,"A"
"104","USGS","02297100",2016-09-19,27.8,"A"
"105","USGS","02297100",2016-09-20,28.2,"A"
"106","USGS","02297100",2016-09-21,28.1,"A"
"107","USGS","02297100",2016-09-22,27.9,"A"
"108","USGS","02297100",2016-09-23,27.8,"A"
"109","USGS","02297100",2016-09-24,27.5,"A"
"110","USGS","02297100",2016-09-25,26.6,"A"
"111","USGS","02297100",2016-09-26,26.6,"A"
"112","USGS","02297100",2016-09-27,25.5,"A"
"113","USGS","02297100",2016-09-28,26.6,"A"
"114","USGS","02297100",2016-09-29,26.9,"A"
"115","USGS","02297100",2016-09-30,26.9,"A"
"116","USGS","02297100",2016-10-01,26.8,"A"
"117","USGS","02297100",2016-10-02,26.8,"A"
"118","USGS","02297100",2016-10-03,25.8,"A"
"119","USGS","02297100",2016-10-13,24.8,"P"
"120","USGS","02297100",2016-10-14,24.9,"P"
"121","USGS","02297100",2016-10-15,25,"P"
"122","USGS","02297100",2016-10-16,25.4,"P"
"123","USGS","02297100",2016-10-17,25.2,"P"
"124","USGS","02297100",2016-10-18,24.8,"P"
"125","USGS","02297100",2016-10-19,24.2,"P"
"126","USGS","02297100",2016-10-20,23.9,"P"
"127","USGS","02297100",2016-10-21,23.5,"P"
"128","USGS","02297100",2016-10-22,22.3,"P"
"129","USGS","02297100",2016-10-23,20.2,"P"
"130","USGS","02297100",2016-10-24,20.6,"P"
"131","USGS","02297100",2016-10-25,21.2,"P"
"132","USGS","02297100",2016-10-26,21.7,"P"
"133","USGS","02297100",2016-10-27,22.2,"P"
"134","USGS","02297100",2016-10-28,22.7,"P"
"135","USGS","02297100",2016-10-29,22.9,"P"
"136","USGS","02297100",2016-10-30,23.2,"P"
"137","USGS","02297100",2016-10-31,23,"P"
"138","USGS","02297100",2016-11-01,22.3,"P"
"139","USGS","02297100",2016-11-02,22.5,"P"
"140","USGS","02297100",2016-11-03,22.8,"P"
"141","USGS","02297100",2016-11-04,22.3,"P"
"142","USGS","02297100",2016-11-05,22.5,"P"
"143","USGS","02297100",2016-11-06,21.9,"P"
"144","USGS","02297100",2016-11-07,21.6,"P"
"145","USGS","02297100",2016-11-08,21,"P"
"146","USGS","02297100",2016-11-09,NA,"P Dis"
"147","USGS","02297100",2016-11-10,NA,"P Dis"
"148","USGS","02297100",2016-11-11,NA,"P Dis"
"149","USGS","02297100",2016-11-12,NA,"P Dis"
"150","USGS","02297100",2016-11-13,NA,"P Dis"
"151","USGS","02297100",2016-11-14,NA,"P Dis"
"152","USGS","02297100",2016-11-15,NA,"P Dis"
"153","USGS","02297100",2016-11-16,NA,"P Dis"
"154","USGS","02297100",2016-11-17,NA,"P Dis"
"155","USGS","02297100",2016-11-18,NA,"P Dis"
"156","USGS","02297100",2016-11-19,NA,"P Dis"
"157","USGS","02297100",2016-11-20,NA,"P Dis"
"158","USGS","02297100",2016-11-21,NA,"P Dis"
"159","USGS","02297100",2016-11-22,NA,"P Dis"
"160","USGS","02297100",2016-11-23,NA,"P Dis"
"161","USGS","02297100",2016-11-24,NA,"P Dis"
"162","USGS","02297100",2016-11-25,NA,"P Dis"
"163","USGS","02297100",2016-11-26,NA,"P Dis"
"164","USGS","02297100",2016-11-27,NA,"P Dis"
"165","USGS","02297100",2016-11-28,NA,"P Dis"
"166","USGS","02297100",2016-11-29,NA,"P Dis"
"167","USGS","02297100",2016-11-30,NA,"P Dis"
"168","USGS","02297100",2016-12-01,NA,"P Dis"
"169","USGS","02297100",2016-12-02,NA,"P Dis"
"170","USGS","02297100",2016-12-03,NA,"P Dis"
"171","USGS","02297100",2016-12-04,NA,"P Dis"
"172","USGS","02297100",2016-12-05,NA,"P Dis"
"173","USGS","02297100",2016-12-06,NA,"P Dis"
