"","id","date","tmax"
"1","USC00063989",1942-01-01,-4.4
"2","USC00063989",1942-01-02,10
"3","USC00063989",1942-01-03,-7.8
"4","USC00063989",1942-01-04,-1.1
"5","USC00063989",1942-01-05,-2.2
"6","USC00063989",1942-01-06,-14.4
"7","USC00063989",1942-01-07,-13.3
"8","USC00063989",1942-01-08,-18.9
"9","USC00063989",1942-01-09,-14.4
"10","USC00063989",1942-01-10,-8.9
"11","USC00063989",1942-01-11,-17.8
"12","USC00063989",1942-01-12,-14.4
"13","USC00063989",1942-01-13,-4.4
"14","USC00063989",1942-01-14,-14.4
"15","USC00063989",1942-01-15,-3.3
"16","USC00063989",1942-01-16,-11.1
"17","USC00063989",1942-01-17,-17.8
"18","USC00063989",1942-01-18,-2.2
"19","USC00063989",1942-01-19,3.3
"20","USC00063989",1942-01-20,3.3
"21","USC00063989",1942-01-21,0
"22","USC00063989",1942-01-22,-9.4
"23","USC00063989",1942-01-23,-2.2
"24","USC00063989",1942-01-24,-4.4
"25","USC00063989",1942-01-25,-3.3
"26","USC00063989",1942-01-26,-1.1
"27","USC00063989",1942-01-27,0
"28","USC00063989",1942-01-28,0
"29","USC00063989",1942-01-29,-12.2
"30","USC00063989",1942-01-30,-17.8
"31","USC00063989",1942-01-31,-11.1
