"","x","Index","y","Index2","RcrdCnt"
"1",0,1,3.02678809570283,1,11
"2",1,2,2.82455513541374,2,11
"3",2,3,2.6257459116182,3,11
"4",3,4,2.43629882204967,4,11
"5",4,5,2.26204677838926,5,11
"6",5,6,2.1084007481087,6,11
"7",6,7,1.98066621262736,7,11
"8",7,8,1.88300735551847,8,11
"9",8,9,1.81502316897055,9,11
"10",9,10,1.77517134732598,10,11
"11",10,11,1.76190958492712,11,11
"12",11,12,1.77290578926594,12,11
"13",12,13,1.80266872043286,13,11
"14",13,14,1.84491735166791,14,11
"15",14,15,1.89357757835694,15,11
"16",15,16,1.94340298446917,16,11
"17",16,17,1.98935407611966,17,11
"18",17,18,2.02747488516908,18,11
"19",18,19,2.05814354646068,19,11
"20",19,20,2.0828217205833,20,11
"21",20,21,2.1029710681258,21,11
"22",21,22,2.11950053681967,22,11
"23",22,23,2.13110822296689,23,11
"24",23,24,2.1359395100121,24,11
"25",24,25,2.13259773380702,25,11
"26",25,26,2.12151803983183,26,11
"27",26,27,2.1035935259738,27,11
"28",27,28,2.07971729012023,28,11
"29",28,29,2.05144760517192,29,11
"30",29,30,2.02300344408374,30,11
"31",30,31,1.99926895482407,31,11
"32",31,32,1.98380832076555,32,11
"33",32,33,1.97490586689786,33,11
"34",33,34,1.9695259536149,34,11
"35",34,35,1.96564858012258,35,11
"36",35,36,1.96531630087468,36,11
"37",36,37,1.97158730913696,37,11
"38",37,38,1.98751979817516,38,11
"39",38,39,2.01531311723476,39,11
"40",39,40,2.05373123948002,40,11
"41",40,41,2.10067929405492,41,11
"42",41,42,2.15510387865083,42,11
"43",42,43,2.22011746514881,43,11
"44",43,44,2.29987399397731,44,11
"45",44,45,2.39782053614627,45,11
"46",45,46,2.51457668499151,46,11
"47",46,47,2.65005516443036,47,11
"48",47,48,2.80416869838012,48,11
"49",48,49,2.97619705771932,49,11
"50",49,50,3.16288820117123,50,11
"51",50,51,3.36035713442035,51,11
"52",51,52,3.56338283325177,52,11
"53",52,53,3.76140015385304,53,11
"54",53,54,3.94250792251234,54,11
"55",54,55,4.09480496551786,55,11
"56",55,56,4.20889395946919,56,11
"57",56,57,4.28539298221165,57,11
"58",57,58,4.32742396190201,58,11
"59",58,59,4.33850178016128,59,11
"60",59,60,4.32371313246752,60,11
"61",60,61,4.28853766776308,61,11
"62",61,62,4.23982189453276,62,11
"63",62,63,4.18987975943124,63,11
"64",63,64,4.1523920686557,64,11
"65",64,65,4.14103962840331,65,11
"66",65,66,4.16800738930006,66,11
"67",66,67,4.23949687968733,67,11
"68",67,68,4.36021377233533,68,11
"69",68,69,4.5313444092569,69,11
"70",69,70,4.73999780943538,70,11
"71",70,71,4.96976366109676,71,11
"72",71,72,5.20658437670012,72,11
"73",72,73,5.44581326563686,73,11
"74",73,74,5.68515636153148,74,11
"75",74,75,5.9223196980085,75,11
"76",75,76,6.15475757670299,76,11
"77",76,77,6.37891737129233,77,11
"78",77,78,6.59099472346446,78,11
"79",78,79,6.7877419765488,79,11
"80",79,80,6.96813828044075,80,11
"81",80,81,7.13171948667717,81,11
"82",81,82,7.27802144679493,82,11
"83",82,83,7.4074400095073,83,11
"84",83,84,7.5238110122332,84,11
"85",84,85,7.63183028956795,85,11
"86",85,86,7.73661922068462,86,11
"87",86,87,7.84500136306726,87,11
"88",87,88,7.96422581877764,88,11
"89",88,89,8.10044584652835,89,11
"90",89,90,8.25543133163511,90,11
"91",90,91,8.42985631606442,91,11
"92",91,92,8.6243948417828,92,11
"93",92,93,8.83842600573751,93,11
"94",93,94,9.06614912479883,94,11
"95",94,95,9.30046857081781,95,11
"96",95,96,9.53613821270472,96,11
"97",96,97,9.77530990760663,97,11
"98",97,98,10.0219850097298,98,11
"99",98,99,10.2801648732807,99,11
"100",99,100,10.5519889177045,100,11
"101",100,101,10.8321488234032,101,11
"102",101,102,11.113474336018,102,11
"103",102,103,11.3886842071347,103,11
"104",103,104,11.6500532121184,104,11
"105",104,105,11.8897451322791,105,11
"106",105,106,12.1017691535126,106,11
"107",106,107,12.2875160800572,107,11
"108",107,108,12.4502221207366,108,11
"109",108,109,12.5931234843749,109,11
"110",109,110,12.7194978235586,110,11
"111",110,111,12.8327885659241,111,11
"112",111,112,12.9364805828704,112,11
"113",112,113,13.0343860251712,113,11
"114",113,114,13.131626161099,114,11
"115",114,115,13.2336495383008,115,11
"116",115,116,13.3453203052064,116,11
"117",116,117,13.4691650133754,117,11
"118",117,118,13.60712581515,118,11
"119",118,119,13.7611448628727,119,11
"120",119,120,13.9331788351486,120,11
"121",120,121,14.1252425156352,121,11
"122",121,122,14.339365214253,122,11
"123",122,123,14.5750445913373,123,11
"124",123,124,14.8216517088826,124,11
"125",124,125,15.0660259792982,125,11
"126",125,126,15.2950068149936,126,11
"127",126,127,15.4973133552007,127,11
"128",127,128,15.6691836464423,128,11
"129",128,129,15.8087354620641,129,11
"130",129,130,15.9149400143326,130,11
"131",130,131,15.9901822711984,131,11
"132",131,132,16.0377006395332,132,11
"133",132,133,16.0623503477953,133,11
"134",133,134,16.0754539107897,134,11
"135",134,135,16.0899506649078,135,11
"136",135,136,16.1187799465412,136,11
"137",136,137,16.1735308470133,137,11
"138",137,138,16.2603914773744,138,11
"139",138,139,16.3841997036068,139,11
"140",139,140,16.5484956099277,140,11
"141",140,141,16.7516281534945,141,11
"142",141,142,16.9906485096999,142,11
"143",142,143,17.2623262434766,143,11
"144",143,144,17.5623044779179,144,11
"145",144,145,17.8859447256574,145,11
"146",145,146,18.2286084993286,146,11
"147",146,147,18.5838934299256,147,11
"148",147,148,18.9383416218853,148,11
"149",148,149,19.2767312980052,149,11
"150",149,150,19.5850754217294,150,11
"151",150,151,19.8543259190886,151,11
"152",151,152,20.07666945676,152,11
"153",152,153,20.2442927014207,153,11
"154",153,154,20.3521877786539,154,11
"155",154,155,20.4065686496665,155,11
"156",155,156,20.4164547345711,156,11
"157",156,157,20.3928398764607,157,11
"158",157,158,20.3546156103476,158,11
"159",158,159,20.3226478942242,159,11
"160",159,160,20.3143981237401,160,11
"161",160,161,20.3337094451736,161,11
"162",161,162,20.38102044246,162,11
"163",162,163,20.4567696995349,163,11
"164",163,164,20.5598142882203,164,11
"165",164,165,20.6826852318854,165,11
"166",165,166,20.8163320417858,166,11
"167",166,167,20.9526576426386,167,11
"168",167,168,21.0873786130049,168,11
"169",168,169,21.2171649449074,169,11
"170",169,170,21.3392241841727,170,11
"171",170,171,21.4529140918454,171,11
"172",171,172,21.5581299827743,172,11
"173",172,173,21.6547671718081,173,11
"174",173,174,21.7432995606947,174,11
"175",174,175,21.8265153987774,175,11
"176",175,176,21.9077815222987,176,11
"177",176,177,21.9904561895306,177,11
"178",177,178,22.0778633468651,178,11
"179",178,179,22.1733183627237,179,11
"180",179,180,22.2801366055279,180,11
"181",180,181,22.4004914140432,181,11
"182",181,182,22.5319880084092,182,11
"183",182,183,22.6710895791094,183,11
"184",183,184,22.8137200929221,184,11
"185",184,185,22.9536466218046,185,11
"186",185,186,23.084097014009,186,11
"187",186,187,23.1996501768811,187,11
"188",187,188,23.3002892541412,188,11
"189",188,189,23.3873484486033,189,11
"190",189,190,23.4621619630814,190,11
"191",190,191,23.5267505046996,191,11
"192",191,192,23.5858807978219,192,11
"193",192,193,23.6450060711226,193,11
"194",193,194,23.7087679749639,194,11
"195",194,195,23.7785618464604,195,11
"196",195,196,23.8549714444147,196,11
"197",196,197,23.9385805276296,197,11
"198",197,198,24.028853992118,198,11
"199",198,199,24.1207812827338,199,11
"200",199,200,24.2082329815414,200,11
"201",200,201,24.2852504471922,201,11
"202",201,202,24.3465581446872,202,11
"203",202,203,24.3870513156149,203,11
"204",203,204,24.4032278230055,204,11
"205",204,205,24.397996015657,205,11
"206",205,206,24.3758668638097,206,11
"207",206,207,24.3413513377034,207,11
"208",207,208,24.2989298531801,208,11
"209",208,209,24.2529606084877,209,11
"210",209,210,24.2077712474763,210,11
"211",210,211,24.1675563762781,211,11
"212",211,212,24.1359784501562,212,11
"213",212,213,24.1165668866559,213,11
"214",213,214,24.1114275186664,214,11
"215",214,215,24.1169718404513,215,11
"216",215,216,24.1281877616181,216,11
"217",216,217,24.140063191774,217,11
"218",217,218,24.147724478018,218,11
"219",218,219,24.1468517174159,219,11
"220",219,220,24.1332634445251,220,11
"221",220,221,24.1039815432217,221,11
"222",221,222,24.0608412946558,222,11
"223",222,223,24.0068813292962,223,11
"224",223,224,23.9451402776118,224,11
"225",224,225,23.8790915115315,225,11
"226",225,226,23.8139473688254,226,11
"227",226,227,23.7553549287239,227,11
"228",227,228,23.7076936721968,228,11
"229",228,229,23.6702726871727,229,11
"230",229,230,23.6411334633197,230,11
"231",230,231,23.6178198093221,231,11
"232",231,232,23.5958848099292,232,11
"233",232,233,23.5703838689066,233,11
