"","x","Index","y","Index2"
"1",0,1,7.55699278505077,1
"2",1,2,7.92232245596165,2
"3",2,3,8.29999884756752,3
"4",3,4,8.6651143889857,4
"5",4,5,8.98796871697696,5
"6",5,6,9.21969029887603,6
"7",6,7,9.30661480966115,7
"8",7,8,9.21314420238556,8
"9",8,9,8.97594554240264,9
"10",9,10,8.64975217314079,10
"11",10,11,8.28929743802841,11
"12",11,12,7.94786326959416,12
"13",12,13,7.67292595676777,13
"14",13,14,7.51051037757922,14
"15",14,15,7.48498000396485,15
"16",15,16,7.53405268348642,16
"17",16,17,7.57378485761204,17
"18",17,18,7.54300167680711,18
"19",18,19,7.47160312752625,19
"20",19,20,7.41225790522135,20
"21",20,21,7.41763470534433,21
"22",21,22,7.53074339602595,22
"23",22,23,7.75595853611244,23
"24",23,24,8.08799585712892,24
"25",24,25,8.51019955908023,25
"26",25,26,8.96042771589022,26
"27",26,27,9.36516686996245,27
"28",27,28,9.65090356370052,28
"29",28,29,9.76782967242928,29
"30",29,30,9.76095840315873,30
"31",30,31,9.69900829582015,31
"32",31,32,9.63892561971666,32
"33",32,33,9.59056756163886,33
"34",33,34,9.55201903774921,34
"35",34,35,9.51963678061887,35
"36",35,36,9.4828647884539,36
"37",36,37,9.42941887586907,37
"38",37,38,9.34701485747913,38
"39",38,39,9.22982915970622,39
"40",39,40,9.09788065620188,40
"41",40,41,8.977648832425,41
"42",41,42,8.89243223575673,42
"43",42,43,8.85280566126732,43
"44",43,44,8.86616296594925,44
"45",44,45,8.93140321493889,45
"46",45,46,9.01344630594808,46
"47",46,47,9.06871734483254,47
"48",47,48,9.05364143744798,48
"49",48,49,8.94068092839362,49
"50",49,50,8.76644711724269,50
"51",50,51,8.58358854231197,51
"52",51,52,8.43536148366471,52
"53",52,53,8.32745318835019,53
"54",53,54,8.25615864516422,54
"55",54,55,8.2177728429026,55
"56",55,56,8.21159790671602,56
"57",56,57,8.24896450717477,57
"58",57,58,8.34421045120405,58
"59",58,59,8.50377992772943,59
"60",59,60,8.70254265367808,60
"61",60,61,8.90747472797753,61
"62",61,62,9.09329439036576,62
"63",62,63,9.26568844382237,63
"64",63,64,9.43808583213739,64
"65",64,65,9.62391549910085,65
"66",65,66,9.83613676142089,66
"67",66,67,10.0858304274782,67
"68",67,68,10.3836076785714,68
"69",68,69,10.7417593511442,69
"70",69,70,11.1792949022187,70
"71",70,71,11.7169034439619,71
"72",71,72,12.3544275358521,72
"73",72,73,13.008323526612,73
"74",73,74,13.5742012122757,74
"75",74,75,13.9476703888772,75
"76",75,76,14.0490397920048,76
