"","x","Index","y","Index2"
"1",0,1,12.3266021608217,1
"2",1,2,12.3277259578084,2
"3",2,3,12.3293790442116,3
"4",3,4,12.3319180087041,4
"5",4,5,12.3354839720877,5
"6",5,6,12.3393561836799,6
"7",6,7,12.3425984249271,7
"8",7,8,12.3443087039628,8
"9",8,9,12.3437219356692,9
"10",9,10,12.3401072616151,10
"11",10,11,12.3327338233697,11
"12",11,12,12.3211219159616,12
"13",12,13,12.3057964482579,13
"14",13,14,12.2875334825855,14
"15",14,15,12.2669582698851,15
"16",15,16,12.2440928155539,16
"17",16,17,12.2188083136029,17
"18",17,18,12.1911279557763,18
"19",18,19,12.1616829247513,19
"20",19,20,12.1312564009383,20
"21",20,21,12.1006315647476,21
"22",21,22,12.0706344595404,22
"23",22,23,12.0422625804814,23
"24",23,24,12.0165562856862,24
"25",24,25,11.9944244308783,25
"26",25,26,11.9762498622142,26
"27",26,27,11.9622839234581,27
"28",27,28,11.9527779583746,28
"29",28,29,11.9478288162074,29
"30",29,30,11.9469153681179,30
"31",30,31,11.9493619907471,31
"32",31,32,11.9543809217104,32
"33",32,33,11.9607358425217,33
"34",33,34,11.9670782956694,34
"35",34,35,11.972218918439,35
"36",35,36,11.9756047273039,36
"37",36,37,11.9768418335341,37
"38",37,38,11.9755363484001,38
"39",38,39,11.971516776826,39
"40",39,40,11.965501198353,40
"41",40,41,11.9584300861762,41
"42",41,42,11.9510608084837,42
"43",42,43,11.9434183134351,43
"44",43,44,11.9353444441831,44
"45",44,45,11.9266517086968,45
"46",45,46,11.9170352742113,46
"47",46,47,11.9061609727783,47
"48",47,48,11.8936946364496,48
"49",48,49,11.8794119982546,49
"50",49,50,11.8635283951345,50
"51",50,51,11.846369065008,51
"52",51,52,11.8283569376704,52
"53",52,53,11.8103057104218,53
"54",53,54,11.7931267724385,54
"55",54,55,11.7777315128971,55
"56",55,56,11.7648640030951,56
"57",56,57,11.7545990428149,57
"58",57,58,11.7468441139599,58
"59",58,59,11.7415737736875,59
"60",59,60,11.7390308801693,60
"61",60,61,11.7395253668312,61
"62",61,62,11.7432401123452,62
"63",62,63,11.7498497763703,63
"64",63,64,11.7589019638119,64
"65",64,65,11.7699442795755,65
"66",65,66,11.7825466583668,66
"67",66,67,11.7963683540915,67
"68",67,68,11.8110909504557,68
"69",68,69,11.8264632064796,69
"70",69,70,11.8425025824409,70
"71",70,71,11.8592937139319,71
"72",71,72,11.8770302347246,72
"73",72,73,11.89634177131,73
"74",73,74,11.9179669483591,74
"75",74,75,11.9426443905429,75
"76",75,76,11.9708828810042,76
"77",76,77,12.0022718367729,77
"78",77,78,12.0361708333508,78
"79",78,79,12.0717927862945,79
"80",79,80,12.107763971381,80
"81",80,81,12.1425640044419,81
"82",81,82,12.174672501309,82
"83",82,83,12.20296409891,83
"84",83,84,12.2278935185557,84
"85",84,85,12.250310502653,85
"86",85,86,12.2710260316005,86
"87",86,87,12.2906960377644,87
"88",87,88,12.3099376915028,88
"89",88,89,12.3293722488785,89
"90",89,90,12.3496373087742,90
"91",90,91,12.3713745557771,91
"92",91,92,12.3952256744746,92
"93",92,93,12.4212482716836,93
"94",93,94,12.4471636431392,94
"95",94,95,12.4701090068058,95
"96",95,96,12.4876787445986,96
"97",96,97,12.4992958942337,97
"98",97,98,12.504840657378,98
"99",98,99,12.504193235698,99
"100",99,100,12.4977039393369,100
"101",100,101,12.4876035123431,101
"102",101,102,12.4765928072415,102
"103",102,103,12.4671426303677,103
"104",103,104,12.4608036033004,104
"105",104,105,12.4588963014289,105
"106",105,106,12.4625176656332,106
"107",106,107,12.4718700987557,107
"108",107,108,12.4869323691293,108
"109",108,109,12.5076832450871,109
"110",109,110,12.5339907301623,110
"111",110,111,12.5652797686892,111
"112",111,112,12.6008645402026,112
"113",112,113,12.6399271005828,113
"114",113,114,12.681121011094,114
"115",114,115,12.7229677093463,115
"116",115,116,12.7642044046597,116
"117",116,117,12.8044313931944,117
"118",117,118,12.8434647428205,118
"119",118,119,12.8811205214082,119
"120",119,120,12.9172944354583,120
"121",120,121,12.9522007459941,121
"122",121,122,12.9861333526697,122
"123",122,123,13.0193877554388,123
"124",123,124,13.0522658554549,124
"125",124,125,13.0850711541712,125
"126",125,126,13.1181071530409,126
"127",126,127,13.1515526334903,127
"128",127,128,13.1850874968378,128
"129",128,129,13.2182669243749,129
"130",129,130,13.2506851309446,130
"131",130,131,13.2820924655965,131
"132",131,132,13.3122783109314,132
"133",132,133,13.3410661240457,133
"134",133,134,13.3684156600159,134
"135",134,135,13.3943207484136,135
"136",135,136,13.4187752188106,136
"137",136,137,13.4417610582666,137
"138",137,138,13.4632128837936,138
"139",138,139,13.4830534698917,139
"140",139,140,13.5012497444,140
"141",140,141,13.5179452485149,141
"142",141,142,13.5333276767717,142
"143",142,143,13.5476137938216,143
"144",143,144,13.5611366447775,144
"145",144,145,13.5742583448683,145
"146",145,146,13.5873410093225,146
"147",146,147,13.6007104983684,147
"148",147,148,13.6145476522319,148
"149",148,149,13.6289970561384,149
"150",149,150,13.6443682888314,150
"151",150,151,13.6616309031268,151
"152",151,152,13.6819194453587,152
"153",152,153,13.7063684618609,153
"154",153,154,13.7360282777832,154
"155",154,155,13.7716123335385,155
"156",155,156,13.8137498483554,156
"157",156,157,13.8627004744045,157
"158",157,158,13.9172455956235,158
"159",158,159,13.975797028892,159
"160",159,160,14.0362260547407,160
"161",160,161,14.0942418083037,161
"162",161,162,14.145012888366,162
"163",162,163,14.1837078937128,163
"164",163,164,14.2063224484636,164
"165",164,165,14.2121602780753,165
"166",165,166,14.2013521333393,166
"167",166,167,14.1746005368469,167
"168",167,168,14.1348950983889,168
"169",168,169,14.085797199556,169
"170",169,170,14.031083505469,170
"171",170,171,13.975391815369,171
"172",171,172,13.9235752120275,172
"173",172,173,13.8804867782156,173
"174",173,174,13.8502835426137,174
"175",174,175,13.8343383175376,175
"176",175,176,13.8333278612122,176
"177",176,177,13.8477125800254,177
"178",177,178,13.8770874730162,178
"179",178,179,13.9208311873869,179
"180",179,180,13.9783223703393,180
"181",180,181,14.0485856982498,181
"182",181,182,14.1292299641915,182
"183",182,183,14.2175099904115,183
"184",183,184,14.3112846336428,184
"185",184,185,14.4108288885614,185
"186",185,186,14.5170217843286,186
"187",186,187,14.6301491111582,187
"188",187,188,14.7481237034716,188
"189",188,189,14.8682651567426,189
"190",189,190,14.9878930664447,190
"191",190,191,15.1043462411383,191
"192",191,192,15.2150403417308,192
"193",192,193,15.3174102422166,193
"194",193,194,15.4093508385655,194
"195",194,195,15.4905971146503,195
"196",195,196,15.5613440763194,196
"197",196,197,15.6217867294212,197
"198",197,198,15.6723994237278,198
"199",198,199,15.7147738847066,199
"200",199,200,15.7507811817485,200
"201",200,201,15.7819134626592,201
"202",201,202,15.8081471889027,202
"203",202,203,15.8290799003576,203
"204",203,204,15.8442348523884,204
"205",204,205,15.852838162303,205
"206",205,206,15.8540416628953,206
"207",206,207,15.8469971869592,207
"208",207,208,15.8306823100457,208
"209",208,209,15.8033775787352,209
"210",209,210,15.763189282365,210
"211",210,211,15.7091843581059,211
"212",211,212,15.6442723344618,212
"213",212,213,15.57232338777,213
"214",213,214,15.4971588012486,214
"215",214,215,15.4224042856391,215
"216",215,216,15.3516366585642,216
"217",216,217,15.2884327376462,217
"218",217,218,15.2358250415149,218
"219",218,219,15.1946688928291,219
"220",219,220,15.165275315255,220
"221",220,221,15.1473880471922,221
"222",221,222,15.1384816859741,222
"223",222,223,15.1354635436679,223
"224",223,224,15.1352409323404,224
"225",224,225,15.1352673224018,225
"226",225,226,15.135180817634,226
"227",226,227,15.135165680162,227
"228",227,228,15.1349950247305,228
"229",228,229,15.1327973765627,229
"230",229,230,15.1262901135013,230
"231",230,231,15.1139433409,231
"232",231,232,15.097238074156,232
"233",232,233,15.0784080561774,233
"234",233,234,15.0596870298723,234
"235",234,235,15.0431513624843,235
"236",235,236,15.0302479185992,236
"237",236,237,15.0222661871382,237
"238",237,238,15.0204971769571,238
"239",238,239,15.0262379766487,239
"240",239,240,15.0407871947401,240
"241",240,241,15.0653070627464,241
"242",241,242,15.1004143041337,242
"243",242,243,15.146589265356,243
"244",243,244,15.2043122928673,244
"245",244,245,15.2728190112498,245
"246",245,246,15.3463661575979,246
"247",246,247,15.4179657471346,247
"248",247,248,15.4805312735631,248
"249",248,249,15.5265821445094,249
"250",249,250,15.5485392460801,250
"251",250,251,15.5388234643816,251
"252",251,252,15.4926883449575,252
"253",252,253,15.4167180710986,253
"254",253,254,15.3203294855326,254
"255",254,255,15.2123137517944,255
"256",255,256,15.0989593166473,256
"257",256,257,14.9859289476617,257
"258",257,258,14.8784436967893,258
"259",258,259,14.7799577535067,259
"260",259,260,14.6934835916716,260
"261",260,261,14.6220336851419,261
"262",261,262,14.5684020408159,262
"263",262,263,14.5345087977534,263
"264",263,264,14.5220556280549,264
"265",264,265,14.5321729221158,265
"266",265,266,14.5637059435116,266
"267",266,267,14.6149286741129,267
"268",267,268,14.6838026118389,268
"269",268,269,14.7670393188033,269
"270",269,270,14.8610378731686,270
"271",270,271,14.9621973530971,271
"272",271,272,15.0669507027412,272
"273",272,273,15.1718663302118,273
"274",273,274,15.27354650961,274
"275",274,275,15.3686156496969,275
"276",275,276,15.4537866978756,276
"277",276,277,15.5257947362091,277
"278",277,278,15.5813748467607,278
"279",278,279,15.61845435123,279
"280",279,280,15.6397295298628,280
"281",280,281,15.6490889025409,281
"282",281,282,15.6503843814649,282
"283",282,283,15.6473214481089,283
"284",283,284,15.6435689762653,284
"285",284,285,15.6422518626159,285
"286",285,286,15.6443190953991,286
"287",286,287,15.6501756857428,287
"288",287,288,15.6602266447745,288
"289",288,289,15.6748192983247,289
