"","x","Index","y","Index2"
"1",0,1,2.80913758862709,1
"2",1,2,2.50096271723687,2
"3",2,3,2.20139923744836,3
"4",3,4,1.92425673857898,4
"5",4,5,1.68367603134859,5
"6",5,6,1.49512281208665,6
"7",6,7,1.37439399852504,7
"8",7,8,1.33209844786009,8
"9",8,9,1.35809277514586,9
"10",9,10,1.43704553490087,10
"11",10,11,1.55362528164361,11
"12",11,12,1.69058602274248,12
"13",12,13,1.82302357696545,13
"14",13,14,1.92411921593037,14
"15",14,15,1.97359857104196,15
"16",15,16,1.97736471285252,16
"17",16,17,1.94786507170121,17
"18",17,18,1.89772322632568,18
"19",18,19,1.8402673490575,19
"20",19,20,1.78900176062672,20
"21",20,21,1.75743078176339,21
"22",21,22,1.75389032344266,22
"23",22,23,1.76604265762006,23
"24",23,24,1.77638164649624,24
"25",24,25,1.77147672119399,25
"26",25,26,1.75419958852486,26
"27",26,27,1.73149752422257,27
"28",27,28,1.71031780402083,28
"29",28,29,1.69670063107545,29
"30",29,30,1.69305791823061,30
"31",30,31,1.70089450575258,31
"32",31,32,1.72148164575045,32
"33",32,33,1.75515623770462,33
"34",33,34,1.8020215929383,34
"35",34,35,1.85969693732156,35
"36",35,36,1.91586515491183,36
"37",36,37,1.95572504431342,37
"38",37,38,1.9644754041306,38
"39",38,39,1.93409207869081,39
"40",39,40,1.88365909521402,40
"41",40,41,1.83903752664336,41
"42",41,42,1.82427677506198,42
"43",42,43,1.85617955911303,43
"44",43,44,1.94973692657973,44
"45",44,45,2.11500547060798,45
"46",45,46,2.34230396579458,46
"47",46,47,2.61701673209905,47
"48",47,48,2.92452808948091,48
"49",48,49,3.24979721406499,49
"50",49,50,3.57608270663729,50
"51",50,51,3.88621802414911,51
"52",51,52,4.16313036578048,52
"53",52,53,4.39012189962638,53
"54",53,54,4.55058853601053,54
"55",54,55,4.62792618525665,55
"56",55,56,4.61307456201663,56
"57",56,57,4.52714859825515,57
"58",57,58,4.39880703026507,58
"59",58,59,4.2537959416617,59
"60",59,60,4.10621080535009,60
"61",60,61,3.96723444155774,61
"62",61,62,3.85093859564696,62
"63",62,63,3.78295071351934,63
"64",63,64,3.7917871662113,64
"65",64,65,3.90596432475923,65
"66",65,66,4.14116159172925,66
"67",66,67,4.46171049580622,67
"68",67,68,4.81910559720469,68
"69",68,69,5.17151112507113,69
"70",69,70,5.5037699842797,70
"71",70,71,5.80739474863648,71
"72",71,72,6.07636984758325,72
"73",72,73,6.31456713310455,73
"74",73,74,6.52833031282066,74
"75",74,75,6.72400309435183,75
"76",75,76,6.90662847305276,76
"77",76,77,7.07604659521598,77
"78",77,78,7.23079689486846,78
"79",78,79,7.37050803114281,79
"80",79,80,7.49916556359414,80
"81",80,81,7.62184427688319,81
"82",81,82,7.74361895567072,82
"83",82,83,7.8686402011333,83
"84",83,84,7.99736188051092,84
"85",84,85,8.12931367755941,85
"86",85,86,8.26375779814398,86
"87",86,87,8.3988865365675,87
"88",87,88,8.53262470924217,88
"89",88,89,8.66408025114074,89
"90",89,90,8.79709357147783,90
"91",90,91,8.93668819802853,91
"92",91,92,9.08788765856798,92
"93",92,93,9.25713700132919,93
"94",93,94,9.45656735637679,94
"95",94,95,9.69973137423333,95
"96",95,96,9.99613199126602,96
"97",96,97,10.3390732872206,97
"98",97,98,10.7178096276876,98
"99",98,99,11.1215953782574,99
"100",99,100,11.5361766892544,100
"101",100,101,11.9332668499387,101
"102",101,102,12.2810709343043,102
"103",102,103,12.5574951688722,103
"104",103,104,12.7792503902696,104
"105",104,105,12.9727485876509,105
"106",105,106,13.1578138197021,106
"107",106,107,13.3279184232377,107
"108",107,108,13.4699468046043,108
"109",108,109,13.5707833701483,109
"110",109,110,13.6228772868223,110
"111",110,111,13.6409367640032,111
"112",111,112,13.645234771674,112
"113",112,113,13.6562196213317,113
"114",113,114,13.6950409905306,114
"115",114,115,13.783023898339,115
"116",115,116,13.9368131089181,116
"117",116,117,14.1543323668001,117
"118",117,118,14.4288251616102,118
"119",118,119,14.7535349829732,119
"120",119,120,15.1179666722831,120
"121",120,121,15.4966704780095,121
"122",121,122,15.8604580003908,122
"123",122,123,16.1856787430665,123
"124",123,124,16.4708338232795,124
"125",124,125,16.7199622616741,125
"126",125,126,16.9371030788941,126
"127",126,127,17.1228144781471,127
"128",127,128,17.2637313928946,128
"129",128,129,17.3430079391613,129
"130",129,130,17.3506439016306,130
"131",130,131,17.3040217396199,131
