"","x","Index","y","Index2"
"1",0,1,1.25586565271345,1
"2",1,2,1.25486157859615,2
"3",2,3,1.25357597919117,3
"4",3,4,1.25185432238019,4
"5",4,5,1.24924511470554,5
"6",5,6,1.24410901735213,6
"7",6,7,1.23450973016547,7
"8",7,8,1.21906523526644,8
"9",8,9,1.19861064387728,9
"10",9,10,1.17453534949556,10
"11",10,11,1.14822874561885,11
"12",11,12,1.12101502662066,12
"13",12,13,1.09395759037821,13
"14",13,14,1.06805463564467,14
"15",14,15,1.04414975093298,15
"16",15,16,1.02246808379527,16
"17",16,17,1.00308017154349,17
"18",17,18,0.98599361341186,18
"19",18,19,0.970964256323893,19
"20",19,20,0.957685009125392,20
"21",20,21,0.945848780662167,21
"22",21,22,0.935105262610325,22
"23",22,23,0.924931277967166,23
"24",23,24,0.914760432560288,24
"25",24,25,0.904138354824027,25
"26",25,26,0.893058763619665,26
"27",26,27,0.88162740041522,27
"28",27,28,0.869950006678712,28
"29",28,29,0.858117331753026,29
"30",29,30,0.846160156480522,30
"31",30,31,0.834094269578426,31
"32",31,32,0.821842031918088,32
"33",32,33,0.808952092987359,33
"34",33,34,0.794879674428214,34
"35",34,35,0.779399896256905,35
"36",35,36,0.76356747198681,36
"37",36,37,0.74875701350558,37
"38",37,38,0.73634313270087,38
"39",38,39,0.727555548242652,39
"40",39,40,0.723044405930163,40
"41",40,41,0.723314958344959,41
"42",41,42,0.728794023927635,42
"43",42,43,0.739594684554947,43
"44",43,44,0.755751587962693,44
"45",44,45,0.777122949009852,45
"46",45,46,0.802861251048146,46
"47",46,47,0.831942544552478,47
"48",47,48,0.863342879997752,48
"49",48,49,0.895497338256155,49
"50",49,50,0.924677121789007,50
"51",50,51,0.94661246345491,51
"52",51,52,0.958832585310461,52
"53",52,53,0.966062666204241,53
"54",53,54,0.974826874182829,54
"55",54,55,0.9916493772928,55
"56",55,56,1.02241007352989,56
"57",56,57,1.07041178068643,57
"58",57,58,1.13831304650394,58
"59",58,59,1.22719236442252,59
"60",59,60,1.33180801067669,60
"61",60,61,1.4453382071996,61
"62",61,62,1.56146950004986,62
"63",62,63,1.67592173178797,63
"64",63,64,1.78492306909991,64
"65",64,65,1.88470167867165,65
"66",65,66,1.97244259007144,66
"67",66,67,2.04915828439668,67
"68",67,68,2.11681810562703,68
"69",68,69,2.17827962420439,69
"70",69,70,2.23995331641967,70
"71",70,71,2.30913788502602,71
"72",71,72,2.39292332312211,72
"73",72,73,2.49756478518854,73
"74",73,74,2.62910871605147,74
"75",74,75,2.793601560537,75
"76",75,76,2.99460396096056,76
"77",76,77,3.22573334959479,77
"78",77,78,3.47812135620159,78
"79",78,79,3.74334629149797,79
"80",79,80,4.01477319002126,80
"81",80,81,4.28621376726387,81
"82",81,82,4.55147973871821,82
"83",82,83,4.80531582235832,83
"84",83,84,5.04619874608479,84
"85",84,85,5.27353824027985,85
"86",85,86,5.48590481150235,86
"87",86,87,5.67851207101761,87
"88",87,88,5.84573440626758,88
"89",88,89,5.98437630357997,89
"90",89,90,6.10096264482555,90
"91",90,91,6.20444841076085,91
"92",91,92,6.30378858214242,92
"93",92,93,6.40663184456962,93
"94",93,94,6.51540170301313,94
"95",94,95,6.63121536728646,95
"96",95,96,6.754312335656,96
"97",96,97,6.88142126019973,97
"98",97,98,7.00839308144851,98
"99",98,99,7.1310787399332,99
"100",99,100,7.2478073894688,100
"101",100,101,7.36682103700679,101
"102",101,102,7.4988399027828,102
"103",102,103,7.65361945428731,103
"104",103,104,7.8370561480302,104
"105",104,105,8.05408168777621,105
"106",105,106,8.30757390210112,106
"107",106,107,8.59219511882482,107
"108",107,108,8.90055379057828,108
"109",108,109,9.22525836999241,109
"110",109,110,9.55813978926981,110
"111",110,111,9.8879188988997,111
"112",111,112,10.202539028943,112
"113",112,113,10.4907276587939,113
"114",113,114,10.7443488651807,114
"115",114,115,10.9560508741652,115
"116",115,116,11.122815495011,116
"117",116,117,11.2589588697907,117
"118",117,118,11.3831307237786,118
"119",118,119,11.5139807822492,119
"120",119,120,11.6681231273036,120
"121",120,121,11.8540292683484,121
"122",121,122,12.0781350716169,122
"123",122,123,12.342779909734,123
"124",123,124,12.6339171808916,124
"125",124,125,12.9334037896732,125
"126",125,126,13.2230966406626,126
"127",126,127,13.4883309188228,127
"128",127,128,13.7283549306353,128
"129",128,129,13.9458952629607,129
"130",129,130,14.1451259260734,130
"131",130,131,14.336010623901,131
"132",131,132,14.5299604837845,132
"133",132,133,14.7347873423428,133
"134",133,134,14.9439058733064,134
"135",134,135,15.147131459684,135
"136",135,136,15.3342794844838,136
"137",136,137,15.4984246190583,137
"138",137,138,15.6456786881359,138
"139",138,139,15.7854128047889,139
"140",139,140,15.9286194364407,140
"141",140,141,16.0927764679188,141
"142",141,142,16.2969831384019,142
"143",142,143,16.5547196225638,143
"144",143,144,16.8569898370599,144
"145",144,145,17.1891786340407,145
"146",145,146,17.5366708656566,146
"147",146,147,17.8860851337872,147
"148",147,148,18.2289750392268,148
"149",148,149,18.5581279324987,149
"150",149,150,18.8678880911691,150
"151",150,151,19.1588275009739,151
"152",151,152,19.4330750746923,152
"153",152,153,19.6927597251029,153
"154",153,154,19.9394549750928,154
"155",154,155,20.1725127879817,155
"156",155,156,20.3907297371973,156
"157",156,157,20.5919407481162,157
"158",157,158,20.7701341539106,158
"159",158,159,20.9183366397016,159
"160",159,160,21.0320227849119,160
"161",160,161,21.1164587461713,161
"162",161,162,21.1793585744111,162
"163",162,163,21.2284363205628,163
"164",163,164,21.2698145137077,164
"165",164,165,21.3032495955268,165
"166",165,166,21.3269064858509,166
"167",166,167,21.3387257364057,167
"168",167,168,21.3357504264959,168
"169",168,169,21.3147992673212,169
"170",169,170,21.2753666272992,170
"171",170,171,21.2276495037193,171
"172",171,172,21.1845205510889,172
"173",172,173,21.1588524239155,173
"174",173,174,21.1628749396631,174
"175",174,175,21.2062465676223,175
"176",175,176,21.2979829400403,176
"177",176,177,21.4443351517013,177
"178",177,178,21.6404961475367,178
"179",178,179,21.8788943350149,179
"180",179,180,22.1519581216043,180
"181",180,181,22.4508641346148,181
"182",181,182,22.761781880723,182
"183",182,183,23.0696290864469,183
"184",183,184,23.3608058143468,184
"185",184,185,23.6276414711517,185
"186",185,186,23.8639477996326,186
"187",186,187,24.0651961465769,187
"188",187,188,24.2334962748367,188
"189",188,189,24.3726175512799,189
"190",189,190,24.486329342775,190
"191",190,191,24.577401473742,191
"192",191,192,24.6446055988094,192
"193",192,193,24.6857138301581,193
"194",193,194,24.6982846668088,194
"195",194,195,24.6790221551442,195
"196",195,196,24.6244167283872,196
"197",196,197,24.5309588197606,197
"198",197,198,24.3975054659093,198
"199",198,199,24.2323801171658,199
"200",199,200,24.0462728272843,200
"201",200,201,23.8504074348544,201
"202",201,202,23.6581429178064,202
"203",202,203,23.4833720389058,203
"204",203,204,23.3378573255267,204
"205",204,205,23.224840363479,205
"206",205,206,23.1454325031812,206
"207",206,207,23.1007450950519,207
"208",207,208,23.090626528226,208
"209",208,209,23.1098733467041,209
"210",209,210,23.1520191332032,210
"211",210,211,23.2096533816285,211
"212",211,212,23.2715892306386,212
"213",212,213,23.3256957300806,213
"214",213,214,23.3623063454582,214
"215",214,215,23.3816122049017,215
"216",215,216,23.3862688521981,216
"217",216,217,23.3789318311342,217
"218",217,218,23.3623371987834,218
"219",218,219,23.339543065364,219
"220",219,220,23.3136880543806,220
"221",220,221,23.2869081126207,221
"222",221,222,23.2573284800033,222
"223",222,223,23.2220717197307,223
"224",223,224,23.1782603950047,224
"225",224,225,23.1234518840843,225
"226",225,226,23.0569428254552,226
"227",226,227,22.97846467266,227
"228",227,228,22.8873779925498,228
"229",228,229,22.7815598052087,229
"230",229,230,22.6585162440293,230
"231",230,231,22.516896533928,231
"232",231,232,22.3599222659175,232
"233",232,233,22.1919581225341,233
"234",233,234,22.0173687863144,234
"235",234,235,21.8408988268946,235
"236",235,236,21.6688123623102,236
"237",236,237,21.5077533976967,237
"238",237,238,21.3623573088507,238
"239",238,239,21.2292249542146,239
"240",239,240,21.102948562892,240
"241",240,241,20.9784947178652,241
"242",241,242,20.8523274176303,242
"243",242,243,20.7212850145622,243
"244",243,244,20.5822058610355,244
"245",244,245,20.4331055863004,245
"246",245,246,20.2767089271091,246
"247",246,247,20.1169178970891,247
"248",247,248,19.9588749518123,248
"249",248,249,19.8126843146278,249
"250",249,250,19.6896906508291,250
"251",250,251,19.6012386257099,251
"252",251,252,19.5565887665946,252
"253",252,253,19.5566650489326,253
"254",253,254,19.6003073102044,254
"255",254,255,19.6844711577038,255
"256",255,256,19.7985752779781,256
"257",256,257,19.9301541273879,257
"258",257,258,20.0668215856294,258
"259",258,259,20.1965092257413,259
"260",259,260,20.3072280440975,260
"261",260,261,20.3869890370723,261
"262",261,262,20.4252088418339,262
"263",262,263,20.4169266587264,263
"264",263,264,20.358587328888,264
"265",264,265,20.2469025523453,265
"266",265,266,20.0796514646777,266
"267",266,267,19.8548800603529,267
"268",267,268,19.5733688392841,268
"269",268,269,19.246836323167,269
"270",269,270,18.8897355391431,270
"271",270,271,18.5165195143537,271
"272",271,272,18.1399474405528,272
"273",272,273,17.7660031679448,273
"274",273,274,17.3989767113472,274
"275",274,275,17.0422060974513,275
"276",275,276,16.6952214004452,276
"277",276,277,16.3566007063915,277
"278",277,278,16.0249221013524,278
"279",278,279,15.6977146193778,279
"280",279,280,15.3683110864665,280
"281",280,281,15.0289952766047,281
"282",281,282,14.6736730130681,282
"283",282,283,14.3027383162895,283
"284",283,284,13.9182072559912,284
"285",284,285,13.524439609355,285
"286",285,286,13.1351699834,286
"287",286,287,12.7664766926046,287
"288",287,288,12.4344380514474,288
"289",288,289,12.1516779770468,289
"290",289,290,11.9170027970805,290
"291",290,291,11.7257644418664,291
"292",291,292,11.5727924032358,292
"293",292,293,11.4508264190747,293
"294",293,294,11.3520837887825,294
"295",294,295,11.2687818117587,295
"296",295,296,11.1933121607924,296
"297",296,297,11.1187640022304,297
"298",297,298,11.0384008758093,298
"299",298,299,10.9466926262935,299
"300",299,300,10.8429343185599,300
"301",300,301,10.727627322513,301
"302",301,302,10.6011534549539,302
"303",302,303,10.463416320267,303
"304",303,304,10.3141999697333,304
"305",304,305,10.1532884546334,305
"306",305,306,9.97945539395293,306
"307",306,307,9.7874326774975,307
"308",307,308,9.57094176277753,308
"309",308,309,9.32502045210081,309
"310",309,310,9.04997192696423,310
"311",310,311,8.74741571366199,311
"312",311,312,8.42076056679463,312
"313",312,313,8.08057215418815,313
"314",313,314,7.73920537197487,314
"315",314,315,7.40901511628709,315
"316",315,316,7.1003850155197,316
"317",316,317,6.81581362711774,317
"318",317,318,6.5558282407888,318
"319",318,319,6.32015294413994,319
"320",319,320,6.10529901637613,320
"321",320,321,5.90697453460183,321
"322",321,322,5.72088757592146,322
"323",322,323,5.54438625056475,323
"324",323,324,5.38137880126243,324
"325",324,325,5.23741350387052,325
"326",325,326,5.11625833131495,326
"327",326,327,5.01456004480133,327
"328",327,328,4.92718510260519,328
"329",328,329,4.8491113127526,329
"330",329,330,4.77576188227164,330
"331",330,331,4.70267136794093,331
"332",331,332,4.62537432653907,332
"333",332,333,4.53903869126447,333
"334",333,334,4.43736590099467,334
"335",334,335,4.31369077102698,335
"336",335,336,4.16258126182536,336
"337",336,337,3.9835379145203,337
"338",337,338,3.77729441540892,338
"339",338,339,3.54660558992246,339
"340",339,340,3.30231082002856,340
"341",340,341,3.05727062682897,341
"342",341,342,2.82434553142544,342
"343",342,343,2.61476118905366,343
"344",343,344,2.43320379148502,344
"345",344,345,2.28272466462483,345
"346",345,346,2.16498443468665,346
"347",346,347,2.07608092911691,347
"348",347,348,2.0107212756703,348
"349",348,349,1.96361260210149,349
"350",349,350,1.92965217436297,350
"351",350,351,1.90449781119845,351
"352",351,352,1.88399746954947,352
"353",352,353,1.86442618551118,353
"354",353,354,1.84376731179327,354
"355",354,355,1.82043128025903,355
"356",355,356,1.79312174412997,356
"357",356,357,1.7617152420603,357
"358",357,358,1.72638153406241,358
"359",358,359,1.6872903801487,359
"360",359,360,1.64432863427535,360
"361",360,361,1.59625152617364,361
"362",361,362,1.54153137951865,362
"363",362,363,1.47933152196581,363
"364",363,364,1.41157929709194,364
"365",364,365,1.34089305245425,365
"366",365,366,1.2698911356099,366
